"term","rb_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rb_x_high_x_young",0.000143211721944134,1.98703782737612e-05,-8.89076032442484e-06,-5.41688374948943e-06,-2.35918997353013e-05,-4.98640145941258e-05
"q1_x_high_x_young",1.98703782737612e-05,2.82076623474796e-05,1.66114375717998e-05,9.39314111581257e-06,-9.46210637158832e-07,-1.03013826047951e-05
"q2_x_high_x_young",-8.89076032442484e-06,1.66114375717998e-05,2.22056496812495e-05,1.13044315645721e-05,6.73032568000326e-06,6.35077546072841e-06
"q3_x_high_x_young",-5.41688374948943e-06,9.39314111581257e-06,1.13044315645721e-05,1.74968031419702e-05,9.29346741749783e-06,3.72245743820743e-06
"interim_x_high_x_young",-2.35918997353013e-05,-9.46210637158832e-07,6.73032568000326e-06,9.29346741749783e-06,0.000138847835629053,0.000137396160605843
"post_x_high_x_young",-4.98640145941258e-05,-1.03013826047951e-05,6.35077546072841e-06,3.72245743820743e-06,0.000137396160605843,0.000334219407951108
