"term","rbw_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rbw_x_high_x_young",1.95622223587576e-05,1.99409787759927e-06,-3.28135510806523e-06,-7.40869652880136e-07,2.57145055315202e-05,3.19033305287897e-05
"q1_x_high_x_young",1.99409787759927e-06,1.2061406261413e-05,5.66267661321418e-06,1.53151914032239e-06,4.36540550356262e-06,6.95913457492915e-06
"q2_x_high_x_young",-3.28135510806523e-06,5.66267661321418e-06,8.09525115777744e-06,3.23278748394408e-06,-2.77373592027355e-06,-3.00576960150922e-07
"q3_x_high_x_young",-7.40869652880136e-07,1.53151914032239e-06,3.23278748394408e-06,6.50779907668305e-06,5.35922844947908e-08,-1.1200189177144e-06
"interim_x_high_x_young",2.57145055315202e-05,4.36540550356262e-06,-2.77373592027355e-06,5.35922844947908e-08,6.44229619859442e-05,8.51490586592578e-05
"post_x_high_x_young",3.19033305287897e-05,6.95913457492915e-06,-3.00576960150922e-07,-1.1200189177144e-06,8.51490586592578e-05,0.000151415758559534
