year_month,age_group,exposure_quartile,n_emp,n_hires,n_separations,hire_rate,separation_rate
2020-04,26-30,2,205594,13670,15468,0.06649026722569724,0.07523565862817008
2020-04,26-30,3,86972,4690,5465,0.05392540127857241,0.0628363151359058
2020-04,26-30,4,141482,6644,7398,0.046960037319234954,0.05228933715949732
2020-04,31-34,1,95600,5324,6100,0.05569037656903766,0.06380753138075314
2020-04,31-34,2,147661,8156,9034,0.055234625256499685,0.061180677362336705
2020-04,31-34,3,81938,3529,3913,0.04306914984500476,0.04775562010300471
2020-04,31-34,4,132289,5113,5347,0.0386502279101059,0.04041908246339454
2020-04,35-40,1,125765,6007,7115,0.047763686240209914,0.056573768536556275
2020-04,35-40,2,190824,8675,9837,0.04546073869114996,0.05155011948182619
2020-04,35-40,3,127415,4390,4986,0.034454342110426556,0.039131970333163284
2020-04,35-40,4,199387,6535,6827,0.03277545677501542,0.034239945432751384
2020-04,41-49,1,188640,7513,8950,0.03982718405428329,0.04744486853265479
2020-04,41-49,2,279962,10200,11704,0.03643351597716833,0.04180567362713511
2020-04,41-49,3,219143,6369,7167,0.029063214430759824,0.03270467229160868
2020-04,41-49,4,324226,8750,9342,0.02698734833110238,0.02881323521247525
2020-04,50+,1,395120,13174,17452,0.033341769588985624,0.04416886009313626
2020-04,50+,2,529893,15973,22583,0.030143821488489184,0.04261803798125282
2020-04,50+,3,386550,10889,14029,0.02816970637692407,0.03629284697969215
2020-04,50+,4,500293,13836,16371,0.027655793704888933,0.03272282442488702
2020-05,22-25,1,83051,7139,6620,0.08595922987080228,0.07971005767540428
2020-05,22-25,2,141689,13075,11374,0.09227957004425184,0.08027440379987155
2020-05,22-25,3,31406,2719,2522,0.08657581353881424,0.08030312679105904
2020-05,22-25,4,40319,3267,2994,0.0810287953570277,0.07425779409211539
2020-05,26-30,1,127526,7692,7574,0.0603171118046516,0.05939181029750796
2020-05,26-30,2,201357,13014,12307,0.0646314754391454,0.061120298772826376
2020-05,26-30,3,85340,4299,4299,0.05037497070541364,0.05037497070541364
2020-05,26-30,4,139978,6109,6230,0.04364257240423495,0.04450699395619312
2020-05,31-34,1,93297,4590,4511,0.04919772339946622,0.048350965197166036
2020-05,31-34,2,145296,7475,7340,0.05144670190507653,0.05051756414491796
2020-05,31-34,3,80797,3048,3276,0.03772417292721265,0.040546059878460834
2020-05,31-34,4,131517,4721,4728,0.03589650007223401,0.035949725130591484
2020-05,35-40,1,123308,5277,5236,0.04279527686768093,0.04246277613780128
2020-05,35-40,2,187952,7804,7726,0.04152123946539542,0.04110623989103601
2020-05,35-40,3,125992,3804,3877,0.03019239316782018,0.030771795034605372
2020-05,35-40,4,198247,5841,6129,0.029463245345452894,0.030915978552008352
2020-05,41-49,1,185173,6543,6750,0.03533452501174577,0.03645239856782576
2020-05,41-49,2,276171,9075,9293,0.03286007582258818,0.03364944183132914
2020-05,41-49,3,217006,5438,5910,0.025059214952581958,0.027234270020183773
2020-05,41-49,4,322583,7966,8334,0.024694419730735967,0.02583521140295676
2020-05,50+,1,387009,11639,12813,0.030074235999679594,0.03310775718394146
2020-05,50+,2,518800,14075,16628,0.027129915188897454,0.0320508866615266
2020-05,50+,3,381236,9389,10828,0.024627789610634884,0.028402354447114125
2020-05,50+,4,495838,12488,14320,0.025185645311573537,0.028880400453373884
2020-06,22-25,1,86970,9505,6662,0.1092905599632057,0.07660112682534208
2020-06,22-25,2,147719,16186,11172,0.10957290531346678,0.0756300814384067
2020-06,22-25,3,33759,4394,2942,0.13015788382357296,0.08714713113540093
2020-06,22-25,4,42933,5199,3602,0.12109566068059535,0.08389816691123378
2020-06,26-30,1,130479,9313,7637,0.0713754703822071,0.05853049149671595
2020-06,26-30,2,206149,15447,12852,0.07493123905524644,0.06234325657655385
2020-06,26-30,3,87651,5905,5121,0.06736945385677288,0.058424889619057396
2020-06,26-30,4,142634,8185,7345,0.05738463479955691,0.05149543587083023
2020-06,31-34,1,94870,5353,4924,0.056424581005586595,0.05190260356277011
2020-06,31-34,2,147595,8702,7860,0.05895863681019005,0.05325383651207697
2020-06,31-34,3,82010,3914,3967,0.047725887086940616,0.04837214973783685
2020-06,31-34,4,133550,6061,6242,0.04538375140396855,0.046739049045301385
2020-06,35-40,1,124798,6028,5881,0.048302056122694274,0.04712415263065113
2020-06,35-40,2,190554,9228,8999,0.04842721748165874,0.0472254584002435
2020-06,35-40,3,127639,4885,5281,0.03827200150424243,0.041374501523828926
2020-06,35-40,4,200792,7756,8612,0.03862703693374238,0.04289015498625443
2020-06,41-49,1,187063,7599,7732,0.040622677921342006,0.04133366833633589
2020-06,41-49,2,280145,11723,12341,0.04184618679612344,0.044052187260168844
2020-06,41-49,3,219929,7559,8642,0.034370183104547376,0.03929449958850356
2020-06,41-49,4,327800,12296,13961,0.03751067724222087,0.04258999389871873
2020-06,50+,1,392069,15178,17163,0.03871257355210435,0.043775457891340554
2020-06,50+,2,525693,20374,24297,0.038756460519733,0.0462189909319698
2020-06,50+,3,387611,14697,17616,0.03791688058388436,0.04544762661534373
2020-06,50+,4,505542,20899,24982,0.04133978977018724,0.049416270062625854
2020-07,22-25,1,90908,10045,5134,0.11049632595591147,0.056474677696132354
2020-07,22-25,2,156534,18127,8968,0.11580231770733515,0.05729106775524806
2020-07,22-25,3,34841,4181,2595,0.120002296145346,0.07448121466088803
2020-07,22-25,4,44532,5196,2922,0.1166801401239558,0.06561573699811371
2020-07,26-30,1,130926,8183,5970,0.06250095473779081,0.04559827688923514
2020-07,26-30,2,207549,13894,9926,0.06694322786426338,0.04782485099904119
2020-07,26-30,3,86202,4242,4158,0.049209995127723255,0.04823553977865943
2020-07,26-30,4,140389,5709,5452,0.040665579212046526,0.038834951456310676
2020-07,31-34,1,94088,4309,3684,0.04579755122863702,0.039154833772638384
2020-07,31-34,2,146527,7004,5981,0.04780006415199929,0.04081841571860476
2020-07,31-34,3,79970,2575,3077,0.03219957484056521,0.03847692884831812
2020-07,31-34,4,129976,3593,4264,0.027643564965839848,0.03280605650273897
2020-07,35-40,1,123362,4697,4370,0.03807493393427474,0.035424198699761676
2020-07,35-40,2,187976,6808,6366,0.03621738945397285,0.03386602545005746
2020-07,35-40,3,124324,2895,3770,0.02328593031112255,0.03032399214954474
2020-07,35-40,4,195171,4310,5584,0.022083198835892628,0.02861080795814952
2020-07,41-49,1,184905,5855,5524,0.03166490900732809,0.029874800573267354
2020-07,41-49,2,274927,7580,7518,0.027570955199016468,0.027345440789736913
2020-07,41-49,3,214208,4124,5318,0.019252315506423662,0.024826337018225276
2020-07,41-49,4,318344,5891,7461,0.01850513909481567,0.023436911014500038
2020-07,50+,1,383734,9833,11232,0.025624521152673465,0.029270275763940645
2020-07,50+,2,512782,12224,13646,0.023838590278129887,0.026611698538560245
2020-07,50+,3,376109,8056,10375,0.021419322589993857,0.027585088365340897
2020-07,50+,4,488502,10575,13545,0.021647813110284093,0.027727624451895794
2020-08,22-25,1,91491,6197,6577,0.06773343826168694,0.07188685225869211
2020-08,22-25,2,155531,9594,10903,0.06168545177488732,0.07010178035246993
2020-08,22-25,3,34756,3237,3155,0.09313499827367937,0.09077569340545517
2020-08,22-25,4,44967,3870,3516,0.0860631129494963,0.07819067316031757
2020-08,26-30,1,130953,6413,6628,0.04897176849709438,0.05061357891762693
2020-08,26-30,2,206625,10245,10649,0.049582577132486386,0.05153781004234725
2020-08,26-30,3,86783,5198,4318,0.05989652351266953,0.04975628867404906
2020-08,26-30,4,141715,7131,5875,0.050319302826094627,0.041456444271954274
2020-08,31-34,1,93948,3840,3870,0.04087367479882488,0.0411930003831907
2020-08,31-34,2,145623,5965,6010,0.040961935957918735,0.04127095307746716
2020-08,31-34,3,80317,3664,3081,0.04561923378612249,0.03836049653249001
2020-08,31-34,4,130533,4967,4247,0.038051680417978594,0.03253583385044395
2020-08,35-40,1,122740,4356,4307,0.03548965292488186,0.03509043506599316
2020-08,35-40,2,186761,6348,6290,0.03398996578514786,0.0336794084418053
2020-08,35-40,3,124581,4366,3572,0.03504547242356378,0.02867210890906318
2020-08,35-40,4,195249,6029,5162,0.03087851922417016,0.02643803553411285
2020-08,41-49,1,183859,5532,5166,0.03008827416661681,0.028097618283576
2020-08,41-49,2,272965,7194,6847,0.026355027201289544,0.02508380195263129
2020-08,41-49,3,213695,5756,4741,0.026935585764758182,0.02218582559255013
2020-08,41-49,4,317243,7489,6377,0.023606509836308444,0.020101310352001463
2020-08,50+,1,378184,8726,9422,0.023073424576396676,0.024913798574238994
2020-08,50+,2,506124,10586,11260,0.02091582299989726,0.022247512467300504
2020-08,50+,3,370128,7844,7670,0.021192668482254786,0.020722560843816195
2020-08,50+,4,480861,9219,9186,0.01917186047527248,0.019103233574775245
2020-09,22-25,1,92653,6974,12302,0.07527009379081087,0.13277497760461074
2020-09,22-25,2,157974,11118,22028,0.07037866990770633,0.13944066745160597
2020-09,22-25,3,35960,3382,5392,0.09404894327030033,0.149944382647386
2020-09,22-25,4,46322,4231,6109,0.09133888864902207,0.13188117956910322
2020-09,26-30,1,132479,7227,9788,0.054552042210463544,0.07388340793635217
2020-09,26-30,2,210267,12247,17074,0.05824499327046089,0.08120151997222579
2020-09,26-30,3,88667,5207,5933,0.05872534313780775,0.06691328228089367
2020-09,26-30,4,144135,7308,7867,0.050702466437714644,0.05458077496791203
2020-09,31-34,1,95494,4590,5268,0.0480658470689258,0.05516576957714621
2020-09,31-34,2,148492,7318,8708,0.04928211620828058,0.058642889852651994
2020-09,31-34,3,81706,3640,3562,0.04454997185029251,0.043595329596357674
2020-09,31-34,4,132422,5205,5190,0.039306157587107884,0.03919288335775022
2020-09,35-40,1,124478,4945,5180,0.03972589533893539,0.04161377914169572
2020-09,35-40,2,189630,7192,7770,0.03792648842482729,0.04097452934662237
2020-09,35-40,3,126349,4347,3951,0.03440470442979367,0.03127052845689321
2020-09,35-40,4,197458,6062,5721,0.03070019953610388,0.02897325000759655
2020-09,41-49,1,186543,6121,6360,0.03281280991514021,0.03409401585693379
2020-09,41-49,2,276977,8335,8727,0.030092751383688898,0.03150803135278381
2020-09,41-49,3,216482,5679,5350,0.026233127927495128,0.024713371088589352
2020-09,41-49,4,320543,7520,7269,0.02346019098841653,0.02267714472005316
2020-09,50+,1,383480,10307,10914,0.026877542505476165,0.028460415145509545
2020-09,50+,2,512577,12678,13298,0.02473384486623473,0.02594341923262261
2020-09,50+,3,376347,9368,8684,0.024891921551121705,0.023074449909259272
2020-09,50+,4,487159,10787,10491,0.022142667999564825,0.02153506350082827
2020-10,22-25,1,86138,7408,6882,0.08600153242471383,0.07989505212565882
2020-10,22-25,2,144986,12606,11350,0.08694632585215124,0.07828342046818314
2020-10,22-25,3,33451,3359,2727,0.10041553316791725,0.0815222265403127
2020-10,22-25,4,43854,3917,3013,0.08931910430063392,0.0687052492361016
2020-10,26-30,1,129525,7925,7573,0.06118509940165991,0.0584674773209805
2020-10,26-30,2,204177,13483,11798,0.06603584145128981,0.0577831979116159
2020-10,26-30,3,87129,4693,3941,0.05386266340713195,0.04523178275889773
2020-10,26-30,4,142280,6341,5391,0.04456705088557773,0.03789007590666292
2020-10,31-34,1,94504,4858,4344,0.05140523152459155,0.0459663083044104
2020-10,31-34,2,146401,7721,6720,0.05273871080115573,0.045901325810616046
2020-10,31-34,3,81308,3381,2796,0.04158262409602991,0.034387760122005215
2020-10,31-34,4,131681,4691,4066,0.035623970048830125,0.03087765129365664
2020-10,35-40,1,124708,5684,5143,0.04557847130897777,0.04124033742823235
2020-10,35-40,2,189281,8211,6912,0.04337994833078861,0.03651713589847898
2020-10,35-40,3,126522,4225,3494,0.03339340193800288,0.027615750620445457
2020-10,35-40,4,197790,6193,5147,0.03131098639971687,0.026022549168309823
2020-10,41-49,1,186850,7070,6470,0.03783783783783784,0.03462670591383463
2020-10,41-49,2,277178,9679,8091,0.03491979882963294,0.029190628404851756
2020-10,41-49,3,217111,6316,5169,0.029091110077333716,0.023808098161769785
2020-10,41-49,4,322121,9231,8101,0.02865693326420817,0.025148934717078367
2020-10,50+,1,383958,11885,11914,0.030953906416847678,0.0310294355111757
2020-10,50+,2,513713,15523,13558,0.03021726138914141,0.026392168389742912
2020-10,50+,3,378942,11656,9499,0.030759324645988042,0.025067160673665097
2020-10,50+,4,491641,15639,13656,0.03180979617241036,0.027776365274661798
2020-11,22-25,1,86121,6464,7580,0.07505718698110797,0.08801569884232649
2020-11,22-25,2,145119,11311,11376,0.0779429295957111,0.07839083786409774
2020-11,22-25,3,33427,2636,2796,0.07885840787387441,0.08364495766895025
2020-11,22-25,4,43783,2840,2865,0.06486535870086563,0.06543635657675353
2020-11,26-30,1,129475,7260,8093,0.05607260088820236,0.06250627534273026
2020-11,26-30,2,204223,11951,11971,0.058519363636808784,0.058617295799199894
2020-11,26-30,3,87390,4276,4239,0.04893008353358508,0.048506694129763134
2020-11,26-30,4,142346,5437,5447,0.03819566408610007,0.03826591544546387
2020-11,31-34,1,94621,4315,4991,0.045602984538316016,0.052747275974677925
2020-11,31-34,2,146714,7029,6850,0.04790953828537154,0.04668947748681108
2020-11,31-34,3,81592,3133,3044,0.038398372389449945,0.03730757917442887
2020-11,31-34,4,131889,4293,4275,0.03255009894684166,0.03241362054454883
2020-11,35-40,1,124715,5175,5683,0.0414946077055687,0.04556789480014433
2020-11,35-40,2,189815,7629,7490,0.04019176566657008,0.03945947369807444
2020-11,35-40,3,127000,4049,3966,0.03188188976377953,0.031228346456692913
2020-11,35-40,4,198239,5618,5456,0.02833952955775604,0.027522334152210212
2020-11,41-49,1,186956,6689,7514,0.035778471939921695,0.04019127495239522
2020-11,41-49,2,278006,9290,9154,0.033416544966655394,0.032927346891793705
2020-11,41-49,3,217692,6043,5949,0.027759403193502747,0.027327600463039524
2020-11,41-49,4,321887,8033,7673,0.024955962806823512,0.02383755790075399
2020-11,50+,1,383513,11782,14341,0.030721253256082583,0.03739377804663727
2020-11,50+,2,515214,15640,16061,0.030356317957198366,0.03117345413750403
2020-11,50+,3,380118,11188,11506,0.029432965552802025,0.03026954787723812
2020-11,50+,4,491672,14364,14184,0.02921459835011959,0.028848500626433883
2020-12,22-25,1,86579,6550,19121,0.07565344945079061,0.22085032167153698
2020-12,22-25,2,149522,11929,30143,0.07978090180709194,0.20159575179572237
2020-12,22-25,3,34328,2911,9759,0.08479958051736192,0.2842868795152645
2020-12,22-25,4,44545,3148,8152,0.07067010887866203,0.18300594904029632
2020-12,26-30,1,130467,7627,22100,0.058459227237539,0.16939149363440564
2020-12,26-30,2,209955,14120,36004,0.06725250648948584,0.17148436569741135
2020-12,26-30,3,88786,4891,17454,0.05508751379722028,0.19658504719212488
2020-12,26-30,4,144367,6763,17611,0.04684588583263488,0.12198771187321202
2020-12,31-34,1,95304,4855,13800,0.05094224796440863,0.14479979853941072
2020-12,31-34,2,150424,8685,22078,0.05773679731957666,0.14677179173536137
2020-12,31-34,3,83080,4055,13628,0.048808377467501204,0.1640346653827636
2020-12,31-34,4,133968,5800,14999,0.04329392093634301,0.1119595724352084
2020-12,35-40,1,125737,5890,16445,0.04684380890270962,0.13078886882938195
2020-12,35-40,2,193775,9712,25167,0.050119984518126694,0.12987743516965553
2020-12,35-40,3,129276,5724,18988,0.04427736006683375,0.14687954454036325
2020-12,35-40,4,201452,8075,21163,0.040083990230923496,0.10505232015566984
2020-12,41-49,1,188318,7929,20868,0.04210431291751187,0.11081256173068958
2020-12,41-49,2,282874,12095,32376,0.04275755283270997,0.11445378507745498
2020-12,41-49,3,221472,8812,29588,0.03978832538650484,0.1335970235515099
2020-12,41-49,4,327582,12492,32261,0.03813396340458267,0.09848221208735523
2020-12,50+,1,388587,17454,43098,0.04491658238695582,0.110909526052081
2020-12,50+,2,526826,23957,63062,0.045474217293755434,0.11970176111277728
2020-12,50+,3,389678,19143,57601,0.04912517514460657,0.1478169155045961
2020-12,50+,4,505072,25281,62042,0.050054249691133146,0.12283793201761332
2021-01,22-25,1,80923,32437,6742,0.40083783349603946,0.08331376740852416
2021-01,22-25,2,142443,56148,11750,0.39417872412122745,0.08248913600527931
2021-01,22-25,3,30039,14434,2971,0.4805086720596558,0.09890475714903958
2021-01,22-25,4,39668,17803,4027,0.44880004033477866,0.1015175960471917
2021-01,26-30,1,121856,18436,7155,0.15129332983193278,0.05871684611344538
2021-01,26-30,2,197059,28639,12041,0.14533210865781315,0.06110352736997549
2021-01,26-30,3,83025,20407,4882,0.2457934357121349,0.05880156579343571
2021-01,26-30,4,137128,26632,6823,0.19421270637652413,0.04975643194679424
2021-01,31-34,1,96585,12750,4691,0.13200807578816587,0.04856861831547342
2021-01,31-34,2,150921,19373,7516,0.12836517118227417,0.04980088920693608
2021-01,31-34,3,84007,15699,3598,0.18687728403585416,0.04282976418631781
2021-01,31-34,4,137402,18442,5007,0.13421929811793132,0.03644051760527503
2021-01,35-40,1,124486,14913,5323,0.1197966036341436,0.042759828414440176
2021-01,35-40,2,191658,22304,7670,0.11637395777896044,0.04001920086821317
2021-01,35-40,3,127828,20056,4269,0.1568983321338048,0.033396438964859027
2021-01,35-40,4,199995,22457,5766,0.11228780719517988,0.0288307207680192
2021-01,41-49,1,183164,18783,6513,0.10254744382083815,0.035558297482037954
2021-01,41-49,2,274679,27755,8646,0.10104522005686638,0.03147674194241278
2021-01,41-49,3,215785,28128,5618,0.1303519707115879,0.026035173899946706
2021-01,41-49,4,322237,29555,7904,0.09171820740634999,0.024528530243268152
2021-01,50+,1,390524,28682,12938,0.07344490991590785,0.03312984605299546
2021-01,50+,2,528075,40510,15234,0.0767125881740283,0.028848174975145576
2021-01,50+,3,388223,35731,10168,0.09203730845416165,0.026191132416162874
2021-01,50+,4,511353,37847,12766,0.0740134505908834,0.024965141497165364
2021-02,22-25,1,79145,6357,5502,0.08032092993872007,0.06951797334007202
2021-02,22-25,2,139505,10942,10103,0.07843446471452636,0.07242034335686894
2021-02,22-25,3,29451,3070,2349,0.10424094258259482,0.07975960069267597
2021-02,22-25,4,38562,3809,3012,0.09877599709558633,0.07810798195114362
2021-02,26-30,1,120731,6676,6058,0.055296485575370036,0.05017766770754819
2021-02,26-30,2,195912,10835,11054,0.05530544326023929,0.05642329209032627
2021-02,26-30,3,82656,4944,4060,0.05981416957026713,0.04911924119241192
2021-02,26-30,4,136736,7141,5832,0.05222472501755207,0.042651532880879944
2021-02,31-34,1,95940,4324,4065,0.045069835313737754,0.042370231394621635
2021-02,31-34,2,150525,6749,6992,0.0448364059126391,0.04645075568842385
2021-02,31-34,3,83616,3470,3133,0.041499234596249525,0.037468905472636815
2021-02,31-34,4,137210,5294,4624,0.03858319364477808,0.033700167626266306
2021-02,35-40,1,123840,4854,4632,0.03919573643410853,0.0374031007751938
2021-02,35-40,2,191754,7303,7234,0.038085255066387144,0.03772541902646099
2021-02,35-40,3,127613,4194,3854,0.03286499024394066,0.030200684883201556
2021-02,35-40,4,199985,6144,5433,0.03072230417281296,0.027167037527814585
2021-02,41-49,1,182221,5999,5626,0.03292156227877138,0.030874597329616234
2021-02,41-49,2,274493,8072,7900,0.02940694298215255,0.028780333196110647
2021-02,41-49,3,215322,5248,4840,0.024372799806800977,0.022477963236455168
2021-02,41-49,4,321565,7482,6696,0.023267457590222817,0.020823161724690186
2021-02,50+,1,387874,10459,11185,0.02696494222350557,0.028836684077819086
2021-02,50+,2,526769,12518,13427,0.023763737046029663,0.025489351119750783
2021-02,50+,3,386875,8508,8302,0.021991599353796448,0.02145912762520194
2021-02,50+,4,509653,11110,10625,0.02179914569324619,0.020847517820948763
2021-03,22-25,1,80127,6588,5371,0.08221947658092778,0.06703108814756574
2021-03,22-25,2,139819,11109,9581,0.07945272101788742,0.06852430642473484
2021-03,22-25,3,29996,2775,2305,0.09251233497799706,0.07684357914388586
2021-03,22-25,4,39079,3502,2769,0.08961334732209116,0.07085647022697612
2021-03,26-30,1,121472,6526,5942,0.05372431506849315,0.048916622760800846
2021-03,26-30,2,195760,11206,10457,0.05724356354720066,0.05341744993870045
2021-03,26-30,3,83264,4504,4003,0.05409300538047656,0.048075999231360494
2021-03,26-30,4,137660,6699,5608,0.048663373528984456,0.04073805026877815
2021-03,31-34,1,96340,4315,3967,0.04478928793855096,0.041177081170853225
2021-03,31-34,2,150276,6827,6489,0.04542974260693657,0.0431805477920626
2021-03,31-34,3,84126,3480,3060,0.04136652164610227,0.036374010412952
2021-03,31-34,4,137639,4894,4286,0.03555678259795552,0.03113942995807874
2021-03,35-40,1,124424,5034,4589,0.04045843245676076,0.036881952034977177
2021-03,35-40,2,192147,7699,6977,0.0400682810556501,0.036310741255393006
2021-03,35-40,3,128186,4227,3881,0.03297551994757618,0.030276317226530198
2021-03,35-40,4,200968,6067,5332,0.030188885792763027,0.0265315871183472
2021-03,41-49,1,183553,6322,5817,0.03444236814435068,0.03169111918628407
2021-03,41-49,2,275830,9061,8450,0.032849943805967445,0.030634811296813256
2021-03,41-49,3,216544,5577,5103,0.025754581055120438,0.0235656494753953
2021-03,41-49,4,323229,7703,6999,0.023831401266594273,0.021653378873801546
2021-03,50+,1,388190,10155,10439,0.02615987016667096,0.02689147067157835
2021-03,50+,2,529213,14622,14917,0.027629706753235464,0.02818713826002007
2021-03,50+,3,389463,9398,9192,0.024130661962753843,0.023601728533904374
2021-03,50+,4,513742,12618,12442,0.02456096639947678,0.02421838198940324
2021-04,22-25,1,82591,7462,5708,0.09034882735407006,0.06911164654744463
2021-04,22-25,2,142577,11669,9091,0.0818434950938791,0.06376203735525365
2021-04,22-25,3,30460,2671,2230,0.08768877216021011,0.0732107682206172
2021-04,22-25,4,40133,3699,2830,0.09216853960581067,0.07051553584332096
2021-04,26-30,1,124287,8461,6767,0.0680763072565916,0.05444656319647268
2021-04,26-30,2,197525,12189,10307,0.061708644475382865,0.05218073661561828
2021-04,26-30,3,83527,4449,3937,0.053264213966741296,0.047134459516084616
2021-04,26-30,4,138945,6990,5902,0.0503076756990176,0.04247723919536507
2021-04,31-34,1,98196,5690,4683,0.05794533382215161,0.04769033361847733
2021-04,31-34,2,151338,7630,6596,0.05041694749501117,0.043584559066460506
2021-04,31-34,3,84245,3439,3138,0.04082141373375275,0.03724850139474153
2021-04,31-34,4,138988,5723,5091,0.04117621665179728,0.03662906150171238
2021-04,35-40,1,126714,6632,5528,0.05233833672680209,0.04362580298940922
2021-04,35-40,2,193229,8058,6926,0.041701814944961675,0.03584348105098096
2021-04,35-40,3,128471,4289,3852,0.03338496625697628,0.029983420382810128
2021-04,35-40,4,202378,6927,6323,0.034228028738301594,0.031243514611271977
2021-04,41-49,1,186242,8428,7173,0.04525295046230174,0.03851440598790821
2021-04,41-49,2,276592,9144,7990,0.03305952449817782,0.028887314166714872
2021-04,41-49,3,217249,6034,5340,0.02777458124088028,0.024580090126997134
2021-04,41-49,4,325407,9417,8633,0.028939143902866258,0.026529853383608835
2021-04,50+,1,393368,15180,13777,0.038589819202375385,0.03502318439730735
2021-04,50+,2,529443,15382,14455,0.029053174751578547,0.027302278054483674
2021-04,50+,3,390222,10597,9871,0.027156336649394448,0.025295857229987034
2021-04,50+,4,515871,15433,14715,0.029916393827138954,0.028524573003716046
2021-05,22-25,1,85240,8340,6166,0.09784138901923979,0.07233693101830127
2021-05,22-25,2,146623,13175,10165,0.08985629812512362,0.06932745885706881
2021-05,22-25,3,31087,3013,2286,0.09692154276707306,0.07353556148872518
2021-05,22-25,4,41316,4060,2936,0.09826701519992255,0.07106205828250557
2021-05,26-30,1,126190,8765,6987,0.0694587526745384,0.05536888818448372
2021-05,26-30,2,201221,13728,11563,0.06822349555960859,0.057464181173933135
2021-05,26-30,3,84204,4710,3950,0.05593558500783811,0.0469098855161275
2021-05,26-30,4,140419,7506,6248,0.05345430461689658,0.04449540304374764
2021-05,31-34,1,99333,5777,4769,0.058157913281588196,0.04801022822224236
2021-05,31-34,2,153592,8553,7549,0.055686494088233764,0.04914969529663003
2021-05,31-34,3,85002,3822,3301,0.044963647914166724,0.038834380367520765
2021-05,31-34,4,139934,6147,5520,0.04392785170151643,0.03944716795060529
2021-05,35-40,1,127970,6737,5632,0.052645151207314216,0.0440103149175588
2021-05,35-40,2,196060,9370,8300,0.04779149240028563,0.04233397939406304
2021-05,35-40,3,129363,4787,4297,0.0370043984756074,0.03321660753074681
2021-05,35-40,4,203926,7900,7287,0.03873954277532046,0.035733550405539265
2021-05,41-49,1,187715,8386,7072,0.04467410702394588,0.03767413366006979
2021-05,41-49,2,280543,11673,10523,0.041608594760874446,0.03750940141083542
2021-05,41-49,3,218682,6727,6365,0.03076156245141347,0.029106190724430908
2021-05,41-49,4,328271,11723,11241,0.035711348245809106,0.03424304918801844
2021-05,50+,1,394808,15089,14284,0.03821857713116249,0.036179611355393
2021-05,50+,2,535874,20414,20156,0.03809477601077865,0.03761331954899846
2021-05,50+,3,392519,12502,12777,0.03185068748264415,0.03255129051077782
2021-05,50+,4,519619,19247,19566,0.0370406009018146,0.03765451224839738
2021-06,22-25,1,92094,12578,7206,0.13657784437639803,0.07824613981366864
2021-06,22-25,2,157505,20286,12217,0.128795911240913,0.07756579156217262
2021-06,22-25,3,34280,5141,3148,0.1499708284714119,0.09183197199533255
2021-06,22-25,4,45462,6735,4379,0.14814570410452685,0.09632220315868198
2021-06,26-30,1,131609,11692,8336,0.08883890919314029,0.0633391333419447
2021-06,26-30,2,208777,18129,13692,0.08683427772216289,0.06558193670758752
2021-06,26-30,3,88236,7090,5467,0.08035269051180924,0.061958837662632035
2021-06,26-30,4,145040,9977,8291,0.06878792057363486,0.05716354109211252
2021-06,31-34,1,101932,6914,5377,0.06782953341443315,0.05275085351018326
2021-06,31-34,2,157168,10599,8726,0.06743739183548814,0.05552020767586277
2021-06,31-34,3,87381,5046,4533,0.057747107494764305,0.05187626600748446
2021-06,31-34,4,142549,7298,6766,0.0511964307010221,0.04746438066910325
2021-06,35-40,1,130502,7668,6107,0.05875772018819635,0.04679621768248762
2021-06,35-40,2,199276,11118,9138,0.05579196692025131,0.045855998715349566
2021-06,35-40,3,131538,5816,5542,0.04421535981997598,0.04213231157536225
2021-06,35-40,4,206040,8560,8500,0.0415453310036886,0.041254125412541254
2021-06,41-49,1,190512,9426,7850,0.0494771982867221,0.041204753506340806
2021-06,41-49,2,283200,12531,10819,0.0442478813559322,0.03820268361581921
2021-06,41-49,3,220970,7986,8169,0.03614065257727293,0.036968819296737114
2021-06,41-49,4,329540,11392,12109,0.034569399769375495,0.03674515991988833
2021-06,50+,1,398906,16889,16267,0.04233829523747449,0.04077903064882454
2021-06,50+,2,538431,20959,21138,0.03892606480681833,0.0392585122327652
2021-06,50+,3,396879,15197,17042,0.03829126761557049,0.042940039659442805
2021-06,50+,4,522931,20091,22847,0.038419982751070406,0.04369027653743993
2021-07,22-25,1,97089,12348,5906,0.12718227605598986,0.0608307841259051
2021-07,22-25,2,167025,21616,10122,0.12941775183355786,0.06060170633138752
2021-07,22-25,3,35840,5012,2894,0.13984375,0.08074776785714285
2021-07,22-25,4,46758,5978,3571,0.1278497797168399,0.076371957739852
2021-07,26-30,1,132333,9651,6494,0.07292965473464669,0.04907317146894576
2021-07,26-30,2,210300,15989,10760,0.07602948169281978,0.05116500237755587
2021-07,26-30,3,86555,4901,4523,0.05662295650164635,0.05225579111547571
2021-07,26-30,4,142826,6913,6425,0.04840155153823533,0.04498480668785795
2021-07,31-34,1,101389,5488,4181,0.05412815985955084,0.04123721508250402
2021-07,31-34,2,156036,8453,6728,0.05417339588300136,0.04311825476172165
2021-07,31-34,3,84682,3014,3374,0.03559197940530455,0.039843178007132565
2021-07,31-34,4,139136,4406,4954,0.03166685832566697,0.03560545078196872
2021-07,35-40,1,129881,6096,4735,0.04693527151777396,0.03645644859525258
2021-07,35-40,2,197538,8503,7132,0.043044882503619555,0.03610444572689812
