age_group,n_obs,n_employers,rb_men,rb_men_se,rb_men_p,gpt_men,gpt_men_se,gpt_men_p,rb_women_minus_men,rb_women_minus_men_se,rb_women_minus_men_p,gpt_women_minus_men,gpt_women_minus_men_se,gpt_women_minus_men_p,rb_women,rb_women_se,rb_women_p,gpt_women,gpt_women_se,gpt_women_p,elapsed_seconds
22-25,13814424,44329,-0.011714228229225153,0.0023578419735097523,6.757758035517897e-07,-0.006690108934552595,0.0024368145705835702,0.0060431272036418834,0.005262782255973064,0.0029586075577108847,0.0752719401035947,-0.009674940212374045,0.0030955546301065693,0.0017754514375241948,-0.006451445973252089,0.0020996817638358482,0.002122149841361498,-0.01636504914692664,0.0021858855887600475,7.061018436615996e-14,317.75393199920654
