age_group,method,n_obs,gamma1_rb_high,se1,pval1,gamma2_gpt_high,se2,pval2
22-25,PanelOLS,12879360,-0.0021534001263400554,0.0017151186071875492,0.20928280846094882,-0.005920585074666235,0.001745822325794292,0.0006956545752414556
26-30,PanelOLS,17169828,-0.0035731567770916368,0.0015687478587546203,0.022743724859437542,0.003974959046574499,0.0015957933070822462,0.01274206835715952
31-34,PanelOLS,15212028,-0.0017838972103220545,0.0016406079567489547,0.2768869933143119,0.004862481517899502,0.0017142789673972793,0.00456169700909026
35-40,PanelOLS,17995770,-0.0029770521959817803,0.0014780518877226352,0.04399139740735847,0.0017569229964830943,0.0015403303359464342,0.25403043674054615
41-49,PanelOLS,22169550,-0.0033224926351108626,0.0013097086537971776,0.011186516516419331,-0.0068387895368193985,0.001363596165827751,5.29623945588753e-07
50+,PanelOLS,30194892,0.008978508558473928,0.0010404853073815764,0.0,-0.00037046707597605154,0.0011066204497481582,0.7377960410804603
