ssyk4,year_month,young,n_employed,pctl_rank_genai,exposure_quartile,high_exposure
2122,2020-11,0,1629,99.650002,Q4 (highest),1
2122,2020-11,1,27,99.650002,Q4 (highest),1
2122,2020-12,0,1636,99.650002,Q4 (highest),1
2122,2020-12,1,27,99.650002,Q4 (highest),1
2122,2021-01,0,1619,99.650002,Q4 (highest),1
2122,2021-01,1,18,99.650002,Q4 (highest),1
2122,2021-02,0,1624,99.650002,Q4 (highest),1
2122,2021-02,1,16,99.650002,Q4 (highest),1
2122,2021-03,0,1630,99.650002,Q4 (highest),1
2122,2021-03,1,17,99.650002,Q4 (highest),1
2122,2021-04,0,1626,99.650002,Q4 (highest),1
2122,2021-04,1,19,99.650002,Q4 (highest),1
2122,2021-05,0,1632,99.650002,Q4 (highest),1
2122,2021-05,1,20,99.650002,Q4 (highest),1
2122,2021-06,0,1638,99.650002,Q4 (highest),1
2122,2021-06,1,21,99.650002,Q4 (highest),1
2122,2021-07,0,1631,99.650002,Q4 (highest),1
2122,2021-07,1,24,99.650002,Q4 (highest),1
2122,2021-08,0,1633,99.650002,Q4 (highest),1
2122,2021-08,1,24,99.650002,Q4 (highest),1
2122,2021-09,0,1621,99.650002,Q4 (highest),1
2122,2021-09,1,26,99.650002,Q4 (highest),1
2122,2021-10,0,1630,99.650002,Q4 (highest),1
2122,2021-10,1,26,99.650002,Q4 (highest),1
2122,2021-11,0,1630,99.650002,Q4 (highest),1
2122,2021-11,1,25,99.650002,Q4 (highest),1
2122,2021-12,0,1641,99.650002,Q4 (highest),1
2122,2021-12,1,24,99.650002,Q4 (highest),1
2122,2022-01,0,1478,99.650002,Q4 (highest),1
2122,2022-01,1,21,99.650002,Q4 (highest),1
2122,2022-02,0,1483,99.650002,Q4 (highest),1
2122,2022-02,1,23,99.650002,Q4 (highest),1
2122,2022-03,0,1487,99.650002,Q4 (highest),1
2122,2022-03,1,24,99.650002,Q4 (highest),1
2122,2022-04,0,1478,99.650002,Q4 (highest),1
2122,2022-04,1,25,99.650002,Q4 (highest),1
2122,2022-05,0,1492,99.650002,Q4 (highest),1
2122,2022-05,1,24,99.650002,Q4 (highest),1
2122,2022-06,0,1499,99.650002,Q4 (highest),1
2122,2022-06,1,27,99.650002,Q4 (highest),1
2122,2022-07,0,1482,99.650002,Q4 (highest),1
2122,2022-07,1,29,99.650002,Q4 (highest),1
2122,2022-08,0,1486,99.650002,Q4 (highest),1
2122,2022-08,1,29,99.650002,Q4 (highest),1
2122,2022-09,0,1487,99.650002,Q4 (highest),1
2122,2022-09,1,31,99.650002,Q4 (highest),1
2122,2022-10,0,1492,99.650002,Q4 (highest),1
2122,2022-10,1,31,99.650002,Q4 (highest),1
2122,2022-11,0,1498,99.650002,Q4 (highest),1
2122,2022-11,1,29,99.650002,Q4 (highest),1
2122,2022-12,0,1509,99.650002,Q4 (highest),1
2122,2022-12,1,33,99.650002,Q4 (highest),1
2122,2023-01,0,1571,99.650002,Q4 (highest),1
2122,2023-01,1,29,99.650002,Q4 (highest),1
2122,2023-02,0,1569,99.650002,Q4 (highest),1
2122,2023-02,1,27,99.650002,Q4 (highest),1
2122,2023-03,0,1573,99.650002,Q4 (highest),1
2122,2023-03,1,31,99.650002,Q4 (highest),1
2122,2023-04,0,1581,99.650002,Q4 (highest),1
2122,2023-04,1,27,99.650002,Q4 (highest),1
2122,2023-05,0,1576,99.650002,Q4 (highest),1
2122,2023-05,1,28,99.650002,Q4 (highest),1
2122,2023-06,0,1584,99.650002,Q4 (highest),1
2122,2023-06,1,33,99.650002,Q4 (highest),1
2122,2023-07,0,1573,99.650002,Q4 (highest),1
2122,2023-07,1,33,99.650002,Q4 (highest),1
2122,2023-08,0,1579,99.650002,Q4 (highest),1
2122,2023-08,1,34,99.650002,Q4 (highest),1
2122,2023-09,0,1587,99.650002,Q4 (highest),1
2122,2023-09,1,34,99.650002,Q4 (highest),1
2122,2023-10,0,1587,99.650002,Q4 (highest),1
2122,2023-10,1,34,99.650002,Q4 (highest),1
2122,2023-11,0,1592,99.650002,Q4 (highest),1
2122,2023-11,1,34,99.650002,Q4 (highest),1
2122,2023-12,0,1597,99.650002,Q4 (highest),1
2122,2023-12,1,37,99.650002,Q4 (highest),1
2122,2024-01,0,1598,99.650002,Q4 (highest),1
2122,2024-01,1,21,99.650002,Q4 (highest),1
2122,2024-02,0,1598,99.650002,Q4 (highest),1
2122,2024-02,1,21,99.650002,Q4 (highest),1
2122,2024-03,0,1602,99.650002,Q4 (highest),1
2122,2024-03,1,23,99.650002,Q4 (highest),1
2122,2024-04,0,1596,99.650002,Q4 (highest),1
2122,2024-04,1,22,99.650002,Q4 (highest),1
2122,2024-05,0,1589,99.650002,Q4 (highest),1
2122,2024-05,1,20,99.650002,Q4 (highest),1
2122,2024-06,0,1595,99.650002,Q4 (highest),1
2122,2024-06,1,21,99.650002,Q4 (highest),1
2122,2024-07,0,1578,99.650002,Q4 (highest),1
2122,2024-07,1,20,99.650002,Q4 (highest),1
2122,2024-08,0,1583,99.650002,Q4 (highest),1
2122,2024-08,1,22,99.650002,Q4 (highest),1
2122,2024-09,0,1580,99.650002,Q4 (highest),1
2122,2024-09,1,23,99.650002,Q4 (highest),1
2122,2024-10,0,1579,99.650002,Q4 (highest),1
2122,2024-10,1,22,99.650002,Q4 (highest),1
2122,2024-11,0,1577,99.650002,Q4 (highest),1
2122,2024-11,1,22,99.650002,Q4 (highest),1
2122,2024-12,0,1576,99.650002,Q4 (highest),1
2122,2024-12,1,22,99.650002,Q4 (highest),1
2122,2025-01,0,1590,99.650002,Q4 (highest),1
2122,2025-01,1,5,99.650002,Q4 (highest),1
2122,2025-02,0,1590,99.650002,Q4 (highest),1
2122,2025-02,1,5,99.650002,Q4 (highest),1
2122,2025-03,0,1584,99.650002,Q4 (highest),1
2122,2025-03,1,5,99.650002,Q4 (highest),1
2122,2025-04,0,1587,99.650002,Q4 (highest),1
2122,2025-04,1,5,99.650002,Q4 (highest),1
2122,2025-05,0,1585,99.650002,Q4 (highest),1
2122,2025-05,1,5,99.650002,Q4 (highest),1
2122,2025-06,0,1581,99.650002,Q4 (highest),1
2122,2025-06,1,5,99.650002,Q4 (highest),1
2131,2019-01,0,1422,83.099998,Q4 (highest),1
2131,2019-01,1,11,83.099998,Q4 (highest),1
2131,2019-02,0,1414,83.099998,Q4 (highest),1
2131,2019-02,1,11,83.099998,Q4 (highest),1
2131,2019-03,0,1420,83.099998,Q4 (highest),1
2131,2019-03,1,12,83.099998,Q4 (highest),1
2131,2019-04,0,1425,83.099998,Q4 (highest),1
2131,2019-04,1,11,83.099998,Q4 (highest),1
2131,2019-05,0,1427,83.099998,Q4 (highest),1
2131,2019-05,1,11,83.099998,Q4 (highest),1
2131,2019-06,0,1432,83.099998,Q4 (highest),1
2131,2019-06,1,11,83.099998,Q4 (highest),1
2131,2019-07,0,1426,83.099998,Q4 (highest),1
2131,2019-07,1,13,83.099998,Q4 (highest),1
2131,2019-08,0,1420,83.099998,Q4 (highest),1
2131,2019-08,1,14,83.099998,Q4 (highest),1
2131,2019-09,0,1412,83.099998,Q4 (highest),1
2131,2019-09,1,14,83.099998,Q4 (highest),1
2131,2019-10,0,1423,83.099998,Q4 (highest),1
2131,2019-10,1,15,83.099998,Q4 (highest),1
2131,2019-11,0,1417,83.099998,Q4 (highest),1
2131,2019-11,1,15,83.099998,Q4 (highest),1
2131,2019-12,0,1423,83.099998,Q4 (highest),1
2131,2019-12,1,15,83.099998,Q4 (highest),1
2131,2020-01,0,1406,83.099998,Q4 (highest),1
2131,2020-01,1,18,83.099998,Q4 (highest),1
2131,2020-02,0,1414,83.099998,Q4 (highest),1
2131,2020-02,1,18,83.099998,Q4 (highest),1
2131,2020-03,0,1416,83.099998,Q4 (highest),1
2131,2020-03,1,17,83.099998,Q4 (highest),1
2131,2020-04,0,1417,83.099998,Q4 (highest),1
2131,2020-04,1,20,83.099998,Q4 (highest),1
2131,2020-05,0,1417,83.099998,Q4 (highest),1
2131,2020-05,1,18,83.099998,Q4 (highest),1
2131,2020-06,0,1432,83.099998,Q4 (highest),1
2131,2020-06,1,18,83.099998,Q4 (highest),1
2131,2020-07,0,1414,83.099998,Q4 (highest),1
2131,2020-07,1,19,83.099998,Q4 (highest),1
2131,2020-08,0,1403,83.099998,Q4 (highest),1
2131,2020-08,1,19,83.099998,Q4 (highest),1
2131,2020-09,0,1416,83.099998,Q4 (highest),1
2131,2020-09,1,18,83.099998,Q4 (highest),1
2131,2020-10,0,1414,83.099998,Q4 (highest),1
2131,2020-10,1,17,83.099998,Q4 (highest),1
2131,2020-11,0,1421,83.099998,Q4 (highest),1
2131,2020-11,1,20,83.099998,Q4 (highest),1
2131,2020-12,0,1433,83.099998,Q4 (highest),1
2131,2020-12,1,18,83.099998,Q4 (highest),1
2131,2021-01,0,1480,83.099998,Q4 (highest),1
2131,2021-01,1,10,83.099998,Q4 (highest),1
2131,2021-02,0,1484,83.099998,Q4 (highest),1
2131,2021-02,1,9,83.099998,Q4 (highest),1
2131,2021-03,0,1481,83.099998,Q4 (highest),1
2131,2021-03,1,9,83.099998,Q4 (highest),1
2131,2021-04,0,1491,83.099998,Q4 (highest),1
2131,2021-04,1,9,83.099998,Q4 (highest),1
2131,2021-05,0,1488,83.099998,Q4 (highest),1
2131,2021-05,1,10,83.099998,Q4 (highest),1
2131,2021-06,0,1504,83.099998,Q4 (highest),1
2131,2021-06,1,11,83.099998,Q4 (highest),1
2131,2021-07,0,1489,83.099998,Q4 (highest),1
2131,2021-07,1,13,83.099998,Q4 (highest),1
2131,2021-08,0,1486,83.099998,Q4 (highest),1
2131,2021-08,1,13,83.099998,Q4 (highest),1
2131,2021-09,0,1507,83.099998,Q4 (highest),1
2131,2021-09,1,14,83.099998,Q4 (highest),1
2131,2021-10,0,1512,83.099998,Q4 (highest),1
2131,2021-10,1,14,83.099998,Q4 (highest),1
2131,2021-11,0,1516,83.099998,Q4 (highest),1
2131,2021-11,1,14,83.099998,Q4 (highest),1
2131,2021-12,0,1531,83.099998,Q4 (highest),1
2131,2021-12,1,15,83.099998,Q4 (highest),1
2131,2022-01,0,1640,83.099998,Q4 (highest),1
2131,2022-01,1,16,83.099998,Q4 (highest),1
2131,2022-02,0,1637,83.099998,Q4 (highest),1
2131,2022-02,1,15,83.099998,Q4 (highest),1
2131,2022-03,0,1642,83.099998,Q4 (highest),1
2131,2022-03,1,16,83.099998,Q4 (highest),1
2131,2022-04,0,1645,83.099998,Q4 (highest),1
2131,2022-04,1,17,83.099998,Q4 (highest),1
2131,2022-05,0,1655,83.099998,Q4 (highest),1
2131,2022-05,1,18,83.099998,Q4 (highest),1
2131,2022-06,0,1649,83.099998,Q4 (highest),1
2131,2022-06,1,19,83.099998,Q4 (highest),1
2131,2022-07,0,1651,83.099998,Q4 (highest),1
2131,2022-07,1,21,83.099998,Q4 (highest),1
2131,2022-08,0,1641,83.099998,Q4 (highest),1
2131,2022-08,1,20,83.099998,Q4 (highest),1
2131,2022-09,0,1657,83.099998,Q4 (highest),1
2131,2022-09,1,24,83.099998,Q4 (highest),1
2131,2022-10,0,1668,83.099998,Q4 (highest),1
2131,2022-10,1,24,83.099998,Q4 (highest),1
2131,2022-11,0,1669,83.099998,Q4 (highest),1
2131,2022-11,1,25,83.099998,Q4 (highest),1
2131,2022-12,0,1675,83.099998,Q4 (highest),1
2131,2022-12,1,25,83.099998,Q4 (highest),1
2131,2023-01,0,1722,83.099998,Q4 (highest),1
2131,2023-01,1,11,83.099998,Q4 (highest),1
2131,2023-02,0,1720,83.099998,Q4 (highest),1
2131,2023-02,1,12,83.099998,Q4 (highest),1
2131,2023-03,0,1726,83.099998,Q4 (highest),1
2131,2023-03,1,10,83.099998,Q4 (highest),1
2131,2023-04,0,1738,83.099998,Q4 (highest),1
2131,2023-04,1,10,83.099998,Q4 (highest),1
2131,2023-05,0,1728,83.099998,Q4 (highest),1
2131,2023-05,1,10,83.099998,Q4 (highest),1
2131,2023-06,0,1730,83.099998,Q4 (highest),1
2131,2023-06,1,11,83.099998,Q4 (highest),1
2131,2023-07,0,1719,83.099998,Q4 (highest),1
2131,2023-07,1,12,83.099998,Q4 (highest),1
2131,2023-08,0,1715,83.099998,Q4 (highest),1
2131,2023-08,1,11,83.099998,Q4 (highest),1
2131,2023-09,0,1720,83.099998,Q4 (highest),1
2131,2023-09,1,12,83.099998,Q4 (highest),1
2131,2023-10,0,1722,83.099998,Q4 (highest),1
2131,2023-10,1,11,83.099998,Q4 (highest),1
2131,2023-11,0,1706,83.099998,Q4 (highest),1
2131,2023-11,1,11,83.099998,Q4 (highest),1
2131,2023-12,0,1720,83.099998,Q4 (highest),1
2131,2023-12,1,11,83.099998,Q4 (highest),1
2131,2024-01,0,1702,83.099998,Q4 (highest),1
2131,2024-01,1,5,83.099998,Q4 (highest),1
2131,2024-02,0,1708,83.099998,Q4 (highest),1
2131,2024-02,1,4,83.099998,Q4 (highest),1
2131,2024-03,0,1704,83.099998,Q4 (highest),1
2131,2024-03,1,4,83.099998,Q4 (highest),1
2131,2024-04,0,1689,83.099998,Q4 (highest),1
2131,2024-04,1,4,83.099998,Q4 (highest),1
2131,2024-05,0,1680,83.099998,Q4 (highest),1
2131,2024-05,1,4,83.099998,Q4 (highest),1
2131,2024-06,0,1669,83.099998,Q4 (highest),1
2131,2024-06,1,4,83.099998,Q4 (highest),1
2131,2024-07,0,1655,83.099998,Q4 (highest),1
2131,2024-07,1,5,83.099998,Q4 (highest),1
2131,2024-08,0,1643,83.099998,Q4 (highest),1
2131,2024-08,1,5,83.099998,Q4 (highest),1
2131,2024-09,0,1637,83.099998,Q4 (highest),1
2131,2024-09,1,5,83.099998,Q4 (highest),1
2131,2024-10,0,1641,83.099998,Q4 (highest),1
2131,2024-10,1,5,83.099998,Q4 (highest),1
2131,2024-11,0,1630,83.099998,Q4 (highest),1
2131,2024-11,1,5,83.099998,Q4 (highest),1
2131,2024-12,0,1636,83.099998,Q4 (highest),1
2131,2024-12,1,6,83.099998,Q4 (highest),1
2131,2025-01,0,1618,83.099998,Q4 (highest),1
2131,2025-01,1,1,83.099998,Q4 (highest),1
2131,2025-02,0,1619,83.099998,Q4 (highest),1
2131,2025-02,1,1,83.099998,Q4 (highest),1
2131,2025-03,0,1614,83.099998,Q4 (highest),1
2131,2025-03,1,1,83.099998,Q4 (highest),1
2131,2025-04,0,1617,83.099998,Q4 (highest),1
2131,2025-04,1,1,83.099998,Q4 (highest),1
2131,2025-05,0,1611,83.099998,Q4 (highest),1
2131,2025-05,1,1,83.099998,Q4 (highest),1
2131,2025-06,0,1623,83.099998,Q4 (highest),1
2131,2025-06,1,1,83.099998,Q4 (highest),1
2132,2019-01,0,751,85.459999,Q4 (highest),1
2132,2019-01,1,5,85.459999,Q4 (highest),1
2132,2019-02,0,754,85.459999,Q4 (highest),1
2132,2019-02,1,6,85.459999,Q4 (highest),1
2132,2019-03,0,755,85.459999,Q4 (highest),1
2132,2019-03,1,5,85.459999,Q4 (highest),1
2132,2019-04,0,750,85.459999,Q4 (highest),1
2132,2019-04,1,5,85.459999,Q4 (highest),1
2132,2019-05,0,757,85.459999,Q4 (highest),1
2132,2019-05,1,6,85.459999,Q4 (highest),1
2132,2019-06,0,770,85.459999,Q4 (highest),1
2132,2019-06,1,6,85.459999,Q4 (highest),1
2132,2019-07,0,752,85.459999,Q4 (highest),1
2132,2019-07,1,8,85.459999,Q4 (highest),1
2132,2019-08,0,753,85.459999,Q4 (highest),1
2132,2019-08,1,8,85.459999,Q4 (highest),1
2132,2019-09,0,760,85.459999,Q4 (highest),1
2132,2019-09,1,8,85.459999,Q4 (highest),1
2132,2019-10,0,763,85.459999,Q4 (highest),1
2132,2019-10,1,8,85.459999,Q4 (highest),1
2132,2019-11,0,765,85.459999,Q4 (highest),1
2132,2019-11,1,8,85.459999,Q4 (highest),1
2132,2019-12,0,767,85.459999,Q4 (highest),1
2132,2019-12,1,7,85.459999,Q4 (highest),1
2132,2020-01,0,803,85.459999,Q4 (highest),1
2132,2020-01,1,11,85.459999,Q4 (highest),1
2132,2020-02,0,798,85.459999,Q4 (highest),1
2132,2020-02,1,8,85.459999,Q4 (highest),1
2132,2020-03,0,802,85.459999,Q4 (highest),1
2132,2020-03,1,8,85.459999,Q4 (highest),1
2132,2020-04,0,808,85.459999,Q4 (highest),1
2132,2020-04,1,8,85.459999,Q4 (highest),1
2132,2020-05,0,819,85.459999,Q4 (highest),1
2132,2020-05,1,8,85.459999,Q4 (highest),1
2132,2020-06,0,825,85.459999,Q4 (highest),1
2132,2020-06,1,11,85.459999,Q4 (highest),1
2132,2020-07,0,825,85.459999,Q4 (highest),1
2132,2020-07,1,12,85.459999,Q4 (highest),1
2132,2020-08,0,826,85.459999,Q4 (highest),1
2132,2020-08,1,14,85.459999,Q4 (highest),1
2132,2020-09,0,834,85.459999,Q4 (highest),1
2132,2020-09,1,12,85.459999,Q4 (highest),1
2132,2020-10,0,829,85.459999,Q4 (highest),1
2132,2020-10,1,14,85.459999,Q4 (highest),1
2132,2020-11,0,829,85.459999,Q4 (highest),1
2132,2020-11,1,12,85.459999,Q4 (highest),1
2132,2020-12,0,832,85.459999,Q4 (highest),1
2132,2020-12,1,13,85.459999,Q4 (highest),1
2132,2021-01,0,850,85.459999,Q4 (highest),1
2132,2021-01,1,12,85.459999,Q4 (highest),1
2132,2021-02,0,850,85.459999,Q4 (highest),1
2132,2021-02,1,10,85.459999,Q4 (highest),1
2132,2021-03,0,860,85.459999,Q4 (highest),1
2132,2021-03,1,13,85.459999,Q4 (highest),1
2132,2021-04,0,861,85.459999,Q4 (highest),1
2132,2021-04,1,14,85.459999,Q4 (highest),1
2132,2021-05,0,873,85.459999,Q4 (highest),1
2132,2021-05,1,14,85.459999,Q4 (highest),1
2132,2021-06,0,891,85.459999,Q4 (highest),1
2132,2021-06,1,15,85.459999,Q4 (highest),1
2132,2021-07,0,887,85.459999,Q4 (highest),1
2132,2021-07,1,19,85.459999,Q4 (highest),1
2132,2021-08,0,891,85.459999,Q4 (highest),1
2132,2021-08,1,19,85.459999,Q4 (highest),1
2132,2021-09,0,888,85.459999,Q4 (highest),1
2132,2021-09,1,19,85.459999,Q4 (highest),1
2132,2021-10,0,890,85.459999,Q4 (highest),1
2132,2021-10,1,18,85.459999,Q4 (highest),1
2132,2021-11,0,894,85.459999,Q4 (highest),1
2132,2021-11,1,18,85.459999,Q4 (highest),1
2132,2021-12,0,893,85.459999,Q4 (highest),1
2132,2021-12,1,17,85.459999,Q4 (highest),1
2132,2022-01,0,932,85.459999,Q4 (highest),1
2132,2022-01,1,13,85.459999,Q4 (highest),1
2132,2022-02,0,926,85.459999,Q4 (highest),1
2132,2022-02,1,13,85.459999,Q4 (highest),1
2132,2022-03,0,929,85.459999,Q4 (highest),1
2132,2022-03,1,12,85.459999,Q4 (highest),1
2132,2022-04,0,936,85.459999,Q4 (highest),1
2132,2022-04,1,16,85.459999,Q4 (highest),1
2132,2022-05,0,936,85.459999,Q4 (highest),1
2132,2022-05,1,14,85.459999,Q4 (highest),1
2132,2022-06,0,948,85.459999,Q4 (highest),1
2132,2022-06,1,18,85.459999,Q4 (highest),1
2132,2022-07,0,947,85.459999,Q4 (highest),1
2132,2022-07,1,21,85.459999,Q4 (highest),1
2132,2022-08,0,937,85.459999,Q4 (highest),1
2132,2022-08,1,23,85.459999,Q4 (highest),1
2132,2022-09,0,949,85.459999,Q4 (highest),1
2132,2022-09,1,19,85.459999,Q4 (highest),1
2132,2022-10,0,934,85.459999,Q4 (highest),1
2132,2022-10,1,17,85.459999,Q4 (highest),1
2132,2022-11,0,932,85.459999,Q4 (highest),1
2132,2022-11,1,17,85.459999,Q4 (highest),1
2132,2022-12,0,947,85.459999,Q4 (highest),1
2132,2022-12,1,17,85.459999,Q4 (highest),1
2132,2023-01,0,888,85.459999,Q4 (highest),1
2132,2023-01,1,8,85.459999,Q4 (highest),1
2132,2023-02,0,881,85.459999,Q4 (highest),1
2132,2023-02,1,8,85.459999,Q4 (highest),1
2132,2023-03,0,873,85.459999,Q4 (highest),1
2132,2023-03,1,8,85.459999,Q4 (highest),1
2132,2023-04,0,884,85.459999,Q4 (highest),1
2132,2023-04,1,8,85.459999,Q4 (highest),1
2132,2023-05,0,892,85.459999,Q4 (highest),1
2132,2023-05,1,7,85.459999,Q4 (highest),1
2132,2023-06,0,894,85.459999,Q4 (highest),1
2132,2023-06,1,8,85.459999,Q4 (highest),1
2132,2023-07,0,901,85.459999,Q4 (highest),1
2132,2023-07,1,11,85.459999,Q4 (highest),1
2132,2023-08,0,890,85.459999,Q4 (highest),1
2132,2023-08,1,12,85.459999,Q4 (highest),1
2132,2023-09,0,892,85.459999,Q4 (highest),1
2132,2023-09,1,13,85.459999,Q4 (highest),1
2132,2023-10,0,893,85.459999,Q4 (highest),1
2132,2023-10,1,9,85.459999,Q4 (highest),1
2132,2023-11,0,891,85.459999,Q4 (highest),1
2132,2023-11,1,9,85.459999,Q4 (highest),1
2132,2023-12,0,894,85.459999,Q4 (highest),1
2132,2023-12,1,8,85.459999,Q4 (highest),1
2132,2024-01,0,890,85.459999,Q4 (highest),1
2132,2024-01,1,2,85.459999,Q4 (highest),1
2132,2024-02,0,889,85.459999,Q4 (highest),1
2132,2024-02,1,2,85.459999,Q4 (highest),1
2132,2024-03,0,884,85.459999,Q4 (highest),1
2132,2024-03,1,2,85.459999,Q4 (highest),1
2132,2024-04,0,882,85.459999,Q4 (highest),1
2132,2024-04,1,2,85.459999,Q4 (highest),1
2132,2024-05,0,887,85.459999,Q4 (highest),1
2132,2024-05,1,2,85.459999,Q4 (highest),1
2132,2024-06,0,895,85.459999,Q4 (highest),1
2132,2024-06,1,2,85.459999,Q4 (highest),1
2132,2024-07,0,893,85.459999,Q4 (highest),1
2132,2024-07,1,2,85.459999,Q4 (highest),1
2132,2024-08,0,893,85.459999,Q4 (highest),1
2132,2024-08,1,2,85.459999,Q4 (highest),1
2132,2024-09,0,904,85.459999,Q4 (highest),1
2132,2024-09,1,3,85.459999,Q4 (highest),1
2132,2024-10,0,896,85.459999,Q4 (highest),1
2132,2024-10,1,2,85.459999,Q4 (highest),1
2132,2024-11,0,895,85.459999,Q4 (highest),1
2132,2024-11,1,2,85.459999,Q4 (highest),1
2132,2024-12,0,891,85.459999,Q4 (highest),1
2132,2024-12,1,2,85.459999,Q4 (highest),1
2132,2025-01,0,888,85.459999,Q4 (highest),1
2132,2025-01,1,1,85.459999,Q4 (highest),1
2132,2025-02,0,886,85.459999,Q4 (highest),1
2132,2025-02,1,1,85.459999,Q4 (highest),1
2132,2025-03,0,886,85.459999,Q4 (highest),1
2132,2025-03,1,1,85.459999,Q4 (highest),1
2132,2025-04,0,884,85.459999,Q4 (highest),1
2132,2025-04,1,1,85.459999,Q4 (highest),1
2132,2025-05,0,889,85.459999,Q4 (highest),1
2132,2025-05,1,1,85.459999,Q4 (highest),1
2132,2025-06,0,894,85.459999,Q4 (highest),1
2132,2025-06,1,1,85.459999,Q4 (highest),1
2133,2019-01,0,1438,85.699997,Q4 (highest),1
2133,2019-01,1,7,85.699997,Q4 (highest),1
2133,2019-02,0,1432,85.699997,Q4 (highest),1
2133,2019-02,1,8,85.699997,Q4 (highest),1
2133,2019-03,0,1442,85.699997,Q4 (highest),1
2133,2019-03,1,8,85.699997,Q4 (highest),1
2133,2019-04,0,1443,85.699997,Q4 (highest),1
2133,2019-04,1,7,85.699997,Q4 (highest),1
2133,2019-05,0,1446,85.699997,Q4 (highest),1
2133,2019-05,1,7,85.699997,Q4 (highest),1
2133,2019-06,0,1448,85.699997,Q4 (highest),1
2133,2019-06,1,9,85.699997,Q4 (highest),1
2133,2019-07,0,1447,85.699997,Q4 (highest),1
2133,2019-07,1,7,85.699997,Q4 (highest),1
2133,2019-08,0,1439,85.699997,Q4 (highest),1
2133,2019-08,1,8,85.699997,Q4 (highest),1
2133,2019-09,0,1438,85.699997,Q4 (highest),1
2133,2019-09,1,8,85.699997,Q4 (highest),1
2133,2019-10,0,1436,85.699997,Q4 (highest),1
2133,2019-10,1,8,85.699997,Q4 (highest),1
2133,2019-11,0,1432,85.699997,Q4 (highest),1
2133,2019-11,1,8,85.699997,Q4 (highest),1
2133,2019-12,0,1441,85.699997,Q4 (highest),1
2133,2019-12,1,9,85.699997,Q4 (highest),1
2133,2020-01,0,1530,85.699997,Q4 (highest),1
2133,2020-01,1,7,85.699997,Q4 (highest),1
2133,2020-02,0,1529,85.699997,Q4 (highest),1
2133,2020-02,1,7,85.699997,Q4 (highest),1
2133,2020-03,0,1535,85.699997,Q4 (highest),1
2133,2020-03,1,9,85.699997,Q4 (highest),1
2133,2020-04,0,1538,85.699997,Q4 (highest),1
2133,2020-04,1,8,85.699997,Q4 (highest),1
2133,2020-05,0,1534,85.699997,Q4 (highest),1
2133,2020-05,1,9,85.699997,Q4 (highest),1
2133,2020-06,0,1534,85.699997,Q4 (highest),1
2133,2020-06,1,8,85.699997,Q4 (highest),1
2133,2020-07,0,1532,85.699997,Q4 (highest),1
2133,2020-07,1,11,85.699997,Q4 (highest),1
2133,2020-08,0,1535,85.699997,Q4 (highest),1
2133,2020-08,1,12,85.699997,Q4 (highest),1
2133,2020-09,0,1540,85.699997,Q4 (highest),1
2133,2020-09,1,12,85.699997,Q4 (highest),1
2133,2020-10,0,1550,85.699997,Q4 (highest),1
2133,2020-10,1,12,85.699997,Q4 (highest),1
2133,2020-11,0,1536,85.699997,Q4 (highest),1
2133,2020-11,1,13,85.699997,Q4 (highest),1
2133,2020-12,0,1546,85.699997,Q4 (highest),1
2133,2020-12,1,13,85.699997,Q4 (highest),1
2133,2021-01,0,1669,85.699997,Q4 (highest),1
2133,2021-01,1,11,85.699997,Q4 (highest),1
2133,2021-02,0,1672,85.699997,Q4 (highest),1
2133,2021-02,1,11,85.699997,Q4 (highest),1
2133,2021-03,0,1670,85.699997,Q4 (highest),1
2133,2021-03,1,11,85.699997,Q4 (highest),1
2133,2021-04,0,1678,85.699997,Q4 (highest),1
2133,2021-04,1,11,85.699997,Q4 (highest),1
2133,2021-05,0,1677,85.699997,Q4 (highest),1
2133,2021-05,1,12,85.699997,Q4 (highest),1
2133,2021-06,0,1680,85.699997,Q4 (highest),1
2133,2021-06,1,13,85.699997,Q4 (highest),1
2133,2021-07,0,1686,85.699997,Q4 (highest),1
2133,2021-07,1,21,85.699997,Q4 (highest),1
2133,2021-08,0,1676,85.699997,Q4 (highest),1
2133,2021-08,1,22,85.699997,Q4 (highest),1
2133,2021-09,0,1682,85.699997,Q4 (highest),1
2133,2021-09,1,21,85.699997,Q4 (highest),1
2133,2021-10,0,1678,85.699997,Q4 (highest),1
2133,2021-10,1,23,85.699997,Q4 (highest),1
2133,2021-11,0,1679,85.699997,Q4 (highest),1
2133,2021-11,1,23,85.699997,Q4 (highest),1
2133,2021-12,0,1679,85.699997,Q4 (highest),1
2133,2021-12,1,23,85.699997,Q4 (highest),1
2133,2022-01,0,1691,85.699997,Q4 (highest),1
2133,2022-01,1,22,85.699997,Q4 (highest),1
2133,2022-02,0,1699,85.699997,Q4 (highest),1
2133,2022-02,1,19,85.699997,Q4 (highest),1
2133,2022-03,0,1700,85.699997,Q4 (highest),1
2133,2022-03,1,21,85.699997,Q4 (highest),1
2133,2022-04,0,1699,85.699997,Q4 (highest),1
2133,2022-04,1,18,85.699997,Q4 (highest),1
2133,2022-05,0,1692,85.699997,Q4 (highest),1
2133,2022-05,1,20,85.699997,Q4 (highest),1
2133,2022-06,0,1692,85.699997,Q4 (highest),1
2133,2022-06,1,21,85.699997,Q4 (highest),1
2133,2022-07,0,1674,85.699997,Q4 (highest),1
2133,2022-07,1,19,85.699997,Q4 (highest),1
