term,coef,se,pvalue,n_obs,n_emp_total,converged,elapsed_s,status
post_rb_x_high,-0.0066011857590805,0.0107084135588494,0.537598534388841,11682918,21181520,True,20.5259728431702,ok
post_gpt_x_high,-0.174038479015202,0.0111380421214559,4.87389600843151e-55,11682918,21181520,True,20.5259728431702,ok
