ssyk4,pctl_rank_genai,exposure_quartile,h1,h2,teleworkable,remote_share,emp_2024,n_ads_all,n_ads_2122,high,remote_high,z_ai,z_rem,z_rem2
3354,54.73,Q3,0.09991978936724429,0.10552083333333333,0.1666666666666666,0.0449743434953214,4645,12717,3313,0,0.0,0.22920366285631627,0.2421355877299909,0.17290760198627894
3355,57.57,Q3,0.10894634829840871,0.10919444444444444,0.2388888888888888,0.0799467021985343,4486,4194,1501,0,0.0,0.32518273665218267,0.3520197178366834,0.21099563634129362
3359,70.330002,Q3,0.13064319894299492,0.13983333333333334,0.4722222222222221,0.0662225705329153,22634,14230,5104,0,1.0,0.7564127273540843,0.6161446825454256,0.528659922871208
3360,31.559999,Q2,0.04909439415754115,0.06167222222222222,0.1444444444444444,0.0144927536231884,19358,736,207,0,0.0,-0.5538369131399145,-0.37658350362441884,-0.28171520807881273
3411,46.220001,Q2,0.12831360434056502,0.049,0.0,0.0078040581102173,17406,27327,8329,0,1.0,-0.058395570250637144,0.5877855394498813,-0.4131009265873774
3421,0.12,Q1 (lowest),0.06259288730093573,0.0672,1.0,0.0,3083,25,6,0,0.0,-1.6163657808029295,-0.2122606217682955,-0.2244031563839325
3422,40.310001,Q2,0.05912899004700148,0.015929166666666668,0.6458333333333333,0.0006173383896287,15286,23380,11339,0,0.0,-0.25812667100189424,-0.25442811210765404,-0.7559796358604414
3423,41.73,Q2,0.08737158237853077,0.0326125,0.3125,0.0010291595197255,17076,8510,2915,0,0.0,-0.2101371678994097,0.08938094225894722,-0.5830066798406167
3424,39.830002,Q2,0.046429560416496526,0.016225,0.625,0.0199430199430199,2203,911,351,0,0.0,-0.27434845249588785,-0.40902365493198667,-0.7529124330938559
3431,51.419998,Q3,0.06670075239044929,0.0581,0.9,0.0102827763496143,2907,1781,778,0,0.0,0.11734066066530754,-0.16225383785439287,-0.31875204148565495
3432,61.349998,Q3,0.08219086181113334,0.0765,0.3333333333333333,0.0244755244755244,3257,1442,572,0,0.0,0.4529294644656428,0.02631383360596255,-0.12798066941184244
3433,50.709999,Q3,0.08771422117149967,0.050300000000000004,0.0,0.0225563909774436,1105,1337,399,0,0.0,0.09334592601178962,0.0935520296016782,-0.3996225144299885
3439,67.489998,Q3,0.14783040007315845,0.08725,0.1666666666666666,0.0186335403726708,1486,1022,322,0,1.0,0.6604335183764242,0.8253717711357788,-0.01652456887958788
3441,60.639999,Q3,0.09029948443064781,0.016,1.0,0.0100755667506297,1853,2485,794,0,0.0,0.4289347298121249,0.12502353568662652,-0.7552452351980194
3449,71.040001,Q3,0.1429201950296938,0.10739166666666666,1.0,0.0596640762095763,5629,11049,3989,0,1.0,0.7804074620076027,0.7655977626834787,0.19230441948200855
3451,31.09,Q2,0.006342338182600503,0.032049999999999995,0.0,0.0021104467112205,3899,7600,2843,0,0.0,-0.5697207401487114,-0.897022412504723,-0.5888386851010254
3452,31.32,Q2,0.006342338182600503,0.032049999999999995,0.0,0.0062630480167014,444,1182,479,0,0.0,-0.561947786989187,-0.897022412504723,-0.5888386851010254
3511,75.529999,Q4 (highest),0.315149762963465,0.21305,1.0,0.0891203703703703,12002,20493,7776,1,1.0,0.9321489582700295,2.8622213371126977,1.287771007581587
3512,66.309998,Q3,0.315149762963465,0.19949999999999998,1.0,0.0903129409811571,19027,27590,12047,0,1.0,0.6205548891232119,2.8622213371126977,1.1472844808641867
3513,94.68,Q4 (highest),0.315149762963465,0.2804083333333333,1.0,0.1099188694059146,4458,11082,3821,1,1.0,1.579331831217182,2.8622213371126977,1.9861428375057837
3514,84.519997,Q4 (highest),0.315149762963465,0.2008,1.0,0.1017007983339118,10694,7688,2881,1,1.0,1.2359699728709768,2.8622213371126977,1.1607628930215759
3515,92.550003,Q4 (highest),0.315149762963465,0.290925,1.0,0.1681922196796338,2351,1976,874,1,1.0,1.507347627256628,2.8622213371126977,2.0951797358559427
3521,51.650002,Q3,0.06466808966242149,0.0533,0.8,0.0410958904109589,2375,856,292,0,0.0,0.12511374900662606,-0.1869983033115987,-0.3685184863744756
3522,47.639999,Q2,0.05465581344943957,0.03833333333333334,0.2666666666666666,0.0346320346320346,3179,1738,693,0,0.0,-0.010406100943601053,-0.3088819879406341,-0.5236930263403122
4111,92.32,Q4 (highest),0.11041200178286581,0.1637,0.75,0.0870625905313715,36485,31740,13117,1,0.0,1.4995745727107577,0.3698617392986355,0.7761097460683997
4112,96.339996,Q4 (highest),0.11907434480528059,0.13734999999999997,1.0,0.122985007327246,15597,22137,8871,1,0.0,1.635432140578042,0.4753121146811664,0.5029126996474775
4113,86.879997,Q4 (highest),0.13620064976814655,0.21116000000000001,0.6,0.0658490566037735,2837,12146,5300,1,1.0,1.3157272313774009,0.6837978884004425,1.268175469906614
4114,84.989998,Q4 (highest),0.14476380224957955,0.11894999999999999,1.0,0.0907072629241991,11240,7724,3153,1,1.0,1.2518538674706707,0.7880407752600807,0.31214132757366514
4115,79.080002,Q4 (highest),0.0560481672973984,0.1344,0.0,0.0617710583153347,7483,5062,2315,1,0.0,1.0521229019012075,-0.29193227404075206,0.4723270720595567
4116,88.059998,Q4 (highest),0.15312857364904892,0.06385,1.0,0.0358606557377049,5407,2352,976,1,1.0,1.3556058944260612,0.8898686850739328,-0.2591359877125885
4117,80.5,Q4 (highest),0.0876135102941982,0.095725,1.0,0.1288571428571428,18134,16700,7000,1,0.0,1.100112371208244,0.09232603337997886,0.07134431037723621
4119,90.43,Q4 (highest),0.17038028941610373,0.17796777777777778,0.9370370370370372,0.0749847281612706,69442,48310,19644,1,1.0,1.4357011750085793,1.0998811377003497,0.9240381994983408
4211,49.290001,Q2,0.02911641543910312,0.008150000000000001,0.2,0.0032930845225027,1007,2685,911,0,0.0,0.045356456704753294,-0.6197839113884869,-0.8366341086099449
4212,73.879997,Q3,0.14891433963201728,0.166125,0.5,0.1634615384615384,760,1733,832,0,1.0,0.8763864006216749,0.8385670270934186,0.8012521687466058
4221,73.639999,Q3,0.12404531526230247,0.21057499999999998,0.4166666666666666,0.0507614213197969,5254,3917,985,0,1.0,0.8682755605678508,0.5358258462838087,1.2621101844357887
4222,82.620003,Q4 (highest),0.12773668782769537,0.09455,0.375,0.1240656030346982,35424,114808,44815,1,1.0,1.1717588234562923,0.5807624900636973,0.059161899388826884
4223,57.09,Q3,0.044341462382143544,0.058850000000000006,0.5,0.0299277605779153,2758,2121,969,0,0.0,0.30896092136274056,-0.4344429578836568,-0.31097603447177663
4224,62.77,Q3,0.08006914556921738,0.03605,0.0,0.0024208888120352,12018,15060,5783,0,0.0,0.5009190689544731,0.00048528195587083464,-0.5473666476936748
4225,76.239998,Q4 (highest),0.12773668782769537,0.014499999999999999,0.0,0.0105672294424875,13930,20956,8233,1,1.0,0.9561436929235474,0.5807624900636973,-0.770797249225776
4226,78.370003,Q4 (highest),0.12773668782769537,0.228,1.0,0.0466257668711656,904,5911,2445,1,1.0,1.0281281672476896,0.5807624900636973,1.4427727473915597
4321,41.490002,Q2,0.03898234477340403,0.0105,0.0833333333333333,0.0039347948285553,6955,4615,1779,0,0.0,-0.21824800795323374,-0.4996817693805462,-0.8122692866331265
4322,48.82,Q2,0.047515256035401215,0.07245,0.0416666666666666,0.0007801899592944,103018,75445,29480,0,0.0,0.02947256210505942,-0.39580702171064913,-0.16997110728678486
4323,68.910004,Q3,0.09020092753399163,0.08904999999999999,1.0,0.0209326974032856,10898,9919,3774,0,0.0,0.7084232580470484,0.12382376078484317,0.002137847953719826
4410,55.439999,Q3,0.13533445162546903,0.041499999999999995,0.75,0.0434192672998643,2836,2235,737,0,1.0,0.2531983975098344,0.673253291047897,-0.4908609967261598
4420,20.92,Q1 (lowest),0.08400756294096513,0.01416,0.4,0.0,12788,6947,2720,0,0.0,-0.9134204515937677,0.04842930693724447,-0.7743223724054007
5111,24.700001,Q1 (lowest),0.03170402325925032,0.01565,0.3333333333333333,0.0,1826,56,21,0,0.0,-0.7856736223939621,-0.5882838639681495,-0.7588740384711626
5112,34.630001,Q2,0.024007576750721495,0.0070999999999999995,0.5,0.0,4902,736,313,0,0.0,-0.45008481859362676,-0.6819759714425182,-0.8475205184293745
5113,51.18,Q3,0.06315304988587493,0.0218,0.1666666666666666,0.0083612040133779,1907,1947,598,0,0.0,0.1092298206114835,-0.20544152505228705,-0.6951107809573611
5120,34.16,Q2,0.004021667541666572,0.025366666666666666,0.2,0.0005791505791505,45865,54880,20720,0,0.0,-0.4659687131933209,-0.9252729204322517,-0.6581315476024736
5131,21.629999,Q1 (lowest),0.0035669963109482943,0.0071,0.0,0.002863015709881,29102,34437,13622,0,0.0,-0.8894257169402497,-0.9308078261535809,-0.8475205184293745
5132,21.870001,Q1 (lowest),0.0035669963109482943,0.0092,0.0,0.0,8334,8697,3481,0,0.0,-0.8813147417046316,-0.9308078261535809,-0.8257476987905153
5141,46.689999,Q2,0.01132292061257824,0.0106,0.1666666666666666,0.000377786173026,8933,6802,2647,0,0.0,-0.04251177703728881,-0.8363916702787727,-0.8112324856979427
5142,45.27,Q2,0.010140538098511504,0.008783333333333332,0.25,0.0044378698224852,1155,1858,676,0,0.0,-0.09050128013977334,-0.8507853140806225,-0.8300677026871144
5143,44.799999,Q2,0.01917277815648215,0.02626666666666667,0.0,0.0,1442,2629,974,0,0.0,-0.10638517473946746,-0.7408320252079056,-0.6488003391858197
5144,45.740002,Q2,0.010140538098511504,0.008783333333333332,0.25,0.0036496350364963,533,800,274,0,0.0,-0.07461735174463104,-0.8507853140806225,-0.8300677026871144
5149,45.509998,Q2,0.010140538098511504,0.008783333333333332,0.25,0.0,2814,3282,1005,0,0.0,-0.08239044008594928,-0.8507853140806225,-0.8300677026871144
5151,55.669998,Q3,0.0690650251261354,0.06339166666666667,0.3333333333333333,0.0012903225806451,4224,4123,1550,0,0.0,0.2609713168739103,-0.13347254313544013,-0.26388799199884744
5152,17.379999,Q1 (lowest),0.005896960889033017,0.0118,0.0,0.0029714528281863,40700,28019,9423,0,0.0,-1.0330563731488525,-0.9024441791874808,-0.7987908744757375
5161,28.25,Q2,0.011024602957283683,0.013966666666666667,0.0,0.0,1361,1083,395,0,0.0,-0.6656998139445778,-0.8400232176156361,-0.7763268542134226
5169,42.669998,Q2,0.03066596918221574,0.04258833333333334,0.4375,0.0093808630393996,3224,2511,1066,0,0.0,-0.17836951388181568,-0.6009205364951338,-0.479577146548243
5221,43.619999,Q2,0.08181496535641163,0.08910000000000001,0.6666666666666666,0.0015664160401002,15255,8032,3192,0,0.0,-0.1462638039926795,0.021737886641867616,0.0026562484213119384
5222,42.200001,Q2,0.013227036850072614,0.0098,0.0,0.0049992348109983,102146,54742,19603,0,0.0,-0.1942532732997156,-0.8132120557684505,-0.8195268931794127
5223,44.330002,Q2,0.03267519394167405,0.008575,0.5,0.0034334763948497,114073,78784,30290,0,0.0,-0.12226893415736735,-0.5764613913695589,-0.832227704635414
5224,47.400002,Q2,0.03392655938259435,0.0031,0.0,0.0111358574610244,1383,1500,898,0,0.0,-0.01851690720197667,-0.561227989142896,-0.8889925558367249
5225,26.120001,Q2,0.024007576750721495,0.0036,0.5,0.0,6528,4657,1733,0,0.0,-0.7376840854960289,-0.6819759714425182,-0.8838085511608061
5226,42.43,Q2,0.042466077015546624,0.034550000000000004,0.0,0.0012531328320802,2614,2145,798,0,0.0,-0.18648035393563975,-0.45727281931754643,-0.5629186617214312
5227,30.610001,Q2,0.015245626852836749,0.0177625,0.0625,0.0,3039,1773,504,0,0.0,-0.5859425216427051,-0.7886389035642374,-0.7369716187154056
5230,48.110001,Q2,0.07554677296739111,0.0517,0.0,0.0013921113689095,15397,5280,2155,0,0.0,0.005477827451541254,-0.05456747770144789,-0.3851073013374158
5241,57.330002,Q3,0.13018319751196863,0.09570000000000001,0.3333333333333333,0.0475023116788164,2102,127745,46503,0,1.0,0.3170718965983586,0.6105448900351654,0.0710851101434403
5242,67.970001,Q3,0.13018319751196863,0.2989,1.0,0.122525817555938,6165,103482,37184,0,1.0,0.6766554350522118,0.6105448900351654,2.177864610436848
5311,44.09,Q2,0.01626549966860403,0.02,0.75,0.0019538188277087,86954,27842,11260,0,0.0,-0.13037990939298538,-0.7762235592414819,-0.7137731977906688
5312,67.730003,Q3,0.0733541171852321,,1.0,0.0086688719060111,41580,24464,8767,0,0.0,0.6685445949983877,-0.08125960646095856,
5321,30.139999,Q2,0.01705420834330099,0.02775,0.0833333333333333,0.0006834170854271,122691,80224,24875,0,0.0,-0.6018264500378476,-0.7666222740465822,-0.6334211253139272
5323,15.48,Q1 (lowest),0.01725455987819215,0.0337,0.0,0.0015055706112616,36116,28623,9963,0,0.0,-1.0972676915407793,-0.7641833098416241,-0.5717314696704933
5325,15.25,Q1 (lowest),0.01725455987819215,0.0337,0.0,0.0064935064935064,788,365,154,0,0.0,-1.1050406447003036,-0.7641833098416241,-0.5717314696704933
5326,8.3900003,Q1 (lowest),0.03392655938259435,0.010350000000000002,0.0,0.0,896,945,258,0,0.0,-1.3368774114066135,-0.561227989142896,-0.8138244880359021
5330,29.91,Q2,0.01705420834330099,0.02775,0.0833333333333333,0.0003553660270078,89351,12247,2814,0,0.0,-0.6095993694019235,-0.7666222740465822,-0.6334211253139272
5341,15.96,Q1 (lowest),0.01725455987819215,0.0337,0.0,0.0012804097311139,15156,3843,1562,0,0.0,-1.081045876251337,-0.7641833098416241,-0.5717314696704933
5342,30.379999,Q2,0.01705420834330099,0.02775,0.0833333333333333,0.0016163334751169,80573,35146,11755,0,0.0,-0.5937155423931265,-0.7666222740465822,-0.6334211253139272
5343,35.82,Q2,0.01685385680840983,0.0218,0.1666666666666666,0.0029175392435876,66499,171401,55869,0,0.0,-0.40986826865066656,-0.7690612382515405,-0.6951107809573611
5349,33.450001,Q2,0.020437647101438253,0.028059374999999998,0.0697916666666666,0.0,23370,978,361,0,0.0,-0.4899634478468388,-0.725434239099668,-0.6302135224207025
5350,27.780001,Q2,0.025227543357213125,0.0047,0.0,0.0,11103,12657,4058,0,0.0,-0.6815836409533748,-0.6671248005438585,-0.8724037408737848
5411,3.9000001,Q1 (lowest),0.03708167297069142,0.06345,0.0,0.0053667262969588,5736,1991,559,0,0.0,-1.4886189820190272,-0.522819453325457,-0.2632831914533235
5412,6.2600002,Q1 (lowest),0.056728689501995624,0.06670000000000001,0.0,0.0,12876,3178,962,0,0.0,-1.4088617201330582,-0.28364798862914525,-0.22958716105985116
5413,35.110001,Q2,0.07201690880384452,0.10294999999999999,0.25,0.0003407155025553,19821,9179,2935,0,0.0,-0.4338630033041847,-0.09753801120862442,0.14625317794426293
5414,47.16,Q2,0.03240464001771292,0.050425000000000005,0.5,0.053763440860215,1858,1121,372,0,0.0,-0.02662788243759494,-0.5797549590300745,-0.39832651326100876
5419,51.889999,Q3,0.08531826004122833,0.09109866071428574,0.4880952380952381,0.0052562417871222,4375,4692,1522,0,0.0,0.13322455526500165,0.06438497861613161,0.02337838139817685
6111,7.9200001,Q1 (lowest),0.06366459572103363,0.1153,0.125,0.0,2205,664,220,0,0.0,-1.3527612789699488,-0.19921426065011874,0.2742980934394579
6112,2.72,Q1 (lowest),0.010609769070664417,0.009966666666666667,0.0,0.0028142589118198,3668,3588,1066,0,0.0,-1.5284976146517841,-0.845073166451904,-0.8177988916207732
6113,19.27,Q1 (lowest),0.05836714766444839,0.029983333333333334,0.0,0.0021244309559939,17627,10437,3295,0,0.0,-0.9691829416512253,-0.26370234253407154,-0.6102659044281565
6121,32.27,Q2,0.05879387181862169,0.08658333333333335,0.125,0.0,10456,2028,736,0,0.0,-0.5298421108954993,-0.25850764842810864,-0.023436575114146117
6122,32.029999,Q2,0.05635850986741572,0.07155,0.125,0.0061349693251533,1760,981,326,0,0.0,-0.5379530523356691,-0.28815434231710363,-0.17930231570343869
6129,31.799999,Q2,0.06001155279422467,0.0941,0.125,0.0,1341,911,306,0,0.0,-0.5457260054951935,-0.24368430148361123,0.054496295180500025
6130,13.36,Q1 (lowest),0.04821946096137816,0.07843333333333334,0.0833333333333333,0.0126582278481012,5136,478,158,0,0.0,-1.1689140424024824,-0.3872344364876507,-0.10793585133162291
6210,29.43,Q2,0.07494035522243499,0.0775,0.025,0.0016583747927031,3573,2128,603,0,0.0,-0.6258211846913657,-0.061949658097534846,-0.11761266006000479
6221,24.23,Q1 (lowest),0.06366459572103363,0.11665,0.125,0.0,206,149,37,0,0.0,-0.8015575169936561,-0.19921426065011874,0.28829490606443875
6222,6.5,Q1 (lowest),0.06957167400408032,0.1298,0.125,0.0,1117,21,8,0,0.0,-1.400750819247427,-0.12730489147027477,0.42463422904110365
7111,43.849998,Q2,0.054055816705753545,0.0423,0.0,0.0003695491500369,51943,22136,10824,0,0.0,-0.13849088462860365,-0.3161860027650609,-0.48256658924468965
7112,7.6799998,Q1 (lowest),0.013376384603633542,0.010375,0.0,0.0,8687,3485,1516,0,0.0,-1.3608721967533046,-0.811393982224747,-0.8135652878021062
7113,1.54,Q1 (lowest),0.034318285569212986,0.0106,0.0,0.000919540229885,9941,9493,4350,0,0.0,-1.5683762439049962,-0.5564593401389007,-0.8112324856979427
7114,8.8699999,Q1 (lowest),0.034425843593701794,0.015166666666666667,0.025,0.0020565552699228,20057,11988,3890,0,0.0,-1.3206556096353508,-0.5551499906905587,-0.7638852429912175
7115,9.1000004,Q1 (lowest),0.022332660049813467,0.0316,0.0,0.0,976,156,29,0,0.0,-1.3128826395781024,-0.7023654427885728,-0.5935042893093523
7116,10.99,Q1 (lowest),0.0546543165201485,0.018066666666666665,0.1,0.0033955857385398,3838,1833,589,0,0.0,-1.249009255394103,-0.30890021069575424,-0.7338180158708884
7119,15.01,Q1 (lowest),0.06183303532882367,0.03395555555555555,0.0333333333333333,0.001926782273603,19917,2602,1038,0,0.0,-1.1131515523450248,-0.22151062208426506,-0.5690818672805793
7121,0.34999999,Q1 (lowest),0.011585129514397555,0.0098,0.0,0.0,4368,3724,1914,0,0.0,-1.6085928279813595,-0.8331996901119818,-0.8195268931794127
7122,9.5699997,Q1 (lowest),0.011585129514397555,0.005075,0.0,0.0,4207,1062,453,0,0.0,-1.2969988024306707,-0.8331996901119818,-0.8685157373668457
7123,6.7399998,Q1 (lowest),0.011585129514397555,0.012499999999999999,0.0,0.0,2349,790,257,0,0.0,-1.3926399183617955,-0.8331996901119818,-0.7915332679294512
7124,12.41,Q1 (lowest),0.011585129514397555,0.0097,0.0,0.0036363636363636,2979,1448,550,0,0.0,-1.20101971849617,-0.8331996901119818,-0.8205636941145966
7125,12.17,Q1 (lowest),0.011585129514397555,0.00965,0.0,0.0025937278943645,24778,11548,4241,0,0.0,-1.209130626140891,-0.8331996901119818,-0.8210820945821884
7126,27.07,Q2,0.02295579559360187,0.03275,0.0,0.0082582582582582,4854,4215,1332,0,0.0,-0.7055784431977897,-0.6947797495371449,-0.5815810785547391
7131,4.8499999,Q1 (lowest),0.011585129514397555,0.0092,0.0,0.0,15595,4604,2041,0,0.0,-1.4565133126844292,-0.8331996901119818,-0.8257476987905153
7132,9.3400002,Q1 (lowest),0.027579199615783968,0.01,0.0,0.0010887316276537,5740,5799,1837,0,0.0,-1.3047717386924709,-0.6384970915515813,-0.8174532913090453
7134,14.78,Q1 (lowest),0.01851225524198593,0.009933333333333334,0.0,0.0010917030567685,5717,4900,1832,0,0.0,-1.1209245055045491,-0.7488728507792499,-0.8181444919325012
7211,3.6600001,Q1 (lowest),0.009300381416151145,0.0101,0.0,0.0,851,913,427,0,0.0,-1.4967298896637484,-0.8610128976923306,-0.8164164903738615
7212,12.88,Q1 (lowest),0.009300381416151145,0.0116,0.0,0.0010366991499066,13416,24814,9646,0,0.0,-1.1851358576919244,-0.8610128976923306,-0.800864476346105
7213,25.18,Q2,0.010823546814982085,0.011866666666666666,0.0,0.0,6589,1749,600,0,0.0,-0.7694518408999684,-0.8424707593054314,-0.7980996738522818
7214,25.41,Q2,0.010823546814982085,0.011866666666666666,0.0,0.0,3598,4690,1125,0,0.0,-0.761678887740444,-0.8424707593054314,-0.7980996738522818
7215,2.48,Q1 (lowest),0.016862417994575545,0.012616666666666668,0.0,0.0,1774,844,339,0,0.0,-1.5366085222965054,-0.7689570193014759,-0.7903236668384035
7221,23.52,Q1 (lowest),0.009300381416151145,0.008100000000000001,0.0,0.0,2796,819,301,0,0.0,-0.8255522854426226,-0.8610128976923306,-0.8371525090775368
7222,42.91,Q2,0.01451889755503367,0.027379999999999998,0.0,0.0016420361247947,1668,1884,609,0,0.0,-0.17025853864619767,-0.7974856875182459,-0.6372572887741071
7223,16.67,Q1 (lowest),0.010823616266120545,0.008536363636363637,0.0,0.000462668440229,50886,47446,17291,0,0.0,-1.0570511078023705,-0.842469913847268,-0.8326282868149167
7224,16.43,Q1 (lowest),0.018439790515967558,0.0046,0.0,0.0,1040,904,384,0,0.0,-1.0651620154470915,-0.7497549946219558,-0.8734405418089686
7231,17.610001,Q1 (lowest),0.014454411375732067,0.017890000000000003,0.0,0.0043133366385721,36245,66955,20170,0,0.0,-1.025283352398431,-0.7982707051280016,-0.7356496975230463
7232,29.200001,Q2,0.017061417021920128,0.0295,0.0,0.0,333,147,56,0,0.0,-0.6335941040554416,-0.7665345197444917,-0.6152771089482114
7233,11.7,Q1 (lowest),0.018541548900645282,0.0359,0.0,0.0086241637785121,29110,34884,12407,0,0.0,-1.2250144869451367,-0.7485162466487089,-0.5489218490964505
7311,46.450001,Q2,0.018550405911181247,0.028765,0.0,0.0028530670470756,2910,2181,701,0,0.0,-0.05062261709111287,-0.7484084265031239,-0.622897595821812
7312,50.470001,Q3,0.027579199615783968,0.0308,0.3333333333333333,0.027027027027027,369,113,37,0,0.0,0.08523508595796557,-0.6384970915515813,-0.6017986967908224
7319,26.360001,Q2,0.03784021461580707,0.01250238095238095,0.0714285714285714,0.0051282051282051,772,602,195,0,0.0,-0.7295731778513078,-0.5135854041757352,-0.7915085821928993
7321,72.699997,Q3,0.10339234782177832,0.14265,1.0,0.0375426621160409,1069,625,293,0,0.0,0.8365077713684627,0.28440851453753674,0.5578631492122172
7322,28.959999,Q2,0.010939550128324588,0.0049,0.0,0.0,3359,1260,473,0,0.0,-0.6417050792910597,-0.841058601774157,-0.8703301390034173
7323,20.450001,Q1 (lowest),0.010939550128324588,0.0076,0.0,0.0,820,202,82,0,0.0,-0.9293042786025648,-0.841058601774157,-0.8423365137534556
7411,27.299999,Q2,0.011585129514397555,0.027,0.0,0.0055300500834724,40583,27171,9584,0,0.0,-0.697805523833714,-0.8331996901119818,-0.6411971323278055
7412,28.719999,Q2,0.040724811952477076,0.0322,0.0,0.0044552450384771,8691,14003,4938,0,0.0,-0.6498159869357807,-0.4784699774150774,-0.5872834836982498
7413,22.1,Q1 (lowest),0.02295579559360187,0.0266,0.0,0.0284210526315789,2243,3822,950,0,0.0,-0.8735418223405558,-0.6947797495371449,-0.6453443360685406
7420,34.400002,Q2,0.03916538217228161,0.046985714285714276,0.0,0.0253422123566407,9040,15782,5406,0,0.0,-0.4578577379577026,-0.4974535774963483,-0.4339850597103648
7521,7.4499998,Q1 (lowest),0.027579199615783968,0.00955,0.0,0.0,93,307,139,0,0.0,-1.368645149912829,-0.6384970915515813,-0.8221188955173722
7522,18.790001,Q1 (lowest),0.010798176112093409,0.011224999999999999,0.0,0.0,4589,1799,780,0,0.0,-0.985404723145219,-0.8427796076316182,-0.8047524798530442
7523,11.47,Q1 (lowest),0.010011222709789262,0.006500000000000001,0.0,0.0,6026,2684,1347,0,0.0,-1.232787440104661,-0.8523595251512547,-0.853741324040477
7531,35.34,Q2,0.016794109453596526,0.0349,0.1666666666666666,0.0034482758620689,1046,881,290,0,0.0,-0.4260900839401086,-0.7697885681410257,-0.5592898584482882
7532,19.74,Q1 (lowest),0.015919686192601444,0.0064,0.0,0.0,401,87,30,0,0.0,-0.9532990808469799,-0.7804332933471908,-0.8547781249756607
7533,14.54,Q1 (lowest),0.014637091421159038,0.0085,0.0,0.0,406,587,305,0,0.0,-1.1290354131492704,-0.7960468634589144,-0.8330053053368016
7534,8.1599998,Q1 (lowest),0.015310116426386088,0.03405,0.0,0.0,394,183,55,0,0.0,-1.3446503814638624,-0.7878538446348645,-0.5681026663973502
7611,5.5599999,Q1 (lowest),0.005467684912389518,0.00255,0.0,0.0277777777777777,3206,1032,360,0,0.0,-1.4325185442354627,-0.9076699377106224,-0.8946949609802357
7612,48.580002,Q2,0.005467684912389518,0.0062,0.0,0.0,4721,4579,1755,0,0.0,0.021361722051235366,-0.9076699377106224,-0.8568517268460284
7613,32.98,Q2,0.01732919144206724,0.0838,0.0,0.0088495575221238,153,372,113,0,0.0,-0.505847342446533,-0.7632747881627145,-0.05229420114342767
8111,0.58999997,Q1 (lowest),0.02289567824957162,0.00554,0.0,0.0047393364928909,1455,769,211,0,0.0,-1.6004819210125474,-0.6955115834622836,-0.8636946130182411
8112,6.0300002,Q1 (lowest),0.027579199615783968,0.00365,0.0,0.0,2672,183,69,0,0.0,-1.4166346732925827,-0.6384970915515813,-0.8832901506932143
8113,4.3699999,Q1 (lowest),0.02089068063577647,0.013133333333333332,0.0,0.0,1959,351,112,0,0.0,-1.4727351279738714,-0.7199192697509337,-0.7849668620066207
8114,11.23,Q1 (lowest),0.029919422105742267,0.007949999999999999,0.0,0.0,2254,1847,541,0,0.0,-1.240898347749382,-0.6100085706737796,-0.8387077104803125
8115,17.139999,Q1 (lowest),0.02409867681784871,0.0023,0.0,0.0,1344,52,15,0,0.0,-1.0411672807935737,-0.6808669716890936,-0.8972869633181951
8116,3.1900001,Q1 (lowest),0.045684863596620696,0.0060999999999999995,0.0,0.0,687,346,107,0,0.0,-1.512613750467994,-0.4180891651523603,-0.8578885277812122
8121,12.65,Q1 (lowest),0.02148626021590636,0.007533333333333334,0.0,0.0,2792,1704,721,0,0.0,-1.192908810851449,-0.7126690269318311,-0.8430277143769114
8122,5.0799999,Q1 (lowest),0.009300381416151145,0.0063750000000000005,0.0,0.0,4085,130,35,0,0.0,-1.448740359524905,-0.8610128976923306,-0.8550373252094566
8129,5.3200002,Q1 (lowest),0.009300381416151145,0.0063750000000000005,0.0,0.0019035532994923,10908,4256,1576,0,0.0,-1.4406294417415493,-0.8610128976923306,-0.8550373252094566
8131,21.389999,Q1 (lowest),0.027579199615783968,0.025566666666666668,0.0,0.0,4349,4063,1400,0,0.0,-0.8975366245849709,-0.6384970915515813,-0.6560579457321061
8132,26.83,Q2,0.027579199615783968,0.017733333333333334,0.0,0.0,1827,214,68,0,0.0,-0.713689350842511,-0.6384970915515813,-0.7372740189881675
8141,6.9699998,Q1 (lowest),0.027579199615783968,0.0071,0.0,0.0,1766,947,339,0,0.0,-1.384866965202271,-0.6384970915515813,-0.8475205184293745
8142,13.12,Q1 (lowest),0.009431603521771654,0.009591666666666667,0.0,0.0011961722488038,8591,4704,1672,0,0.0,-1.1770249500472034,-0.8594154753482416,-0.8216868951277123
8143,10.05,Q1 (lowest),0.027579199615783968,0.0063,0.0,0.0084033613445378,3561,419,119,0,0.0,-1.2807769770025939,-0.6384970915515813,-0.8558149259108445
8151,11.94,Q1 (lowest),0.02403832070875217,0.0070666666666666655,0.0,0.0,3216,1331,553,0,0.0,-1.2169035793004155,-0.6816017122026462,-0.8478661187411024
8159,10.76,Q1 (lowest),0.014637091421159038,0.0125,0.0,0.0027173913043478,2503,884,368,0,0.0,-1.2567822085536275,-0.7960468634589144,-0.7915332679294512
8161,22.809999,Q1 (lowest),0.012838189813521,0.012,0.0,0.0,4286,1922,732,0,0.0,-0.8495470876870377,-0.8179456556576087,-0.7967172726053701
8162,22.34,Q1 (lowest),0.012838189813521,0.012,0.0,0.0,1376,1852,589,0,0.0,-0.8654309146958347,-0.8179456556576087,-0.7967172726053701
