spec,term,coef,se,pval,n_obs
S0_baseline,rb_x_high,-0.12686709440483596,0.038461869804450155,0.00106676425012453,25918
S0_baseline,gpt_x_high,-0.04438747954409337,0.036972439826504666,0.23069575160029632,25918
S1_groupseason,rb_x_high,-0.13017798879262252,0.039084878790229434,0.0009541438709879113,25918
S1_groupseason,gpt_x_high,-0.04711897671013637,0.03677500906086759,0.20090313885337663,25918
S2_groupmonth,rb_x_high,-0.039026016545443416,0.048131336804740216,0.41799112897906543,25918
S2_groupmonth,gpt_x_high,-0.020814711330446694,0.046929812260952726,0.6576441253483827,25918
S1_poisson,rb_x_high,-0.1353404992103017,0.05519287249153242,0.014201047923191767,25918
S1_poisson,gpt_x_high,-0.057987731203059265,0.039401893223846796,0.14110214796477694,25918
