dm,mcl,beta_artificial,erases_headline
0.085,0.0,-0.0888312137066157,False
0.085,0.005,-0.0938437555301599,False
0.085,0.01,-0.0988815495601171,False
0.085,0.015,-0.1039448515166638,False
0.085,0.02,-0.1090339210241351,False
0.085,0.025,-0.1141490216909055,False
0.085,0.03,-0.1192904211913242,False
0.085,0.035,-0.1244583913497669,False
0.085,0.04,-0.1296532082268709,False
0.085,0.045,-0.1348751522080226,False
0.085,0.05,-0.1401245080941663,False
0.085,0.055,-0.14540156519501,False
0.085,0.06,-0.1507066174247032,False
0.085,0.065,-0.1560399634000656,False
0.085,0.07,-0.1614019065414511,False
0.085,0.075,-0.1667927551763274,False
0.085,0.08,-0.1722128226456666,False
0.085,0.085,-0.1776624274132313,True
0.085,0.09,-0.1831418931778569,True
0.085,0.095,-0.1886515489888266,True
0.085,0.1,-0.194191729364442,True
0.085,0.105,-0.1997627744138974,True
0.085,0.11,-0.2053650299625672,True
0.085,0.115,-0.2109988476808232,True
0.085,0.12,-0.2166645852165006,True
0.085,0.125,-0.2223626063311383,True
0.085,0.13,-0.2280932810401233,True
0.085,0.135,-0.2338569857568734,True
0.085,0.14,-0.2396541034411993,True
0.085,0.145,-0.2454850237519925,True
0.085,0.15,-0.2513501432043906,True
0.085,0.155,-0.2572498653315788,True
0.085,0.16,-0.2631846008513935,True
0.085,0.165,-0.2691547678378974,True
0.085,0.17,-0.2751607918981092,True
0.085,0.175,-0.2812031063540718,True
0.085,0.18,-0.2872821524304539,True
0.085,0.185,-0.2933983794478901,True
0.085,0.19,-0.2995522450222682,True
0.085,0.195,-0.3057442152701894,True
0.085,0.2,-0.3119747650208254,True
0.09,0.0,-0.0943106794712412,False
0.09,0.005,-0.0993232212947856,False
0.09,0.01,-0.1043610153247427,False
0.09,0.015,-0.1094243172812895,False
0.09,0.02,-0.1145133867887607,False
0.09,0.025,-0.1196284874555312,False
0.09,0.03,-0.1247698869559498,False
0.09,0.035,-0.1299378571143924,False
0.09,0.04,-0.1351326739914964,False
0.09,0.045,-0.1403546179726481,False
0.09,0.05,-0.1456039738587919,False
0.09,0.055,-0.1508810309596356,False
0.09,0.06,-0.1561860831893288,False
0.09,0.065,-0.1615194291646912,False
0.09,0.07,-0.1668813723060768,False
0.09,0.075,-0.172272220940953,False
0.09,0.08,-0.1776922884102923,True
0.09,0.085,-0.1831418931778569,True
0.09,0.09,-0.1886213589424825,True
0.09,0.095,-0.1941310147534522,True
0.09,0.1,-0.1996711951290675,True
0.09,0.105,-0.205242240178523,True
0.09,0.11,-0.2108444957271927,True
0.09,0.115,-0.2164783134454488,True
0.09,0.12,-0.2221440509811261,True
0.09,0.125,-0.2278420720957639,True
0.09,0.13,-0.2335727468047488,True
0.09,0.135,-0.239336451521499,True
0.09,0.14,-0.245133569205825,True
0.09,0.145,-0.2509644895166181,True
0.09,0.15,-0.2568296089690163,True
0.09,0.155,-0.2627293310962045,True
0.09,0.16,-0.2686640666160191,True
0.09,0.165,-0.2746342336025228,True
0.09,0.17,-0.2806402576627348,True
0.09,0.175,-0.2866825721186973,True
0.09,0.18,-0.2927616181950794,True
0.09,0.185,-0.2988778452125156,True
0.09,0.19,-0.3050317107868938,True
0.09,0.195,-0.3112236810348151,True
0.09,0.2,-0.3174542307854509,True
0.095,0.0,-0.0998203352822109,False
0.095,0.005,-0.1048328771057551,False
0.095,0.01,-0.1098706711357123,False
0.095,0.015,-0.114933973092259,False
0.095,0.02,-0.1200230425997303,False
0.095,0.025,-0.1251381432665007,False
0.095,0.03,-0.1302795427669194,False
0.095,0.035,-0.135447512925362,False
0.095,0.04,-0.140642329802466,False
0.095,0.045,-0.1458642737836177,False
0.095,0.05,-0.1511136296697614,False
0.095,0.055,-0.1563906867706052,False
0.095,0.06,-0.1616957390002983,False
0.095,0.065,-0.1670290849756608,False
0.095,0.07,-0.1723910281170463,False
0.095,0.075,-0.1777818767519226,True
0.095,0.08,-0.183201944221262,True
0.095,0.085,-0.1886515489888266,True
0.095,0.09,-0.1941310147534522,True
0.095,0.095,-0.1996406705644218,True
0.095,0.1,-0.2051808509400372,True
0.095,0.105,-0.2107518959894926,True
0.095,0.11,-0.2163541515381624,True
0.095,0.115,-0.2219879692564184,True
0.095,0.12,-0.2276537067920958,True
0.095,0.125,-0.2333517279067335,True
0.095,0.13,-0.2390824026157186,True
0.095,0.135,-0.2448461073324686,True
0.095,0.14,-0.2506432250167946,True
0.095,0.145,-0.2564741453275878,True
0.095,0.15,-0.2623392647799858,True
0.095,0.155,-0.2682389869071741,True
0.095,0.16,-0.2741737224269887,True
0.095,0.165,-0.2801438894134925,True
0.095,0.17,-0.2861499134737044,True
0.095,0.175,-0.292192227929667,True
0.095,0.18,-0.2982712740060491,True
0.095,0.185,-0.3043875010234853,True
0.095,0.19,-0.3105413665978634,True
0.095,0.195,-0.3167333368457846,True
0.095,0.2,-0.3229638865964205,True
0.1,0.0,-0.1053605156578262,False
0.1,0.005,-0.1103730574813706,False
0.1,0.01,-0.1154108515113277,False
0.1,0.015,-0.1204741534678745,False
0.1,0.02,-0.1255632229753457,False
0.1,0.025,-0.1306783236421162,False
0.1,0.03,-0.1358197231425348,False
0.1,0.035,-0.1409876933009775,False
0.1,0.04,-0.1461825101780814,False
0.1,0.045,-0.1514044541592331,False
0.1,0.05,-0.1566538100453768,False
0.1,0.055,-0.1619308671462206,False
0.1,0.06,-0.1672359193759138,False
0.1,0.065,-0.1725692653512763,False
0.1,0.07,-0.1779312084926617,True
0.1,0.075,-0.1833220571275381,True
0.1,0.08,-0.1887421245968772,True
0.1,0.085,-0.194191729364442,True
0.1,0.09,-0.1996711951290675,True
0.1,0.095,-0.2051808509400372,True
0.1,0.1,-0.2107210313156525,True
0.1,0.105,-0.216292076365108,True
0.1,0.11,-0.2218943319137777,True
0.1,0.115,-0.2275281496320338,True
0.1,0.12,-0.2331938871677111,True
0.1,0.125,-0.2388919082823489,True
0.1,0.13,-0.2446225829913339,True
0.1,0.135,-0.2503862877080841,True
0.1,0.14,-0.2561834053924099,True
0.1,0.145,-0.2620143257032032,True
0.1,0.15,-0.2678794451556012,True
0.1,0.155,-0.2737791672827895,True
0.1,0.16,-0.279713902802604,True
0.1,0.165,-0.2856840697891079,True
0.1,0.17,-0.2916900938493197,True
0.1,0.175,-0.2977324083052824,True
0.1,0.18,-0.3038114543816644,True
0.1,0.185,-0.3099276813991007,True
0.1,0.19,-0.3160815469734788,True
0.1,0.195,-0.3222735172214001,True
0.1,0.2,-0.3285040669720359,True
0.105,0.0,-0.1109315607072816,False
0.105,0.005,-0.1159441025308259,False
0.105,0.01,-0.1209818965607831,False
0.105,0.015,-0.1260451985173298,False
0.105,0.02,-0.1311342680248011,False
0.105,0.025,-0.1362493686915716,False
0.105,0.03,-0.1413907681919902,False
0.105,0.035,-0.1465587383504328,False
0.105,0.04,-0.1517535552275368,False
0.105,0.045,-0.1569754992086885,False
0.105,0.05,-0.1622248550948322,False
0.105,0.055,-0.167501912195676,False
0.105,0.06,-0.1728069644253692,False
0.105,0.065,-0.1781403104007317,True
0.105,0.07,-0.1835022535421172,True
0.105,0.075,-0.1888931021769935,True
0.105,0.08,-0.1943131696463327,True
0.105,0.085,-0.1997627744138974,True
0.105,0.09,-0.205242240178523,True
0.105,0.095,-0.2107518959894926,True
0.105,0.1,-0.216292076365108,True
0.105,0.105,-0.2218631214145633,True
0.105,0.11,-0.2274653769632332,True
0.105,0.115,-0.2330991946814892,True
0.105,0.12,-0.2387649322171666,True
0.105,0.125,-0.2444629533318042,True
0.105,0.13,-0.2501936280407892,True
0.105,0.135,-0.2559573327575393,True
0.105,0.14,-0.2617544504418652,True
0.105,0.145,-0.2675853707526585,True
0.105,0.15,-0.2734504902050565,True
0.105,0.155,-0.2793502123322448,True
0.105,0.16,-0.2852849478520594,True
0.105,0.165,-0.2912551148385632,True
0.105,0.17,-0.2972611388987751,True
0.105,0.175,-0.3033034533547377,True
0.105,0.18,-0.3093824994311198,True
0.105,0.185,-0.315498726448556,True
0.105,0.19,-0.3216525920229341,True
0.105,0.195,-0.3278445622708554,True
0.105,0.2,-0.3340751120214913,True
0.11,0.0,-0.1165338162559515,False
0.11,0.005,-0.1215463580794957,False
0.11,0.01,-0.1265841521094529,False
0.11,0.015,-0.1316474540659996,False
0.11,0.02,-0.136736523573471,False
0.11,0.025,-0.1418516242402414,False
0.11,0.03,-0.1469930237406601,False
0.11,0.035,-0.1521609938991026,False
0.11,0.04,-0.1573558107762067,False
0.11,0.045,-0.1625777547573583,False
0.11,0.05,-0.1678271106435021,False
0.11,0.055,-0.1731041677443458,False
0.11,0.06,-0.178409219974039,True
0.11,0.065,-0.1837425659494015,True
0.11,0.07,-0.1891045090907869,True
0.11,0.075,-0.1944953577256633,True
0.11,0.08,-0.1999154251950025,True
0.11,0.085,-0.2053650299625672,True
0.11,0.09,-0.2108444957271927,True
0.11,0.095,-0.2163541515381624,True
0.11,0.1,-0.2218943319137777,True
0.11,0.105,-0.2274653769632332,True
0.11,0.11,-0.233067632511903,True
0.11,0.115,-0.2387014502301589,True
0.11,0.12,-0.2443671877658364,True
0.11,0.125,-0.250065208880474,True
0.11,0.13,-0.2557958835894592,True
0.11,0.135,-0.2615595883062092,True
0.11,0.14,-0.2673567059905352,True
0.11,0.145,-0.2731876263013283,True
0.11,0.15,-0.2790527457537265,True
0.11,0.155,-0.2849524678809147,True
0.11,0.16,-0.2908872034007294,True
0.11,0.165,-0.2968573703872331,True
0.11,0.17,-0.3028633944474449,True
0.11,0.175,-0.3089057089034076,True
0.11,0.18,-0.3149847549797896,True
0.11,0.185,-0.321100981997226,True
0.11,0.19,-0.327254847571604,True
0.11,0.195,-0.3334468178195253,True
0.11,0.2,-0.3396773675701612,True
0.115,0.0,-0.1221676339742075,False
0.115,0.005,-0.1271801757977518,False
0.115,0.01,-0.132217969827709,False
0.115,0.015,-0.1372812717842557,False
0.115,0.02,-0.142370341291727,False
0.115,0.025,-0.1474854419584974,False
0.115,0.03,-0.1526268414589161,False
0.115,0.035,-0.1577948116173586,False
0.115,0.04,-0.1629896284944626,False
0.115,0.045,-0.1682115724756143,False
0.115,0.05,-0.173460928361758,False
0.115,0.055,-0.1787379854626018,True
0.115,0.06,-0.184043037692295,True
0.115,0.065,-0.1893763836676575,True
0.115,0.07,-0.194738326809043,True
0.115,0.075,-0.2001291754439193,True
0.115,0.08,-0.2055492429132585,True
0.115,0.085,-0.2109988476808232,True
0.115,0.09,-0.2164783134454488,True
0.115,0.095,-0.2219879692564184,True
0.115,0.1,-0.2275281496320338,True
0.115,0.105,-0.2330991946814892,True
0.115,0.11,-0.2387014502301589,True
0.115,0.115,-0.244335267948415,True
0.115,0.12,-0.2500010054840924,True
0.115,0.125,-0.2556990265987301,True
0.115,0.13,-0.2614297013077151,True
0.115,0.135,-0.2671934060244652,True
0.115,0.14,-0.2729905237087912,True
0.115,0.145,-0.2788214440195843,True
0.115,0.15,-0.2846865634719824,True
0.115,0.155,-0.2905862855991707,True
0.115,0.16,-0.2965210211189854,True
0.115,0.165,-0.3024911881054892,True
0.115,0.17,-0.3084972121657011,True
0.115,0.175,-0.3145395266216637,True
0.115,0.18,-0.3206185726980458,True
0.115,0.185,-0.3267347997154818,True
0.115,0.19,-0.33288866528986,True
0.115,0.195,-0.3390806355377812,True
0.115,0.2,-0.3453111852884172,True
0.12,0.0,-0.1278333715098848,False
0.12,0.005,-0.1328459133334291,False
0.12,0.01,-0.1378837073633863,False
0.12,0.015,-0.142947009319933,False
0.12,0.02,-0.1480360788274044,False
0.12,0.025,-0.1531511794941747,False
0.12,0.03,-0.1582925789945934,False
0.12,0.035,-0.163460549153036,False
0.12,0.04,-0.16865536603014,False
0.12,0.045,-0.1738773100112917,False
0.12,0.05,-0.1791266658974354,True
0.12,0.055,-0.1844037229982791,True
0.12,0.06,-0.1897087752279724,True
0.12,0.065,-0.1950421212033348,True
0.12,0.07,-0.2004040643447204,True
0.12,0.075,-0.2057949129795966,True
0.12,0.08,-0.2112149804489359,True
0.12,0.085,-0.2166645852165006,True
0.12,0.09,-0.2221440509811261,True
0.12,0.095,-0.2276537067920958,True
0.12,0.1,-0.2331938871677111,True
0.12,0.105,-0.2387649322171666,True
0.12,0.11,-0.2443671877658364,True
0.12,0.115,-0.2500010054840924,True
0.12,0.12,-0.2556667430197698,True
0.12,0.125,-0.2613647641344075,True
0.12,0.13,-0.2670954388433926,True
0.12,0.135,-0.2728591435601426,True
0.12,0.14,-0.2786562612444685,True
0.12,0.145,-0.2844871815552617,True
0.12,0.15,-0.2903523010076598,True
0.12,0.155,-0.2962520231348482,True
0.12,0.16,-0.3021867586546627,True
0.12,0.165,-0.3081569256411665,True
0.12,0.17,-0.3141629497013784,True
0.12,0.175,-0.320205264157341,True
0.12,0.18,-0.3262843102337231,True
0.12,0.185,-0.3324005372511593,True
0.12,0.19,-0.3385544028255373,True
0.12,0.195,-0.3447463730734587,True
0.12,0.2,-0.3509769228240945,True
0.125,0.0,-0.1335313926245226,False
0.125,0.005,-0.1385439344480669,False
0.125,0.01,-0.1435817284780241,False
0.125,0.015,-0.1486450304345708,False
0.125,0.02,-0.1537340999420421,False
0.125,0.025,-0.1588492006088124,False
0.125,0.03,-0.1639906001092311,False
0.125,0.035,-0.1691585702676737,False
0.125,0.04,-0.1743533871447778,True
0.125,0.045,-0.1795753311259295,True
0.125,0.05,-0.1848246870120732,True
0.125,0.055,-0.190101744112917,True
0.125,0.06,-0.19540679634261,True
0.125,0.065,-0.2007401423179727,True
0.125,0.07,-0.2061020854593581,True
0.125,0.075,-0.2114929340942344,True
0.125,0.08,-0.2169130015635736,True
0.125,0.085,-0.2223626063311383,True
0.125,0.09,-0.2278420720957639,True
0.125,0.095,-0.2333517279067335,True
0.125,0.1,-0.2388919082823489,True
0.125,0.105,-0.2444629533318042,True
0.125,0.11,-0.250065208880474,True
0.125,0.115,-0.2556990265987301,True
0.125,0.12,-0.2613647641344075,True
0.125,0.125,-0.2670627852490452,True
0.125,0.13,-0.2727934599580303,True
0.125,0.135,-0.2785571646747804,True
0.125,0.14,-0.2843542823591063,True
0.125,0.145,-0.2901852026698995,True
0.125,0.15,-0.2960503221222975,True
0.125,0.155,-0.3019500442494858,True
0.125,0.16,-0.3078847797693004,True
0.125,0.165,-0.3138549467558042,True
0.125,0.17,-0.3198609708160161,True
0.125,0.175,-0.3259032852719787,True
0.125,0.18,-0.3319823313483608,True
0.125,0.185,-0.3380985583657969,True
0.125,0.19,-0.3442524239401752,True
0.125,0.195,-0.3504443941880963,True
0.125,0.2,-0.3566749439387323,True
0.13,0.0,-0.1392620673335076,False
0.13,0.005,-0.1442746091570519,False
0.13,0.01,-0.1493124031870091,False
0.13,0.015,-0.1543757051435558,False
0.13,0.02,-0.159464774651027,False
0.13,0.025,-0.1645798753177975,False
0.13,0.03,-0.1697212748182162,False
0.13,0.035,-0.1748892449766587,True
0.13,0.04,-0.1800840618537628,True
0.13,0.045,-0.1853060058349145,True
0.13,0.05,-0.1905553617210581,True
0.13,0.055,-0.195832418821902,True
0.13,0.06,-0.2011374710515951,True
0.13,0.065,-0.2064708170269577,True
0.13,0.07,-0.2118327601683431,True
0.13,0.075,-0.2172236088032194,True
0.13,0.08,-0.2226436762725587,True
0.13,0.085,-0.2280932810401233,True
0.13,0.09,-0.2335727468047488,True
0.13,0.095,-0.2390824026157186,True
0.13,0.1,-0.2446225829913339,True
0.13,0.105,-0.2501936280407892,True
0.13,0.11,-0.2557958835894592,True
0.13,0.115,-0.2614297013077151,True
0.13,0.12,-0.2670954388433926,True
0.13,0.125,-0.2727934599580303,True
0.13,0.13,-0.2785241346670152,True
0.13,0.135,-0.2842878393837654,True
0.13,0.14,-0.2900849570680913,True
0.13,0.145,-0.2959158773788845,True
0.13,0.15,-0.3017809968312827,True
0.13,0.155,-0.3076807189584709,True
0.13,0.16,-0.3136154544782853,True
0.13,0.165,-0.3195856214647893,True
0.13,0.17,-0.3255916455250011,True
0.13,0.175,-0.3316339599809637,True
0.13,0.18,-0.3377130060573458,True
0.13,0.185,-0.343829233074782,True
0.13,0.19,-0.3499830986491603,True
0.13,0.195,-0.3561750688970814,True
0.13,0.2,-0.3624056186477173,True
0.135,0.0,-0.1450257720502577,False
0.135,0.005,-0.150038313873802,False
0.135,0.01,-0.1550761079037592,False
0.135,0.015,-0.1601394098603058,False
0.135,0.02,-0.1652284793677771,False
0.135,0.025,-0.1703435800345476,False
0.135,0.03,-0.1754849795349663,True
0.135,0.035,-0.1806529496934089,True
0.135,0.04,-0.1858477665705129,True
0.135,0.045,-0.1910697105516645,True
0.135,0.05,-0.1963190664378082,True
0.135,0.055,-0.201596123538652,True
0.135,0.06,-0.2069011757683453,True
0.135,0.065,-0.2122345217437077,True
0.135,0.07,-0.2175964648850933,True
0.135,0.075,-0.2229873135199696,True
0.135,0.08,-0.2284073809893087,True
0.135,0.085,-0.2338569857568734,True
0.135,0.09,-0.239336451521499,True
0.135,0.095,-0.2448461073324686,True
0.135,0.1,-0.2503862877080841,True
0.135,0.105,-0.2559573327575393,True
0.135,0.11,-0.2615595883062092,True
0.135,0.115,-0.2671934060244652,True
0.135,0.12,-0.2728591435601426,True
0.135,0.125,-0.2785571646747804,True
0.135,0.13,-0.2842878393837654,True
0.135,0.135,-0.2900515441005154,True
0.135,0.14,-0.2958486617848413,True
0.135,0.145,-0.3016795820956346,True
0.135,0.15,-0.3075447015480327,True
0.135,0.155,-0.313444423675221,True
0.135,0.16,-0.3193791591950356,True
0.135,0.165,-0.3253493261815393,True
0.135,0.17,-0.3313553502417512,True
0.135,0.175,-0.3373976646977139,True
0.135,0.18,-0.3434767107740959,True
0.135,0.185,-0.3495929377915322,True
0.135,0.19,-0.3557468033659103,True
0.135,0.195,-0.3619387736138315,True
0.135,0.2,-0.3681693233644674,True
0.14,0.0,-0.1508228897345836,False
0.14,0.005,-0.1558354315581279,False
0.14,0.01,-0.1608732255880851,False
0.14,0.015,-0.1659365275446318,False
0.14,0.02,-0.1710255970521031,False
0.14,0.025,-0.1761406977188734,True
0.14,0.03,-0.1812820972192922,True
0.14,0.035,-0.1864500673777347,True
0.14,0.04,-0.1916448842548387,True
0.14,0.045,-0.1968668282359905,True
0.14,0.05,-0.2021161841221342,True
0.14,0.055,-0.2073932412229779,True
0.14,0.06,-0.2126982934526712,True
0.14,0.065,-0.2180316394280336,True
0.14,0.07,-0.2233935825694191,True
0.14,0.075,-0.2287844312042955,True
0.14,0.08,-0.2342044986736347,True
0.14,0.085,-0.2396541034411993,True
0.14,0.09,-0.245133569205825,True
0.14,0.095,-0.2506432250167946,True
0.14,0.1,-0.2561834053924099,True
0.14,0.105,-0.2617544504418652,True
0.14,0.11,-0.2673567059905352,True
0.14,0.115,-0.2729905237087912,True
0.14,0.12,-0.2786562612444685,True
0.14,0.125,-0.2843542823591063,True
0.14,0.13,-0.2900849570680913,True
0.14,0.135,-0.2958486617848413,True
0.14,0.14,-0.3016457794691674,True
0.14,0.145,-0.3074766997799605,True
0.14,0.15,-0.3133418192323586,True
0.14,0.155,-0.3192415413595468,True
0.14,0.16,-0.3251762768793614,True
0.14,0.165,-0.3311464438658653,True
0.14,0.17,-0.3371524679260771,True
0.14,0.175,-0.3431947823820398,True
0.14,0.18,-0.3492738284584218,True
0.14,0.185,-0.355390055475858,True
0.14,0.19,-0.3615439210502362,True
0.14,0.195,-0.3677358912981574,True
0.14,0.2,-0.3739664410487933,True
0.145,0.0,-0.1566538100453768,False
0.145,0.005,-0.1616663518689211,False
0.145,0.01,-0.1667041458988783,False
0.145,0.015,-0.171767447855425,False
0.145,0.02,-0.1768565173628963,True
0.145,0.025,-0.1819716180296667,True
0.145,0.03,-0.1871130175300854,True
0.145,0.035,-0.1922809876885279,True
0.145,0.04,-0.197475804565632,True
0.145,0.045,-0.2026977485467837,True
0.145,0.05,-0.2079471044329274,True
0.145,0.055,-0.2132241615337712,True
0.145,0.06,-0.2185292137634643,True
0.145,0.065,-0.2238625597388268,True
0.145,0.07,-0.2292245028802123,True
0.145,0.075,-0.2346153515150887,True
0.145,0.08,-0.2400354189844279,True
0.145,0.085,-0.2454850237519925,True
0.145,0.09,-0.2509644895166181,True
0.145,0.095,-0.2564741453275878,True
0.145,0.1,-0.2620143257032032,True
0.145,0.105,-0.2675853707526585,True
0.145,0.11,-0.2731876263013283,True
0.145,0.115,-0.2788214440195843,True
0.145,0.12,-0.2844871815552617,True
0.145,0.125,-0.2901852026698995,True
0.145,0.13,-0.2959158773788845,True
0.145,0.135,-0.3016795820956346,True
0.145,0.14,-0.3074766997799605,True
0.145,0.145,-0.3133076200907537,True
0.145,0.15,-0.3191727395431517,True
0.145,0.155,-0.3250724616703401,True
0.145,0.16,-0.3310071971901546,True
0.145,0.165,-0.3369773641766585,True
0.145,0.17,-0.3429833882368703,True
0.145,0.175,-0.3490257026928329,True
0.145,0.18,-0.355104748769215,True
0.145,0.185,-0.3612209757866513,True
0.145,0.19,-0.3673748413610294,True
0.145,0.195,-0.3735668116089505,True
0.145,0.2,-0.3797973613595865,True
0.15,0.0,-0.1625189294977749,False
0.15,0.005,-0.1675314713213191,False
0.15,0.01,-0.1725692653512763,False
0.15,0.015,-0.1776325673078231,True
0.15,0.02,-0.1827216368152944,True
0.15,0.025,-0.1878367374820648,True
0.15,0.03,-0.1929781369824834,True
0.15,0.035,-0.1981461071409261,True
0.15,0.04,-0.2033409240180301,True
0.15,0.045,-0.2085628679991817,True
0.15,0.05,-0.2138122238853254,True
0.15,0.055,-0.2190892809861693,True
0.15,0.06,-0.2243943332158624,True
0.15,0.065,-0.2297276791912249,True
0.15,0.07,-0.2350896223326103,True
0.15,0.075,-0.2404804709674867,True
0.15,0.08,-0.2459005384368259,True
0.15,0.085,-0.2513501432043906,True
0.15,0.09,-0.2568296089690163,True
0.15,0.095,-0.2623392647799858,True
0.15,0.1,-0.2678794451556012,True
0.15,0.105,-0.2734504902050565,True
0.15,0.11,-0.2790527457537265,True
0.15,0.115,-0.2846865634719824,True
0.15,0.12,-0.2903523010076598,True
0.15,0.125,-0.2960503221222975,True
0.15,0.13,-0.3017809968312827,True
0.15,0.135,-0.3075447015480327,True
0.15,0.14,-0.3133418192323586,True
0.15,0.145,-0.3191727395431517,True
0.15,0.15,-0.3250378589955499,True
0.15,0.155,-0.3309375811227382,True
0.15,0.16,-0.3368723166425527,True
0.15,0.165,-0.3428424836290565,True
0.15,0.17,-0.3488485076892685,True
0.15,0.175,-0.3548908221452311,True
0.15,0.18,-0.3609698682216131,True
0.15,0.185,-0.3670860952390493,True
0.15,0.19,-0.3732399608134275,True
0.15,0.195,-0.3794319310613487,True
0.15,0.2,-0.3856624808119846,True
0.155,0.0,-0.1684186516249632,False
0.155,0.005,-0.1734311934485075,False
0.155,0.01,-0.1784689874784646,True
0.155,0.015,-0.1835322894350114,True
0.155,0.02,-0.1886213589424827,True
0.155,0.025,-0.1937364596092531,True
0.155,0.03,-0.1988778591096717,True
0.155,0.035,-0.2040458292681143,True
0.155,0.04,-0.2092406461452184,True
0.155,0.045,-0.2144625901263701,True
0.155,0.05,-0.2197119460125138,True
0.155,0.055,-0.2249890031133576,True
0.155,0.06,-0.2302940553430508,True
0.155,0.065,-0.2356274013184132,True
0.155,0.07,-0.2409893444597987,True
0.155,0.075,-0.246380193094675,True
0.155,0.08,-0.2518002605640143,True
0.155,0.085,-0.2572498653315788,True
0.155,0.09,-0.2627293310962045,True
0.155,0.095,-0.2682389869071741,True
0.155,0.1,-0.2737791672827895,True
0.155,0.105,-0.2793502123322448,True
0.155,0.11,-0.2849524678809147,True
0.155,0.115,-0.2905862855991707,True
0.155,0.12,-0.2962520231348482,True
0.155,0.125,-0.3019500442494858,True
0.155,0.13,-0.3076807189584709,True
0.155,0.135,-0.313444423675221,True
0.155,0.14,-0.3192415413595468,True
0.155,0.145,-0.3250724616703401,True
0.155,0.15,-0.3309375811227382,True
0.155,0.155,-0.3368373032499265,True
0.155,0.16,-0.342772038769741,True
0.155,0.165,-0.3487422057562448,True
0.155,0.17,-0.3547482298164567,True
0.155,0.175,-0.3607905442724193,True
0.155,0.18,-0.3668695903488013,True
0.155,0.185,-0.3729858173662376,True
0.155,0.19,-0.3791396829406158,True
0.155,0.195,-0.3853316531885369,True
0.155,0.2,-0.3915622029391729,True
0.16,0.0,-0.1743533871447778,True
0.16,0.005,-0.179365928968322,True
0.16,0.01,-0.1844037229982791,True
0.16,0.015,-0.189467024954826,True
0.16,0.02,-0.1945560944622973,True
0.16,0.025,-0.1996711951290677,True
0.16,0.03,-0.2048125946294863,True
0.16,0.035,-0.2099805647879289,True
0.16,0.04,-0.215175381665033,True
0.16,0.045,-0.2203973256461846,True
0.16,0.05,-0.2256466815323283,True
0.16,0.055,-0.2309237386331721,True
0.16,0.06,-0.2362287908628652,True
0.16,0.065,-0.2415621368382278,True
0.16,0.07,-0.2469240799796133,True
0.16,0.075,-0.2523149286144895,True
0.16,0.08,-0.2577349960838287,True
0.16,0.085,-0.2631846008513935,True
0.16,0.09,-0.2686640666160191,True
0.16,0.095,-0.2741737224269887,True
0.16,0.1,-0.279713902802604,True
0.16,0.105,-0.2852849478520594,True
0.16,0.11,-0.2908872034007294,True
0.16,0.115,-0.2965210211189854,True
0.16,0.12,-0.3021867586546627,True
0.16,0.125,-0.3078847797693004,True
0.16,0.13,-0.3136154544782853,True
0.16,0.135,-0.3193791591950356,True
0.16,0.14,-0.3251762768793614,True
0.16,0.145,-0.3310071971901546,True
0.16,0.15,-0.3368723166425527,True
0.16,0.155,-0.342772038769741,True
0.16,0.16,-0.3487067742895556,True
0.16,0.165,-0.3546769412760594,True
0.16,0.17,-0.3606829653362713,True
0.16,0.175,-0.3667252797922339,True
0.16,0.18,-0.3728043258686159,True
0.16,0.185,-0.3789205528860522,True
0.16,0.19,-0.3850744184604303,True
0.16,0.195,-0.3912663887083515,True
0.16,0.2,-0.3974969384589874,True
0.165,0.0,-0.1803235541312816,True
0.165,0.005,-0.1853360959548259,True
0.165,0.01,-0.190373889984783,True
0.165,0.015,-0.1954371919413298,True
0.165,0.02,-0.2005262614488011,True
0.165,0.025,-0.2056413621155714,True
0.165,0.03,-0.2107827616159902,True
0.165,0.035,-0.2159507317744328,True
0.165,0.04,-0.2211455486515367,True
0.165,0.045,-0.2263674926326884,True
0.165,0.05,-0.2316168485188322,True
0.165,0.055,-0.2368939056196759,True
0.165,0.06,-0.2421989578493691,True
0.165,0.065,-0.2475323038247316,True
0.165,0.07,-0.252894246966117,True
0.165,0.075,-0.2582850956009934,True
0.165,0.08,-0.2637051630703326,True
0.165,0.085,-0.2691547678378974,True
0.165,0.09,-0.2746342336025228,True
0.165,0.095,-0.2801438894134925,True
0.165,0.1,-0.2856840697891079,True
0.165,0.105,-0.2912551148385632,True
0.165,0.11,-0.2968573703872331,True
0.165,0.115,-0.3024911881054892,True
0.165,0.12,-0.3081569256411665,True
0.165,0.125,-0.3138549467558042,True
0.165,0.13,-0.3195856214647893,True
0.165,0.135,-0.3253493261815393,True
0.165,0.14,-0.3311464438658653,True
0.165,0.145,-0.3369773641766585,True
0.165,0.15,-0.3428424836290565,True
0.165,0.155,-0.3487422057562448,True
0.165,0.16,-0.3546769412760594,True
0.165,0.165,-0.3606471082625632,True
0.165,0.17,-0.3666531323227751,True
0.165,0.175,-0.3726954467787378,True
0.165,0.18,-0.3787744928551199,True
0.165,0.185,-0.384890719872556,True
0.165,0.19,-0.3910445854469341,True
0.165,0.195,-0.3972365556948553,True
0.165,0.2,-0.4034671054454912,True
0.17,0.0,-0.1863295781914934,True
0.17,0.005,-0.1913421200150377,True
0.17,0.01,-0.1963799140449949,True
0.17,0.015,-0.2014432160015416,True
0.17,0.02,-0.206532285509013,True
