trunc,assignment,gamma2,se2,p2,n_obs
2021,true,0.0193453468777911,0.0129387749160039,0.134876558359364,7944780
2021,asof,-0.287500537671462,0.0171292085882847,3.18343551653322e-63,7036920
2022,true,0.0175707876989864,0.0110594802273968,0.112116059673246,7944780
2022,asof,-0.14517864749718,0.0121506128447223,6.63010104994988e-33,7530960
