year_month,high_exposure,young,n_cells,mean_flow,outcome
2021-01,0,1,13001,2.0448427044073534,n_hire
2021-01,1,0,34224,1.2470196353436185,n_hire
2021-01,1,1,1535,1.5322475570032574,n_hire
2021-02,0,0,94276,1.30720437863295,n_hire
2021-02,0,1,13001,1.7060995308053226,n_hire
2021-02,1,0,34224,0.8474170172978027,n_hire
2021-02,1,1,1535,1.242345276872964,n_hire
2021-03,0,0,94276,1.453604310747168,n_hire
2021-03,0,1,13001,1.9858472425198064,n_hire
2021-03,1,0,34224,0.8653868630201028,n_hire
2021-03,1,1,1535,1.1973941368078176,n_hire
2021-04,0,0,94276,1.390926640926641,n_hire
2021-04,0,1,13001,2.078532420583032,n_hire
2021-04,1,0,34224,0.9373831229546518,n_hire
2021-04,1,1,1535,1.3856677524429968,n_hire
2021-05,0,0,94276,1.4427001569858713,n_hire
2021-05,0,1,13001,2.154065071917545,n_hire
2021-05,1,0,34224,1.0012856474988312,n_hire
2021-05,1,1,1535,1.4045602605863192,n_hire
2021-06,0,0,94276,1.7661971233399805,n_hire
2021-06,0,1,13001,3.289977694023537,n_hire
2021-06,1,0,34224,1.1851332398316972,n_hire
2021-06,1,1,1535,2.3960912052117265,n_hire
2021-07,0,0,94276,1.3145127073698502,n_hire
2021-07,0,1,13001,3.3162833628182447,n_hire
2021-07,1,0,34224,0.6950970079476391,n_hire
2021-07,1,1,1535,2.084039087947883,n_hire
2021-08,0,0,94276,1.329150579150579,n_hire
2021-08,0,1,13001,1.7074840396892548,n_hire
2021-08,1,0,34224,0.7846540439457691,n_hire
2021-08,1,1,1535,1.4644951140065146,n_hire
2021-09,0,0,94276,1.6724829224829223,n_hire
2021-09,0,1,13001,2.2247519421582957,n_hire
2021-09,1,0,34224,1.1450444132772324,n_hire
2021-09,1,1,1535,1.9973941368078176,n_hire
2021-10,0,0,94276,1.5534388391531249,n_hire
2021-10,0,1,13001,2.1456811014537345,n_hire
2021-10,1,0,34224,1.1590696587190277,n_hire
2021-10,1,1,1535,1.50814332247557,n_hire
2021-11,0,0,94276,1.4786902286902286,n_hire
2021-11,0,1,13001,2.1865241135297286,n_hire
2021-11,1,0,34224,0.9554406264609632,n_hire
2021-11,1,1,1535,1.3928338762214985,n_hire
2021-12,0,0,94276,1.5572149857864144,n_hire
2021-12,0,1,13001,2.1726790246904084,n_hire
2021-12,1,0,34224,1.254412108461898,n_hire
2021-12,1,1,1535,1.435830618892508,n_hire
2022-01,0,0,94276,1.5115405829691544,n_hire
2022-01,0,1,13001,2.4380432274440427,n_hire
2022-01,1,0,34224,1.2480715287517532,n_hire
2022-01,1,1,1535,1.501628664495114,n_hire
2022-02,0,0,94276,1.4170308456022742,n_hire
2022-02,0,1,13001,1.9089300823013613,n_hire
2022-02,1,0,34224,1.0052302477793362,n_hire
2022-02,1,1,1535,1.6794788273615635,n_hire
2022-03,0,0,94276,1.55878484449913,n_hire
2022-03,0,1,13001,2.23590493038997,n_hire
2022-03,1,0,34224,0.9769460028050492,n_hire
2022-03,1,1,1535,1.5198697068403908,n_hire
2022-04,0,0,94276,1.6470681827824685,n_hire
2022-04,0,1,13001,2.3798938543188983,n_hire
2022-04,1,0,34224,1.1370383356708742,n_hire
2022-04,1,1,1535,1.7517915309446257,n_hire
2022-05,0,0,94276,1.6774364631507488,n_hire
2022-05,0,1,13001,2.6769479270825323,n_hire
2022-05,1,0,34224,1.1295874240299206,n_hire
2022-05,1,1,1535,1.514657980456026,n_hire
2022-06,0,0,94276,1.91287284144427,n_hire
2022-06,0,1,13001,3.4801938312437506,n_hire
2022-06,1,0,34224,1.228553062178588,n_hire
2022-06,1,1,1535,2.757654723127036,n_hire
2022-07,0,0,94276,1.3874899232042088,n_hire
2022-07,0,1,13001,3.406199523113606,n_hire
2022-07,1,0,34224,0.7331989247311828,n_hire
2022-07,1,1,1535,2.3433224755700324,n_hire
2022-08,0,0,94276,1.3881263524120666,n_hire
2022-08,0,1,13001,1.7434812706714868,n_hire
2022-08,1,0,34224,0.8790030388031791,n_hire
2022-08,1,1,1535,1.7680781758957655,n_hire
2022-09,0,0,94276,1.8627646484789344,n_hire
2022-09,0,1,13001,2.485116529497731,n_hire
2022-09,1,0,34224,1.2653985507246377,n_hire
2022-09,1,1,1535,2.2488599348534204,n_hire
2022-10,0,0,94276,1.8664241164241164,n_hire
2022-10,0,1,13001,2.421506037997077,n_hire
2022-10,1,0,34224,1.1877337540906965,n_hire
2022-10,1,1,1535,1.581758957654723,n_hire
2022-11,0,0,94276,1.4415545844117272,n_hire
2022-11,0,1,13001,2.040535343435121,n_hire
2022-11,1,0,34224,0.966982234689107,n_hire
2022-11,1,1,1535,1.418241042345277,n_hire
2022-12,0,0,94276,1.4869744155458442,n_hire
2022-12,0,1,13001,2.0133835858780094,n_hire
2022-12,1,0,34224,1.2166316035530622,n_hire
2022-12,1,1,1535,1.5322475570032574,n_hire
2023-01,0,0,94276,1.7908905766048624,n_hire
2023-01,0,1,13001,2.6021075301899854,n_hire
2023-01,1,0,34224,1.800052594670407,n_hire
2023-01,1,1,1535,1.6996742671009772,n_hire
2023-02,0,0,94276,1.4044401544401544,n_hire
2023-02,0,1,13001,1.782247519421583,n_hire
2023-02,1,0,34224,0.9621318373071528,n_hire
2023-02,1,1,1535,1.450814332247557,n_hire
2023-03,0,0,94276,1.5367431796003224,n_hire
2023-03,0,1,13001,2.204599646181063,n_hire
2023-03,1,0,34224,0.9160530621785882,n_hire
2023-03,1,1,1535,1.2188925081433224,n_hire
2023-04,0,0,94276,1.5513916585345158,n_hire
2023-04,0,1,13001,2.39912314437351,n_hire
2023-04,1,0,34224,0.9784654043945769,n_hire
2023-04,1,1,1535,1.557654723127036,n_hire
2023-05,0,0,94276,1.5554011625440196,n_hire
2023-05,0,1,13001,2.3092839012383664,n_hire
2023-05,1,0,34224,1.04333216456288,n_hire
2023-05,1,1,1535,1.3283387622149838,n_hire
2023-06,0,0,94276,1.8188192116763544,n_hire
2023-06,0,1,13001,3.284670409968464,n_hire
2023-06,1,0,34224,1.0988195418419822,n_hire
2023-06,1,1,1535,2.5785016286644957,n_hire
2023-07,0,0,94276,1.2917497560354705,n_hire
2023-07,0,1,13001,3.195061918313976,n_hire
2023-07,1,0,34224,0.6819191210846189,n_hire
2023-07,1,1,1535,2.1628664495114007,n_hire
2023-08,0,0,94276,1.242161313589885,n_hire
2023-08,0,1,13001,1.6446427197907854,n_hire
2023-08,1,0,34224,0.7462307152875175,n_hire
2023-08,1,1,1535,1.4697068403908795,n_hire
2023-09,0,0,94276,1.7985595485595485,n_hire
2023-09,0,1,13001,2.229751557572494,n_hire
2023-09,1,0,34224,1.1067671809256665,n_hire
2023-09,1,1,1535,2.080130293159609,n_hire
2023-10,0,0,94276,1.5695723195723197,n_hire
2023-10,0,1,13001,2.1161449119298514,n_hire
2023-10,1,0,34224,1.090375175315568,n_hire
2023-10,1,1,1535,1.301628664495114,n_hire
2023-11,0,0,94276,1.3505982434553865,n_hire
2023-11,0,1,13001,1.8911622182909007,n_hire
2023-11,1,0,34224,0.9401005142589997,n_hire
2023-11,1,1,1535,1.0351791530944623,n_hire
2023-12,0,0,94276,1.3776358776358777,n_hire
2023-12,0,1,13001,1.8790862241366049,n_hire
2023-12,1,0,34224,1.114188873305283,n_hire
2023-12,1,1,1535,1.203257328990228,n_hire
2024-01,0,0,94276,1.3996775425346857,n_hire
2024-01,0,1,13001,2.2707484039689256,n_hire
2024-01,1,0,34224,1.1172568957456757,n_hire
2024-01,1,1,1535,1.3661237785016287,n_hire
2024-02,0,0,94276,1.306695235266664,n_hire
2024-02,0,1,13001,1.7963233597415584,n_hire
2024-02,1,0,34224,0.8266129032258065,n_hire
2024-02,1,1,1535,1.177198697068404,n_hire
2024-03,0,0,94276,1.461697568840426,n_hire
2024-03,0,1,13001,2.096684870394585,n_hire
2024-03,1,0,34224,0.8008415147265077,n_hire
2024-03,1,1,1535,0.9107491856677524,n_hire
2024-04,0,0,94276,1.438213331070474,n_hire
2024-04,0,1,13001,2.0716867933235905,n_hire
2024-04,1,0,34224,0.855510752688172,n_hire
2024-04,1,1,1535,1.3192182410423452,n_hire
2024-05,0,0,94276,1.482137553566125,n_hire
2024-05,0,1,13001,2.2433658949311592,n_hire
2024-05,1,0,34224,0.9639434315100516,n_hire
2024-05,1,1,1535,1.070358306188925,n_hire
2024-06,0,0,94276,1.8679091179091176,n_hire
2024-06,0,1,13001,3.2977463272056,n_hire
2024-06,1,0,34224,1.1038160355306217,n_hire
2024-06,1,1,1535,2.233876221498371,n_hire
2024-07,0,0,94276,1.3251198608341466,n_hire
2024-07,0,1,13001,3.182601338358588,n_hire
2024-07,1,0,34224,0.6557678821879382,n_hire
2024-07,1,1,1535,1.90814332247557,n_hire
2024-08,0,0,94276,1.1878102592388309,n_hire
2024-08,0,1,13001,1.5630336127990154,n_hire
2024-08,1,0,34224,0.6924088359046283,n_hire
2024-08,1,1,1535,1.285342019543974,n_hire
2024-09,0,0,94276,1.7116551402265687,n_hire
2024-09,0,1,13001,2.185216521806015,n_hire
2024-09,1,0,34224,1.0193139317438056,n_hire
2024-09,1,1,1535,1.6286644951140066,n_hire
2024-10,0,0,94276,1.482137553566125,n_hire
2024-10,0,1,13001,1.9230828397815556,n_hire
2024-10,1,0,34224,1.054464703132305,n_hire
2024-10,1,1,1535,1.1693811074918568,n_hire
2024-11,0,0,94276,1.2627710127710128,n_hire
2024-11,0,1,13001,1.848396277209445,n_hire
2024-11,1,0,34224,0.9019693782141188,n_hire
2024-11,1,1,1535,0.9921824104234528,n_hire
2024-12,0,0,94276,1.316793245364674,n_hire
2024-12,0,1,13001,1.804938081686024,n_hire
2024-12,1,0,34224,1.0268232819074334,n_hire
2024-12,1,1,1535,0.9882736156351792,n_hire
2025-01,0,0,94276,1.679483643769358,n_hire
2025-01,0,1,13001,2.513806630259211,n_hire
2025-01,1,0,34224,1.2704242636746144,n_hire
2025-01,1,1,1535,1.8618892508143323,n_hire
2025-02,0,0,94276,1.2081653867368154,n_hire
2025-02,0,1,13001,1.676947927082532,n_hire
2025-02,1,0,34224,0.837979195885928,n_hire
2025-02,1,1,1535,1.1185667752442996,n_hire
2025-03,0,0,94276,1.3474054902626331,n_hire
2025-03,0,1,13001,1.9134681947542496,n_hire
2025-03,1,0,34224,0.7189983637213652,n_hire
2025-03,1,1,1535,0.9107491856677524,n_hire
2025-04,0,0,94276,1.3510013152870295,n_hire
2025-04,0,1,13001,1.9557726328743943,n_hire
2025-04,1,0,34224,0.8113896680691912,n_hire
2025-04,1,1,1535,1.2286644951140064,n_hire
2025-05,0,0,94276,1.336936229793373,n_hire
2025-05,0,1,13001,2.0809937697100223,n_hire
2025-05,1,0,34224,0.8901647966339411,n_hire
2025-05,1,1,1535,1.0019543973941367,n_hire
2025-06,0,0,94276,1.663806270949128,n_hire
2025-06,0,1,13001,3.0322282901315285,n_hire
2025-06,1,0,34224,2.1642706872370265,n_hire
2025-06,1,1,1535,2.187622149837133,n_hire
2019-02,0,0,94276,1.7451843523272097,n_sep
2019-02,0,1,13001,2.808168602415199,n_sep
2019-02,1,0,34224,1.18630201028518,n_sep
2019-02,1,1,1535,1.4899022801302932,n_sep
2019-03,0,0,94276,1.4614642114642116,n_sep
2019-03,0,1,13001,2.2934389662333667,n_sep
2019-03,1,0,34224,0.9811535764375876,n_sep
2019-03,1,1,1535,1.3387622149837133,n_sep
2019-04,0,0,94276,1.4525966311680598,n_sep
2019-04,0,1,13001,2.083378201676794,n_sep
2019-04,1,0,34224,0.9336430575035064,n_sep
2019-04,1,1,1535,1.01628664495114,n_sep
2019-05,0,0,94276,1.5752895752895753,n_sep
2019-05,0,1,13001,2.27005614952696,n_sep
2019-05,1,0,34224,0.9926659654043946,n_sep
2019-05,1,1,1535,1.3745928338762214,n_sep
2019-06,0,0,94276,1.5399889685603971,n_sep
2019-06,0,1,13001,2.2219829243904314,n_sep
2019-06,1,0,34224,1.0932678821879382,n_sep
2019-06,1,1,1535,1.1185667752442996,n_sep
2019-07,0,0,94276,2.08297976155119,n_sep
2019-07,0,1,13001,2.688639335435736,n_sep
2019-07,1,0,34224,1.3329827021972884,n_sep
2019-07,1,1,1535,1.5328990228013029,n_sep
2019-08,0,0,94276,1.9079935508506936,n_sep
2019-08,0,1,13001,2.5658026305668797,n_sep
2019-08,1,0,34224,1.0922159887798035,n_sep
2019-08,1,1,1535,1.5315960912052118,n_sep
2019-09,0,0,94276,1.2936166150451864,n_sep
2019-09,0,1,13001,2.0855318821629107,n_sep
2019-09,1,0,34224,0.71934899485741,n_sep
2019-09,1,1,1535,1.3355048859934853,n_sep
2019-10,0,0,94276,1.8171326742755316,n_sep
2019-10,0,1,13001,4.475963387431736,n_sep
2019-10,1,0,34224,0.989276531089294,n_sep
2019-10,1,1,1535,3.0371335504885995,n_sep
2019-11,0,0,94276,1.527557384700242,n_sep
2019-11,0,1,13001,2.347973232828244,n_sep
2019-11,1,0,34224,1.0975923328658252,n_sep
2019-11,1,1,1535,1.572638436482085,n_sep
2019-12,0,0,94276,1.622173193601765,n_sep
2019-12,0,1,13001,2.556726405661103,n_sep
2019-12,1,0,34224,0.9554698457223,n_sep
2019-12,1,1,1535,1.1218241042345276,n_sep
2020-01,0,0,94276,1.9260363188934615,n_sep
2020-01,0,1,13001,2.295900315360357,n_sep
2020-01,1,0,34224,1.4159069658719028,n_sep
2020-01,1,1,1535,1.1713355048859937,n_sep
2020-02,0,0,94276,1.6706903135474565,n_sep
2020-02,0,1,13001,2.7781709099300054,n_sep
2020-02,1,0,34224,1.2351273959794296,n_sep
2020-02,1,1,1535,1.4397394136807815,n_sep
2020-03,0,0,94276,1.502471466757181,n_sep
2020-03,0,1,13001,2.176524882701331,n_sep
2020-03,1,0,34224,1.0400303880317905,n_sep
2020-03,1,1,1535,1.3407166123778502,n_sep
2020-04,0,0,94276,1.7313950528236242,n_sep
2020-04,0,1,13001,2.494654257364818,n_sep
2020-04,1,0,34224,0.97773492286115,n_sep
2020-04,1,1,1535,1.1074918566775245,n_sep
2020-05,0,0,94276,1.9680194323051463,n_sep
2020-05,0,1,13001,2.9148527036381817,n_sep
2020-05,1,0,34224,1.0591397849462365,n_sep
2020-05,1,1,1535,1.5120521172638437,n_sep
2020-06,0,0,94276,1.389027960456532,n_sep
2020-06,0,1,13001,2.0127682485962617,n_sep
2020-06,1,0,34224,0.9107351566152408,n_sep
2020-06,1,1,1535,1.0254071661237785,n_sep
2020-07,0,0,94276,1.5686176757605328,n_sep
2020-07,0,1,13001,1.9175448042458272,n_sep
2020-07,1,0,34224,1.1358695652173914,n_sep
2020-07,1,1,1535,1.2514657980456023,n_sep
2020-08,0,0,94276,1.440674190674191,n_sep
2020-08,0,1,13001,1.7334051226828706,n_sep
2020-08,1,0,34224,0.892531556802244,n_sep
2020-08,1,1,1535,1.0781758957654723,n_sep
2020-09,0,0,94276,1.1246976961262676,n_sep
2020-09,0,1,13001,1.7018690869933082,n_sep
2020-09,1,0,34224,0.638148667601683,n_sep
2020-09,1,1,1535,1.1785016286644951,n_sep
2020-10,0,0,94276,1.584719334719335,n_sep
2020-10,0,1,13001,3.993769710022306,n_sep
2020-10,1,0,34224,0.8536699392239364,n_sep
2020-10,1,1,1535,2.3811074918566777,n_sep
2020-11,0,0,94276,1.272084093512665,n_sep
2020-11,0,1,13001,1.9430043842781324,n_sep
2020-11,1,0,34224,0.9588592800374006,n_sep
2020-11,1,1,1535,1.009771986970684,n_sep
2020-12,0,0,94276,1.260373796088082,n_sep
2020-12,0,1,13001,1.7608645488808554,n_sep
2020-12,1,0,34224,0.8385635811126695,n_sep
2020-12,1,1,1535,0.9029315960912052,n_sep
2021-01,0,0,94276,1.9125652339938053,n_sep
2021-01,0,1,13001,2.282285978001692,n_sep
2021-01,1,0,34224,1.4114656381486677,n_sep
2021-01,1,1,1535,1.211726384364821,n_sep
2021-02,0,0,94276,1.4294518223089652,n_sep
2021-02,0,1,13001,2.2479809245442657,n_sep
2021-02,1,0,34224,1.1119974287050025,n_sep
2021-02,1,1,1535,1.3661237785016287,n_sep
2021-03,0,0,94276,1.3319932962790106,n_sep
2021-03,0,1,13001,1.9073917390969928,n_sep
2021-03,1,0,34224,0.814107059373539,n_sep
2021-03,1,1,1535,1.1100977198697068,n_sep
2021-04,0,0,94276,1.3744749459035173,n_sep
2021-04,0,1,13001,1.79970771479117,n_sep
2021-04,1,0,34224,0.8380376344086021,n_sep
2021-04,1,1,1535,0.8944625407166124,n_sep
2021-05,0,0,94276,1.2901374687088971,n_sep
2021-05,0,1,13001,1.7358664718098609,n_sep
2021-05,1,0,34224,0.915614773258532,n_sep
2021-05,1,1,1535,0.9843648208469056,n_sep
2021-06,0,0,94276,1.277101277101277,n_sep
2021-06,0,1,13001,1.713945081147604,n_sep
2021-06,1,0,34224,0.9511746143057505,n_sep
2021-06,1,1,1535,0.8560260586319218,n_sep
2021-07,0,0,94276,1.6637108065679491,n_sep
2021-07,0,1,13001,2.085762633643566,n_sep
2021-07,1,0,34224,1.2991467975689577,n_sep
2021-07,1,1,1535,1.4651465798045602,n_sep
2021-08,0,0,94276,1.5668144596716025,n_sep
2021-08,0,1,13001,1.938235520344589,n_sep
2021-08,1,0,34224,0.975280504908836,n_sep
2021-08,1,1,1535,1.2521172638436482,n_sep
2021-09,0,0,94276,1.2130977130977132,n_sep
2021-09,0,1,13001,1.829474655795708,n_sep
2021-09,1,0,34224,0.7091514726507714,n_sep
2021-09,1,1,1535,1.2221498371335504,n_sep
2021-10,0,0,94276,1.771468878611736,n_sep
2021-10,0,1,13001,4.409660795323437,n_sep
2021-10,1,0,34224,0.9501811594202898,n_sep
2021-10,1,1,1535,2.693159609120521,n_sep
2021-11,0,0,94276,1.458229029657601,n_sep
2021-11,0,1,13001,2.152526728713176,n_sep
2021-11,1,0,34224,1.0906089294062646,n_sep
2021-11,1,1,1535,1.2462540716612378,n_sep
2021-12,0,0,94276,1.360144681573253,n_sep
2021-12,0,1,13001,1.9065456503345897,n_sep
2021-12,1,0,34224,0.8567379616643291,n_sep
2021-12,1,1,1535,0.9407166123778502,n_sep
2022-01,0,0,94276,1.7705778777207348,n_sep
2022-01,0,1,13001,2.039381586031844,n_sep
2022-01,1,0,34224,1.390544647031323,n_sep
2022-01,1,1,1535,1.0729641693811074,n_sep
2022-02,0,0,94276,1.6374368874368874,n_sep
2022-02,0,1,13001,2.6734866548727023,n_sep
2022-02,1,0,34224,1.2242578307620384,n_sep
2022-02,1,1,1535,1.3439739413680782,n_sep
2022-03,0,0,94276,1.4209660995375282,n_sep
2022-03,0,1,13001,2.0841473732789786,n_sep
2022-03,1,0,34224,0.9437529219261336,n_sep
2022-03,1,1,1535,1.1928338762214985,n_sep
2022-04,0,0,94276,1.4464338750053036,n_sep
2022-04,0,1,13001,2.0395354203522804,n_sep
2022-04,1,0,34224,0.9898316970546984,n_sep
2022-04,1,1,1535,1.378501628664495,n_sep
2022-05,0,0,94276,1.461846068988926,n_sep
2022-05,0,1,13001,2.007614798861626,n_sep
2022-05,1,0,34224,1.0045582047685837,n_sep
2022-05,1,1,1535,1.2006514657980456,n_sep
2022-06,0,0,94276,1.476377869235012,n_sep
2022-06,0,1,13001,2.1834474271209907,n_sep
2022-06,1,0,34224,1.0730773726040206,n_sep
2022-06,1,1,1535,0.9504885993485342,n_sep
2022-07,0,0,94276,1.8852518138232424,n_sep
2022-07,0,1,13001,2.427428659333897,n_sep
2022-07,1,0,34224,1.336635109864423,n_sep
2022-07,1,1,1535,1.6631921824104234,n_sep
2022-08,0,0,94276,1.8207709279137847,n_sep
2022-08,0,1,13001,2.2983616644873472,n_sep
2022-08,1,0,34224,1.0753856942496494,n_sep
2022-08,1,1,1535,1.4592833876221498,n_sep
2022-09,0,0,94276,1.34285502142645,n_sep
2022-09,0,1,13001,2.089916160295362,n_sep
2022-09,1,0,34224,0.7498539036933146,n_sep
2022-09,1,1,1535,1.4638436482084691,n_sep
2022-10,0,0,94276,1.8246743603886464,n_sep
2022-10,0,1,13001,4.490346896392585,n_sep
2022-10,1,0,34224,1.0587891538101917,n_sep
2022-10,1,1,1535,2.8664495114006514,n_sep
2022-11,0,0,94276,1.7818320675463533,n_sep
2022-11,0,1,13001,2.5244211983693563,n_sep
2022-11,1,0,34224,1.1051601215521272,n_sep
2022-11,1,1,1535,1.311400651465798,n_sep
2022-12,0,0,94276,1.383989562560991,n_sep
2022-12,0,1,13001,1.9033920467656331,n_sep
2022-12,1,0,34224,0.8958917718560074,n_sep
2022-12,1,1,1535,1.0221498371335505,n_sep
2023-01,0,0,94276,1.692191013619585,n_sep
2023-01,0,1,13001,1.9508499346204136,n_sep
2023-01,1,0,34224,1.3681919121084618,n_sep
2023-01,1,1,1535,1.231270358306189,n_sep
2023-02,0,0,94276,1.662162162162162,n_sep
2023-02,0,1,13001,2.8897007922467504,n_sep
2023-02,1,0,34224,1.3254149135109865,n_sep
2023-02,1,1,1535,1.5700325732899023,n_sep
2023-03,0,0,94276,1.3856018498875642,n_sep
2023-03,0,1,13001,2.0129220829166985,n_sep
2023-03,1,0,34224,0.9202021972884524,n_sep
2023-03,1,1,1535,1.196742671009772,n_sep
2023-04,0,0,94276,1.4470172684458398,n_sep
2023-04,0,1,13001,2.0000769171602184,n_sep
2023-04,1,0,34224,0.906030855539972,n_sep
2023-04,1,1,1535,0.9543973941368078,n_sep
2023-05,0,0,94276,1.4594700666129237,n_sep
2023-05,0,1,13001,2.146757941696793,n_sep
2023-05,1,0,34224,0.9512914913510988,n_sep
2023-05,1,1,1535,1.231270358306189,n_sep
2023-06,0,0,94276,1.3508528151385295,n_sep
2023-06,0,1,13001,1.807245596492577,n_sep
2023-06,1,0,34224,1.0658602150537635,n_sep
2023-06,1,1,1535,0.9830618892508144,n_sep
2023-07,0,0,94276,1.7672684458398744,n_sep
2023-07,0,1,13001,2.3269748480886085,n_sep
2023-07,1,0,34224,1.2062587657784012,n_sep
2023-07,1,1,1535,1.4657980456026058,n_sep
2023-08,0,0,94276,1.760341974627689,n_sep
2023-08,0,1,13001,2.160603030536113,n_sep
2023-08,1,0,34224,1.0138207106124355,n_sep
2023-08,1,1,1535,1.4807817589576546,n_sep
2023-09,0,0,94276,1.2327633756205183,n_sep
2023-09,0,1,13001,1.9555418813937389,n_sep
2023-09,1,0,34224,0.7059957924263675,n_sep
2023-09,1,1,1535,1.3074918566775244,n_sep
2023-10,0,0,94276,1.7958653315796174,n_sep
2023-10,0,1,13001,4.238750865318052,n_sep
2023-10,1,0,34224,0.9282374941561478,n_sep
2023-10,1,1,1535,2.8612377850162867,n_sep
2023-11,0,0,94276,1.4930417073274216,n_sep
2023-11,0,1,13001,2.293900469194677,n_sep
2023-11,1,0,34224,1.0459034595605423,n_sep
2023-11,1,1,1535,1.1289902280130293,n_sep
2023-12,0,0,94276,1.373499087784802,n_sep
2023-12,0,1,13001,1.8199369279286208,n_sep
