age_group,gamma1,se1,p1,gamma2,se2,p2,n_obs
22-25,-0.0129223014875694,0.0015242428557487,2.293944912895541e-17,-0.0100245097978098,0.0015600019249321,1.3103995479407618e-10,11682918
26-30,-0.0066068096008888,0.001373261732597,1.501510784667192e-06,0.0001997185041197,0.0013935973518461,0.8860441867993488,15983058
31-34,-0.0012833538811652,0.0014158411689866,0.3647109268537432,0.0087521241735246,0.0014635461675766,2.230271170475217e-09,14225562
35-40,-0.0025010625930083,0.0012536339357226,0.0460374086174481,0.0032371699587292,0.0012985514719076,0.0126701504141317,16967730
41-49,0.0015099890522983,0.0010738670140828,0.1596876189775576,0.0017029681523469,0.0011118668402515,0.1256138664014301,21340410
50+,0.0051561597220988,0.0008390905961576,7.999473543772463e-10,0.0103702652107661,0.0008850777984149,1.0456689059423592e-31,29591094
