grp,expband,fresh,n,ws,wh
55A,0-2,1,753.0,64286.658872,631.0
55A,11-20,0,592.0,51784.958449,511.0
55A,11-20,1,1407.0,122952.287039,1210.0
55A,21+,0,904.0,76785.577849,696.0
55A,21+,1,1480.0,121048.817018,1104.0
55A,3-5,0,343.0,30403.999235,326.0
55A,3-5,1,887.0,76664.138467,765.0
55A,6-10,0,515.0,44792.598785,455.0
55A,6-10,1,1283.0,112822.237626,1138.0
55A,na,1,17.0,1529.149949,17.0
55B,0-2,0,394.0,31088.460201,263.0
55B,0-2,1,1326.0,115542.340418,1102.0
55B,11-20,0,1072.0,90421.42017,768.0
55B,11-20,1,2657.0,219257.140287,1874.0
55B,21+,0,1247.0,103350.880306,847.0
55B,21+,1,2111.0,173296.4603186,1487.0
55B,3-5,0,579.0,52087.040133,501.0
55B,3-5,1,1497.0,131070.63032,1259.0
55B,6-10,0,963.0,84513.670275,776.0
55B,6-10,1,1970.0,168957.470343,1537.0
55C,0-2,0,188.0,12970.279974,86.0
55C,0-2,1,1051.0,78213.449684,552.0
55C,11-20,0,1253.0,97065.709395,653.0
55C,11-20,1,3783.0,299566.627656,2122.0
55C,21+,0,2765.0,214662.638744,1484.0
55C,21+,1,5100.0,396257.4976483,2915.0
55C,3-5,0,400.0,30561.1697,228.0
55C,3-5,1,1299.0,101905.039434,802.0
55C,6-10,0,711.0,56819.849539,436.0
55C,6-10,1,2162.0,172076.9587025,1329.0
55D,0-2,0,391.0,27430.0402354,221.0
55D,0-2,1,2198.0,185464.311353,1731.0
55D,11-20,0,1639.0,134235.390936,1108.0
55D,11-20,1,5613.0,455968.661108,3846.0
55D,21+,0,3926.0,311437.58136300003,2446.0
55D,21+,1,8266.0,662041.9121375,5678.0
55D,3-5,0,622.0,53943.87047,509.0
55D,3-5,1,2350.0,202523.621228,1932.0
55D,6-10,0,1014.0,86594.810762,782.0
55D,6-10,1,3287.0,275491.520697,2487.0
55E,0-2,0,1141.0,87156.4908813,703.0
55E,0-2,1,3269.0,290830.972749,2839.0
55E,11-20,0,4156.0,373490.612947,3511.0
55E,11-20,1,9043.0,790925.843754,7368.0
55E,21+,0,5754.0,499669.012641,4520.0
55E,21+,1,10733.0,918230.2021103,8558.0
55E,3-5,0,1489.0,131611.661284,1216.0
55E,3-5,1,3366.0,298679.762587,2881.0
55E,6-10,0,2273.0,204887.302106,1938.0
55E,6-10,1,4573.0,402109.112293,3779.0
55E,na,0,16.0,1553.490017,16.0
55E,na,1,16.0,1529.850005,16.0
55F,0-2,0,141.0,9782.7200377,70.0
55F,0-2,1,1296.0,104386.740521,902.0
55F,11-20,0,906.0,73586.8000364,605.0
55F,11-20,1,3936.0,310290.5701992,2547.0
55F,21+,0,1793.0,142850.8899705,1150.0
55F,21+,1,4019.0,309804.230385,2529.0
55F,3-5,0,286.0,22967.740128,192.0
55F,3-5,1,1337.0,108499.710638,968.0
55F,6-10,0,473.0,37564.560082,296.0
55F,6-10,1,1741.0,139886.620309,1188.0
55G,0-2,0,137.0,10314.6200989,86.0
55G,0-2,1,997.0,85710.97083600001,817.0
55G,11-20,0,1272.0,103306.820522,895.0
55G,11-20,1,3872.0,319669.64122515003,2898.0
55G,21+,0,929.0,60101.6301712,432.0
55G,21+,1,2124.0,148344.5201291,1174.0
55G,3-5,0,402.0,34161.400337,304.0
55G,3-5,1,1730.0,150062.80126419998,1449.0
55G,6-10,0,855.0,72870.2605184,659.0
55G,6-10,1,2817.0,240791.6214574,2233.0
55G,na,0,682.0,56235.000098,471.0
55G,na,1,2005.0,169750.770631,1615.0
55H,0-2,0,695.0,36131.3798909,145.0
55H,0-2,1,1690.0,108448.2588804,510.0
55H,11-20,0,1436.0,99660.2889671,501.0
55H,11-20,1,4337.0,315447.61718410003,1894.0
55H,21+,0,1036.0,70864.379478,337.0
55H,21+,1,2863.0,205521.0585363,1276.0
55H,3-5,0,690.0,44904.3096048,201.0
55H,3-5,1,2029.0,143408.70873800002,855.0
55H,6-10,0,1248.0,85954.9090485,441.0
55H,6-10,1,3532.0,255861.2779588,1574.0
55I,0-2,0,455.0,23423.2603115,115.0
55I,0-2,1,1563.0,114576.1109046,830.0
55I,11-20,0,1925.0,138857.8208614,961.0
55I,11-20,1,6279.0,468549.5416085,3508.0
55I,21+,0,1724.0,115593.6605519,675.0
55I,21+,1,4547.0,332750.2108914,2448.0
55I,3-5,0,525.0,37488.460355,262.0
55I,3-5,1,1865.0,141862.58092100002,1098.0
55I,6-10,0,968.0,71117.8705267,527.0
55I,6-10,1,3047.0,229458.3313185,1747.0
55I,na,0,11.0,893.0100170000001,5.0
55I,na,1,11.0,952.120016,11.0
55J,0-2,0,339.0,21486.9302286,144.0
55J,0-2,1,994.0,81356.330728,674.0
55J,11-20,0,2964.0,243610.601712,2085.0
55J,11-20,1,7221.0,576738.982428,4883.0
55J,21+,0,3233.0,244568.851286,1764.0
55J,21+,1,8771.0,665360.9317845,5160.0
55J,3-5,0,424.0,36061.280386,311.0
55J,3-5,1,1097.0,88949.350672,741.0
55J,6-10,0,907.0,75955.0106348,659.0
55J,6-10,1,2051.0,166455.6111338,1434.0
55J,na,1,13.0,1250.7600080000002,13.0
55K,0-2,0,45.0,1914.1800365,0.0
55K,0-2,1,111.0,7536.470074,48.0
55K,11-20,0,170.0,11459.850014,50.0
55K,11-20,1,1197.0,82309.5298639,525.0
55K,21+,0,241.0,18733.100043,137.0
55K,21+,1,1112.0,80003.33001,537.0
55K,3-5,0,39.0,2382.630003,19.0
55K,3-5,1,129.0,9372.06,70.0
55K,6-10,0,79.0,5637.629976,39.0
55K,6-10,1,333.0,22837.610073,145.0
55L,0-2,0,128.0,8363.0701097,61.0
55L,0-2,1,192.0,15018.280165,121.0
55L,11-20,0,45.0,3076.0900525,19.0
55L,11-20,1,266.0,17878.9200405,131.0
55L,21+,0,239.0,14463.3400672,86.0
55L,21+,1,617.0,40007.5500788,264.0
55L,3-5,0,51.0,4437.35008,33.0
55L,3-5,1,192.0,15082.430149,109.0
55L,6-10,0,115.0,9333.030145,67.0
55L,6-10,1,247.0,19487.930151,151.0
55Q,0-2,0,85.0,3535.5100336,10.0
55Q,0-2,1,385.0,17461.8300141,60.0
55Q,11-20,0,70.0,4332.659957,15.0
55Q,11-20,1,292.0,21708.749854,149.0
55Q,21+,0,20449.0,1332949.80365102,7436.0
55Q,21+,1,36123.0,2360178.8836402902,15111.0
55Q,3-5,0,138.0,8045.090063799999,35.0
55Q,3-5,1,318.0,16344.590019,70.0
55Q,6-10,0,74.0,4592.3100380000005,22.0
55Q,6-10,1,256.0,14801.7301415,75.0
55Q,na,0,733.0,48931.230146,264.0
55Q,na,1,991.0,60551.7101362,352.0
55T,0-2,0,916.0,31200.8201615,64.0
55T,0-2,1,2830.0,124080.1101157,499.0
55T,11-20,0,1910.0,94253.60034468,407.0
55T,11-20,1,5690.0,294008.29060944,1518.0
55T,21+,0,449.0,27611.7500868,180.0
55T,21+,1,1373.0,84144.1100817,566.0
55T,3-5,0,746.0,31058.7800815,106.0
55T,3-5,1,2426.0,115421.4501065,526.0
55T,6-10,0,1634.0,75280.7802474,310.0
55T,6-10,1,4725.0,233059.25023836,1158.0
63Z,0-2,0,1508.0,39652.20032008,33.0
63Z,0-2,1,4057.0,119710.33114872,143.0
63Z,11-20,0,5250.0,155005.91107547,340.0
63Z,11-20,1,11015.0,351170.71127643,796.0
63Z,21+,0,11526.0,327420.98107839003,681.0
63Z,21+,1,24974.0,709474.65134252,1411.0
63Z,3-5,0,1735.0,47807.21045406,47.0
63Z,3-5,1,3730.0,110001.110964,155.0
63Z,6-10,0,3296.0,92023.7206995,130.0
63Z,6-10,1,6022.0,177397.46112234,271.0
63Z,na,0,1947.0,40522.27018452,25.0
63Z,na,1,4474.0,102713.68011414,73.0
64P,0-2,0,762.0,27758.3102662,67.0
64P,0-2,1,725.0,32411.030211,112.0
64P,11-20,0,112.0,4209.0200514,17.0
64P,11-20,1,477.0,22228.8001225,115.0
64P,21+,1,48.0,2523.6600215,14.0
64P,3-5,0,41.0,1407.570027,0.0
64P,3-5,1,142.0,7346.420044500001,34.0
64P,6-10,0,66.0,3062.320018,5.0
64P,6-10,1,238.0,10734.3400308,48.0
65J,0-2,1,109.0,7985.140149,52.0
65J,11-20,0,123.0,7450.3300275,44.0
65J,11-20,1,731.0,50470.1401428,342.0
65J,21+,0,524.0,32975.3001195,233.0
65J,21+,1,1512.0,90519.2303406,592.0
65J,3-5,0,13.0,616.420014,0.0
65J,3-5,1,118.0,8323.330115,52.0
65J,6-10,0,19.0,1236.480038,0.0
65J,6-10,1,245.0,17238.8801666,108.0
65S,0-2,0,15.0,833.9500049999999,5.0
65S,0-2,1,170.0,10558.340092,72.0
65S,11-20,0,93.0,4845.250003,26.0
65S,11-20,1,554.0,30831.7901006,178.0
65S,21+,0,228.0,14985.820059,101.0
65S,21+,1,736.0,40448.6500829,233.0
65S,3-5,0,28.0,1585.890001,6.0
65S,3-5,1,172.0,10399.270067,74.0
65S,6-10,0,83.0,4200.400014999999,20.0
65S,6-10,1,344.0,20266.430087,129.0
65V,0-2,0,20.0,752.3000000000001,0.0
65V,0-2,1,219.0,9805.520016,17.0
65V,11-20,0,91.0,3732.82,0.0
65V,11-20,1,505.0,24367.649958,80.0
65V,21+,0,275.0,11238.360024600002,7.0
65V,21+,1,768.0,33387.4699677,80.0
65V,3-5,0,29.0,1189.5800000000002,0.0
65V,3-5,1,209.0,9297.920000000002,15.0
65V,6-10,0,47.0,1927.94,0.0
65V,6-10,1,331.0,15596.520019,38.0
65V,na,0,218.0,8942.36,0.0
65V,na,1,966.0,39786.199996,12.0
73B,0-2,0,2817.0,113552.4508051,127.0
73B,0-2,1,13132.0,565903.50361578,488.0
73B,11-20,0,5217.0,213627.02132297,579.0
73B,11-20,1,19803.0,819417.68221598,1441.0
73B,21+,0,8137.0,391157.9814693,1516.0
73B,21+,1,31018.0,1386435.55323953,3372.0
73B,3-5,0,1935.0,80711.78066866001,99.0
73B,3-5,1,7489.0,314902.4020132,234.0
73B,6-10,0,2557.0,99055.74075732,170.0
73B,6-10,1,8898.0,364380.31169988,414.0
73B,na,0,1038.0,45717.1301952,122.0
73B,na,1,3024.0,122881.120101,188.0
73O,0-2,0,4741.0,147385.9791193,131.0
73O,0-2,1,28571.0,835393.70674,323.0
73O,11-20,0,7473.0,276741.26909775,743.0
73O,11-20,1,39465.0,1306354.483651,2273.0
73O,21+,0,14622.0,596972.17855424,2256.0
73O,21+,1,61776.0,2177543.6703404803,5754.0
73O,3-5,0,2692.0,83394.6092769,76.0
73O,3-5,1,17652.0,521324.16113154,290.0
73O,6-10,0,4233.0,142052.08914786,247.0
73O,6-10,1,24813.0,768346.1284334799,795.0
73O,na,0,2645.0,92152.3395104,235.0
73O,na,1,6917.0,220282.3278498,384.0
73T,0-2,0,301.0,9349.8201894,0.0
73T,0-2,1,1321.0,37845.3711734,5.0
73T,11-20,0,157.0,4684.160152,5.0
73T,11-20,1,661.0,20279.53055,19.0
73T,21+,0,1174.0,43281.4007966,114.0
73T,21+,1,2651.0,91770.781799,208.0
73T,3-5,0,287.0,9176.660253,17.0
73T,3-5,1,1114.0,32986.260968,19.0
73T,6-10,0,249.0,7501.120229,10.0
73T,6-10,1,1070.0,31585.5809144,23.0
73T,na,0,293.0,10594.5902416,32.0
73T,na,1,557.0,17691.1804155,25.0
73X,0-2,1,30.0,1206.93001,0.0
73X,11-20,0,49.0,1555.0700173,0.0
73X,11-20,1,197.0,6475.1900402,0.0
73X,21+,0,1142.0,47985.5301876,138.0
73X,21+,1,3665.0,127782.49961288,323.0
73X,3-5,1,23.0,639.6099964,0.0
73X,6-10,1,79.0,2279.5599766,0.0
73X,na,0,1014.0,34717.3501382,68.0
73X,na,1,2477.0,75336.9798083,54.0
74P,0-2,0,14219.0,550900.49401156,1418.0
74P,0-2,1,17852.0,672418.03289898,1321.0
74P,11-20,0,1047.0,55415.070213,276.0
74P,11-20,1,4567.0,223143.6698675,797.0
74P,21+,0,347.0,17847.4801024,59.0
74P,21+,1,1333.0,69768.07998,271.0
74P,3-5,0,483.0,19578.2801222,68.0
74P,3-5,1,1871.0,80271.0901879,226.0
74P,6-10,0,670.0,32184.2801757,120.0
74P,6-10,1,2671.0,127159.2702418,414.0
75A,0-2,0,103.0,4840.750091999999,0.0
75A,0-2,1,443.0,26249.870136,85.0
75A,11-20,0,308.0,20746.760143,93.0
75A,11-20,1,1135.0,78077.520385,429.0
75A,21+,0,325.0,22484.680056,126.0
75A,21+,1,673.0,46480.71021,269.0
75A,3-5,0,119.0,7106.510074,17.0
75A,3-5,1,425.0,26610.790176,103.0
75A,6-10,0,189.0,11183.210088,19.0
75A,6-10,1,668.0,42554.330219,168.0
75A,na,0,239.0,12895.280202,0.0
75A,na,1,667.0,35350.400122,14.0
75B,0-2,0,58.0,2902.23999,0.0
75B,0-2,1,971.0,56164.309989,6.0
75B,11-20,0,182.0,11011.720012,19.0
75B,11-20,1,3003.0,179864.469871,208.0
75B,21+,0,662.0,39869.030039000005,90.0
75B,21+,1,3270.0,198210.809989,360.0
75B,3-5,0,75.0,4370.25,0.0
75B,3-5,1,1021.0,59140.549936,0.0
75B,6-10,0,113.0,6701.56,5.0
75B,6-10,1,1552.0,91711.39992,45.0
75B,na,1,70.0,4078.9,0.0
75D,0-2,0,47.0,2289.4500420000004,0.0
75D,0-2,1,654.0,33370.420638,0.0
75D,11-20,0,109.0,5886.510116,0.0
75D,11-20,1,1319.0,72462.771201,80.0
75D,21+,0,942.0,56176.300654,189.0
75D,21+,1,3433.0,190811.162488,404.0
75D,3-5,0,87.0,4448.0000820000005,0.0
75D,3-5,1,748.0,38614.660724,5.0
75D,6-10,0,102.0,5333.470096,0.0
75D,6-10,1,1073.0,56449.411034,32.0
75D,na,0,46.0,2808.920028,11.0
75D,na,1,287.0,13892.670249,0.0
75F,0-2,0,19.0,809.39,0.0
75F,0-2,1,393.0,18221.980073,13.0
75F,11-20,0,185.0,8482.230099,6.0
75F,11-20,1,1323.0,61825.940203,97.0
75F,21+,0,1474.0,82167.6203183,356.0
75F,21+,1,4714.0,241110.1500051,830.0
75F,3-5,0,31.0,1325.979994,0.0
75F,3-5,1,466.0,21237.27007,13.0
75F,6-10,0,83.0,3759.20003,0.0
75F,6-10,1,699.0,31934.5301528,24.0
75F,na,0,353.0,19853.050059,80.0
75F,na,1,352.0,18030.340018,58.0
75H,0-2,0,248.0,16874.740151,79.0
75H,0-2,1,5398.0,359120.522398,619.0
75H,11-20,0,1044.0,73047.799839,435.0
75H,11-20,1,5970.0,403837.2782447,2043.0
75H,21+,0,1596.0,105217.010724,553.0
75H,21+,1,3854.0,252710.58131,1456.0
75H,3-5,0,478.0,33194.480096,115.0
75H,3-5,1,5623.0,371765.832681,635.0
75H,6-10,0,692.0,46917.3296635,170.0
75H,6-10,1,7054.0,464308.1215938,993.0
75H,na,0,288.0,18036.659532,0.0
75H,na,1,2422.0,156360.12528900002,9.0
75HS,21+,0,155.0,8228.360161999999,0.0
75HS,21+,1,206.0,10188.860147,0.0
75HS,na,0,4280.0,231538.2130235,56.0
75HS,na,1,20587.0,1099894.5572637,143.0
75J,0-2,0,102.0,4879.380089,0.0
75J,0-2,1,396.0,19392.639672,0.0
75J,11-20,0,315.0,17757.980177999998,11.0
75J,11-20,1,1212.0,65008.52909999999,86.0
75J,21+,0,574.0,30954.74011,27.0
75J,21+,1,1144.0,60390.6392757,125.0
75J,3-5,0,152.0,8084.910081999999,0.0
75J,3-5,1,358.0,18310.349656,7.0
75J,6-10,0,152.0,8350.620015,0.0
75J,6-10,1,436.0,22026.389599,0.0
75J,na,1,31.0,1520.549969,0.0
75L,0-2,0,240.0,9994.6899108,6.0
75L,0-2,1,1788.0,80731.948544,65.0
75L,11-20,0,583.0,29877.05972,76.0
75L,11-20,1,4038.0,206287.40746500003,452.0
75L,21+,0,1142.0,56327.90931400001,128.0
75L,21+,1,3855.0,191170.977674,377.0
75L,3-5,0,254.0,10782.859816,5.0
75L,3-5,1,1754.0,83573.418608,135.0
75L,6-10,0,414.0,19843.79972,37.0
75L,6-10,1,2747.0,134757.4979938,246.0
75L,na,0,114.0,4749.249906,0.0
75L,na,1,435.0,18222.2596376,5.0
75M,0-2,0,66.0,2735.7200379999995,0.0
75M,0-2,1,886.0,39206.600839,0.0
75M,11-20,0,166.0,7501.700143999999,5.0
75M,11-20,1,1686.0,78985.271521,32.0
75M,21+,0,684.0,31950.690461,31.0
75M,21+,1,2298.0,107388.431868,72.0
75M,3-5,0,83.0,3647.170076,0.0
75M,3-5,1,904.0,39890.240818,0.0
75M,6-10,0,98.0,4286.250087,0.0
75M,6-10,1,1130.0,51690.961082,18.0
75M,na,0,31.0,1381.360031,0.0
75M,na,1,211.0,9299.790192,0.0
75N,0-2,0,1163.0,40344.8798836,5.0
75N,0-2,1,11305.0,421533.267708,0.0
75N,11-20,0,1973.0,84607.9797294,152.0
75N,11-20,1,15876.0,677169.2958617,756.0
75N,21+,0,1851.0,86024.8297862,210.0
75N,21+,1,8318.0,359058.0884882,544.0
75N,3-5,0,1472.0,55240.309759,10.0
75N,3-5,1,8814.0,335350.51786569995,60.0
75N,6-10,0,1480.0,58164.61974839999,53.0
75N,6-10,1,9920.0,393005.6472523,202.0
75N,na,0,319.0,11807.5598926,5.0
75N,na,1,1828.0,69150.8594265,18.0
75O,0-2,0,403.0,16019.4300762,19.0
75O,0-2,1,2989.0,124903.2301206,191.0
75O,11-20,0,637.0,33803.4400402,120.0
75O,11-20,1,4454.0,239459.0294832,752.0
75O,21+,0,912.0,53577.429809,195.0
75O,21+,1,3934.0,226640.1392561,675.0
75O,3-5,0,279.0,11266.760104,5.0
75O,3-5,1,1777.0,84445.770133,214.0
75O,6-10,0,396.0,17575.090032400003,44.0
75O,6-10,1,2897.0,140185.7097061,381.0
75O,na,0,106.0,4083.2599821,11.0
75O,na,1,248.0,7957.849955,7.0
75P,0-2,0,629.0,29253.9803045,42.0
75P,0-2,1,6780.0,368497.1234877,315.0
75P,11-20,0,1380.0,81717.0003004,204.0
75P,11-20,1,13722.0,817104.2825844,1847.0
75P,21+,0,3035.0,191801.360369,800.0
75P,21+,1,9100.0,548979.0214151001,1569.0
75P,3-5,0,509.0,27847.00025,48.0
75P,3-5,1,5972.0,336779.6926504,442.0
75P,6-10,0,882.0,49110.3602408,89.0
75P,6-10,1,10539.0,612264.2535132,1068.0
75P,na,1,47.0,2706.50002,6.0
75R,0-2,0,16.0,618.400032,0.0
75R,0-2,1,365.0,14107.25073,0.0
75R,11-20,0,74.0,3001.950138,0.0
75R,11-20,1,698.0,28618.8913,8.0
75R,21+,0,285.0,13680.620376,32.0
75R,21+,1,821.0,35960.5108835,39.0
75R,3-5,0,52.0,2009.800104,0.0
75R,3-5,1,369.0,14254.750728,0.0
75R,6-10,0,82.0,3470.750164,5.0
75R,6-10,1,620.0,24476.701157,0.0
75R,na,0,17.0,657.050034,0.0
75R,na,1,113.0,4389.900211,0.0
75SA,0-2,0,203.0,7613.269923,0.0
75SA,0-2,1,2158.0,81790.518617,8.0
75SA,11-20,0,601.0,26072.669887,27.0
75SA,11-20,1,4387.0,194461.548218,252.0
75SA,21+,0,1183.0,55525.269883,119.0
75SA,21+,1,3720.0,166452.7491975,251.0
75SA,3-5,0,225.0,8438.32992,0.0
75SA,3-5,1,2027.0,79751.148818,40.0
75SA,6-10,0,352.0,13252.219831,0.0
75SA,6-10,1,2917.0,121927.708375,121.0
75SA,na,0,32.0,1195.279988,0.0
75SA,na,1,142.0,5839.719987,0.0
75SB,0-2,0,58.0,2143.7200000000003,0.0
75SB,0-2,1,738.0,27623.379995000003,0.0
75SB,11-20,0,115.0,4516.990007,0.0
75SB,11-20,1,1297.0,52751.180063,25.0
75SB,21+,0,338.0,14069.729984,15.0
75SB,21+,1,1245.0,51363.499941,36.0
75SB,3-5,0,66.0,2441.13,0.0
75SB,3-5,1,703.0,26979.850012,6.0
75SB,6-10,0,63.0,2334.66,0.0
75SB,6-10,1,963.0,37256.400025,7.0
75SB,na,0,16.0,587.87,0.0
75SB,na,1,101.0,4005.750009,0.0
75SD,0-2,0,126.0,4658.919968,0.0
75SD,0-2,1,1190.0,44586.73906,7.0
75SD,11-20,0,553.0,22144.819713,11.0
75SD,11-20,1,4173.0,171981.73769100002,151.0
75SD,21+,0,1323.0,54005.98926,57.0
75SD,21+,1,3307.0,132106.5381547,112.0
75SD,3-5,0,127.0,4659.139931,0.0
75SD,3-5,1,1499.0,58192.788988,26.0
75SD,6-10,0,238.0,8967.569860000001,0.0
75SD,6-10,1,2621.0,106366.36847,96.0
75SD,na,0,72.0,2628.929949,0.0
75SD,na,1,186.0,7257.749902,7.0
75SP,0-2,0,36.0,1336.83,0.0
75SP,0-2,1,537.0,20632.939998,0.0
75SP,11-20,0,76.0,3005.010012,0.0
75SP,11-20,1,851.0,37656.120071,40.0
75SP,21+,0,397.0,16867.660008,17.0
75SP,21+,1,1381.0,61376.5900376,79.0
75SP,3-5,0,33.0,1223.07,0.0
75SP,3-5,1,509.0,20758.060015,9.0
75SP,6-10,0,33.0,1223.07,0.0
75SP,6-10,1,767.0,33448.200026,48.0
75SP,na,1,25.0,927.07,0.0
75SX,0-2,0,50.0,1922.279971,0.0
75SX,0-2,1,1109.0,45816.4393,15.0
75SX,11-20,0,83.0,3337.929956,0.0
75SX,11-20,1,600.0,27187.309636,29.0
75SX,21+,0,3620.0,170915.9193599,411.0
75SX,21+,1,13019.0,591012.1168733,1096.0
75SX,3-5,0,71.0,2758.75996,0.0
75SX,3-5,1,1022.0,45430.199522,50.0
75SX,6-10,0,58.0,2268.119972,0.0
75SX,6-10,1,881.0,40669.489623,68.0
75SX,na,0,45.0,1733.350003,0.0
75SX,na,1,125.0,4827.230009,0.0
75T,0-2,0,17.0,474.790006,0.0
75T,0-2,1,199.0,5573.990000000001,0.0
75T,11-20,0,157.0,4613.920015000001,0.0
75T,11-20,1,547.0,17363.150059,13.0
75T,21+,0,462.0,14360.950041,16.0
75T,21+,1,1064.0,34228.580118,37.0
75T,3-5,0,35.0,980.35,0.0
75T,3-5,1,98.0,2744.98,0.0
75T,6-10,0,63.0,1764.63,0.0
75T,6-10,1,148.0,4145.4800000000005,0.0
75T,na,0,41.0,1147.030006,0.0
75T,na,1,58.0,1624.5800000000002,0.0
75V,0-2,0,105.0,3518.619811,0.0
75V,0-2,1,657.0,22285.438686,0.0
75V,11-20,0,600.0,21539.568926,10.0
75V,11-20,1,910.0,36942.898473,74.0
75V,21+,0,1296.0,51249.617936,74.0
75V,21+,1,1474.0,59031.687978,129.0
75V,3-5,0,237.0,8278.609557,5.0
75V,3-5,1,582.0,21180.588902,23.0
75V,6-10,0,439.0,15410.619182,11.0
75V,6-10,1,799.0,30496.218628,42.0
75V,na,0,451.0,15332.509154999998,0.0
75V,na,1,1305.0,47264.127658000005,21.0
75X,0-2,0,49.0,2640.3800265,16.0
75X,0-2,1,600.0,37926.6102104,233.0
75X,11-20,0,518.0,27303.3601454,138.0
75X,11-20,1,2473.0,137686.8600029,751.0
75X,21+,0,178.0,6730.4300097000005,20.0
75X,21+,1,805.0,31773.669912,118.0
75X,3-5,0,86.0,4582.010032,25.0
75X,3-5,1,759.0,48197.8103415,299.0
75X,6-10,0,330.0,17084.100198,80.0
75X,6-10,1,1688.0,99759.200091,513.0
75X,na,0,668.0,23442.130047,48.0
75X,na,1,2428.0,85740.0695743,107.0
75Y,0-2,0,201.0,5324.9499358,0.0
75Y,0-2,1,3271.0,94885.1884215,41.0
75Y,11-20,0,227.0,8710.3399484,25.0
75Y,11-20,1,2140.0,76046.0992144,147.0
75Y,21+,0,28.0,967.849993,0.0
75Y,21+,1,133.0,4050.469949,0.0
75Y,3-5,0,102.0,2585.679932,0.0
75Y,3-5,1,1996.0,62259.7492094,58.0
75Y,6-10,0,175.0,5686.1199724,9.0
75Y,6-10,1,2282.0,77092.6892799,118.0
83H,0-2,0,1203.0,53631.7004548,180.0
83H,0-2,1,2207.0,118323.2106369,520.0
83H,11-20,0,2022.0,121442.760402,714.0
83H,11-20,1,4786.0,280349.59068522,1656.0
83H,21+,0,816.0,53445.4101112,350.0
83H,21+,1,1979.0,120908.6103366,756.0
83H,3-5,0,1089.0,62647.6703385,345.0
83H,3-5,1,1863.0,111046.1707581,657.0
83H,6-10,0,1576.0,97728.6804714,578.0
83H,6-10,1,2972.0,184009.7706771,1144.0
83H,na,0,88.0,3066.770029,10.0
83H,na,1,174.0,6306.5799945,16.0
83R,0-2,0,1677.0,45615.0702967,41.0
83R,0-2,1,4798.0,134441.0909466,76.0
83R,11-20,0,9233.0,339118.10236471,790.0
83R,11-20,1,21686.0,820214.71430613,2052.0
83R,21+,0,13400.0,549506.8933471,1676.0
83R,21+,1,30168.0,1190875.56419436,3596.0
83R,3-5,0,1975.0,58164.5605913,36.0
83R,3-5,1,4340.0,132998.35090695,105.0
83R,6-10,0,4206.0,136113.07120243,187.0
83R,6-10,1,9170.0,303349.62211303,392.0
83R,na,0,1199.0,33733.6302207,36.0
83R,na,1,2360.0,65176.16023058,53.0
83T,0-2,0,1797.0,43467.57071444,16.0
83T,0-2,1,4802.0,117835.62172542,19.0
83T,11-20,0,5498.0,130371.8727469,89.0
83T,11-20,1,10129.0,259399.52398779,254.0
83T,21+,0,7032.0,201537.06263015,286.0
83T,21+,1,11536.0,335753.38360759,614.0
83T,3-5,0,2162.0,48638.44100212,7.0
83T,3-5,1,4121.0,94369.81134802,9.0
83T,6-10,0,3976.0,90833.81196012,18.0
83T,6-10,1,7125.0,167725.25217946,71.0
83T,na,0,711.0,17047.87014005,0.0
83T,na,1,1016.0,24544.31013144,0.0
83X,0-2,0,1199.0,42384.6103618,34.0
83X,0-2,1,3796.0,144629.5817578,154.0
83X,11-20,0,2002.0,86469.67020245,277.0
83X,11-20,1,4902.0,213395.0204865,681.0
83X,21+,0,11204.0,483548.90068344,1873.0
83X,21+,1,30346.0,1219518.70889748,3820.0
83X,3-5,0,1579.0,64382.780355400006,117.0
83X,3-5,1,3519.0,144777.2712516,271.0
83X,6-10,0,3021.0,124701.9107203,271.0
83X,6-10,1,5796.0,237984.73134152,575.0
83X,na,0,3971.0,148344.16033617,506.0
83X,na,1,6828.0,232841.69991986,543.0
84P,0-2,0,1394.0,56365.2405648,161.0
84P,0-2,1,1706.0,83873.7505294,341.0
84P,11-20,0,687.0,40332.5702704,218.0
84P,11-20,1,1560.0,92581.2104857,518.0
84P,21+,0,68.0,4586.200051,21.0
84P,21+,1,267.0,18632.980035,150.0
84P,3-5,0,231.0,9917.8801093,39.0
84P,3-5,1,481.0,24936.6802296,128.0
84P,6-10,0,442.0,23276.1903155,89.0
84P,6-10,1,987.0,55393.5703497,288.0
85P,0-2,0,1901.0,79309.1311943,163.0
85P,0-2,1,210.0,7604.5601068,8.0
85P,11-20,0,1033.0,79589.398596,977.0
85P,11-20,1,894.0,64768.150536,573.0
85P,21+,0,1947.0,143585.1089618,1499.0
85P,21+,1,1823.0,106733.6707822,750.0
85P,3-5,0,34.0,1454.2600464,0.0
85P,3-5,1,18.0,966.220017,0.0
85P,6-10,0,49.0,3820.939962,44.0
85P,6-10,1,92.0,6997.670061999999,65.0
85P,na,0,23.0,1877.659978,23.0
85P,na,1,24.0,657.92,0.0
85T,0-2,0,333.0,13510.3102558,42.0
85T,0-2,1,950.0,29086.4705352,83.0
85T,11-20,0,938.0,45963.55057238,153.0
85T,11-20,1,2537.0,121969.46125836,592.0
85T,21+,0,670.0,30624.449992,95.0
85T,21+,1,1234.0,59665.5002982,235.0
85T,3-5,0,375.0,16503.8003284,60.0
85T,3-5,1,1033.0,37475.3806825,146.0
