grp,expband,fresh,n,ws,wh
55A,3-5,0,331.0,29495.999228,314.0
55A,3-5,1,838.0,73484.158571,754.0
55A,6-10,0,479.0,42474.158794,441.0
55A,6-10,1,1094.0,95782.307926,963.0
55B,0-2,0,367.0,31251.8101179,293.0
55B,0-2,1,1297.0,113700.810373,1093.0
55B,11-20,0,963.0,80555.31018300001,679.0
55B,11-20,1,2361.0,194421.220388,1708.0
55B,21+,0,1259.0,104541.100381,842.0
55B,21+,1,1837.0,151105.8604395,1335.0
55B,3-5,0,496.0,45119.300189,443.0
55B,3-5,1,1381.0,119959.460426,1139.0
55B,6-10,0,858.0,75162.88029,687.0
55B,6-10,1,1626.0,138762.790344,1262.0
55C,0-2,0,192.0,14252.259884,106.0
55C,0-2,1,1093.0,82927.419553,605.0
55C,11-20,0,1176.0,91555.719604,642.0
55C,11-20,1,3929.0,309700.107419,2145.0
55C,21+,0,2901.0,226862.0390485,1625.0
55C,21+,1,4658.0,363843.5480109,2646.0
55C,3-5,0,346.0,27120.239834,220.0
55C,3-5,1,1456.0,116293.78915,952.0
55C,6-10,0,608.0,49144.49971,393.0
55C,6-10,1,1974.0,157158.25869400002,1188.0
55D,0-2,0,460.0,36154.2804555,323.0
55D,0-2,1,1953.0,162783.231317,1481.0
55D,11-20,0,1749.0,142774.620849,1158.0
55D,11-20,1,5516.0,446905.451537,3809.0
55D,21+,0,4473.0,355416.2316192,2845.0
55D,21+,1,7579.0,603088.9026698,5122.0
55D,3-5,0,625.0,54126.170534,506.0
55D,3-5,1,2180.0,182628.791142,1677.0
55D,6-10,0,1042.0,88858.740768,818.0
55D,6-10,1,2861.0,238232.770967,2146.0
55D,na,0,10.0,911.350025,10.0
55E,0-2,0,1042.0,91045.7009517,867.0
55E,0-2,1,2974.0,257547.222276,2424.0
55E,11-20,0,4486.0,404144.643319,3812.0
55E,11-20,1,8521.0,744914.823099,6954.0
55E,21+,0,6436.0,556368.242771,5014.0
55E,21+,1,9726.0,835329.4318956,7816.0
55E,3-5,0,1665.0,151845.6017036,1469.0
55E,3-5,1,3220.0,280930.37193900003,2647.0
55E,6-10,0,2192.0,198282.2519608,1925.0
55E,6-10,1,4040.0,357556.511763,3408.0
55E,na,0,33.0,2886.680009,23.0
55E,na,1,22.0,2105.760008,22.0
55F,0-2,0,230.0,17420.2001475,153.0
55F,0-2,1,1164.0,92489.8006,798.0
55F,11-20,0,965.0,78644.6899858,652.0
55F,11-20,1,3897.0,309948.8901084,2580.0
55F,21+,0,2080.0,166222.790035,1348.0
55F,21+,1,3559.0,276499.5502773,2247.0
55F,3-5,0,345.0,28034.680104,241.0
55F,3-5,1,1288.0,103883.970609,898.0
55F,6-10,0,534.0,43751.400056,380.0
55F,6-10,1,1618.0,129678.220121,1083.0
55G,0-2,0,187.0,16704.140196,154.0
55G,0-2,1,957.0,80320.55069,707.0
55G,11-20,0,1006.0,80445.4703533,705.0
55G,11-20,1,2819.0,227486.7205254,1994.0
55G,21+,0,1014.0,61690.2402849,418.0
55G,21+,1,1679.0,112616.9401015,852.0
55G,3-5,0,335.0,30724.390339,299.0
55G,3-5,1,1358.0,115587.2208442,1078.0
55G,6-10,0,727.0,63526.5204481,597.0
55G,6-10,1,2073.0,173666.2106965,1570.0
55G,na,0,916.0,76427.340335,683.0
55G,na,1,1731.0,142827.4805089,1294.0
55H,0-2,0,711.0,37693.5797662,134.0
55H,0-2,1,1540.0,102583.1688865,519.0
55H,11-20,0,1047.0,71763.2592896,372.0
55H,11-20,1,3821.0,277989.0774378,1675.0
55H,21+,0,961.0,64739.009621000005,312.0
55H,21+,1,2332.0,169221.1987244,1068.0
55H,3-5,0,701.0,45683.479417,220.0
55H,3-5,1,2230.0,159822.03828,981.0
55H,6-10,0,1134.0,79168.16913770001,442.0
55H,6-10,1,3244.0,236786.517946,1457.0
55I,0-2,0,538.0,31051.9203341,180.0
55I,0-2,1,1385.0,98128.300663,660.0
55I,11-20,0,2260.0,158507.8908496,1027.0
55I,11-20,1,6278.0,465015.4817847,3395.0
55I,21+,0,1633.0,105187.550353,563.0
55I,21+,1,3282.0,237012.6807913,1738.0
55I,3-5,0,573.0,40198.9003156,270.0
55I,3-5,1,1847.0,137628.690807,1009.0
55I,6-10,0,931.0,66103.4605475,467.0
55I,6-10,1,2667.0,198874.8211435,1483.0
55I,na,0,19.0,1638.150031,13.0
55I,na,1,19.0,1536.490033,11.0
55J,0-2,0,391.0,27485.2802574,212.0
55J,0-2,1,836.0,65681.220523,509.0
55J,11-20,0,3620.0,297604.9122467,2552.0
55J,11-20,1,8471.0,675901.9121305,5688.0
55J,21+,0,2885.0,210888.41096,1453.0
55J,21+,1,6788.0,496983.9510053,3653.0
55J,3-5,0,508.0,41579.260508,353.0
55J,3-5,1,1194.0,96438.2305645,816.0
55J,6-10,0,864.0,72853.4506751,644.0
55J,6-10,1,1836.0,146688.0106435,1228.0
55J,na,0,13.0,1256.6700110000002,13.0
55J,na,1,25.0,1981.730004,15.0
55K,0-2,0,39.0,1833.300039,0.0
55K,0-2,1,97.0,6104.500028,32.0
55K,11-20,0,257.0,17274.0600481,97.0
55K,11-20,1,1402.0,96102.249869,576.0
55K,21+,0,227.0,16489.170029,110.0
55K,21+,1,719.0,52913.77996,367.0
55K,3-5,0,56.0,3452.100021,20.0
55K,3-5,1,179.0,11412.260081,66.0
55K,6-10,0,93.0,6115.9300488,33.0
55K,6-10,1,299.0,21061.030068,132.0
55L,0-2,0,101.0,7631.510169,57.0
55L,0-2,1,177.0,13515.480068,97.0
55L,11-20,0,54.0,3179.3100438,25.0
55L,11-20,1,188.0,12446.870049,85.0
55L,21+,0,268.0,16208.2600494,95.0
55L,21+,1,551.0,35973.5501228,245.0
55L,3-5,0,52.0,4348.300087,28.0
55L,3-5,1,151.0,11745.140116,84.0
55L,6-10,0,57.0,5069.940072,46.0
55L,6-10,1,231.0,16857.300115500002,129.0
55Q,0-2,0,107.0,5338.8200803,32.0
55Q,0-2,1,334.0,15612.9400348,50.0
55Q,11-20,0,26.0,1754.379967,7.0
55Q,11-20,1,176.0,12762.779853,86.0
55Q,21+,0,26802.0,1730994.0450346,9801.0
55Q,21+,1,38275.0,2495348.66279687,15691.0
55Q,3-5,0,129.0,6365.86006,22.0
55Q,3-5,1,256.0,12976.3800336,55.0
55Q,6-10,0,77.0,4448.199988,17.0
55Q,6-10,1,217.0,13465.009966,64.0
55Q,na,0,1120.0,75634.14021900001,430.0
55Q,na,1,1119.0,70810.0001063,431.0
55T,0-2,0,848.0,31537.3401117,80.0
55T,0-2,1,2022.0,88400.8200208,342.0
55T,11-20,0,1643.0,85023.410393,394.0
55T,11-20,1,4483.0,241638.43024636,1312.0
55T,21+,0,310.0,18686.330058,119.0
55T,21+,1,612.0,37778.4400964,235.0
55T,3-5,0,947.0,38567.2101606,105.0
55T,3-5,1,2533.0,116465.5900609,522.0
55T,6-10,0,1969.0,90578.44032844,392.0
55T,6-10,1,4579.0,223486.9001986,1097.0
63Z,0-2,0,1379.0,36209.2103872,24.0
63Z,0-2,1,3118.0,91174.30092336,108.0
63Z,11-20,0,5336.0,157007.15115578,321.0
63Z,11-20,1,9429.0,288895.06101399,560.0
63Z,21+,0,12121.0,344364.87123581,693.0
63Z,21+,1,23067.0,640481.73090745,1153.0
63Z,3-5,0,2249.0,63093.49059256,65.0
63Z,3-5,1,3237.0,93795.98079476,116.0
63Z,6-10,0,4106.0,119480.84098708,170.0
63Z,6-10,1,5916.0,176718.24097317,251.0
63Z,na,0,3856.0,100878.47043548,166.0
63Z,na,1,5785.0,147846.18999922,200.0
64P,0-2,0,930.0,33117.3702545,76.0
64P,0-2,1,601.0,27367.8701488,114.0
64P,11-20,0,107.0,3799.7800378,12.0
64P,11-20,1,436.0,21065.5300808,113.0
64P,3-5,0,42.0,2067.430041,6.0
64P,3-5,1,160.0,8527.7199795,54.0
64P,6-10,0,68.0,2548.800042,7.0
64P,6-10,1,231.0,10777.6000396,49.0
65J,0-2,1,104.0,7191.630118,40.0
65J,11-20,0,131.0,8273.4700306,46.0
65J,11-20,1,790.0,54491.0601898,381.0
65J,21+,0,589.0,37683.5302004,270.0
65J,21+,1,1361.0,80984.4702506,514.0
65J,3-5,1,168.0,11835.550131,74.0
65J,6-10,0,31.0,2173.810056,6.0
65J,6-10,1,197.0,13948.3601557,86.0
65S,0-2,1,156.0,9672.37009,72.0
65S,11-20,0,95.0,5725.210002,44.0
65S,11-20,1,518.0,28698.320106,164.0
65S,21+,0,221.0,13772.280039,94.0
65S,21+,1,567.0,31702.9700489,193.0
65S,3-5,0,35.0,1740.330007,11.0
65S,3-5,1,232.0,14520.780099,101.0
65S,6-10,0,71.0,3473.610014,22.0
65S,6-10,1,269.0,16339.260077,116.0
65V,0-2,0,61.0,2422.7700000000004,0.0
65V,0-2,1,145.0,6672.64,15.0
65V,11-20,0,148.0,6070.96,0.0
65V,11-20,1,413.0,20367.859924,77.0
65V,21+,0,374.0,15628.4200015,13.0
65V,21+,1,653.0,28340.6799788,78.0
65V,3-5,0,72.0,2953.44,0.0
65V,3-5,1,182.0,8760.060036,24.0
65V,6-10,0,107.0,4389.14,0.0
65V,6-10,1,274.0,13024.16004,35.0
65V,na,0,402.0,16423.280012000003,0.0
65V,na,1,650.0,26726.949972,10.0
73B,0-2,0,1224.0,49319.0104834,50.0
73B,0-2,1,4626.0,197478.2417335,181.0
73B,11-20,0,5549.0,218557.55143493,462.0
73B,11-20,1,16015.0,641149.34149683,1081.0
73B,21+,0,13194.0,606280.77237096,1669.0
73B,21+,1,27241.0,1209340.39283744,2816.0
73B,3-5,0,1769.0,71916.40072789999,79.0
73B,3-5,1,4195.0,170329.4713309,153.0
73B,6-10,0,3139.0,119257.88108504,152.0
73B,6-10,1,7819.0,306886.92130844,358.0
73B,na,0,5054.0,222397.11074670003,518.0
73B,na,1,10471.0,457590.9005678,836.0
73O,0-2,0,1544.0,47023.8296982,18.0
73O,0-2,1,7107.0,198950.0569864,56.0
73O,11-20,0,3601.0,133205.52971851,335.0
73O,11-20,1,14018.0,465828.0051371,780.0
73O,21+,0,23667.0,850745.13582678,2463.0
73O,21+,1,50597.0,1751670.72423718,4465.0
73O,3-5,0,1764.0,55885.9496448,33.0
73O,3-5,1,6297.0,183423.3972213,80.0
73O,6-10,0,2744.0,93739.9299148,134.0
73O,6-10,1,8941.0,278442.60734172,325.0
73O,na,0,30699.0,1032766.36164318,1928.0
73O,na,1,87072.0,2752771.9470518804,3532.0
73T,0-2,0,268.0,8984.9201386,13.0
73T,0-2,1,1104.0,32481.580946,18.0
73T,11-20,0,97.0,3029.160082,5.0
73T,11-20,1,357.0,10525.820292,10.0
73T,21+,0,2034.0,71710.94143949999,179.0
73T,21+,1,2925.0,99307.952054,201.0
73T,3-5,0,255.0,7563.790236,6.0
73T,3-5,1,1226.0,34939.601084,16.0
73T,6-10,0,131.0,3639.180131,0.0
73T,6-10,1,624.0,17409.930537,0.0
73T,na,0,971.0,33527.6207486,91.0
73T,na,1,986.0,32735.3206979,60.0
73X,11-20,0,62.0,1795.1600053,0.0
73X,11-20,1,165.0,5755.4800621,0.0
73X,21+,0,2497.0,96994.0702528,249.0
73X,21+,1,3973.0,139990.2595982,345.0
73X,6-10,0,12.0,289.1200028,0.0
73X,6-10,1,47.0,1736.460011,0.0
73X,na,0,2201.0,74261.8901729,140.0
73X,na,1,2484.0,78205.4397215,74.0
74P,0-2,0,16476.0,642063.2344658,1651.0
74P,0-2,1,15928.0,587169.2421956001,954.0
74P,11-20,0,1248.0,62781.0801382,261.0
74P,11-20,1,4151.0,201478.4698216,699.0
74P,21+,0,341.0,16304.240101,38.0
74P,21+,1,862.0,43560.790014,155.0
74P,3-5,0,833.0,35421.5201854,116.0
74P,3-5,1,2056.0,87812.7102936,226.0
74P,6-10,0,942.0,44502.9002132,166.0
74P,6-10,1,3035.0,143233.2601695,461.0
75A,0-2,0,45.0,2396.220009,5.0
75A,0-2,1,443.0,25896.530242,73.0
75A,11-20,0,215.0,15228.880081,98.0
75A,11-20,1,977.0,67459.97045400001,363.0
75A,21+,0,390.0,26248.510132,139.0
75A,21+,1,629.0,43289.510207,233.0
75A,3-5,0,77.0,4298.530033,8.0
75A,3-5,1,435.0,27302.360153,104.0
75A,6-10,0,141.0,8660.820054,29.0
75A,6-10,1,742.0,47691.720238,186.0
75A,na,0,76.0,3960.570078,0.0
75A,na,1,618.0,32884.810267,5.0
75B,0-2,0,52.0,2888.24,0.0
75B,0-2,1,996.0,57502.13998200001,0.0
75B,11-20,0,223.0,13269.210004000002,25.0
75B,11-20,1,3052.0,182625.749872,186.0
75B,21+,0,1340.0,79164.0500584,128.0
75B,21+,1,2986.0,179242.80997700003,285.0
75B,3-5,0,84.0,4894.68,0.0
75B,3-5,1,990.0,57297.94994600001,0.0
75B,6-10,0,105.0,6017.2100040000005,0.0
75B,6-10,1,1531.0,90981.869906,55.0
75B,na,0,35.0,1473.359997,0.0
75B,na,1,61.0,3554.4700000000003,0.0
75D,0-2,0,37.0,1885.150037,0.0
75D,0-2,1,724.0,37087.740707,5.0
75D,11-20,0,119.0,6590.320107000001,5.0
75D,11-20,1,1214.0,65429.071177000005,40.0
75D,21+,0,2404.0,136078.1117418,328.0
75D,21+,1,3824.0,212733.592782,438.0
75D,3-5,0,71.0,3642.010063,0.0
75D,3-5,1,768.0,39173.750759,0.0
75D,6-10,0,78.0,3992.520072,0.0
75D,6-10,1,947.0,48793.64094800001,6.0
75D,na,0,258.0,14859.440132,48.0
75D,na,1,228.0,11029.620198,0.0
75F,0-2,0,30.0,1304.3399940000002,0.0
75F,0-2,1,435.0,19909.590078,11.0
75F,11-20,0,301.0,14164.4001518,20.0
75F,11-20,1,1526.0,71820.8702502,109.0
75F,21+,0,1973.0,109586.6004012,466.0
75F,21+,1,4447.0,230122.88990676,802.0
75F,3-5,0,69.0,3253.940028,0.0
75F,3-5,1,513.0,23044.600079,13.0
75F,6-10,0,123.0,5634.440019,5.0
75F,6-10,1,721.0,32989.9201655,26.0
75F,na,0,599.0,33268.3600491,145.0
75F,na,1,555.0,29217.1999872,112.0
75H,0-2,0,397.0,29046.360385,209.0
75H,0-2,1,5216.0,345071.382292,603.0
75H,11-20,0,1183.0,80985.7297675,460.0
75H,11-20,1,5600.0,379985.028551,1917.0
75H,21+,0,1954.0,128838.1409798,669.0
75H,21+,1,3193.0,209690.9812256,1210.0
75H,3-5,0,618.0,45577.090136,248.0
75H,3-5,1,5407.0,358143.612963,617.0
75H,6-10,0,830.0,57242.229535,258.0
75H,6-10,1,6733.0,441834.572053,910.0
75H,na,0,324.0,19556.4495025,0.0
75H,na,1,2264.0,146168.915646,6.0
75HS,21+,0,321.0,16970.620264999998,0.0
75HS,21+,1,251.0,12929.690207,6.0
75HS,na,0,5461.0,294495.5540246,77.0
75HS,na,1,19209.0,1025819.706795,135.0
75J,0-2,0,69.0,3296.76998,0.0
75J,0-2,1,492.0,24596.229821,0.0
75J,11-20,0,149.0,8177.689949,14.0
75J,11-20,1,1391.0,74909.209332,79.0
75J,21+,0,1042.0,54813.800088,42.0
75J,21+,1,1213.0,63909.2495047,88.0
75J,3-5,0,58.0,2893.859969,0.0
75J,3-5,1,362.0,18828.469828,5.0
75J,6-10,0,64.0,3292.179945,0.0
75J,6-10,1,477.0,24646.139686,0.0
75J,na,1,41.0,2174.909974,0.0
75L,0-2,0,235.0,9727.8699096,0.0
75L,0-2,1,1733.0,78783.0285577,79.0
75L,11-20,0,671.0,34082.569739,79.0
75L,11-20,1,3787.0,190014.517507,365.0
75L,21+,0,1652.0,80483.479011,159.0
75L,21+,1,3715.0,182194.987617,353.0
75L,3-5,0,245.0,10422.309773,0.0
75L,3-5,1,1777.0,82064.1585435,92.0
75L,6-10,0,475.0,22248.629715000003,30.0
75L,6-10,1,2658.0,128862.7780915,202.0
75L,na,0,147.0,5816.959881400001,0.0
75L,na,1,408.0,17255.2296338,6.0
75M,0-2,0,42.0,1768.900028,0.0
75M,0-2,1,961.0,42569.650913,0.0
75M,11-20,0,142.0,6453.560115,6.0
75M,11-20,1,1556.0,72590.871462,26.0
75M,21+,0,1250.0,57326.340949,32.0
75M,21+,1,2359.0,110935.291903,83.0
75M,3-5,0,63.0,2733.980053,0.0
75M,3-5,1,794.0,35340.220765,0.0
75M,6-10,0,68.0,2986.100062,0.0
75M,6-10,1,1126.0,51415.351067,18.0
75M,na,0,34.0,1515.040034,0.0
75M,na,1,191.0,8558.950184,0.0
75N,0-2,0,842.0,29754.0599064,9.0
75N,0-2,1,11570.0,432566.2479638,0.0
75N,11-20,0,2085.0,89108.189651,149.0
75N,11-20,1,15496.0,655812.8958362,641.0
75N,21+,0,3211.0,143853.7992369,335.0
75N,21+,1,6459.0,280257.8387263,418.0
75N,3-5,0,1180.0,44454.649822,8.0
75N,3-5,1,8695.0,329282.1178366,39.0
75N,6-10,0,1371.0,54919.8798069,50.0
75N,6-10,1,10277.0,406804.4169431,207.0
75N,na,0,377.0,14120.7298038,7.0
75N,na,1,1713.0,64461.1994204,10.0
75O,0-2,0,370.0,15153.4001177,20.0
75O,0-2,1,1648.0,76363.6804174,161.0
75O,11-20,0,829.0,46096.3600706,184.0
75O,11-20,1,4128.0,227234.6394426,676.0
75O,21+,0,1738.0,98323.9397047,321.0
75O,21+,1,3640.0,209473.1792564,579.0
75O,3-5,0,344.0,14802.340123,13.0
75O,3-5,1,1936.0,93766.8300364,240.0
75O,6-10,0,467.0,20920.2701414,39.0
75O,6-10,1,2680.0,131978.3696366,403.0
75O,na,0,267.0,12025.2299673,41.0
75O,na,1,230.0,7845.739953499999,6.0
75P,0-2,0,598.0,28889.5602733,46.0
75P,0-2,1,5708.0,311108.323002,252.0
75P,11-20,0,1600.0,96934.7003475,321.0
75P,11-20,1,11588.0,688306.182298,1490.0
75P,21+,0,5442.0,337620.1312006,1299.0
75P,21+,1,8806.0,530927.0213053,1492.0
75P,3-5,0,605.0,32388.2703104,37.0
75P,3-5,1,5924.0,332412.1428464,341.0
75P,6-10,0,1123.0,63784.6304382,133.0
75P,6-10,1,10219.0,589902.8830784,922.0
75P,na,0,60.0,2176.2100159,0.0
75P,na,1,46.0,2507.340019,5.0
75R,0-2,0,16.0,618.400032,0.0
75R,0-2,1,395.0,15266.75079,0.0
75R,11-20,0,54.0,2087.100108,0.0
75R,11-20,1,544.0,22061.820958,0.0
75R,21+,0,695.0,30684.750974,43.0
75R,21+,1,972.0,42596.701107,44.0
75R,3-5,0,33.0,1275.450066,0.0
75R,3-5,1,437.0,16914.380843000003,0.0
75R,6-10,0,43.0,1661.950086,0.0
75R,6-10,1,604.0,23802.981131,0.0
75R,na,0,16.0,618.400032,0.0
75R,na,1,106.0,4128.330191,0.0
75SA,0-2,0,169.0,6330.189924,0.0
75SA,0-2,1,2102.0,79529.388731,5.0
75SA,11-20,0,493.0,21216.829915,20.0
75SA,11-20,1,3875.0,169983.15859900002,180.0
75SA,21+,0,2032.0,92317.629634,182.0
75SA,21+,1,3788.0,170705.9991105,266.0
75SA,3-5,0,193.0,7229.499898999999,0.0
75SA,3-5,1,1871.0,73155.048889,36.0
75SA,6-10,0,365.0,14214.569834,0.0
75SA,6-10,1,2898.0,120071.738429,109.0
75SA,na,0,74.0,2764.109971,0.0
75SA,na,1,151.0,6664.449992,5.0
75SB,0-2,0,33.0,1220.07,0.0
75SB,0-2,1,748.0,27938.810015000003,0.0
75SB,11-20,0,106.0,3965.159996,0.0
75SB,11-20,1,1112.0,45075.390060000005,15.0
75SB,21+,0,603.0,25352.779995,30.0
75SB,21+,1,1243.0,51773.849962,41.0
75SB,3-5,0,52.0,1914.68,0.0
75SB,3-5,1,647.0,24470.99000100001,5.0
75SB,6-10,0,66.0,2442.31,0.0
75SB,6-10,1,919.0,35680.910028,9.0
75SB,na,0,27.0,1003.1,0.0
75SB,na,1,103.0,4077.610016,0.0
75SD,0-2,0,101.0,3780.169962,0.0
75SD,0-2,1,1229.0,45450.849033,0.0
75SD,11-20,0,671.0,26373.059584,19.0
75SD,11-20,1,3970.0,161644.957727,106.0
75SD,21+,0,2903.0,115603.868188,101.0
75SD,21+,1,2928.0,119779.7285638,114.0
75SD,3-5,0,129.0,4877.589922,0.0
75SD,3-5,1,1604.0,62975.238976,44.0
75SD,6-10,0,199.0,7305.799856999999,0.0
75SD,6-10,1,2603.0,105158.568379,94.0
75SD,na,0,132.0,4853.6098950000005,0.0
75SD,na,1,220.0,9061.999897,6.0
75SP,0-2,0,17.0,629.0,0.0
75SP,0-2,1,534.0,20539.68,0.0
75SP,11-20,0,79.0,2924.999986,0.0
75SP,11-20,1,706.0,31198.300075,30.0
75SP,21+,0,947.0,40054.299902,36.0
75SP,21+,1,1548.0,69198.24998400001,83.0
75SP,3-5,0,30.0,1112.3,0.0
75SP,3-5,1,524.0,21334.149991,14.0
75SP,6-10,0,30.0,1112.76,0.0
75SP,6-10,1,684.0,29533.300037,34.0
75SP,na,0,31.0,811.51,0.0
75SP,na,1,42.0,1670.950014,0.0
75SX,0-2,0,53.0,2051.479973,0.0
75SX,0-2,1,1007.0,41539.869383,8.0
75SX,11-20,0,116.0,4415.729892,0.0
75SX,11-20,1,586.0,26032.709743,23.0
75SX,21+,0,6745.0,304208.4579619,583.0
75SX,21+,1,14210.0,647910.1864511,1161.0
75SX,3-5,0,63.0,2436.799994,0.0
75SX,3-5,1,890.0,38952.799557,48.0
75SX,6-10,0,36.0,1669.159989,5.0
75SX,6-10,1,558.0,25780.659702,36.0
75SX,na,0,148.0,5954.260071,0.0
75SX,na,1,131.0,5274.700015,0.0
75T,0-2,0,26.0,728.26,0.0
75T,0-2,1,161.0,4509.610000000001,0.0
75T,11-20,0,190.0,5632.620006,5.0
75T,11-20,1,706.0,21270.860057,6.0
75T,21+,0,604.0,19121.980075,28.0
75T,21+,1,1086.0,35063.290140000005,37.0
75T,3-5,0,35.0,980.35,0.0
75T,3-5,1,86.0,2408.86,0.0
75T,6-10,0,73.0,2044.73,0.0
75T,6-10,1,180.0,5040.650005,0.0
75T,na,0,80.0,2238.50001,0.0
75T,na,1,70.0,1960.7,0.0
75V,0-2,0,90.0,3052.79982,0.0
75V,0-2,1,659.0,22627.528677,5.0
75V,11-20,0,472.0,16836.949168,8.0
75V,11-20,1,860.0,34415.598532,64.0
75V,21+,0,1799.0,70640.1971035,119.0
75V,21+,1,1570.0,63876.417693,146.0
75V,3-5,0,226.0,7635.219563000001,0.0
75V,3-5,1,602.0,21973.618831,25.0
75V,6-10,0,422.0,14785.399285,7.0
75V,6-10,1,791.0,30542.648668,53.0
75V,na,0,463.0,15998.65914,6.0
75V,na,1,1155.0,41932.30793,18.0
75X,0-2,0,95.0,4996.6600368,27.0
75X,0-2,1,515.0,31232.080207,176.0
75X,11-20,0,592.0,30137.2201674,157.0
75X,11-20,1,2147.0,120181.7400505,654.0
75X,21+,0,244.0,9957.2700035,41.0
75X,21+,1,564.0,20220.3599664,50.0
75X,3-5,0,187.0,9757.9801186,48.0
75X,3-5,1,911.0,56657.2403227,333.0
75X,6-10,0,385.0,19642.3401281,91.0
75X,6-10,1,1549.0,91252.4701068,480.0
75X,na,0,1021.0,34973.5300877,65.0
75X,na,1,2425.0,86048.5695901,110.0
75Y,0-2,0,161.0,4321.949938,0.0
75Y,0-2,1,2286.0,66407.7489078,23.0
75Y,11-20,0,248.0,8975.789968000001,14.0
75Y,11-20,1,1552.0,54485.4294755,99.0
75Y,21+,1,39.0,1267.019973,0.0
75Y,3-5,0,145.0,4175.4499678,0.0
75Y,3-5,1,1797.0,56584.6893063,56.0
75Y,6-10,0,229.0,7616.699921,8.0
75Y,6-10,1,2065.0,69782.46934920001,98.0
83H,0-2,0,1083.0,52247.4403001,207.0
83H,0-2,1,1574.0,83857.8404517,422.0
83H,11-20,0,2181.0,126651.5905345,697.0
83H,11-20,1,4144.0,232501.30045312,1278.0
83H,21+,0,676.0,43496.3000919,277.0
83H,21+,1,1202.0,78231.0500301,516.0
83H,3-5,0,1304.0,73399.5801751,375.0
83H,3-5,1,1733.0,102831.1505534,550.0
83H,6-10,0,1899.0,112569.5103953,635.0
83H,6-10,1,2898.0,172625.9405125,980.0
83H,na,0,132.0,4742.2100446,16.0
83H,na,1,148.0,4674.2000036,10.0
83R,0-2,0,1318.0,35347.1802278,23.0
83R,0-2,1,2433.0,71264.40063399999,49.0
83R,11-20,0,9942.0,366550.60275182,771.0
83R,11-20,1,19064.0,708653.26333616,1638.0
83R,21+,0,15287.0,584232.24339874,1533.0
83R,21+,1,25657.0,989309.92323327,2871.0
83R,3-5,0,2428.0,72006.7506706,47.0
83R,3-5,1,3482.0,113482.7110001,105.0
83R,6-10,0,5521.0,179073.80165126,218.0
83R,6-10,1,8699.0,302211.93222607,488.0
83R,na,0,5985.0,190756.17093035,385.0
83R,na,1,10047.0,327522.53082078,659.0
83T,0-2,0,1601.0,37422.08071388,0.0
83T,0-2,1,2982.0,68929.35091851,15.0
83T,11-20,0,5163.0,120957.35271808,67.0
83T,11-20,1,7474.0,188385.62310028,172.0
83T,21+,0,7832.0,221986.49278733,282.0
83T,21+,1,10259.0,298874.46283801,522.0
83T,3-5,0,2397.0,54719.41134252,6.0
83T,3-5,1,3176.0,72357.70113378,13.0
83T,6-10,0,4101.0,92582.69206321,30.0
83T,6-10,1,5722.0,134080.942007,61.0
83T,na,0,2897.0,76224.32070963,60.0
83T,na,1,4008.0,103225.30046869,49.0
83X,0-2,0,1255.0,44002.2203761,40.0
83X,0-2,1,2880.0,112460.7014124,160.0
83X,11-20,0,1868.0,75956.94026174,230.0
83X,11-20,1,2957.0,122229.15039094,323.0
83X,21+,0,15071.0,621559.67137648,2235.0
83X,21+,1,30166.0,1197069.00815427,3658.0
83X,3-5,0,2526.0,100322.0906889,156.0
83X,3-5,1,3673.0,147802.3513252,271.0
83X,6-10,0,2749.0,111677.6207812,217.0
83X,6-10,1,3963.0,165762.1209275,356.0
83X,na,0,9607.0,361541.43096254,1317.0
83X,na,1,11484.0,426520.46947056,1266.0
84P,0-2,0,1594.0,63262.4706763,152.0
84P,0-2,1,1527.0,74371.9902991,308.0
84P,11-20,0,578.0,32462.0901886,163.0
84P,11-20,1,1134.0,66618.0402701,371.0
84P,21+,0,24.0,1648.180021,7.0
84P,21+,1,112.0,8476.820038,76.0
84P,3-5,0,392.0,20167.0002293,82.0
84P,3-5,1,610.0,31913.750232,126.0
84P,6-10,0,538.0,28082.3102844,121.0
84P,6-10,1,1038.0,58022.3003687,300.0
85P,0-2,0,157.0,9286.4701508,31.0
85P,11-20,0,1354.0,105115.088443,1264.0
85P,11-20,1,282.0,17834.68005,140.0
85P,21+,0,3821.0,296732.4103709,2932.0
85P,21+,1,899.0,40545.68013626,217.0
85P,6-10,0,172.0,13382.599813,165.0
85P,6-10,1,49.0,3210.0700345,25.0
85P,na,0,54.0,3865.749987,41.0
85P,na,1,18.0,500.51,0.0
85T,0-2,0,277.0,11162.1902346,29.0
85T,0-2,1,883.0,29409.0405655,124.0
85T,11-20,0,839.0,39096.3003086,131.0
85T,11-20,1,2076.0,95220.5708331,449.0
85T,21+,0,839.0,36971.729928,88.0
85T,21+,1,948.0,43324.1902961,144.0
85T,3-5,0,266.0,10156.060152,21.0
85T,3-5,1,761.0,23016.290457,79.0
85T,6-10,0,675.0,32781.8605325,102.0
85T,6-10,1,1608.0,69332.23102384,317.0
85T,na,0,225.0,5457.2400174,0.0
85T,na,1,191.0,4901.310037759999,0.0
93Z,0-2,1,45.0,1102.8499878,0.0
93Z,11-20,0,4095.0,162112.58105925,536.0
93Z,11-20,1,7121.0,284019.81119522,909.0
93Z,21+,0,11430.0,491131.28211356,1916.0
93Z,21+,1,20654.0,870749.151531,3295.0
