inr,expband,fresh,n,ws,wh
222k,3-5,1,39.0,3306.150114,39.0
222k,6-10,0,18.0,1140.4800525,13.0
222k,6-10,1,91.0,7497.250202,80.0
222x,0-2,0,231.0,10136.1901442,40.0
222x,0-2,1,309.0,16565.3401681,91.0
222x,11-20,0,45.0,3713.240041,38.0
222x,11-20,1,352.0,26010.720086,213.0
222x,21+,0,104.0,8134.420097,76.0
222x,21+,1,249.0,18158.220097,160.0
222x,3-5,0,30.0,2441.870021,25.0
222x,3-5,1,143.0,11146.3700975,106.0
222x,6-10,0,44.0,3399.050062,24.0
222x,6-10,1,152.0,11182.169966,98.0
222x,na,0,107.0,4629.2700621,16.0
222x,na,1,238.0,10830.3400531,51.0
223a,0-2,0,14.0,607.840022,0.0
223a,0-2,1,77.0,6504.940024,71.0
223a,11-20,0,17.0,1398.470024,12.0
223a,11-20,1,182.0,15834.720028,182.0
223a,21+,0,42.0,3660.980051,35.0
223a,21+,1,164.0,13613.370097,137.0
223a,3-5,0,14.0,1107.579994,14.0
223a,3-5,1,164.0,13775.320177,141.0
223a,6-10,0,13.0,1090.690034,13.0
223a,6-10,1,154.0,13214.250115,139.0
223c,0-2,1,21.0,1814.610084,21.0
223c,11-20,0,26.0,2246.660104,26.0
223c,11-20,1,122.0,9791.810377,94.0
223c,3-5,1,40.0,3456.40016,40.0
223c,6-10,0,21.0,1814.610084,21.0
223c,6-10,1,91.0,7007.4602620000005,68.0
223c,na,1,11.0,950.510044,11.0
223d,0-2,0,27.0,1764.9600380000002,9.0
223d,0-2,1,132.0,9480.000121,71.0
223d,11-20,0,74.0,6427.660037,62.0
223d,11-20,1,417.0,34954.440194,360.0
223d,21+,0,62.0,5376.860016,57.0
223d,21+,1,287.0,24271.29013,240.0
223d,3-5,0,23.0,1557.360018,13.0
223d,3-5,1,180.0,14729.960147,145.0
223d,6-10,0,30.0,2087.569994,16.0
223d,6-10,1,226.0,18423.360099,176.0
223x,0-2,0,65.0,2878.3000675000003,5.0
223x,0-2,1,80.0,4118.6200827,25.0
223x,3-5,1,19.0,1417.880019,14.0
223x,6-10,1,12.0,1034.290007,12.0
225a,0-2,0,22.0,1588.710014,15.0
225a,0-2,1,134.0,11244.37013,111.0
225a,11-20,0,89.0,7644.280102,77.0
225a,11-20,1,730.0,58188.290371,532.0
225a,21+,0,186.0,14330.800103,119.0
225a,21+,1,585.0,43077.9102164,369.0
225a,3-5,0,12.0,1011.859985,12.0
225a,3-5,1,228.0,19287.480291,180.0
225a,6-10,0,38.0,3271.410046,31.0
225a,6-10,1,334.0,26884.770258,233.0
225b,0-2,0,19.0,1339.110019,9.0
225b,0-2,1,69.0,5389.030093,47.0
225b,11-20,0,72.0,6684.0501,72.0
225b,11-20,1,493.0,38033.790436,344.0
225b,21+,0,44.0,4064.270078000001,44.0
225b,21+,1,171.0,15180.650289,171.0
225b,3-5,0,15.0,1455.600015,15.0
225b,3-5,1,126.0,9510.3101467,76.0
225b,6-10,0,50.0,4513.650043,45.0
225b,6-10,1,185.0,15404.770167,134.0
225c,0-2,0,23.0,1480.590026,10.0
225c,0-2,1,118.0,8486.230166,74.0
225c,11-20,0,16.0,1322.9500429999998,11.0
225c,11-20,1,159.0,13297.950184,136.0
225c,21+,0,173.0,13953.330157,130.0
225c,21+,1,644.0,53020.080557,521.0
225c,3-5,0,20.0,1521.3500270000002,14.0
225c,3-5,1,214.0,15717.500159,132.0
225c,6-10,0,47.0,3316.97004,33.0
225c,6-10,1,252.0,18629.570227,153.0
225x,0-2,0,282.0,11563.0901003,41.0
225x,0-2,1,429.0,21074.7002677,98.0
225x,11-20,0,79.0,6195.9900800000005,56.0
225x,11-20,1,559.0,37042.9303955,288.0
225x,21+,0,10.0,825.0500099999999,5.0
225x,21+,1,68.0,5370.260032,52.0
225x,3-5,0,19.0,1006.5700125,8.0
225x,3-5,1,98.0,5758.3100595000005,38.0
225x,6-10,0,24.0,1474.260005,10.0
225x,6-10,1,172.0,10923.7601518,86.0
225x,na,1,19.0,262.3300031,0.0
226z,0-2,0,65.0,2420.3200539,0.0
226z,0-2,1,155.0,10821.720156,82.0
226z,11-20,0,12.0,873.720018,0.0
226z,11-20,1,241.0,20483.779948,221.0
226z,21+,0,18.0,1561.980031,18.0
226z,21+,1,124.0,10416.480108,109.0
226z,3-5,1,101.0,8677.210115,91.0
226z,6-10,0,14.0,1345.40002,14.0
226z,6-10,1,127.0,10639.130003,107.0
229z,0-2,0,3145.0,153217.4210028,685.0
229z,0-2,1,4790.0,266478.4711975,1542.0
229z,11-20,0,2907.0,187909.1508765,1306.0
229z,11-20,1,7460.0,462271.5418957,3282.0
229z,21+,0,2562.0,177977.280966,1356.0
229z,21+,1,4282.0,282603.8913499,2145.0
229z,3-5,0,997.0,57138.7205301,336.0
229z,3-5,1,2485.0,148838.5409712,947.0
229z,6-10,0,1413.0,86070.1806332,534.0
229z,6-10,1,3711.0,231530.1608892,1622.0
229z,na,0,823.0,45905.670241,269.0
229z,na,1,1935.0,101805.8403171,580.0
310a,21+,0,19.0,1590.440013,14.0
310a,21+,1,129.0,10059.18001,72.0
310b,21+,0,1836.0,138991.6505154,1156.0
310b,21+,1,1495.0,113350.5901455,950.0
310b,na,0,72.0,6145.860047,55.0
310b,na,1,56.0,5254.140027,56.0
310x,0-2,0,814.0,37328.8904758,156.0
310x,0-2,1,1226.0,63770.3205485,338.0
310x,11-20,0,130.0,9918.180079,72.0
310x,11-20,1,751.0,57061.260137,442.0
310x,21+,1,71.0,5973.090032,52.0
310x,3-5,0,17.0,1132.990012,7.0
310x,3-5,1,142.0,10291.37006,72.0
310x,6-10,0,33.0,2535.610033,22.0
310x,6-10,1,197.0,15286.990069,114.0
310x,na,0,55.0,1312.0000292,0.0
310x,na,1,100.0,3138.4300079,5.0
311a,0-2,0,105.0,8048.039909,92.0
311a,0-2,1,1272.0,102340.638774,1248.0
311a,11-20,0,274.0,22524.719734,274.0
311a,11-20,1,1807.0,146118.998477,1721.0
311a,21+,0,555.0,42923.399672,481.0
311a,21+,1,1234.0,98099.779674,1131.0
311a,3-5,0,163.0,13350.669837,163.0
311a,3-5,1,1302.0,106063.188798,1297.0
311a,6-10,0,241.0,19729.939764,241.0
311a,6-10,1,1669.0,135588.04857,1633.0
311a,na,1,15.0,1218.149985,15.0
311b,0-2,1,10.0,812.0999899999999,10.0
311b,21+,0,49.0,3980.439966,49.0
311b,21+,1,118.0,9329.169956,113.0
311b,3-5,1,21.0,1705.409979,21.0
311b,6-10,1,12.0,974.519988,12.0
311b,na,0,96.0,7796.159904,96.0
311b,na,1,479.0,38925.059550000005,474.0
311c,0-2,0,39.0,2805.280025,26.0
311c,0-2,1,371.0,26902.470195,247.0
311c,11-20,0,283.0,20523.080153000003,193.0
311c,11-20,1,855.0,64221.83076900001,652.0
311c,21+,0,89.0,5722.130056,53.0
311c,21+,1,157.0,11652.910207000004,129.0
311c,3-5,0,99.0,7686.850082,86.0
311c,3-5,1,512.0,37193.110270000005,348.0
311c,6-10,0,129.0,9453.9701,91.0
311c,6-10,1,761.0,56667.40043,557.0
311c,na,0,134.0,9774.350129,90.0
311c,na,1,291.0,21825.650429,232.0
311x,0-2,0,1443.0,65558.4105305,258.0
311x,0-2,1,2563.0,148741.7102513,926.0
311x,11-20,0,633.0,46480.9700524,370.0
311x,11-20,1,4000.0,289256.5588924,2259.0
311x,21+,0,198.0,14904.919994,132.0
311x,21+,1,685.0,48409.689983,423.0
311x,3-5,0,351.0,22357.10003,144.0
311x,3-5,1,2207.0,149207.9398078,995.0
311x,6-10,0,469.0,33119.930068,247.0
311x,6-10,1,2853.0,199242.489688,1399.0
311x,na,0,42.0,1434.1100093,6.0
311x,na,1,47.0,1433.5699807,8.0
312a,0-2,0,242.0,14390.710075,105.0
312a,0-2,1,1606.0,105400.450158,667.0
312a,11-20,0,457.0,33724.339980000004,280.0
312a,11-20,1,3581.0,259439.3394469,1884.0
312a,21+,0,187.0,14684.490028,141.0
312a,21+,1,595.0,44892.67,392.0
312a,3-5,0,240.0,17296.030042,133.0
312a,3-5,1,2263.0,157946.7601386,1032.0
312a,6-10,0,340.0,25046.679954,194.0
312a,6-10,1,2649.0,189469.1698234,1315.0
312b,0-2,0,41.0,1969.0300175,11.0
312b,0-2,1,141.0,10371.800087,86.0
312b,11-20,0,93.0,7983.270082,78.0
312b,11-20,1,499.0,40727.570242,374.0
312b,21+,0,32.0,2840.700061,32.0
312b,21+,1,179.0,15817.8702,174.0
312b,3-5,0,25.0,2195.660014,20.0
312b,3-5,1,163.0,13091.420081,109.0
312b,6-10,0,21.0,1714.790019,16.0
312b,6-10,1,260.0,20881.730121,178.0
312c,0-2,0,129.0,7005.9600817,35.0
312c,0-2,1,497.0,39806.75992,329.0
312c,11-20,0,80.0,6913.710079,62.0
312c,11-20,1,818.0,69233.799732,623.0
312c,21+,0,27.0,2466.070006,27.0
312c,21+,1,172.0,15222.450071,148.0
312c,3-5,0,71.0,6130.850057,61.0
312c,3-5,1,577.0,47985.229984000005,420.0
312c,6-10,0,59.0,5293.740048,54.0
312c,6-10,1,692.0,57944.3899205,516.0
312x,0-2,0,897.0,36175.7503466,105.0
312x,0-2,1,1582.0,76680.6505794,344.0
312x,11-20,0,131.0,10398.7401,87.0
312x,11-20,1,717.0,50939.380054,335.0
312x,3-5,0,28.0,1278.780019,0.0
312x,3-5,1,250.0,15288.8300684,78.0
312x,6-10,0,74.0,5224.700053,36.0
312x,6-10,1,377.0,25941.890063000003,156.0
312x,na,1,17.0,109.3500041,0.0
313z,0-2,0,1608.0,78802.5907501,370.0
313z,0-2,1,3527.0,236088.311501,1663.0
313z,11-20,0,722.0,60252.4103845,537.0
313z,11-20,1,3933.0,320787.0804824,2806.0
313z,21+,0,545.0,43026.900205,372.0
313z,21+,1,1504.0,118257.2102353,1051.0
313z,3-5,0,581.0,42303.9802882,339.0
313z,3-5,1,2967.0,236231.1210494,1962.0
313z,6-10,0,732.0,58067.9704685,521.0
313z,6-10,1,3264.0,262850.8309948,2252.0
313z,na,0,54.0,3052.6900047,19.0
313z,na,1,69.0,4543.2000284,37.0
314a,0-2,0,409.0,31213.9800594,287.0
314a,0-2,1,1161.0,101109.7902985,1029.0
314a,11-20,0,447.0,38483.4500054,359.0
314a,11-20,1,2138.0,183946.4799354,1759.0
314a,21+,0,201.0,17389.039952,157.0
314a,21+,1,815.0,69541.389977,643.0
314a,3-5,0,319.0,27840.759858,272.0
314a,3-5,1,1214.0,108463.780129,1120.0
314a,6-10,0,390.0,34117.0199589,329.0
314a,6-10,1,1324.0,117370.830015,1185.0
314b,0-2,1,47.0,4060.970006,47.0
314b,11-20,1,131.0,11590.56001,122.0
314b,21+,0,14.0,1280.860021,14.0
314b,21+,1,28.0,2541.880046,28.0
314b,3-5,1,49.0,4125.300015,49.0
314b,6-10,1,55.0,4887.129973,55.0
314x,0-2,0,335.0,17816.1501484,88.0
314x,0-2,1,525.0,34834.7202989,280.0
314x,11-20,1,46.0,3868.390041,38.0
314x,3-5,0,46.0,3567.229949,14.0
314x,3-5,1,87.0,6810.409984,57.0
314x,6-10,0,14.0,1269.739994,14.0
314x,6-10,1,71.0,6067.300034,58.0
314x,na,1,16.0,320.1100029,0.0
319z,0-2,0,4035.0,188520.1515526,764.0
319z,0-2,1,7084.0,386702.2825174,2167.0
319z,11-20,0,2684.0,183068.3402831,1207.0
319z,11-20,1,7978.0,527146.7305159,3715.0
319z,21+,0,2239.0,160716.3201734,1235.0
319z,21+,1,3338.0,231847.9602615,1764.0
319z,3-5,0,938.0,56035.2804031,338.0
319z,3-5,1,3108.0,203447.1008004,1408.0
319z,6-10,0,1350.0,90148.9303598,621.0
319z,6-10,1,4548.0,301284.0205566,2125.0
319z,na,0,1061.0,56141.5601999,360.0
319z,na,1,2351.0,119112.4100887,689.0
320z,11-20,0,12.0,914.880018,6.0
320z,11-20,1,48.0,3977.560048,48.0
320z,21+,0,102.0,8671.650056,91.0
320z,21+,1,383.0,32609.890181,355.0
320z,na,0,11.0,107.9100044,0.0
320z,na,1,37.0,1941.2500284,15.0
321a,0-2,0,92.0,7006.270019799999,70.0
321a,0-2,1,330.0,28617.600084,295.0
321a,11-20,0,235.0,20319.280066,210.0
321a,11-20,1,869.0,73919.420318,774.0
321a,21+,0,647.0,54314.570054,556.0
321a,21+,1,1379.0,116130.370233,1174.0
321a,3-5,0,179.0,15861.820063,169.0
321a,3-5,1,595.0,51289.930166000006,539.0
321a,6-10,0,248.0,22046.130107,237.0
321a,6-10,1,897.0,76708.330254,799.0
321a,na,0,84.0,7606.690027000001,84.0
321a,na,1,99.0,9030.960018,99.0
321b,0-2,0,459.0,30307.2603014,257.0
321b,0-2,1,997.0,79034.9206725,791.0
321b,11-20,0,655.0,54710.310503,535.0
321b,11-20,1,2532.0,202328.6112556,1996.0
321b,21+,0,115.0,9823.080065,97.0
321b,21+,1,531.0,44677.65029,462.0
321b,3-5,0,656.0,51577.220417,496.0
321b,3-5,1,1647.0,132357.3809238,1306.0
321b,6-10,0,657.0,53534.150484,546.0
321b,6-10,1,1842.0,148032.100983,1491.0
321x,0-2,0,1190.0,56645.9907181,241.0
321x,0-2,1,1433.0,87571.9109035,608.0
321x,11-20,0,367.0,30626.340181,297.0
321x,11-20,1,1137.0,93316.590515,918.0
321x,21+,0,17.0,1589.5,17.0
321x,21+,1,131.0,11533.580038,131.0
321x,3-5,0,178.0,13398.9501565,128.0
321x,3-5,1,437.0,34119.720152,320.0
321x,6-10,0,230.0,18808.50016,181.0
321x,6-10,1,768.0,58568.7203686,551.0
322a,0-2,0,19.0,1556.290076,19.0
322a,0-2,1,344.0,28251.231284,339.0
322a,11-20,0,92.0,7473.120343,87.0
322a,11-20,1,1622.0,131514.135118,1560.0
322a,21+,0,693.0,55469.672042000006,640.0
322a,21+,1,1719.0,135392.28492920002,1564.0
322a,3-5,0,17.0,1392.470068,17.0
322a,3-5,1,633.0,52267.522177,626.0
322a,6-10,0,27.0,2211.570108,27.0
322a,6-10,1,884.0,72680.113019,867.0
322b,0-2,1,27.0,2283.93009,27.0
322b,11-20,1,16.0,1310.560064,16.0
322b,21+,0,17.0,1392.470068,17.0
322b,21+,1,13.0,1064.830052,13.0
322b,3-5,1,33.0,2703.030132,33.0
322b,6-10,0,10.0,819.10004,10.0
322b,6-10,1,74.0,6208.940248,74.0
322x,0-2,0,24.0,1011.1499858,0.0
322x,0-2,1,146.0,10256.710315,87.0
322x,11-20,1,78.0,6016.320198,68.0
322x,21+,0,72.0,6285.130034,56.0
322x,21+,1,190.0,15451.540145,156.0
322x,3-5,1,26.0,1997.310079,21.0
322x,6-10,1,49.0,3544.150136,37.0
329z,0-2,0,442.0,23209.1502853,133.0
329z,0-2,1,609.0,39850.7105272,318.0
329z,11-20,0,345.0,28543.26026,262.0
329z,11-20,1,1180.0,94723.140779,923.0
329z,21+,0,72.0,5779.980021,51.0
329z,21+,1,212.0,17391.050152,162.0
329z,3-5,0,106.0,8757.340066,87.0
329z,3-5,1,303.0,25157.490231,252.0
329z,6-10,0,196.0,16681.690159,167.0
329z,6-10,1,599.0,49612.820488,498.0
340a,0-2,0,2417.0,170822.4109338,1432.0
340a,0-2,1,7607.0,638740.540439,6302.0
340a,11-20,0,9898.0,761922.0093957001,6565.0
340a,11-20,1,28458.0,2240119.56011798,20559.0
340a,21+,0,15278.0,1189256.9888932,10149.0
340a,21+,1,27932.0,2219333.837108,20133.0
340a,3-5,0,3842.0,307435.2800142,2758.0
340a,3-5,1,10877.0,910233.1806439,8802.0
340a,6-10,0,6298.0,491482.9100522,4319.0
340a,6-10,1,15429.0,1228067.04132355,11370.0
340a,na,0,850.0,62286.0100289,532.0
340a,na,1,1212.0,86907.7299075,778.0
340b,11-20,1,16.0,1395.760016,16.0
340b,6-10,1,17.0,635.1600007,5.0
340d,11-20,0,10.0,821.5000150000001,5.0
340d,11-20,1,69.0,4587.1400300000005,40.0
340d,3-5,1,24.0,1265.2600166,5.0
340d,6-10,0,16.0,650.5600191999999,0.0
340d,6-10,1,118.0,7815.9700468,76.0
340e,11-20,1,23.0,692.5800032,0.0
340e,6-10,1,22.0,710.6900026,5.0
340f,21+,1,20.0,1913.970001,20.0
340g,11-20,0,713.0,29551.6601337,150.0
340g,11-20,1,1901.0,79296.1300643,387.0
340g,21+,0,471.0,16678.6700353,53.0
340g,21+,1,1316.0,47122.1500227,161.0
340g,3-5,0,31.0,1196.1000032,6.0
340g,3-5,1,64.0,2994.3100343,17.0
340g,6-10,0,203.0,8238.9700798,39.0
340g,6-10,1,499.0,21499.450133,95.0
340g,na,0,84.0,1833.9000144,0.0
340g,na,1,233.0,5960.2199636,5.0
340x,0-2,0,6635.0,334953.1436877,1705.0
340x,0-2,1,8849.0,583535.2248542,4665.0
340x,11-20,0,2895.0,226825.1801176,1834.0
340x,11-20,1,7418.0,583965.67110818,5109.0
340x,21+,0,787.0,62291.1400248,528.0
340x,21+,1,1712.0,136579.4402549,1266.0
340x,3-5,0,892.0,67360.6302415,578.0
340x,3-5,1,2414.0,189982.7206988,1683.0
340x,6-10,0,1439.0,112130.8501412,936.0
340x,6-10,1,3503.0,273601.1908455,2367.0
340x,na,0,1112.0,50391.1502684,284.0
340x,na,1,2256.0,107623.9101728,667.0
341z,0-2,0,1063.0,60729.3806348,247.0
341z,0-2,1,1667.0,117653.9009254,937.0
341z,11-20,0,679.0,49845.279931000005,222.0
341z,11-20,1,1304.0,93656.110527,625.0
341z,21+,0,119.0,8372.890041,35.0
341z,21+,1,139.0,8880.910111,41.0
341z,3-5,0,1022.0,72154.7405685,378.0
341z,3-5,1,2128.0,153757.0510255,1133.0
341z,6-10,0,1693.0,121766.5906902,624.0
341z,6-10,1,3039.0,214849.2713042,1467.0
341z,na,0,254.0,16865.550133599998,127.0
341z,na,1,229.0,13021.7801084,81.0
342z,0-2,0,239.0,12906.3701657,73.0
342z,0-2,1,345.0,25236.870376,223.0
342z,11-20,0,603.0,46351.860498500006,334.0
342z,11-20,1,1215.0,93877.530721,738.0
342z,21+,0,3034.0,227427.0412315,1602.0
342z,21+,1,4158.0,317699.0617087,2563.0
342z,3-5,0,190.0,13320.820173,91.0
342z,3-5,1,405.0,28674.6703375,216.0
342z,6-10,0,291.0,20979.010276,148.0
342z,6-10,1,600.0,44900.800378,358.0
342z,na,0,196.0,12096.3901388,78.0
342z,na,1,311.0,16893.2601405,132.0
343z,0-2,1,101.0,8325.58004,101.0
343z,11-20,0,235.0,20114.219849,183.0
343z,11-20,1,571.0,48019.999783,455.0
343z,21+,0,108.0,8216.689916,82.0
343z,21+,1,133.0,11508.049844,122.0
343z,3-5,0,48.0,3939.819993,48.0
343z,3-5,1,236.0,19619.050065,236.0
343z,6-10,0,103.0,8606.239908,96.0
343z,6-10,1,391.0,31367.0299147,321.0
343z,na,0,56.0,1620.8699829,10.0
343z,na,1,129.0,3836.8499834,18.0
344z,0-2,0,366.0,26036.3399807,238.0
344z,0-2,1,846.0,74186.209839,796.0
344z,11-20,0,323.0,28420.9597834,317.0
344z,11-20,1,579.0,49487.999751200005,520.0
344z,21+,0,524.0,43715.219822,427.0
344z,21+,1,1025.0,82867.97973400001,794.0
344z,3-5,0,452.0,40225.749781,440.0
344z,3-5,1,878.0,77948.029763,828.0
344z,6-10,0,709.0,62331.079626,677.0
344z,6-10,1,1369.0,118346.2795522,1244.0
344z,na,0,73.0,4980.7500339,52.0
344z,na,1,167.0,10098.9900092,89.0
345a,0-2,0,101.0,7049.640084,54.0
345a,0-2,1,369.0,29692.510184,272.0
345a,11-20,0,198.0,15263.000158,112.0
345a,11-20,1,799.0,57841.100229,410.0
345a,3-5,0,82.0,6535.910058,53.0
345a,3-5,1,366.0,28544.070191,235.0
345a,6-10,0,248.0,15471.8301315,77.0
345a,6-10,1,848.0,54806.4303451,334.0
345b,0-2,1,64.0,5219.610011000001,34.0
345b,11-20,0,89.0,7528.4400084,77.0
345b,11-20,1,723.0,58316.7098097,513.0
345b,21+,0,2583.0,201347.8002846,1757.0
345b,21+,1,4339.0,343817.0996436,2963.0
345b,3-5,1,44.0,3977.580014,39.0
345b,6-10,1,156.0,12117.4800134,104.0
345b,na,0,112.0,8254.080041000001,73.0
345b,na,1,104.0,8078.450001,77.0
345c,0-2,0,225.0,15913.9397886,139.0
345c,0-2,1,1187.0,105139.287702,1092.0
345c,11-20,0,37.0,3250.57991,37.0
345c,11-20,1,173.0,15002.389761,155.0
345c,21+,0,755.0,58130.089914,524.0
345c,21+,1,2125.0,163117.219546,1546.0
345c,3-5,0,146.0,12733.929813,136.0
345c,3-5,1,1050.0,89710.38845000001,919.0
345c,6-10,0,228.0,19964.339681,217.0
345c,6-10,1,1078.0,90461.348804,890.0
345c,na,0,37.0,2775.820019,27.0
345c,na,1,41.0,3152.899995,34.0
345x,0-2,0,1422.0,68977.3105795,293.0
345x,0-2,1,2364.0,142506.3806376,991.0
345x,11-20,0,507.0,39627.490113,338.0
345x,11-20,1,1756.0,133924.219978,1113.0
345x,21+,0,125.0,9631.019966,76.0
345x,21+,1,372.0,30078.089864,279.0
345x,3-5,0,94.0,7242.25003,59.0
345x,3-5,1,492.0,36888.470087,325.0
345x,6-10,0,323.0,25111.930073,219.0
345x,6-10,1,929.0,70679.7500512,602.0
345x,na,0,27.0,798.4899951000001,6.0
345x,na,1,48.0,946.6300097,0.0
346a,0-2,0,62.0,4768.279994,56.0
346a,0-2,1,2049.0,164187.89999,2024.0
346a,11-20,0,39.0,3228.87,39.0
346a,11-20,1,568.0,46128.310074,534.0
346a,21+,0,201.0,16392.070008,196.0
346a,21+,1,440.0,35729.620009,403.0
346a,3-5,0,66.0,5392.4400000000005,66.0
346a,3-5,1,1257.0,101543.68006,1231.0
346a,6-10,0,87.0,7003.5,87.0
346a,6-10,1,1368.0,110902.260056,1314.0
346a,na,0,225.0,18137.009986,211.0
346a,na,1,616.0,49574.66007,566.0
346x,0-2,1,28.0,2254.0,28.0
346x,11-20,1,43.0,3477.280022,32.0
346x,21+,0,528.0,42459.950184,377.0
346x,21+,1,746.0,59534.840298,535.0
346x,3-5,1,14.0,1127.0,14.0
346x,6-10,1,34.0,2737.0,34.0
346x,na,0,642.0,47110.5302413,419.0
346x,na,1,503.0,33982.7900898,281.0
349z,0-2,0,1149.0,66727.3305698,413.0
349z,0-2,1,2227.0,154810.5509523,1234.0
349z,11-20,0,1813.0,140778.0398267,1149.0
349z,11-20,1,4611.0,361073.4902194,3151.0
349z,21+,0,1910.0,141386.2901427,1181.0
349z,21+,1,3495.0,263313.160163,2324.0
349z,3-5,0,436.0,34932.750193,290.0
349z,3-5,1,1109.0,87990.050296,771.0
349z,6-10,0,851.0,67045.4200816,535.0
349z,6-10,1,2225.0,169963.5105231,1416.0
349z,na,0,1494.0,87082.7501824,635.0
349z,na,1,2753.0,142923.2200168,918.0
380a,0-2,0,827.0,61789.6705249,700.0
380a,0-2,1,1924.0,153339.6507804,1722.0
380a,11-20,0,1865.0,148554.768586,1697.0
380a,11-20,1,7062.0,562049.26445,6263.0
380a,21+,0,4118.0,317111.3498703,3353.0
380a,21+,1,8547.0,671310.4333818001,7165.0
380a,3-5,0,875.0,68455.4801552,841.0
380a,3-5,1,2737.0,220963.082676,2543.0
380a,6-10,0,1111.0,88741.019459,1086.0
380a,6-10,1,3920.0,316185.293621,3685.0
380a,na,0,44.0,3317.910001,37.0
380a,na,1,93.0,7745.280028,93.0
380c,0-2,0,42.0,2946.5900365,30.0
380c,0-2,1,547.0,43574.5103996,401.0
380c,11-20,0,191.0,15822.589933,166.0
380c,11-20,1,1423.0,114878.8101946,1165.0
380c,21+,0,51.0,4617.670046,51.0
380c,21+,1,170.0,13515.209996,141.0
380c,3-5,0,91.0,7640.019955,91.0
380c,3-5,1,888.0,72009.6202364,703.0
380c,6-10,0,182.0,15382.429988,165.0
380c,6-10,1,1190.0,97980.020336,999.0
380x,0-2,0,2947.0,149481.9512994,858.0
380x,0-2,1,3599.0,219439.8619343,1702.0
380x,11-20,0,837.0,53227.4800513,399.0
380x,11-20,1,2380.0,150912.1302032,1167.0
380x,21+,0,641.0,44461.5500944,359.0
380x,21+,1,1373.0,86784.6801773,673.0
380x,3-5,0,197.0,12974.8400284,106.0
380x,3-5,1,711.0,49754.7703336,416.0
380x,6-10,0,406.0,26468.9301335,202.0
380x,6-10,1,1499.0,98463.2104628,766.0
380x,na,0,326.0,11833.5300021,59.0
380x,na,1,898.0,36320.800068,152.0
420z,na,1,16.0,225.5600029,0.0
421a,0-2,0,201.0,12411.5600614,84.0
421a,0-2,1,835.0,59247.2103056,455.0
421a,11-20,0,475.0,35680.729884,301.0
421a,11-20,1,2805.0,205193.8595322,1555.0
421a,21+,0,528.0,41949.24996,385.0
421a,21+,1,1787.0,135780.4399254,1164.0
421a,3-5,0,177.0,12595.299977,103.0
421a,3-5,1,1115.0,83370.4503746,689.0
421a,6-10,0,236.0,16485.5299646,136.0
421a,6-10,1,1396.0,100216.4099866,759.0
421b,0-2,1,56.0,4412.160024,31.0
421b,11-20,0,36.0,2711.339993,22.0
421b,11-20,1,392.0,29012.6099,215.0
421b,21+,0,27.0,2232.699993,20.0
421b,21+,1,143.0,10915.290019,83.0
421b,3-5,0,10.0,805.0,5.0
421b,3-5,1,66.0,5204.3600160000005,37.0
421b,6-10,1,137.0,10386.699898,73.0
421x,0-2,0,333.0,12095.85015,21.0
421x,0-2,1,412.0,19212.870125,79.0
421x,11-20,0,15.0,934.35001,0.0
421x,11-20,1,102.0,6838.510009,46.0
421x,3-5,1,33.0,2071.979995,12.0
421x,6-10,1,69.0,4093.960016,21.0
421x,na,0,13.0,316.9300007,0.0
421x,na,1,39.0,1581.9200215,12.0
422z,0-2,0,366.0,17578.1801389,89.0
422z,0-2,1,954.0,58542.8799976,380.0
422z,11-20,0,186.0,14427.779914,131.0
422z,11-20,1,1361.0,102813.989593,828.0
422z,21+,0,22.0,1925.739954,22.0
422z,21+,1,84.0,7012.690017,65.0
422z,3-5,0,128.0,9199.5999865,84.0
422z,3-5,1,907.0,63935.019806,472.0
422z,6-10,0,161.0,12143.0398795,114.0
422z,6-10,1,1039.0,74876.049604,589.0
423z,0-2,0,11.0,270.3500065,0.0
423z,0-2,1,118.0,6054.209922,14.0
423z,11-20,0,24.0,1577.049979,13.0
423z,11-20,1,433.0,29138.509604000003,170.0
423z,21+,0,22.0,1632.33997,16.0
423z,21+,1,275.0,20513.029853,160.0
423z,3-5,1,177.0,10082.259863,45.0
423z,6-10,0,13.0,773.6099770000001,5.0
423z,6-10,1,290.0,17521.069745999997,82.0
429z,0-2,0,88.0,3600.9200147,13.0
429z,0-2,1,204.0,10486.7699897,52.0
429z,11-20,0,40.0,3247.789997,34.0
429z,11-20,1,252.0,15791.749957,101.0
429z,3-5,1,47.0,2828.000017,11.0
429z,6-10,0,20.0,957.030026,0.0
429z,6-10,1,156.0,8562.0099765,46.0
440z,na,1,10.0,66.2000025,0.0
441z,0-2,0,76.0,6275.870055699999,69.0
441z,0-2,1,422.0,37179.24039,380.0
441z,11-20,0,168.0,14622.760118,130.0
441z,11-20,1,829.0,71285.270002,682.0
441z,21+,0,348.0,30548.250225,291.0
441z,21+,1,1062.0,89302.420345,854.0
441z,3-5,0,73.0,6518.910023,64.0
441z,3-5,1,297.0,26107.68016,256.0
441z,6-10,0,44.0,4027.930048,39.0
441z,6-10,1,351.0,31005.539961,302.0
441z,na,1,20.0,1440.1800064,14.0
442z,0-2,0,113.0,6858.0100441,54.0
442z,0-2,1,428.0,33061.680223,292.0
442z,11-20,0,274.0,21405.659939,172.0
442z,11-20,1,1879.0,143451.799966,1135.0
442z,21+,0,507.0,40095.359986,347.0
442z,21+,1,1859.0,143021.2001908,1175.0
