grp,expband,fresh,n,ws,wh
25T,21+,1,1575.0,99158.481291,171.0
25T,3-5,0,37.0,2336.980024,7.0
25T,3-5,1,291.0,18706.870157,58.0
25T,6-10,0,117.0,7621.220077,19.0
25T,6-10,1,659.0,42922.600425,95.0
25T,na,0,50.0,3113.35005,0.0
25T,na,1,22.0,1370.3800219999998,0.0
33E,0-2,0,6179.0,249655.66295968,776.0
33E,0-2,1,16313.0,714825.65050778,2234.0
33E,21+,0,26927.0,1820594.8950146,13008.0
33E,21+,1,53163.0,3593889.51036206,27283.0
33E,3-5,0,4476.0,204798.1223604,756.0
33E,3-5,1,6995.0,332747.07421682,1310.0
33E,na,0,1778.0,121718.3102314,954.0
33E,na,1,1721.0,114234.1501571,880.0
33H,0-2,0,1301.0,49063.5409623,76.0
33H,0-2,1,4593.0,184004.1537913,228.0
33H,11-20,0,6357.0,292573.27253453,1097.0
33H,11-20,1,16943.0,772107.42582246,2840.0
33H,21+,0,42242.0,2447719.01726662,15225.0
33H,21+,1,84204.0,4633320.51637771,27798.0
33H,3-5,0,2335.0,92060.8914159,187.0
33H,3-5,1,5231.0,208708.61323416,401.0
33H,6-10,0,4674.0,196291.81250364,578.0
33H,6-10,1,10671.0,448419.51493745,1210.0
33H,na,0,17869.0,974476.95253622,6251.0
33H,na,1,30876.0,1525851.95219467,8620.0
34P,0-2,0,24256.0,1174610.7603493,5466.0
34P,0-2,1,33658.0,1971921.64472848,13188.0
34P,11-20,0,9989.0,730289.43042,5525.0
34P,11-20,1,26367.0,1917303.12321515,15554.0
34P,21+,0,5309.0,392468.0202214,3074.0
34P,21+,1,10246.0,764324.0310679,6434.0
34P,3-5,0,3835.0,253389.0708232,1714.0
34P,3-5,1,9879.0,679445.9725427,5119.0
34P,6-10,0,5955.0,425495.67045695,3095.0
34P,6-10,1,15285.0,1082498.76332764,8342.0
34P,na,0,347.0,25047.5799758,217.0
34P,na,1,399.0,29940.480063,256.0
35B,0-2,0,19.0,1556.290076,19.0
35B,0-2,1,386.0,31823.721376,376.0
35B,11-20,0,96.0,7440.260341,86.0
35B,11-20,1,1633.0,132441.645145,1571.0
35B,21+,0,714.0,57166.402112,660.0
35B,21+,1,1734.0,136813.1549948,1581.0
35B,3-5,0,21.0,1720.110084,21.0
35B,3-5,1,671.0,55448.282275,662.0
35B,6-10,0,36.0,2948.760144,36.0
35B,6-10,1,970.0,79889.54324300001,948.0
35E,0-2,0,3183.0,225687.0511108,1887.0
35E,0-2,1,9446.0,792248.0308440999,7810.0
35E,11-20,0,11465.0,863509.3095172,7335.0
35E,11-20,1,33225.0,2581966.25020593,23456.0
35E,21+,0,16298.0,1247287.4191068,10565.0
35E,21+,1,30599.0,2383786.8173312,21371.0
35E,3-5,0,4688.0,371799.64004,3324.0
35E,3-5,1,13143.0,1093045.4010509,10533.0
35E,6-10,0,7333.0,562861.1701982,4893.0
35E,6-10,1,18254.0,1438633.77160585,13248.0
35E,na,0,2793.0,174883.2902436,1333.0
35E,na,1,5020.0,293336.3999267,2167.0
35F,0-2,0,915.0,55315.750234,390.0
35F,0-2,1,4115.0,286192.3900495,2123.0
35F,11-20,0,1511.0,111493.730217,887.0
35F,11-20,1,8844.0,642237.6589926,4800.0
35F,21+,0,1111.0,83624.730049,704.0
35F,21+,1,3584.0,269769.7096288,2415.0
35F,3-5,0,1000.0,68895.4501507,498.0
35F,3-5,1,5761.0,408520.8500876,2910.0
35F,6-10,0,1259.0,91917.4100602,719.0
35F,6-10,1,6867.0,492187.9396898,3574.0
35F,na,0,17.0,1511.46001,17.0
35F,na,1,28.0,2153.2500120000004,23.0
35J,0-2,0,1001.0,73886.0506232,808.0
35J,0-2,1,2813.0,221222.45127,2339.0
35J,11-20,0,2619.0,194659.1187121,2056.0
35J,11-20,1,9761.0,741727.3546453,7809.0
35J,21+,0,4540.0,342203.469979,3524.0
35J,21+,1,9525.0,726546.8533857,7558.0
35J,3-5,0,1123.0,86642.8101514,1020.0
35J,3-5,1,4016.0,320567.6930707,3484.0
35J,6-10,0,1606.0,123019.5794748,1399.0
35J,6-10,1,5892.0,458472.5740872,4986.0
35J,na,0,375.0,16414.660037,106.0
35J,na,1,1004.0,44996.7101485,253.0
35M,0-2,0,616.0,40997.6403273,345.0
35M,0-2,1,1430.0,114543.5307995,1134.0
35M,11-20,0,1074.0,88117.4906315,849.0
35M,11-20,1,3829.0,305976.1316446,2996.0
35M,21+,0,809.0,67497.630127,680.0
35M,21+,1,2057.0,170999.10061239998,1710.0
35M,3-5,0,907.0,72620.2004612,710.0
35M,3-5,1,2454.0,198558.931161,1956.0
35M,6-10,0,1070.0,86582.130642,856.0
35M,6-10,1,3014.0,241840.8212933,2400.0
35M,na,0,95.0,8508.950015,95.0
35M,na,1,119.0,10438.060036,108.0
35P,0-2,0,158.0,11891.649942,128.0
35P,0-2,1,1765.0,139038.98897399998,1593.0
35P,11-20,0,620.0,48148.689871,512.0
35P,11-20,1,2973.0,236225.928898,2641.0
35P,21+,0,809.0,60752.07968159999,654.0
35P,21+,1,1698.0,134576.089924,1533.0
35P,3-5,0,268.0,21538.959913,255.0
35P,3-5,1,1957.0,155027.558973,1771.0
35P,6-10,0,405.0,31798.01988,351.0
35P,6-10,1,2611.0,206935.798732,2338.0
35P,na,0,279.0,21166.45005,217.0
35P,na,1,808.0,63493.799987,734.0
35S,0-2,0,1035.0,60262.0306079,355.0
35S,0-2,1,3531.0,268268.151194,2159.0
35S,11-20,0,1575.0,121362.780213,970.0
35S,11-20,1,6858.0,536313.8801595,4540.0
35S,21+,0,5946.0,450397.8308408,3784.0
35S,21+,1,7880.0,605922.9699381,5187.0
35S,3-5,0,908.0,66515.6403886,538.0
35S,3-5,1,4314.0,343985.8711588,2910.0
35S,6-10,0,1207.0,90815.4605121,761.0
35S,6-10,1,5077.0,402044.6708142,3423.0
35S,na,0,1122.0,62129.5602845,412.0
35S,na,1,2497.0,131615.1801777,813.0
35V,0-2,0,62.0,4768.279994,56.0
35V,0-2,1,2049.0,164187.89999,2024.0
35V,11-20,0,39.0,3228.87,39.0
35V,11-20,1,568.0,46128.310074,534.0
35V,21+,0,1117.0,86414.4800334,947.0
35V,21+,1,3798.0,295097.1501936,3214.0
35V,3-5,0,66.0,5392.4400000000005,66.0
35V,3-5,1,1257.0,101543.68006,1231.0
35V,6-10,0,87.0,7003.5,87.0
35V,6-10,1,1368.0,110902.260056,1314.0
35V,na,0,554.0,43571.689973,495.0
35V,na,1,1055.0,83979.280048,949.0
35Y,0-2,0,1576.0,96615.1906669,635.0
35Y,0-2,1,3568.0,285341.638933,2729.0
35Y,11-20,0,2577.0,192502.4108229,1470.0
35Y,11-20,1,5832.0,432877.4310111,3475.0
35Y,21+,0,4102.0,303864.0713231,2207.0
35Y,21+,1,5319.0,394946.6415686,3145.0
35Y,3-5,0,1834.0,137570.5406607,1115.0
35Y,3-5,1,4387.0,337486.8899579,2964.0
35Y,6-10,0,3279.0,243114.0910005,1861.0
35Y,6-10,1,6842.0,501346.0306183,4092.0
35Y,na,0,977.0,72728.0503469,613.0
35Y,na,1,709.0,51679.020046,432.0
43Z,11-20,0,76.0,3549.7700348,22.0
43Z,11-20,1,267.0,10499.6700036,51.0
43Z,21+,0,1484.0,95895.4702602,712.0
43Z,21+,1,3779.0,239008.6007693,1777.0
43Z,6-10,1,41.0,1521.9600127,5.0
43Z,na,0,4082.0,179825.35069734,907.0
43Z,na,1,9664.0,446314.06046683,2320.0
44P,0-2,0,5706.0,269755.16237625,1295.0
44P,0-2,1,7418.0,458299.2933896,3094.0
44P,11-20,0,2717.0,211022.8915858,1783.0
44P,11-20,1,7599.0,566073.1321492,4662.0
44P,21+,0,1369.0,111508.8107346,989.0
44P,21+,1,3188.0,256395.30087,2282.0
44P,3-5,0,1281.0,92085.2908436,740.0
44P,3-5,1,3062.0,217878.931112,1721.0
44P,6-10,0,1753.0,134818.8310993,1142.0
44P,6-10,1,4054.0,294172.0711929,2372.0
44P,na,0,32.0,2089.65002,11.0
44P,na,1,50.0,4381.080039,40.0
45B,0-2,0,354.0,21325.7900493,153.0
45B,0-2,1,1616.0,113354.4301909,843.0
45B,11-20,0,917.0,67337.8197125,546.0
45B,11-20,1,5201.0,379460.4086721,2851.0
45B,21+,0,707.0,56124.21989,510.0
45B,21+,1,2430.0,185172.699855,1551.0
45B,3-5,0,395.0,28282.2799757,234.0
45B,3-5,1,2343.0,168005.9599755,1285.0
45B,6-10,0,521.0,37454.8698188,307.0
45B,6-10,1,3015.0,215983.1693815,1617.0
45B,na,1,13.0,1177.630001,13.0
45DH,0-2,0,728.0,56845.8206389,505.0
45DH,0-2,1,2606.0,233002.2921125,2246.0
45DH,11-20,0,2321.0,206827.8818287,1950.0
45DH,11-20,1,7729.0,675591.1429895001,6419.0
45DH,21+,0,1431.0,129698.731101,1251.0
45DH,21+,1,4406.0,401053.72241,3963.0
45DH,3-5,0,1058.0,95515.041028,926.0
45DH,3-5,1,2916.0,261080.89196230003,2537.0
45DH,6-10,0,1231.0,111891.0912512,1094.0
45DH,6-10,1,3149.0,280724.4915184,2752.0
45DH,na,0,1362.0,129124.041407,1294.0
45DH,na,1,4221.0,385167.3028582,3733.0
45DL,0-2,0,614.0,41465.5203584,299.0
45DL,0-2,1,1310.0,115027.940799,1086.0
45DL,11-20,0,773.0,65834.080419,617.0
45DL,11-20,1,2492.0,193526.5304401,1689.0
45DL,21+,0,1863.0,157699.3809526,1431.0
45DL,21+,1,4354.0,369047.3722096,3463.0
45DL,3-5,0,532.0,47854.650467,444.0
45DL,3-5,1,1241.0,108234.9405354,1018.0
45DL,6-10,0,715.0,63804.630488,613.0
45DL,6-10,1,1434.0,122456.380308,1159.0
45DL,na,0,990.0,69042.6104199,589.0
45DL,na,1,1617.0,98077.120498,766.0
45FM,0-2,0,157.0,14025.130211,140.0
45FM,0-2,1,836.0,75073.43082,768.0
45FM,11-20,0,370.0,32217.110406,294.0
45FM,11-20,1,1946.0,168757.51031060002,1621.0
45FM,21+,0,697.0,58280.8204385,537.0
45FM,21+,1,2017.0,170621.1507535,1642.0
45FM,3-5,0,161.0,14264.240187,140.0
45FM,3-5,1,748.0,67393.270515,674.0
45FM,6-10,0,143.0,12981.460164,123.0
45FM,6-10,1,913.0,79814.5102027,777.0
45FM,na,1,12.0,1183.920003,12.0
45G,0-2,0,41.0,3071.860001,29.0
45G,0-2,1,356.0,29004.139865,280.0
45G,11-20,0,91.0,7776.969912,80.0
45G,11-20,1,970.0,77293.179669,688.0
45G,21+,0,161.0,12854.469927,136.0
45G,21+,1,698.0,55651.859877,520.0
45G,3-5,0,33.0,2594.069965,27.0
45G,3-5,1,444.0,35364.039835,330.0
45G,6-10,0,37.0,2993.749965,31.0
45G,6-10,1,422.0,34284.959701,317.0
45K,0-2,0,64.0,5241.020027,51.0
45K,0-2,1,346.0,27920.680206,264.0
45K,11-20,0,248.0,19560.979937,162.0
45K,11-20,1,1802.0,138603.749954,1105.0
45K,21+,0,468.0,37328.299971,328.0
45K,21+,1,1753.0,136922.310227,1132.0
45K,3-5,0,101.0,8273.480049,76.0
45K,3-5,1,347.0,27848.890109000004,251.0
45K,6-10,0,79.0,5969.769978,44.0
45K,6-10,1,589.0,46376.809828,407.0
45Q,0-2,0,25.0,2068.040029,17.0
45Q,0-2,1,602.0,52310.930615,547.0
45Q,11-20,0,534.0,39277.3302006,344.0
45Q,11-20,1,2073.0,157565.7898798,1412.0
45Q,21+,0,1157.0,86785.3602312,733.0
45Q,21+,1,1240.0,86396.8401034,680.0
45Q,3-5,0,100.0,8687.60007,81.0
45Q,3-5,1,1067.0,91429.4204436,928.0
45Q,6-10,0,333.0,27409.6301339,274.0
45Q,6-10,1,1537.0,123244.2497751,1129.0
45Q,na,0,639.0,38984.0401639,287.0
45Q,na,1,1848.0,115665.0899651,865.0
45X,11-20,0,102.0,3296.6000515,6.0
45X,11-20,1,427.0,16995.8099731,59.0
45X,21+,0,26.0,369.7799982,0.0
45X,21+,1,155.0,4887.7100081,10.0
45X,6-10,0,27.0,486.9100039,0.0
45X,6-10,1,161.0,6933.4100047,19.0
45X,na,0,333.0,10049.2500339,15.0
45X,na,1,845.0,29489.7600684,92.0
53A,21+,0,13099.0,678442.81205815,3038.0
53A,21+,1,17737.0,963593.13177216,5077.0
53A,na,0,4543.0,235393.48042006,1095.0
53A,na,1,3123.0,156302.82015498,597.0
53B,0-2,0,2592.0,70350.0092923,75.0
53B,0-2,1,7591.0,219274.03906869,332.0
53B,11-20,0,8504.0,255979.84555524,188.0
53B,11-20,1,14726.0,483425.82383856,612.0
53B,21+,0,22918.0,700938.28306352,911.0
53B,21+,1,39403.0,1268555.02836551,2029.0
53B,3-5,0,5041.0,136226.45807265,96.0
53B,3-5,1,9210.0,286748.32762192,403.0
53B,6-10,0,8373.0,244918.91622551,179.0
53B,6-10,1,14008.0,462714.205374,696.0
53B,na,0,3929.0,104321.29961344,123.0
53B,na,1,6684.0,190431.65908978,303.0
53E,0-2,0,1494.0,49419.01982078,90.0
53E,0-2,1,6104.0,203385.3780465,341.0
53E,11-20,0,9199.0,375522.05011493,1327.0
53E,11-20,1,21981.0,912328.89949643,3248.0
53E,21+,0,23539.0,1031205.84051302,3512.0
53E,21+,1,50975.0,2330339.3378184102,9555.0
53E,3-5,0,3033.0,104078.46961232,226.0
53E,3-5,1,6999.0,238296.72836211,469.0
53E,6-10,0,6894.0,251111.57988357,662.0
53E,6-10,1,15027.0,574291.07908171,1802.0
53E,na,0,3541.0,133545.68996254,434.0
53E,na,1,6743.0,261457.57943188,899.0
53F,0-2,0,955.0,21049.0705004,6.0
53F,0-2,1,3212.0,71843.7718893,44.0
53F,11-20,0,5284.0,139876.81205479,212.0
53F,11-20,1,12287.0,369656.85485266,917.0
53F,21+,0,17545.0,562858.19521328,1245.0
53F,21+,1,34750.0,1182015.57935763,3388.0
53F,3-5,0,1753.0,39998.04090182,33.0
53F,3-5,1,3480.0,83197.2716408,91.0
53F,6-10,0,4063.0,95562.51178585,100.0
53F,6-10,1,8449.0,222435.53375309,367.0
53F,na,0,1881.0,51624.42048088,74.0
53F,na,1,3836.0,110603.95060502,196.0
53I,0-2,0,923.0,22169.830075,30.0
53I,0-2,1,2982.0,73742.54013686,125.0
53I,11-20,0,9634.0,316087.69122597,903.0
53I,11-20,1,21381.0,748809.74242316,2611.0
53I,21+,0,46355.0,1489247.38363254,3486.0
53I,21+,1,88737.0,2895507.20536143,7344.0
53I,3-5,0,1836.0,45231.5601342,59.0
53I,3-5,1,4398.0,124108.85042663,358.0
53I,6-10,0,6149.0,192507.73103799,524.0
53I,6-10,1,12932.0,432726.1216158,1361.0
53I,na,0,16733.0,550535.3009069,1429.0
53I,na,1,23210.0,781092.05069365,2265.0
53R,0-2,0,379.0,8465.1100488,12.0
53R,0-2,1,1535.0,30282.340138,6.0
53R,11-20,0,1404.0,29173.60016734,15.0
53R,11-20,1,2914.0,77524.22025321,102.0
53R,21+,0,4899.0,153456.83071936,301.0
53R,21+,1,9940.0,341321.06077158,837.0
53R,3-5,0,1018.0,20046.3200962,11.0
53R,3-5,1,2082.0,46760.90026446,25.0
53R,6-10,0,1428.0,29172.61011096,22.0
53R,6-10,1,2723.0,64329.28043205,70.0
53R,na,0,233.0,8134.2300302,13.0
53R,na,1,503.0,18350.90007326,43.0
54P,0-2,0,16634.0,756120.24553241,3293.0
54P,0-2,1,19387.0,1154651.50596828,7066.0
54P,11-20,0,5997.0,433120.1621424,3130.0
54P,11-20,1,16374.0,1154644.24213402,8438.0
54P,21+,0,1589.0,114130.7706562,803.0
54P,21+,1,4549.0,331553.94069222,2501.0
54P,3-5,0,2138.0,150968.24094750002,1150.0
54P,3-5,1,6241.0,430106.3210972,3121.0
54P,6-10,0,3181.0,233001.771201,1799.0
54P,6-10,1,8196.0,567848.091035,4151.0
55A,0-2,0,173.0,15478.279572,168.0
55A,0-2,1,791.0,67924.10881,681.0
55A,11-20,0,449.0,39134.918759,378.0
55A,11-20,1,1246.0,108402.117341,1055.0
55A,21+,0,718.0,60982.168327,558.0
55A,21+,1,1372.0,113834.037088,1046.0
55A,3-5,0,245.0,21565.359335,225.0
55A,3-5,1,897.0,78658.988378,803.0
55A,6-10,0,332.0,29349.959152,302.0
55A,6-10,1,1014.0,89259.898001,911.0
55B,0-2,0,169.0,15422.600017,152.0
55B,0-2,1,1229.0,107149.140334,1024.0
55B,11-20,0,727.0,60775.51016,504.0
