period,coef,se,pvalue,n_obs,n_emp_total,converged,elapsed_s,status,age_group
2019H1,-0.004881128291429,0.0153589857151279,0.750634545115088,11682918,21181520,True,44.3057441711426,ok,22-25
2019H2,-0.0311641245425168,0.0160768398743791,0.0525685402815132,11682918,21181520,True,44.3057441711426,ok,22-25
2020H1,-0.0346125057027776,0.0148777210530956,0.0199937274726738,11682918,21181520,True,44.3057441711426,ok,22-25
2020H2,-0.0467255267382604,0.0154484358553395,0.0024895215559903,11682918,21181520,True,44.3057441711426,ok,22-25
2021H1,-0.0179588710196719,0.0106128793548571,0.0906122184395153,11682918,21181520,True,44.3057441711426,ok,22-25
2021H2,-0.0513287982680874,0.0112914369155521,5.47227428516996e-06,11682918,21181520,True,44.3057441711426,ok,22-25
2022H1,0.0,0.0,,11682918,21181520,True,44.3057441711426,reference,22-25
2022H2,-0.0498029266746359,0.0082817080799093,1.8144156133026302e-09,11682918,21181520,True,44.3057441711426,ok,22-25
2023H1,0.0051818364257942,0.0096934254227767,0.592945663413235,11682918,21181520,True,44.3057441711426,ok,22-25
2023H2,-0.0180848247071309,0.0122404399979665,0.139550967386334,11682918,21181520,True,44.3057441711426,ok,22-25
2024H1,-0.282934725626412,0.0145011103487849,8.81088729332817e-85,11682918,21181520,True,44.3057441711426,ok,22-25
2024H2,-0.347167443966796,0.0168974916400062,8.44343537351771e-94,11682918,21181520,True,44.3057441711426,ok,22-25
2025H1,-0.587578977215365,0.0258690336960542,3.28748114407588e-114,11682918,21181520,True,44.3057441711426,ok,22-25
2019H1,-0.039003020068053,0.0120037282482619,0.0011571292059991,15983058,36258195,True,62.0137550830841,ok,26-30
2019H2,-0.0574354105072579,0.0119157914641023,1.43479997465127e-06,15983058,36258195,True,62.0137550830841,ok,26-30
2020H1,-0.0504914187565216,0.0097553339769765,2.26966221541577e-07,15983058,36258195,True,62.0137550830841,ok,26-30
2020H2,-0.0577091710506272,0.0097152755390635,2.84944357344501e-09,15983058,36258195,True,62.0137550830841,ok,26-30
2021H1,-0.025618463356288,0.0066623229781847,0.0001204173610945,15983058,36258195,True,62.0137550830841,ok,26-30
2021H2,-0.051422602821859,0.0064240254285579,1.1972699474994502e-15,15983058,36258195,True,62.0137550830841,ok,26-30
2022H1,0.0,0.0,,15983058,36258195,True,62.0137550830841,reference,26-30
2022H2,-0.0415772361406184,0.0052640658652065,2.8270511061565607e-15,15983058,36258195,True,62.0137550830841,ok,26-30
2023H1,0.0398216504578593,0.0063532877766153,3.65994774815856e-10,15983058,36258195,True,62.0137550830841,ok,26-30
2023H2,0.0249708533228573,0.007882617279552,0.0015357715483591,15983058,36258195,True,62.0137550830841,ok,26-30
2024H1,-0.100190350668894,0.0090551924662987,1.8668999231328e-28,15983058,36258195,True,62.0137550830841,ok,26-30
2024H2,-0.123110521573246,0.0103164299693656,7.92281633995599e-33,15983058,36258195,True,62.0137550830841,ok,26-30
2025H1,-0.316689738842023,0.0132333010486028,1.4478711127076299e-126,15983058,36258195,True,62.0137550830841,ok,26-30
2019H1,-0.0421180645383916,0.0130060084362271,0.0012022137086588,14225562,31866644,True,61.427973985672,ok,31-34
2019H2,-0.0516931442953316,0.0126902978876477,4.63241460158648e-05,14225562,31866644,True,61.427973985672,ok,31-34
2020H1,-0.0472254375534555,0.0079065150202336,2.3296181726670503e-09,14225562,31866644,True,61.427973985672,ok,31-34
2020H2,-0.0477484164370668,0.0077748896075314,8.18165668082716e-10,14225562,31866644,True,61.427973985672,ok,31-34
2021H1,-0.0239869034090542,0.0053798634145841,8.24792287787509e-06,14225562,31866644,True,61.427973985672,ok,31-34
2021H2,-0.0335346298481435,0.0052350036127577,1.4953730388568002e-10,14225562,31866644,True,61.427973985672,ok,31-34
2022H1,0.0,0.0,,14225562,31866644,True,61.427973985672,reference,31-34
2022H2,-0.0179130012250629,0.0031856325906352,1.87604876266045e-08,14225562,31866644,True,61.427973985672,ok,31-34
2023H1,0.0412997931123422,0.0054977589363842,5.81799888055208e-14,14225562,31866644,True,61.427973985672,ok,31-34
2023H2,0.0316116465438718,0.0059356419694423,1.00546527753466e-07,14225562,31866644,True,61.427973985672,ok,31-34
2024H1,-0.0118312025252161,0.0065522397922648,0.0709694314744708,14225562,31866644,True,61.427973985672,ok,31-34
2024H2,-0.0176207031009332,0.0071841077723286,0.0141775259986467,14225562,31866644,True,61.427973985672,ok,31-34
2025H1,-0.0671742223384422,0.0091542285094376,2.16721874527466e-13,14225562,31866644,True,61.427973985672,ok,31-34
2019H1,-0.0212898856850193,0.0161414141796502,0.18718236034186,16967730,45465068,True,73.120983839035,ok,35-40
2019H2,-0.0278974156914923,0.0158718180945939,0.0788037054312963,16967730,45465068,True,73.120983839035,ok,35-40
2020H1,-0.0198446433652332,0.0072275501911346,0.0060382999706684,16967730,45465068,True,73.120983839035,ok,35-40
2020H2,-0.0202626467384518,0.0070557199686466,0.0040813566664495,16967730,45465068,True,73.120983839035,ok,35-40
2021H1,-0.0067762293566855,0.0047561926694551,0.154238974023753,16967730,45465068,True,73.120983839035,ok,35-40
2021H2,-0.0137839572444546,0.0041530402456639,0.0009033913091424,16967730,45465068,True,73.120983839035,ok,35-40
2022H1,0.0,0.0,,16967730,45465068,True,73.120983839035,reference,35-40
2022H2,-0.0130758230890411,0.0021924824069365,2.4623436209050303e-09,16967730,45465068,True,73.120983839035,ok,35-40
2023H1,0.017950193749233,0.0045905495660387,9.22008678394168e-05,16967730,45465068,True,73.120983839035,ok,35-40
2023H2,0.0132036886126646,0.0049871335550565,0.0081077216775007,16967730,45465068,True,73.120983839035,ok,35-40
2024H1,-0.0058774684136786,0.0055197723823799,0.286965233110051,16967730,45465068,True,73.120983839035,ok,35-40
2024H2,-0.0071017839794064,0.0056863215599039,0.211692839636135,16967730,45465068,True,73.120983839035,ok,35-40
2025H1,-0.0311594889127115,0.0068167013078201,4.85284289598435e-06,16967730,45465068,True,73.120983839035,ok,35-40
2019H1,-0.0390945999473224,0.0135090485782942,0.0038042077022589,21340410,69055871,True,85.2630789279938,ok,41-49
2019H2,-0.042424461073212,0.0134115433993848,0.0015600244770524,21340410,69055871,True,85.2630789279938,ok,41-49
2020H1,-0.0222903860919734,0.0043528606345785,3.04146804707346e-07,21340410,69055871,True,85.2630789279938,ok,41-49
2020H2,-0.0189015347115929,0.0041595201204896,5.51541387704536e-06,21340410,69055871,True,85.2630789279938,ok,41-49
2021H1,-0.0070234980396672,0.0029058134796636,0.0156468444376672,21340410,69055871,True,85.2630789279938,ok,41-49
2021H2,-0.010427425882691,0.0027648330309443,0.0001623025411326,21340410,69055871,True,85.2630789279938,ok,41-49
2022H1,0.0,0.0,,21340410,69055871,True,85.2630789279938,reference,41-49
2022H2,-0.0052236891519304,0.0014470554089486,0.0003063445912177,21340410,69055871,True,85.2630789279938,ok,41-49
