ssyk1,age_group,code_age,ssyk_status,n,year
5,22-29,3,3,63.0,2020
1,30-49,5,2,47.0,2020
9,50+,4,5,5324.0,2020
7,30-49,2,1,13646.0,2020
2,50+,1,4,1883.0,2020
6,50+,-1,2,21.0,2020
4,22-29,-1,1,2816.0,2020
9,50+,5,3,27.0,2020
3,50+,4,2,142.0,2020
7,30-49,0,3,97.0,2020
5,30-49,1,4,4418.0,2020
3,30-49,1,2,2438.0,2020
7,30-49,6,3,7.0,2020
3,50+,1,4,1133.0,2020
6,30-49,4,5,458.0,2020
5,30-49,4,1,3394.0,2020
4,50+,5,5,6608.0,2020
8,22-29,3,4,86.0,2020
5,22-29,4,2,172.0,2020
8,50+,-1,4,76.0,2020
6,50+,-1,1,622.0,2020
1,30-49,-1,3,71.0,2020
6,30-49,-1,3,19.0,2020
9,22-29,0,5,600.0,2020
7,50+,5,4,60.0,2020
1,30-49,6,3,11.0,2020
5,22-29,1,4,4905.0,2020
5,30-49,-1,4,256.0,2020
4,22-29,5,4,30.0,2020
3,50+,4,1,3684.0,2020
5,22-29,0,1,152908.0,2020
8,50+,0,5,383.0,2020
8,30-49,0,12,281.0,2020
1,22-29,2,3,,2020
2,22-29,3,4,85.0,2020
3,30-49,0,4,556.0,2020
2,22-29,5,1,127.0,2020
3,50+,2,5,10686.0,2020
9,50+,3,4,46.0,2020
1,30-49,3,1,3182.0,2020
9,30-49,1,5,4997.0,2020
3,30-49,4,3,30.0,2020
9,22-29,3,2,75.0,2020
9,30-49,2,5,7617.0,2020
1,30-49,2,2,329.0,2020
7,50+,5,5,7115.0,2020
8,30-49,0,5,498.0,2020
8,50+,5,4,66.0,2020
1,50+,3,3,42.0,2020
2,22-29,4,4,38.0,2020
5,30-49,0,5,2072.0,2020
1,30-49,1,2,1364.0,2020
8,50+,2,1,6049.0,2020
1,50+,3,5,5184.0,2020
5,50+,2,1,10691.0,2020
6,50+,0,15,9618.0,2020
3,30-49,4,5,5061.0,2020
9,30-49,2,3,62.0,2020
4,50+,2,5,7346.0,2020
6,30-49,-1,4,15.0,2020
2,50+,2,1,14945.0,2020
1,30-49,0,3,102.0,2020
3,22-29,6,3,,2020
4,50+,1,5,2624.0,2020
7,22-29,2,4,288.0,2020
1,30-49,4,3,32.0,2020
2,22-29,0,14,719.0,2020
1,22-29,6,5,25.0,2020
7,30-49,3,3,32.0,2020
2,22-29,3,5,2806.0,2020
8,22-29,-1,3,14.0,2020
9,30-49,0,1,66643.0,2020
9,50+,1,4,540.0,2020
9,50+,3,1,1801.0,2020
4,50+,4,3,29.0,2020
3,50+,-1,3,68.0,2020
5,22-29,-1,3,66.0,2020
1,22-29,1,1,896.0,2020
1,30-49,6,2,18.0,2020
4,22-29,5,1,249.0,2020
8,30-49,0,15,1113.0,2020
5,30-49,0,3,2267.0,2020
3,22-29,6,5,459.0,2020
7,30-49,4,5,4629.0,2020
2,30-49,-1,1,21915.0,2020
8,30-49,5,1,2254.0,2020
3,30-49,2,4,684.0,2020
1,30-49,0,5,375.0,2020
6,22-29,3,4,12.0,2020
1,50+,1,1,13813.0,2020
9,30-49,4,1,979.0,2020
1,22-29,2,1,416.0,2020
9,50+,0,4,112.0,2020
7,30-49,3,5,5279.0,2020
9,22-29,6,1,107.0,2020
2,50+,6,2,81.0,2020
7,30-49,4,2,106.0,2020
2,30-49,0,5,2757.0,2020
7,30-49,0,12,1458.0,2020
6,30-49,6,1,83.0,2020
8,50+,6,2,32.0,2020
5,30-49,2,2,671.0,2020
2,22-29,0,4,267.0,2020
8,50+,-1,3,15.0,2020
8,30-49,1,5,3045.0,2020
8,30-49,0,13,1090.0,2020
7,50+,-1,4,104.0,2020
2,50+,0,14,7193.0,2020
2,50+,6,5,7514.0,2020
6,30-49,3,5,633.0,2020
4,22-29,3,4,112.0,2020
4,50+,4,5,7113.0,2020
2,22-29,3,3,18.0,2020
3,30-49,0,3,520.0,2020
1,50+,5,4,50.0,2020
5,30-49,0,2,3715.0,2020
1,30-49,1,5,1818.0,2020
6,22-29,-1,2,27.0,2020
7,30-49,1,3,44.0,2020
8,22-29,1,1,5589.0,2020
2,50+,0,4,275.0,2020
2,22-29,6,3,6.0,2020
7,22-29,4,1,1109.0,2020
9,50+,0,12,8.0,2020
5,22-29,2,1,7484.0,2020
3,50+,1,5,4843.0,2020
4,22-29,-1,3,29.0,2020
3,22-29,5,2,12.0,2020
9,50+,6,2,13.0,2020
4,50+,2,2,208.0,2020
6,50+,5,2,25.0,2020
4,50+,1,2,943.0,2020
2,22-29,0,2,1256.0,2020
6,22-29,2,4,24.0,2020
6,30-49,0,1,12169.0,2020
1,30-49,2,5,3567.0,2020
4,50+,4,2,92.0,2020
5,22-29,-1,2,397.0,2020
1,50+,5,2,104.0,2020
3,50+,5,4,55.0,2020
7,30-49,3,2,193.0,2020
3,22-29,1,1,7747.0,2020
3,22-29,2,1,3035.0,2020
5,30-49,1,1,33071.0,2020
2,50+,6,3,31.0,2020
6,50+,1,3,15.0,2020
7,50+,4,1,4549.0,2020
4,50+,3,4,78.0,2020
4,30-49,5,4,60.0,2020
7,30-49,-1,4,316.0,2020
7,22-29,3,1,1505.0,2020
2,22-29,-1,1,7375.0,2020
7,50+,0,1,71923.0,2020
4,50+,1,3,61.0,2020
5,30-49,-1,1,9846.0,2020
2,30-49,0,3,1127.0,2020
9,30-49,1,1,12378.0,2020
4,30-49,-1,2,236.0,2020
8,50+,4,4,69.0,2020
6,50+,4,2,18.0,2020
5,22-29,6,3,12.0,2020
8,50+,0,1,80297.0,2020
3,30-49,1,5,5849.0,2020
4,30-49,4,1,1610.0,2020
1,30-49,3,2,113.0,2020
3,30-49,0,13,1428.0,2020
2,50+,5,2,134.0,2020
4,50+,2,3,69.0,2020
4,50+,0,5,357.0,2020
2,22-29,0,12,173.0,2020
1,50+,2,5,5688.0,2020
6,50+,3,4,20.0,2020
5,30-49,0,13,2911.0,2020
8,22-29,6,5,457.0,2020
1,30-49,1,4,1279.0,2020
2,50+,3,1,5120.0,2020
5,50+,-1,3,68.0,2020
5,22-29,5,4,125.0,2020
8,30-49,4,5,2810.0,2020
1,30-49,4,5,2012.0,2020
5,50+,6,2,51.0,2020
8,50+,1,4,713.0,2020
5,50+,5,3,63.0,2020
4,22-29,-1,2,177.0,2020
5,22-29,6,2,39.0,2020
4,30-49,5,5,3001.0,2020
8,30-49,0,4,212.0,2020
9,50+,6,5,3420.0,2020
2,22-29,0,5,595.0,2020
2,50+,-1,2,293.0,2020
6,22-29,-1,4,8.0,2020
5,50+,5,5,13645.0,2020
1,30-49,6,5,883.0,2020
8,22-29,4,1,531.0,2020
8,50+,6,3,,2020
1,22-29,5,4,,2020
3,30-49,6,3,9.0,2020
4,50+,-1,1,3332.0,2020
6,22-29,5,3,,2020
9,22-29,5,2,19.0,2020
1,22-29,3,4,8.0,2020
1,50+,4,2,180.0,2020
2,30-49,1,5,8306.0,2020
7,22-29,0,14,435.0,2020
8,30-49,1,3,55.0,2020
5,30-49,2,5,18203.0,2020
8,50+,5,1,3111.0,2020
2,30-49,3,3,61.0,2020
4,50+,5,1,1978.0,2020
7,30-49,0,13,2489.0,2020
2,22-29,2,4,233.0,2020
4,50+,6,4,21.0,2020
2,30-49,2,3,134.0,2020
5,30-49,3,5,14232.0,2020
3,50+,1,2,1626.0,2020
8,22-29,2,4,224.0,2020
9,22-29,3,4,90.0,2020
8,30-49,4,4,72.0,2020
8,50+,5,5,6020.0,2020
6,50+,0,3,1401.0,2020
4,22-29,4,1,496.0,2020
7,50+,5,2,98.0,2020
1,22-29,5,5,49.0,2020
9,30-49,6,1,324.0,2020
6,50+,3,1,514.0,2020
7,22-29,0,12,393.0,2020
5,50+,5,4,88.0,2020
4,22-29,2,1,3054.0,2020
6,22-29,6,1,19.0,2020
8,30-49,2,4,270.0,2020
2,30-49,4,2,145.0,2020
6,50+,5,5,1126.0,2020
8,22-29,2,5,3591.0,2020
1,50+,5,5,5136.0,2020
8,50+,3,4,96.0,2020
6,22-29,3,5,413.0,2020
5,50+,0,1,246554.0,2020
2,30-49,-1,4,611.0,2020
6,30-49,2,4,34.0,2020
1,22-29,2,4,22.0,2020
3,22-29,5,5,738.0,2020
1,30-49,2,3,55.0,2020
1,30-49,4,2,88.0,2020
7,22-29,5,1,798.0,2020
3,50+,0,1,138081.0,2020
9,22-29,3,5,5373.0,2020
1,30-49,3,3,32.0,2020
7,22-29,3,4,94.0,2020
6,30-49,2,5,918.0,2020
7,22-29,1,1,9069.0,2020
1,50+,3,2,176.0,2020
6,22-29,0,12,26.0,2020
5,50+,-1,2,180.0,2020
5,50+,1,4,1947.0,2020
2,50+,0,1,315243.0,2020
4,50+,2,4,140.0,2020
1,50+,2,2,392.0,2020
4,22-29,6,2,8.0,2020
4,30-49,-1,3,95.0,2020
9,50+,4,3,15.0,2020
7,30-49,6,1,1687.0,2020
2,22-29,3,2,60.0,2020
6,30-49,5,4,14.0,2020
3,30-49,1,3,136.0,2020
7,50+,6,4,34.0,2020
3,22-29,1,4,1416.0,2020
6,50+,1,5,468.0,2020
3,30-49,4,4,137.0,2020
3,50+,4,3,35.0,2020
3,22-29,0,14,612.0,2020
3,22-29,4,1,318.0,2020
8,30-49,3,3,20.0,2020
9,50+,2,5,6400.0,2020
3,50+,5,2,102.0,2020
6,22-29,5,2,6.0,2020
4,30-49,5,2,42.0,2020
1,30-49,5,5,1508.0,2020
5,22-29,5,2,115.0,2020
1,50+,-1,4,81.0,2020
9,30-49,2,2,214.0,2020
4,30-49,2,1,7364.0,2020
8,22-29,1,4,880.0,2020
1,30-49,-1,1,8848.0,2020
3,50+,-1,2,236.0,2020
2,30-49,3,2,168.0,2020
3,30-49,3,1,4565.0,2020
2,30-49,0,15,504.0,2020
8,22-29,0,14,311.0,2020
5,22-29,0,14,928.0,2020
6,22-29,1,1,753.0,2020
3,30-49,0,14,4576.0,2020
3,50+,1,3,85.0,2020
7,50+,0,3,64.0,2020
2,30-49,2,2,822.0,2020
1,22-29,-1,2,28.0,2020
2,22-29,6,5,318.0,2020
8,30-49,3,4,112.0,2020
9,30-49,4,3,26.0,2020
1,50+,-1,3,49.0,2020
6,50+,6,3,,2020
2,50+,3,4,177.0,2020
6,30-49,6,4,,2020
1,30-49,6,4,24.0,2020
7,22-29,0,13,292.0,2020
9,22-29,4,4,45.0,2020
7,22-29,6,2,9.0,2020
8,30-49,0,3,242.0,2020
4,50+,0,2,461.0,2020
9,30-49,5,2,35.0,2020
5,50+,3,4,223.0,2020
3,22-29,-1,3,65.0,2020
7,50+,5,3,31.0,2020
4,22-29,6,3,,2020
1,50+,2,3,63.0,2020
7,50+,6,3,9.0,2020
7,22-29,-1,1,5535.0,2020
8,30-49,6,1,778.0,2020
3,50+,3,4,122.0,2020
9,22-29,5,3,5.0,2020
9,50+,4,2,28.0,2020
7,30-49,1,5,4521.0,2020
6,30-49,1,1,1631.0,2020
7,22-29,2,1,4977.0,2020
4,50+,0,13,39.0,2020
8,50+,-1,2,132.0,2020
7,22-29,0,2,735.0,2020
7,30-49,-1,1,13026.0,2020
2,22-29,1,4,1653.0,2020
5,30-49,4,3,75.0,2020
7,22-29,2,3,12.0,2020
9,22-29,1,1,6321.0,2020
2,22-29,1,3,64.0,2020
3,50+,6,1,1926.0,2020
5,50+,3,1,5060.0,2020
4,22-29,3,3,11.0,2020
2,22-29,2,3,35.0,2020
6,50+,0,1,21461.0,2020
5,22-29,3,5,14966.0,2020
9,22-29,0,3,294.0,2020
1,22-29,6,1,8.0,2020
4,50+,0,12,5.0,2020
9,22-29,1,2,1203.0,2020
9,22-29,2,2,149.0,2020
2,30-49,4,3,40.0,2020
5,30-49,5,5,9002.0,2020
4,50+,0,14,357.0,2020
7,50+,2,3,22.0,2020
8,50+,1,5,2598.0,2020
7,22-29,0,3,52.0,2020
8,22-29,2,2,159.0,2020
8,30-49,0,1,87704.0,2020
2,22-29,4,2,34.0,2020
7,30-49,2,3,36.0,2020
2,50+,2,5,17818.0,2020
1,50+,3,1,3954.0,2020
3,50+,0,12,513.0,2020
5,22-29,0,12,275.0,2020
4,22-29,4,4,57.0,2020
6,30-49,3,3,13.0,2020
5,22-29,5,3,38.0,2020
3,30-49,6,2,45.0,2020
9,30-49,4,5,4369.0,2020
4,30-49,0,14,139.0,2020
2,50+,4,3,48.0,2020
8,22-29,3,3,9.0,2020
8,50+,6,1,969.0,2020
6,22-29,1,4,99.0,2020
5,22-29,1,3,269.0,2020
5,30-49,0,4,932.0,2020
9,50+,0,5,347.0,2020
9,30-49,-1,2,256.0,2020
1,30-49,5,3,37.0,2020
6,30-49,1,3,13.0,2020
5,30-49,3,2,248.0,2020
1,30-49,0,4,128.0,2020
1,50+,4,3,57.0,2020
8,22-29,-1,4,72.0,2020
7,30-49,-1,3,51.0,2020
9,50+,5,5,5471.0,2020
7,30-49,1,4,1869.0,2020
6,50+,6,2,5.0,2020
5,50+,5,1,4272.0,2020
7,30-49,0,2,1281.0,2020
1,30-49,6,1,1016.0,2020
7,30-49,2,5,6814.0,2020
6,50+,5,1,1844.0,2020
8,22-29,2,1,2373.0,2020
9,22-29,4,3,,2020
2,50+,1,3,143.0,2020
5,30-49,3,1,4826.0,2020
6,30-49,-1,2,47.0,2020
3,22-29,0,4,287.0,2020
8,30-49,2,1,5277.0,2020
3,30-49,5,4,84.0,2020
2,50+,1,2,3191.0,2020
4,22-29,1,4,1839.0,2020
7,30-49,3,4,191.0,2020
2,50+,2,2,670.0,2020
1,30-49,3,5,2503.0,2020
9,50+,-1,2,81.0,2020
1,22-29,4,3,,2020
9,50+,5,1,1247.0,2020
6,50+,3,3,6.0,2020
5,22-29,4,5,10551.0,2020
8,30-49,3,5,3583.0,2020
4,50+,0,4,74.0,2020
8,50+,4,2,98.0,2020
8,22-29,3,1,904.0,2020
9,50+,-1,1,2139.0,2020
6,50+,0,14,2369.0,2020
9,50+,2,4,125.0,2020
4,50+,1,4,614.0,2020
9,30-49,2,4,297.0,2020
6,30-49,0,14,1194.0,2020
6,30-49,5,2,14.0,2020
6,22-29,3,3,5.0,2020
4,30-49,3,2,109.0,2020
5,30-49,0,15,3050.0,2020
1,30-49,2,1,9378.0,2020
5,50+,5,2,127.0,2020
6,30-49,4,1,289.0,2020
5,22-29,0,4,744.0,2020
9,30-49,1,3,125.0,2020
3,50+,2,1,13669.0,2020
5,30-49,5,2,130.0,2020
7,30-49,5,1,3539.0,2020
7,50+,2,5,6480.0,2020
6,30-49,5,1,599.0,2020
4,30-49,1,4,1732.0,2020
8,30-49,6,3,6.0,2020
7,50+,3,4,86.0,2020
9,50+,4,1,951.0,2020
2,22-29,2,2,198.0,2020
9,22-29,5,5,2590.0,2020
6,50+,-1,4,6.0,2020
8,22-29,5,1,429.0,2020
2,30-49,3,1,4800.0,2020
9,22-29,0,2,736.0,2020
8,30-49,5,4,67.0,2020
3,50+,4,5,9849.0,2020
9,50+,0,3,349.0,2020
7,22-29,6,5,579.0,2020
9,30-49,5,5,4115.0,2020
4,50+,6,5,5002.0,2020
3,30-49,6,1,1408.0,2020
4,22-29,0,4,233.0,2020
1,50+,6,1,2464.0,2020
6,30-49,4,2,9.0,2020
3,30-49,3,5,6776.0,2020
5,30-49,4,5,10848.0,2020
2,50+,1,1,30605.0,2020
2,22-29,0,3,333.0,2020
5,50+,0,12,245.0,2020
7,50+,0,15,1788.0,2020
7,50+,3,3,20.0,2020
3,22-29,4,5,1449.0,2020
7,30-49,0,5,942.0,2020
3,30-49,0,11,,2020
2,50+,0,3,757.0,2020
4,30-49,0,5,595.0,2020
9,30-49,6,4,22.0,2020
4,50+,4,1,2354.0,2020
8,50+,4,1,2662.0,2020
2,50+,2,4,467.0,2020
7,50+,3,1,4324.0,2020
3,30-49,0,15,520.0,2020
8,22-29,6,3,,2020
4,50+,6,2,30.0,2020
5,22-29,-1,1,5526.0,2020
5,50+,4,2,159.0,2020
4,30-49,3,5,4718.0,2020
9,30-49,0,14,1371.0,2020
6,50+,6,1,115.0,2020
5,30-49,6,5,5286.0,2020
1,22-29,0,1,5173.0,2020
6,30-49,3,2,14.0,2020
2,22-29,6,2,7.0,2020
2,30-49,2,5,14229.0,2020
9,22-29,6,3,5.0,2020
5,30-49,2,3,219.0,2020
1,50+,2,4,203.0,2020
5,22-29,1,1,25324.0,2020
9,50+,2,2,121.0,2020
4,30-49,5,3,10.0,2020
2,30-49,0,2,4286.0,2020
5,50+,2,3,134.0,2020
5,50+,6,5,7680.0,2020
8,50+,1,2,1125.0,2020
9,50+,5,2,26.0,2020
1,22-29,0,3,11.0,2020
1,50+,0,5,309.0,2020
2,50+,6,4,58.0,2020
3,30-49,2,5,9294.0,2020
9,30-49,0,4,308.0,2020
4,50+,0,15,171.0,2020
4,30-49,6,5,2167.0,2020
4,30-49,2,3,65.0,2020
2,22-29,0,13,958.0,2020
9,50+,0,14,1443.0,2020
7,50+,4,2,153.0,2020
7,30-49,3,1,4967.0,2020
7,22-29,1,3,18.0,2020
4,22-29,1,1,8629.0,2020
9,30-49,0,3,639.0,2020
9,22-29,3,3,24.0,2020
7,30-49,6,2,38.0,2020
4,22-29,1,2,1555.0,2020
3,30-49,-1,1,14948.0,2020
6,50+,1,1,1584.0,2020
4,50+,3,2,115.0,2020
2,30-49,2,4,978.0,2020
5,22-29,4,4,284.0,2020
5,50+,-1,4,109.0,2020
3,50+,5,3,31.0,2020
1,30-49,1,3,60.0,2020
9,50+,1,3,83.0,2020
6,50+,4,3,11.0,2020
3,50+,0,15,274.0,2020
7,50+,5,1,4281.0,2020
6,50+,1,2,113.0,2020
9,22-29,6,4,12.0,2020
5,50+,4,1,3730.0,2020
8,22-29,0,1,36613.0,2020
5,30-49,0,12,430.0,2020
7,30-49,0,15,1790.0,2020
6,22-29,5,4,8.0,2020
9,50+,0,13,40.0,2020
2,50+,5,3,37.0,2020
6,22-29,2,2,23.0,2020
1,22-29,2,2,28.0,2020
3,30-49,-1,2,541.0,2020
8,50+,5,3,16.0,2020
4,50+,3,1,2790.0,2020
2,30-49,5,5,4405.0,2020
8,30-49,2,2,229.0,2020
1,50+,5,1,3927.0,2020
1,30-49,-1,2,179.0,2020
5,22-29,6,4,53.0,2020
3,22-29,0,12,58.0,2020
3,22-29,-1,2,273.0,2020
8,30-49,0,2,981.0,2020
3,30-49,0,5,1345.0,2020
3,22-29,5,1,146.0,2020
3,22-29,0,13,175.0,2020
5,30-49,1,3,355.0,2020
9,22-29,5,4,33.0,2020
6,50+,2,2,60.0,2020
3,50+,3,3,49.0,2020
2,30-49,0,1,508222.0,2020
3,30-49,-1,4,385.0,2020
8,50+,6,4,12.0,2020
2,30-49,6,1,1109.0,2020
8,50+,0,4,132.0,2020
1,50+,1,3,51.0,2020
4,22-29,0,1,49173.0,2020
7,50+,6,1,1972.0,2020
9,22-29,-1,4,88.0,2020
3,30-49,4,2,102.0,2020
4,22-29,6,1,96.0,2020
7,22-29,4,4,61.0,2020
5,50+,3,2,228.0,2020
3,22-29,1,3,62.0,2020
7,50+,6,2,40.0,2020
6,22-29,2,1,397.0,2020
5,50+,0,15,1407.0,2020
6,30-49,0,3,875.0,2020
5,22-29,6,5,3002.0,2020
8,30-49,4,3,22.0,2020
6,22-29,0,3,120.0,2020
3,50+,0,5,621.0,2020
7,50+,1,5,2834.0,2020
2,30-49,1,2,4025.0,2020
4,30-49,6,4,26.0,2020
6,30-49,3,1,536.0,2020
3,30-49,0,12,543.0,2020
1,50+,6,2,87.0,2020
3,30-49,5,1,2253.0,2020
6,30-49,2,3,120.0,2020
7,22-29,0,4,236.0,2020
5,50+,1,3,196.0,2020
9,30-49,5,4,43.0,2020
3,50+,-1,4,140.0,2020
7,30-49,5,2,87.0,2020
1,22-29,-1,4,19.0,2020
8,30-49,1,2,1333.0,2020
1,22-29,6,4,,2020
6,30-49,0,13,630.0,2020
8,50+,3,3,17.0,2020
4,30-49,-1,1,5561.0,2020
7,50+,0,2,595.0,2020
8,22-29,4,3,5.0,2020
2,22-29,4,5,1479.0,2020
6,22-29,5,5,216.0,2020
8,22-29,1,2,978.0,2020
8,22-29,5,2,18.0,2020
6,50+,0,2,160.0,2020
1,50+,-1,2,134.0,2020
8,50+,0,3,174.0,2021
2,50+,3,5,17994.0,2021
5,50+,0,3,1281.0,2021
5,50+,7,4,28.0,2021
3,30-49,-1,3,107.0,2021
7,50+,4,5,5963.0,2021
7,22-29,1,2,1023.0,2021
6,22-29,6,4,5.0,2021
2,50+,0,12,2326.0,2021
4,30-49,4,3,39.0,2021
1,50+,2,1,8866.0,2021
9,30-49,1,4,1288.0,2021
7,22-29,5,3,,2021
6,22-29,7,5,44.0,2021
6,30-49,0,12,90.0,2021
9,50+,7,2,8.0,2021
6,30-49,2,1,1038.0,2021
9,22-29,0,4,299.0,2021
3,50+,0,2,1220.0,2021
2,30-49,4,4,140.0,2021
2,30-49,7,4,31.0,2021
4,22-29,2,3,39.0,2021
5,22-29,0,2,4911.0,2021
4,22-29,1,3,73.0,2021
8,22-29,0,2,997.0,2021
6,22-29,0,15,236.0,2021
4,22-29,2,5,6478.0,2021
8,22-29,1,5,1468.0,2021
2,22-29,2,1,2266.0,2021
1,50+,6,5,4381.0,2021
7,50+,1,2,1011.0,2021
4,22-29,1,5,2798.0,2021
5,22-29,2,5,17867.0,2021
1,22-29,4,4,5.0,2021
7,22-29,4,5,1704.0,2021
6,50+,6,4,10.0,2021
9,30-49,3,2,141.0,2021
7,30-49,6,5,3102.0,2021
7,30-49,0,14,4667.0,2021
5,30-49,-1,2,593.0,2021
8,30-49,-1,2,236.0,2021
9,22-29,7,2,6.0,2021
1,22-29,3,3,,2021
4,50+,5,3,18.0,2021
9,22-29,3,1,980.0,2021
8,22-29,6,1,156.0,2021
4,22-29,0,2,1825.0,2021
2,22-29,-1,4,140.0,2021
3,50+,6,3,22.0,2021
4,50+,7,1,642.0,2021
3,30-49,5,5,3963.0,2021
7,50+,4,3,13.0,2021
8,30-49,4,1,1657.0,2021
9,30-49,6,3,23.0,2021
7,50+,7,4,16.0,2021
8,22-29,1,3,19.0,2021
5,50+,0,14,6346.0,2021
7,22-29,4,3,,2021
3,22-29,1,5,1779.0,2021
9,30-49,-1,1,4057.0,2021
3,22-29,2,5,3596.0,2021
1,50+,0,2,696.0,2021
9,22-29,6,2,8.0,2021
9,50+,3,2,61.0,2021
4,30-49,3,1,5340.0,2021
1,22-29,3,5,202.0,2021
5,22-29,3,4,494.0,2021
8,50+,7,3,,2021
3,50+,1,1,16412.0,2021
1,50+,1,5,1208.0,2021
7,22-29,5,5,1172.0,2021
3,22-29,0,2,1524.0,2021
6,30-49,0,4,51.0,2021
3,30-49,1,1,20116.0,2021
4,30-49,0,15,74.0,2021
1,30-49,5,4,47.0,2021
3,50+,2,2,462.0,2021
4,50+,-1,3,49.0,2021
5,50+,0,5,2164.0,2021
8,50+,2,2,276.0,2021
5,30-49,7,4,38.0,2021
5,50+,4,4,103.0,2021
2,50+,3,3,142.0,2021
7,22-29,-1,4,158.0,2021
2,22-29,0,1,109529.0,2021
9,50+,6,1,723.0,2021
3,50+,0,14,6042.0,2021
4,30-49,0,4,380.0,2021
3,30-49,5,3,22.0,2021
2,50+,-1,4,128.0,2021
2,22-29,6,1,45.0,2021
3,22-29,3,3,26.0,2021
9,30-49,6,5,3526.0,2021
9,30-49,3,3,57.0,2021
9,22-29,7,3,5.0,2021
3,22-29,3,5,2648.0,2021
8,50+,-1,1,4565.0,2021
7,22-29,6,4,18.0,2021
2,22-29,5,2,16.0,2021
1,22-29,1,5,105.0,2021
3,50+,4,4,68.0,2021
5,30-49,4,4,233.0,2021
1,22-29,2,5,254.0,2021
7,50+,3,2,261.0,2021
5,50+,-1,1,7345.0,2021
3,30-49,7,1,796.0,2021
7,22-29,3,2,156.0,2021
5,30-49,0,1,310966.0,2021
3,22-29,5,4,10.0,2021
9,50+,7,3,6.0,2021
6,22-29,1,3,7.0,2021
8,30-49,5,3,6.0,2021
5,22-29,0,13,423.0,2021
3,50+,0,13,2847.0,2021
4,22-29,6,4,16.0,2021
5,50+,0,2,2238.0,2021
1,30-49,7,1,552.0,2021
9,30-49,5,1,574.0,2021
6,30-49,4,3,9.0,2021
9,22-29,2,4,252.0,2021
8,30-49,3,1,3749.0,2021
7,50+,2,4,209.0,2021
9,22-29,1,4,883.0,2021
4,22-29,4,3,11.0,2021
2,50+,3,2,431.0,2021
6,22-29,2,3,8.0,2021
5,22-29,0,5,1999.0,2021
2,22-29,-1,2,179.0,2021
7,30-49,5,5,3713.0,2021
9,50+,6,4,10.0,2021
4,30-49,2,2,361.0,2021
1,50+,4,4,67.0,2021
4,30-49,1,2,1596.0,2021
9,30-49,7,4,11.0,2021
8,22-29,5,5,909.0,2021
2,22-29,4,1,272.0,2021
5,30-49,6,3,64.0,2021
4,30-49,3,4,217.0,2021
3,22-29,4,4,40.0,2021
4,22-29,4,2,50.0,2021
5,30-49,5,4,128.0,2021
2,22-29,7,2,,2021
2,30-49,1,1,26629.0,2021
2,30-49,2,1,16630.0,2021
3,30-49,5,2,59.0,2021
8,50+,7,5,2906.0,2021
1,50+,-1,1,5661.0,2021
9,30-49,6,2,22.0,2021
8,50+,4,3,17.0,2021
4,22-29,7,5,495.0,2021
1,30-49,5,1,1442.0,2021
8,50+,0,13,1988.0,2021
3,22-29,-1,1,3012.0,2021
2,30-49,-1,3,123.0,2021
6,30-49,1,4,139.0,2021
2,22-29,3,1,1185.0,2021
9,30-49,0,12,,2021
6,50+,2,1,988.0,2021
2,30-49,6,2,53.0,2021
7,30-49,2,4,551.0,2021
3,50+,0,3,283.0,2021
8,22-29,0,3,115.0,2021
1,22-29,0,5,72.0,2021
5,22-29,2,3,154.0,2021
4,30-49,4,2,63.0,2021
6,22-29,4,2,10.0,2021
4,30-49,1,5,2578.0,2021
3,22-29,6,4,,2021
6,50+,2,4,22.0,2021
3,22-29,2,2,240.0,2021
5,30-49,7,1,595.0,2021
2,22-29,5,3,,2021
3,50+,-1,1,6363.0,2021
2,50+,0,13,4609.0,2021
8,22-29,4,5,1661.0,2021
4,22-29,0,5,616.0,2021
4,50+,-1,2,96.0,2021
6,22-29,4,3,7.0,2021
5,50+,0,13,4009.0,2021
8,50+,0,14,3289.0,2021
1,50+,6,4,42.0,2021
3,22-29,0,15,183.0,2021
8,30-49,6,4,31.0,2021
1,30-49,0,1,108656.0,2021
4,30-49,0,2,1838.0,2021
4,22-29,5,3,6.0,2021
6,30-49,-1,1,980.0,2021
2,30-49,7,3,25.0,2021
3,30-49,3,4,414.0,2021
1,50+,4,1,3225.0,2021
2,22-29,5,5,874.0,2021
2,30-49,6,5,3394.0,2021
5,30-49,2,1,12779.0,2021
3,50+,2,3,66.0,2021
3,22-29,3,2,104.0,2021
9,50+,3,3,20.0,2021
9,50+,0,15,661.0,2021
4,30-49,1,3,81.0,2021
2,50+,-1,1,6307.0,2021
6,30-49,5,5,403.0,2021
5,22-29,7,1,143.0,2021
8,30-49,1,1,8394.0,2021
5,30-49,5,1,1698.0,2021
6,22-29,2,5,511.0,2021
4,30-49,0,13,,2021
9,50+,7,5,2835.0,2021
8,50+,2,5,6152.0,2021
3,30-49,4,1,3130.0,2021
2,30-49,6,3,21.0,2021
4,22-29,0,3,388.0,2021
7,50+,-1,3,41.0,2021
8,30-49,0,14,2183.0,2021
2,30-49,1,4,4935.0,2021
6,30-49,0,5,478.0,2021
9,50+,5,4,18.0,2021
8,22-29,5,3,,2021
6,22-29,4,5,284.0,2021
9,22-29,2,5,6524.0,2021
1,22-29,4,5,85.0,2021
2,50+,0,2,2245.0,2021
9,22-29,1,3,66.0,2021
8,50+,2,4,195.0,2021
9,22-29,0,1,24590.0,2021
8,50+,3,5,6398.0,2021
