ssyk1,age_group,code_age,ssyk_status,n,year
2,50+,3,4,164.0,2019
9,22-29,4,4,75.0,2019
7,22-29,0,13,451.0,2019
8,30-49,0,3,202.0,2019
0,30-49,2,1,71.0,2019
4,50+,0,2,745.0,2019
5,50+,3,4,121.0,2019
9,30-49,5,2,21.0,2019
3,22-29,-1,3,26.0,2019
7,50+,5,3,10.0,2019
1,50+,2,3,19.0,2019
7,22-29,-1,1,4182.0,2019
3,50+,3,4,97.0,2019
9,22-29,5,3,,2019
9,50+,4,2,43.0,2019
7,30-49,1,5,3183.0,2019
6,30-49,1,1,5778.0,2019
7,22-29,2,1,3594.0,2019
4,50+,0,13,42.0,2019
8,50+,-1,2,52.0,2019
7,22-29,0,2,989.0,2019
7,30-49,-1,1,8726.0,2019
2,22-29,1,4,1408.0,2019
0,22-29,1,5,42.0,2019
0,22-29,5,2,5.0,2019
5,30-49,4,3,66.0,2019
7,22-29,2,3,10.0,2019
9,22-29,1,1,5627.0,2019
2,22-29,1,3,72.0,2019
5,50+,3,1,5863.0,2019
2,22-29,2,3,32.0,2019
4,22-29,3,3,17.0,2019
6,50+,0,1,7803.0,2019
5,22-29,3,5,12538.0,2019
9,22-29,0,3,400.0,2019
4,50+,0,12,,2019
9,22-29,1,2,999.0,2019
9,22-29,2,2,166.0,2019
2,30-49,4,3,21.0,2019
5,30-49,5,5,5308.0,2019
4,50+,0,14,366.0,2019
7,50+,2,3,8.0,2019
8,50+,1,5,1493.0,2019
7,22-29,0,3,55.0,2019
8,22-29,2,2,162.0,2019
8,30-49,0,1,89243.0,2019
2,22-29,4,2,20.0,2019
7,30-49,2,3,25.0,2019
2,50+,2,5,13566.0,2019
1,50+,3,1,6388.0,2019
3,50+,0,12,346.0,2019
5,22-29,0,12,201.0,2019
4,22-29,4,4,50.0,2019
6,30-49,3,3,,2019
5,22-29,5,3,16.0,2019
9,30-49,4,5,3853.0,2019
4,30-49,0,14,129.0,2019
2,50+,4,3,39.0,2019
0,30-49,0,4,,2019
8,22-29,3,3,12.0,2019
6,22-29,1,4,69.0,2019
9,50+,0,5,488.0,2019
5,30-49,0,4,845.0,2019
5,22-29,1,3,303.0,2019
0,22-29,4,2,11.0,2019
9,30-49,-1,2,124.0,2019
1,30-49,5,3,10.0,2019
6,30-49,1,3,349.0,2019
5,30-49,3,2,191.0,2019
1,50+,4,3,48.0,2019
1,30-49,0,4,174.0,2019
8,22-29,-1,4,32.0,2019
0,30-49,3,1,352.0,2019
7,30-49,-1,3,33.0,2019
9,50+,5,5,4328.0,2019
7,30-49,1,4,1556.0,2019
5,50+,5,1,1698.0,2019
7,30-49,0,2,1486.0,2019
7,30-49,2,5,3918.0,2019
8,22-29,2,1,1853.0,2019
6,50+,5,1,145.0,2019
9,22-29,4,3,9.0,2019
2,50+,1,3,153.0,2019
5,30-49,3,1,5481.0,2019
6,30-49,-1,2,18.0,2019
0,30-49,4,3,,2019
3,22-29,0,4,430.0,2019
8,30-49,2,1,4300.0,2019
3,30-49,5,4,88.0,2019
0,50+,2,1,21.0,2019
2,50+,1,2,3170.0,2019
4,22-29,1,4,1590.0,2019
7,30-49,3,4,134.0,2019
2,50+,2,2,497.0,2019
1,30-49,3,5,1519.0,2019
9,50+,-1,2,41.0,2019
9,50+,5,1,657.0,2019
6,50+,3,3,5.0,2019
0,50+,-1,3,5.0,2019
1,22-29,4,3,,2019
5,22-29,4,5,8085.0,2019
8,30-49,3,5,2006.0,2019
4,50+,0,4,105.0,2019
8,50+,4,2,148.0,2019
0,30-49,1,2,7.0,2019
8,22-29,3,1,1047.0,2019
9,50+,-1,1,1257.0,2019
6,50+,0,14,2383.0,2019
9,50+,2,4,88.0,2019
0,30-49,2,4,6.0,2019
6,30-49,0,14,1181.0,2019
4,50+,1,4,616.0,2019
9,30-49,2,4,237.0,2019
6,30-49,5,2,,2019
6,22-29,3,3,,2019
4,30-49,3,2,70.0,2019
5,50+,5,2,83.0,2019
5,30-49,0,15,3343.0,2019
1,30-49,2,1,6272.0,2019
6,30-49,4,1,772.0,2019
5,22-29,0,4,1061.0,2019
9,30-49,1,3,101.0,2019
3,50+,2,1,8322.0,2019
7,30-49,5,1,2107.0,2019
5,30-49,5,2,74.0,2019
7,50+,2,5,4057.0,2019
6,30-49,5,1,109.0,2019
4,30-49,1,4,1525.0,2019
7,50+,3,4,58.0,2019
9,50+,4,1,1692.0,2019
2,22-29,2,2,147.0,2019
9,22-29,5,5,1751.0,2019
6,50+,-1,4,7.0,2019
8,22-29,5,1,228.0,2019
2,30-49,3,1,8592.0,2019
9,22-29,0,2,1002.0,2019
8,30-49,5,4,35.0,2019
3,50+,4,5,9383.0,2019
9,50+,0,3,277.0,2019
9,30-49,5,5,2478.0,2019
0,50+,1,2,,2019
4,22-29,0,4,341.0,2019
6,30-49,4,2,20.0,2019
3,30-49,3,5,4179.0,2019
5,30-49,4,5,7566.0,2019
2,50+,1,1,28957.0,2019
5,50+,0,12,136.0,2019
2,22-29,0,3,298.0,2019
7,50+,0,15,2018.0,2019
7,50+,3,3,12.0,2019
3,22-29,4,5,1036.0,2019
7,30-49,0,5,1375.0,2019
0,50+,4,3,,2019
3,30-49,0,11,,2019
2,50+,0,3,575.0,2019
4,30-49,0,5,757.0,2019
4,50+,4,1,2595.0,2019
8,50+,4,1,4028.0,2019
7,50+,3,1,6526.0,2019
2,50+,2,4,288.0,2019
0,30-49,4,1,113.0,2019
3,30-49,0,15,537.0,2019
0,22-29,0,3,,2019
5,22-29,-1,1,2880.0,2019
5,50+,4,2,167.0,2019
4,30-49,3,5,2822.0,2019
9,30-49,0,14,1320.0,2019
1,22-29,0,1,6008.0,2019
6,30-49,3,2,6.0,2019
2,30-49,2,5,8917.0,2019
5,30-49,2,3,119.0,2019
1,50+,2,4,154.0,2019
5,22-29,1,1,21993.0,2019
9,50+,2,2,102.0,2019
4,30-49,5,3,,2019
2,30-49,0,2,4855.0,2019
5,50+,2,3,89.0,2019
8,50+,1,2,939.0,2019
9,50+,5,2,15.0,2019
1,22-29,0,3,12.0,2019
0,30-49,4,2,,2019
1,50+,0,5,314.0,2019
0,22-29,4,1,130.0,2019
3,30-49,2,5,5702.0,2019
9,30-49,0,4,392.0,2019
4,50+,0,15,185.0,2019
4,30-49,2,3,54.0,2019
0,30-49,1,4,12.0,2019
0,30-49,1,5,20.0,2019
2,22-29,0,13,1078.0,2019
9,50+,0,14,1467.0,2019
7,50+,4,2,170.0,2019
0,22-29,5,5,71.0,2019
7,30-49,3,1,6451.0,2019
0,50+,1,1,42.0,2019
7,22-29,1,3,18.0,2019
4,22-29,1,1,7981.0,2019
9,30-49,0,3,701.0,2019
9,22-29,3,3,17.0,2019
6,50+,1,1,17143.0,2019
3,30-49,-1,1,8560.0,2019
4,22-29,1,2,1272.0,2019
4,50+,3,2,56.0,2019
2,30-49,2,4,629.0,2019
5,22-29,4,4,274.0,2019
3,50+,5,3,20.0,2019
5,50+,-1,4,29.0,2019
6,50+,4,3,77.0,2019
9,50+,1,3,38.0,2019
1,30-49,1,3,40.0,2019
3,50+,0,15,315.0,2019
7,50+,5,1,2493.0,2019
6,50+,1,2,98.0,2019
5,50+,4,1,5319.0,2019
8,22-29,0,1,39122.0,2019
5,30-49,0,12,210.0,2019
0,22-29,2,5,79.0,2019
7,30-49,0,15,2184.0,2019
6,22-29,5,4,,2019
9,50+,0,13,49.0,2019
2,50+,5,3,28.0,2019
6,22-29,2,2,29.0,2019
1,22-29,2,2,14.0,2019
3,30-49,-1,2,155.0,2019
8,50+,5,3,6.0,2019
4,50+,3,1,3655.0,2019
2,30-49,5,5,3534.0,2019
8,30-49,2,2,156.0,2019
1,50+,5,1,2951.0,2019
1,30-49,-1,2,64.0,2019
3,22-29,0,12,54.0,2019
3,22-29,-1,2,94.0,2019
3,30-49,0,5,1570.0,2019
8,30-49,0,2,1406.0,2019
3,22-29,0,13,215.0,2019
3,22-29,5,1,141.0,2019
5,30-49,1,3,269.0,2019
9,22-29,5,4,28.0,2019
6,50+,2,2,19.0,2019
3,50+,3,3,14.0,2019
2,30-49,0,1,507917.0,2019
3,30-49,-1,4,118.0,2019
8,50+,0,4,149.0,2019
1,50+,1,3,37.0,2019
0,22-29,2,4,10.0,2019
4,22-29,0,1,54310.0,2019
0,50+,0,1,13.0,2019
9,22-29,-1,4,54.0,2019
3,30-49,4,2,145.0,2019
7,22-29,4,4,79.0,2019
5,50+,3,2,162.0,2019
3,22-29,1,3,52.0,2019
6,22-29,2,1,388.0,2019
5,50+,0,15,1666.0,2019
6,30-49,0,3,32.0,2019
8,30-49,4,3,17.0,2019
6,22-29,0,3,16.0,2019
3,50+,0,5,727.0,2019
7,50+,1,5,1999.0,2019
2,30-49,1,2,4120.0,2019
6,30-49,3,1,437.0,2019
3,30-49,0,12,349.0,2019
3,30-49,5,1,1896.0,2019
6,30-49,2,3,5.0,2019
7,22-29,0,4,331.0,2019
5,50+,1,3,145.0,2019
9,30-49,5,4,29.0,2019
3,50+,-1,4,35.0,2019
7,30-49,5,2,54.0,2019
1,22-29,-1,4,11.0,2019
8,30-49,1,2,1074.0,2019
6,30-49,0,13,746.0,2019
8,50+,3,3,12.0,2019
4,30-49,-1,1,3358.0,2019
7,50+,0,2,791.0,2019
8,22-29,4,3,10.0,2019
2,22-29,4,5,1027.0,2019
6,22-29,5,5,124.0,2019
0,30-49,5,3,,2019
8,22-29,1,2,940.0,2019
8,22-29,5,2,14.0,2019
6,50+,0,2,77.0,2019
1,50+,-1,2,33.0,2019
7,50+,4,5,7115.0,2020
7,22-29,1,2,1094.0,2020
8,50+,0,3,188.0,2020
6,22-29,6,4,,2020
2,50+,3,5,15869.0,2020
2,50+,0,12,2168.0,2020
5,50+,0,3,1178.0,2020
4,30-49,4,3,26.0,2020
1,50+,2,1,10326.0,2020
3,30-49,-1,3,123.0,2020
9,30-49,1,4,1451.0,2020
7,22-29,5,3,,2020
6,30-49,0,12,77.0,2020
6,30-49,2,1,1244.0,2020
9,22-29,0,4,208.0,2020
3,50+,0,2,965.0,2020
8,22-29,0,2,653.0,2020
2,30-49,4,4,160.0,2020
6,22-29,0,15,219.0,2020
4,22-29,2,3,23.0,2020
4,22-29,2,5,6935.0,2020
5,22-29,0,2,3451.0,2020
4,22-29,1,3,74.0,2020
5,22-29,2,5,18799.0,2020
8,22-29,1,5,2263.0,2020
4,22-29,1,5,4279.0,2020
2,22-29,2,1,2595.0,2020
1,22-29,4,4,,2020
1,50+,6,5,4042.0,2020
7,50+,1,2,1096.0,2020
7,22-29,4,5,1997.0,2020
6,50+,6,4,,2020
7,30-49,0,14,5025.0,2020
5,30-49,-1,2,467.0,2020
8,30-49,-1,2,226.0,2020
1,22-29,3,3,,2020
9,30-49,3,2,92.0,2020
7,30-49,6,5,2180.0,2020
4,50+,5,3,23.0,2020
9,22-29,3,1,754.0,2020
3,50+,6,3,8.0,2020
2,22-29,-1,4,207.0,2020
8,22-29,6,1,120.0,2020
4,22-29,0,2,1235.0,2020
3,30-49,5,5,3625.0,2020
8,30-49,4,1,2033.0,2020
9,30-49,6,3,6.0,2020
7,50+,4,3,18.0,2020
3,22-29,1,5,2892.0,2020
8,22-29,1,3,26.0,2020
5,50+,0,14,6845.0,2020
3,22-29,2,5,3829.0,2020
9,30-49,-1,1,4977.0,2020
7,22-29,4,3,,2020
1,50+,0,2,544.0,2020
9,50+,3,2,58.0,2020
9,22-29,6,2,8.0,2020
5,22-29,3,4,533.0,2020
1,22-29,3,5,162.0,2020
3,50+,1,1,21818.0,2020
4,30-49,3,1,2295.0,2020
1,50+,1,5,1873.0,2020
7,22-29,5,5,1269.0,2020
3,30-49,1,1,28026.0,2020
4,30-49,0,15,66.0,2020
1,30-49,5,4,52.0,2020
3,22-29,0,2,1127.0,2020
6,30-49,0,4,50.0,2020
3,50+,2,2,517.0,2020
4,50+,-1,3,47.0,2020
5,50+,4,4,105.0,2020
5,50+,0,5,1348.0,2020
8,50+,2,2,284.0,2020
2,50+,3,3,66.0,2020
7,22-29,-1,4,190.0,2020
2,22-29,0,1,105121.0,2020
9,50+,6,1,490.0,2020
3,50+,0,14,6579.0,2020
2,50+,-1,4,179.0,2020
4,30-49,0,4,220.0,2020
3,30-49,5,3,19.0,2020
9,30-49,6,5,2420.0,2020
2,22-29,6,1,46.0,2020
3,22-29,3,3,24.0,2020
3,22-29,3,5,2560.0,2020
9,30-49,3,3,41.0,2020
8,50+,-1,1,3272.0,2020
1,22-29,1,5,200.0,2020
3,50+,4,4,84.0,2020
7,22-29,6,4,15.0,2020
2,22-29,5,2,11.0,2020
5,30-49,4,4,226.0,2020
1,22-29,2,5,265.0,2020
7,22-29,3,2,65.0,2020
7,50+,3,2,158.0,2020
5,30-49,0,1,304423.0,2020
5,50+,-1,1,5077.0,2020
6,22-29,1,3,10.0,2020
3,22-29,5,4,8.0,2020
8,30-49,5,3,9.0,2020
5,22-29,0,13,482.0,2020
3,50+,0,13,2936.0,2020
4,22-29,6,4,11.0,2020
6,30-49,4,3,8.0,2020
9,30-49,5,1,1166.0,2020
9,22-29,2,4,233.0,2020
5,50+,0,2,1925.0,2020
8,30-49,3,1,2446.0,2020
7,50+,2,4,195.0,2020
4,22-29,4,3,8.0,2020
9,22-29,1,4,1201.0,2020
2,50+,3,2,281.0,2020
5,22-29,0,5,1396.0,2020
6,22-29,2,3,10.0,2020
2,22-29,-1,2,368.0,2020
4,30-49,2,2,298.0,2020
1,50+,4,4,81.0,2020
7,30-49,5,5,3849.0,2020
4,30-49,1,2,1649.0,2020
9,50+,6,4,11.0,2020
3,22-29,4,4,32.0,2020
4,30-49,3,4,131.0,2020
8,22-29,5,5,977.0,2020
2,22-29,4,1,270.0,2020
5,30-49,6,3,25.0,2020
1,50+,-1,1,4862.0,2020
4,22-29,4,2,51.0,2020
5,30-49,5,4,192.0,2020
2,30-49,2,1,19319.0,2020
2,30-49,1,1,35854.0,2020
3,30-49,5,2,79.0,2020
9,30-49,6,2,19.0,2020
8,50+,4,3,8.0,2020
1,30-49,5,1,2072.0,2020
8,50+,0,13,2110.0,2020
2,22-29,3,1,628.0,2020
9,30-49,0,12,,2020
6,50+,2,1,2935.0,2020
3,22-29,-1,1,5548.0,2020
2,30-49,-1,3,194.0,2020
2,30-49,6,2,34.0,2020
6,30-49,1,4,175.0,2020
7,30-49,2,4,433.0,2020
3,50+,0,3,245.0,2020
8,22-29,0,3,125.0,2020
1,22-29,0,5,37.0,2020
5,22-29,2,3,133.0,2020
4,30-49,4,2,59.0,2020
6,22-29,4,2,6.0,2020
3,22-29,6,4,,2020
4,30-49,1,5,3795.0,2020
6,50+,2,4,38.0,2020
3,22-29,2,2,209.0,2020
2,50+,0,13,4932.0,2020
3,50+,-1,1,7333.0,2020
8,22-29,4,5,1537.0,2020
5,50+,0,13,4014.0,2020
4,22-29,0,5,458.0,2020
4,50+,-1,2,103.0,2020
8,50+,0,14,3365.0,2020
1,50+,6,4,48.0,2020
8,30-49,6,4,20.0,2020
1,30-49,0,1,104716.0,2020
4,30-49,0,2,1171.0,2020
3,22-29,0,15,194.0,2020
4,22-29,5,3,6.0,2020
3,30-49,3,4,205.0,2020
6,30-49,-1,1,1008.0,2020
1,50+,4,1,4503.0,2020
2,30-49,6,5,3115.0,2020
2,22-29,5,5,747.0,2020
5,30-49,2,1,11619.0,2020
3,50+,2,3,89.0,2020
3,22-29,3,2,56.0,2020
9,50+,3,3,23.0,2020
9,50+,0,15,584.0,2020
4,30-49,1,3,115.0,2020
2,50+,-1,1,8134.0,2020
8,30-49,1,1,10547.0,2020
6,30-49,5,5,558.0,2020
5,30-49,5,1,4270.0,2020
6,22-29,2,5,465.0,2020
8,50+,2,5,5874.0,2020
3,30-49,4,1,2983.0,2020
2,30-49,6,3,21.0,2020
4,22-29,0,3,322.0,2020
2,30-49,1,4,5128.0,2020
6,30-49,0,5,401.0,2020
7,50+,-1,3,33.0,2020
9,50+,5,4,30.0,2020
8,22-29,5,3,,2020
8,30-49,0,14,2247.0,2020
6,22-29,4,5,227.0,2020
9,22-29,2,5,6136.0,2020
2,50+,0,2,1790.0,2020
8,50+,2,4,212.0,2020
1,22-29,4,5,63.0,2020
9,22-29,1,3,60.0,2020
9,22-29,0,1,25249.0,2020
8,50+,3,5,5986.0,2020
8,22-29,0,15,256.0,2020
1,50+,1,4,747.0,2020
5,22-29,2,2,717.0,2020
6,50+,-1,3,8.0,2020
2,30-49,4,1,3236.0,2020
3,50+,6,2,71.0,2020
3,50+,0,11,,2020
4,22-29,2,2,243.0,2020
7,30-49,0,4,361.0,2020
7,50+,1,3,31.0,2020
8,22-29,6,4,8.0,2020
7,50+,-1,1,6472.0,2020
9,22-29,2,1,1909.0,2020
3,30-49,2,3,120.0,2020
5,22-29,0,3,1619.0,2020
6,50+,5,4,7.0,2020
5,50+,1,1,31324.0,2020
4,22-29,3,1,1051.0,2020
4,50+,1,1,13178.0,2020
7,22-29,1,5,2728.0,2020
5,30-49,3,4,393.0,2020
5,22-29,3,2,377.0,2020
6,22-29,1,2,77.0,2020
1,22-29,1,2,117.0,2020
6,22-29,0,4,31.0,2020
7,30-49,6,4,36.0,2020
8,30-49,5,5,2594.0,2020
9,50+,1,5,2614.0,2020
7,50+,0,4,124.0,2020
9,50+,2,1,3526.0,2020
2,22-29,0,15,132.0,2020
1,22-29,1,3,9.0,2020
5,30-49,-1,3,134.0,2020
8,30-49,-1,3,29.0,2020
9,22-29,0,14,165.0,2020
9,30-49,4,4,65.0,2020
5,22-29,4,3,47.0,2020
7,22-29,5,4,30.0,2020
7,30-49,5,3,23.0,2020
8,30-49,6,5,1338.0,2020
9,50+,-1,4,37.0,2020
5,50+,3,5,17543.0,2020
3,50+,5,1,3206.0,2020
4,50+,6,1,1139.0,2020
7,50+,4,4,81.0,2020
9,30-49,0,13,,2020
4,30-49,5,1,1337.0,2020
9,30-49,2,1,4260.0,2020
8,50+,0,2,683.0,2020
6,50+,4,1,433.0,2020
8,30-49,-1,4,140.0,2020
7,30-49,0,1,98298.0,2020
8,22-29,0,5,297.0,2020
4,30-49,0,3,330.0,2020
4,50+,5,2,56.0,2020
8,22-29,4,2,48.0,2020
4,22-29,0,15,5.0,2020
3,22-29,2,3,40.0,2020
4,22-29,5,2,7.0,2020
9,50+,1,1,9620.0,2020
2,50+,6,1,1529.0,2020
1,50+,6,3,18.0,2020
5,30-49,1,2,4734.0,2020
6,22-29,0,1,3210.0,2020
3,30-49,3,2,173.0,2020
5,50+,6,1,1193.0,2020
8,30-49,2,5,4637.0,2020
5,50+,4,3,75.0,2020
7,22-29,0,1,45946.0,2020
6,22-29,0,13,127.0,2020
5,30-49,0,14,5440.0,2020
5,50+,2,5,18699.0,2020
2,50+,4,4,105.0,2020
5,22-29,0,15,1222.0,2020
7,22-29,6,1,260.0,2020
5,50+,2,4,379.0,2020
4,30-49,4,5,3744.0,2020
3,22-29,0,3,264.0,2020
4,50+,0,1,84303.0,2020
7,22-29,4,2,39.0,2020
9,30-49,3,5,6223.0,2020
7,22-29,3,5,2697.0,2020
3,30-49,1,4,2900.0,2020
1,30-49,1,1,14496.0,2020
6,22-29,-1,1,518.0,2020
2,50+,4,5,13959.0,2020
1,22-29,0,2,67.0,2020
8,50+,1,1,12322.0,2020
8,22-29,3,2,62.0,2020
7,30-49,5,4,79.0,2020
1,50+,0,3,75.0,2020
5,22-29,5,1,1307.0,2020
2,30-49,0,14,6855.0,2020
5,22-29,1,2,4864.0,2020
3,22-29,0,5,625.0,2020
3,22-29,4,2,24.0,2020
2,50+,5,1,3336.0,2020
4,22-29,-1,4,72.0,2020
6,30-49,1,5,535.0,2020
3,22-29,-1,4,182.0,2020
7,50+,-1,2,165.0,2020
8,22-29,5,4,19.0,2020
6,30-49,6,3,,2020
7,22-29,0,5,493.0,2020
8,50+,3,1,2915.0,2020
7,50+,0,13,4657.0,2020
8,22-29,3,5,2535.0,2020
5,30-49,5,3,82.0,2020
4,50+,5,4,26.0,2020
1,50+,0,4,75.0,2020
9,30-49,3,4,132.0,2020
9,50+,1,2,748.0,2020
9,30-49,0,15,784.0,2020
4,30-49,6,2,24.0,2020
4,22-29,6,5,894.0,2020
8,22-29,4,4,42.0,2020
6,22-29,4,1,97.0,2020
4,22-29,0,14,14.0,2020
9,30-49,1,2,1549.0,2020
5,22-29,5,5,6212.0,2020
1,22-29,5,1,21.0,2020
6,30-49,6,5,175.0,2020
5,50+,1,5,5475.0,2020
7,22-29,2,5,3973.0,2020
2,22-29,2,5,4410.0,2020
4,22-29,3,5,4736.0,2020
1,22-29,0,4,16.0,2020
9,22-29,4,5,3891.0,2020
4,50+,3,5,7180.0,2020
6,30-49,0,2,131.0,2020
6,22-29,5,1,87.0,2020
6,22-29,3,2,12.0,2020
8,22-29,0,12,108.0,2020
1,30-49,2,4,320.0,2020
2,22-29,1,5,2769.0,2020
6,50+,2,3,265.0,2020
4,50+,2,1,7060.0,2020
6,50+,3,2,19.0,2020
2,50+,1,5,6279.0,2020
8,30-49,1,4,1292.0,2020
5,22-29,4,1,1793.0,2020
3,50+,3,1,4732.0,2020
3,22-29,6,1,65.0,2020
7,22-29,-1,2,246.0,2020
7,30-49,4,1,4221.0,2020
8,50+,1,3,54.0,2020
2,30-49,5,1,2478.0,2020
1,22-29,3,1,124.0,2020
7,50+,1,4,761.0,2020
9,22-29,-1,3,20.0,2020
2,30-49,4,5,6816.0,2020
3,50+,0,4,239.0,2020
6,22-29,6,2,,2020
4,30-49,4,4,77.0,2020
8,22-29,6,2,,2020
5,30-49,2,4,924.0,2020
2,30-49,5,2,57.0,2020
9,30-49,4,2,49.0,2020
2,50+,2,3,171.0,2020
9,22-29,4,1,384.0,2020
2,22-29,4,3,5.0,2020
1,50+,4,5,5646.0,2020
9,22-29,-1,1,2394.0,2020
2,30-49,5,4,78.0,2020
7,22-29,1,4,1210.0,2020
5,30-49,6,2,48.0,2020
2,22-29,-1,3,45.0,2020
7,50+,2,2,337.0,2020
6,30-49,4,4,12.0,2020
7,22-29,-1,3,25.0,2020
4,22-29,3,2,82.0,2020
5,50+,0,4,515.0,2020
9,22-29,-1,2,197.0,2020
5,50+,6,4,44.0,2020
5,22-29,3,1,3378.0,2020
5,50+,4,5,15385.0,2020
3,22-29,3,1,837.0,2020
3,50+,3,5,10515.0,2020
5,22-29,2,4,1085.0,2020
5,30-49,6,1,1110.0,2020
1,30-49,-1,4,148.0,2020
6,22-29,4,4,,2020
4,30-49,6,3,7.0,2020
6,50+,6,5,338.0,2020
7,22-29,2,2,235.0,2020
3,30-49,2,2,622.0,2020
8,50+,0,15,1004.0,2020
2,30-49,6,4,45.0,2020
5,30-49,4,2,153.0,2020
2,50+,-1,3,89.0,2020
5,30-49,1,5,9233.0,2020
2,22-29,6,4,8.0,2020
8,50+,5,2,112.0,2020
6,30-49,0,15,1329.0,2020
2,50+,5,4,61.0,2020
6,22-29,6,5,87.0,2020
8,22-29,0,4,169.0,2020
1,30-49,4,4,93.0,2020
4,30-49,2,4,347.0,2020
3,22-29,0,1,55314.0,2020
2,22-29,1,2,1338.0,2020
7,22-29,3,3,12.0,2020
6,50+,4,4,9.0,2020
6,30-49,1,2,121.0,2020
4,50+,3,3,45.0,2020
6,50+,1,4,107.0,2020
7,50+,0,5,474.0,2020
8,30-49,5,2,47.0,2020
7,30-49,1,1,20895.0,2020
1,50+,0,1,88946.0,2020
9,30-49,0,2,1401.0,2020
9,30-49,3,1,1931.0,2020
7,50+,6,5,4390.0,2020
8,30-49,2,3,42.0,2020
7,30-49,-1,2,470.0,2020
2,30-49,0,13,4038.0,2020
9,50+,-1,3,25.0,2020
7,50+,0,14,8918.0,2020
9,50+,6,3,8.0,2020
4,50+,-1,4,52.0,2020
2,30-49,0,12,2628.0,2020
5,22-29,-1,4,237.0,2020
6,50+,5,3,196.0,2020
2,30-49,0,4,880.0,2020
3,30-49,0,1,201343.0,2020
8,22-29,2,3,22.0,2020
1,50+,5,3,46.0,2020
9,50+,2,3,36.0,2020
6,30-49,3,4,19.0,2020
6,50+,2,5,1279.0,2020
1,30-49,3,4,122.0,2020
9,30-49,-1,3,77.0,2020
8,30-49,-1,1,4660.0,2020
2,22-29,5,4,18.0,2020
7,30-49,1,2,1594.0,2020
4,50+,4,4,43.0,2020
2,22-29,1,1,7740.0,2020
6,50+,0,5,957.0,2020
6,22-29,0,5,114.0,2020
6,50+,4,5,794.0,2020
7,50+,3,5,6238.0,2020
5,30-49,3,3,106.0,2020
7,50+,0,12,826.0,2020
3,22-29,1,2,1001.0,2020
5,50+,6,3,23.0,2020
8,22-29,-1,1,2017.0,2020
8,50+,4,5,5780.0,2020
8,22-29,0,13,178.0,2020
2,50+,4,1,3906.0,2020
3,30-49,2,1,16126.0,2020
2,30-49,1,3,187.0,2020
3,30-49,6,4,61.0,2020
4,22-29,5,5,1840.0,2020
9,50+,0,1,57509.0,2020
9,22-29,4,2,23.0,2020
3,50+,5,5,8828.0,2020
2,30-49,3,5,9103.0,2020
2,30-49,3,4,252.0,2020
3,50+,6,4,32.0,2020
8,50+,6,5,3698.0,2020
8,50+,2,3,23.0,2020
5,50+,1,2,2936.0,2020
4,30-49,3,3,55.0,2020
3,30-49,6,5,2917.0,2020
7,50+,2,1,11153.0,2020
2,50+,5,5,11248.0,2020
4,22-29,2,4,327.0,2020
3,30-49,0,2,2085.0,2020
2,30-49,5,3,22.0,2020
8,30-49,6,2,20.0,2020
1,50+,1,2,1179.0,2020
6,22-29,0,14,197.0,2020
4,30-49,-1,4,125.0,2020
3,50+,3,2,200.0,2020
6,22-29,1,5,416.0,2020
3,22-29,4,3,7.0,2020
2,50+,0,5,1206.0,2020
1,22-29,4,2,,2020
8,30-49,4,2,61.0,2020
2,50+,0,15,227.0,2020
9,22-29,6,5,1249.0,2020
9,22-29,2,3,30.0,2020
3,22-29,3,4,83.0,2020
1,22-29,1,4,109.0,2020
5,50+,3,3,88.0,2020
1,22-29,-1,1,939.0,2020
6,22-29,0,2,78.0,2020
9,22-29,1,5,4307.0,2020
9,50+,0,2,702.0,2020
7,30-49,2,2,464.0,2020
8,50+,0,12,158.0,2020
1,22-29,3,2,5.0,2020
6,50+,0,4,50.0,2020
3,22-29,6,2,10.0,2020
9,30-49,0,5,825.0,2020
1,50+,3,4,90.0,2020
8,30-49,3,2,92.0,2020
4,22-29,4,5,3114.0,2020
2,30-49,-1,2,923.0,2020
6,30-49,5,3,72.0,2020
9,50+,3,5,6208.0,2020
3,50+,2,4,323.0,2020
4,30-49,2,5,6658.0,2020
6,22-29,-1,3,,2020
9,22-29,0,15,103.0,2020
6,50+,0,12,104.0,2020
1,22-29,-1,3,8.0,2020
9,30-49,-1,4,121.0,2020
7,30-49,4,4,135.0,2020
1,22-29,5,2,,2020
4,30-49,6,1,731.0,2020
3,22-29,2,4,220.0,2020
7,22-29,0,15,264.0,2020
7,50+,1,1,16783.0,2020
4,50+,0,3,186.0,2020
9,30-49,5,3,27.0,2020
9,22-29,5,1,276.0,2020
7,22-29,6,3,,2020
5,22-29,1,5,10531.0,2020
6,22-29,3,1,204.0,2020
3,30-49,3,3,58.0,2020
6,50+,0,13,1152.0,2020
4,50+,6,3,14.0,2020
6,50+,3,5,848.0,2020
5,30-49,6,4,81.0,2020
1,22-29,4,1,67.0,2020
3,50+,6,5,7130.0,2020
8,50+,3,2,117.0,2020
9,50+,4,4,32.0,2020
5,22-29,6,1,343.0,2020
8,22-29,-1,2,125.0,2020
4,30-49,1,1,14949.0,2020
7,30-49,4,3,20.0,2020
6,30-49,2,2,34.0,2020
1,30-49,0,2,890.0,2020
2,50+,4,2,178.0,2020
7,22-29,5,2,22.0,2020
5,50+,2,2,468.0,2020
4,30-49,0,1,107476.0,2020
1,30-49,4,1,2704.0,2020
