inr,expband,fresh,n,ws,wh
441z,3-5,1,367.0,32339.230212,323.0
441z,6-10,0,90.0,8476.900091,85.0
441z,6-10,1,393.0,34208.479897,329.0
441z,na,1,16.0,1578.720005,16.0
442z,0-2,0,156.0,9928.9100593,82.0
442z,0-2,1,360.0,27821.03014,248.0
442z,11-20,0,342.0,26115.129982,197.0
442z,11-20,1,1752.0,134207.659787,1064.0
442z,21+,0,881.0,69751.470082,611.0
442z,21+,1,2089.0,158491.389984,1259.0
442z,3-5,0,90.0,7385.899999,72.0
442z,3-5,1,381.0,30011.400166,265.0
442z,6-10,0,153.0,12446.210021,113.0
442z,6-10,1,609.0,46935.739831,391.0
442z,na,0,19.0,697.0499968,6.0
442z,na,1,63.0,3010.0400057,19.0
443z,0-2,0,347.0,14792.6301353,65.0
443z,0-2,1,510.0,34974.2699738,284.0
443z,11-20,0,102.0,8368.369945,85.0
443z,11-20,1,1092.0,85342.999542,747.0
443z,21+,0,322.0,25001.0898386,248.0
443z,21+,1,921.0,72408.459868,657.0
443z,3-5,0,99.0,7743.599928,82.0
443z,3-5,1,529.0,42178.429818,388.0
443z,6-10,0,100.0,7445.809947,70.0
443z,6-10,1,584.0,44939.639667,397.0
443z,na,1,15.0,1082.19998,10.0
449z,0-2,0,340.0,14592.6101419,52.0
449z,0-2,1,263.0,14423.9501172,73.0
449z,11-20,0,59.0,4618.880038,39.0
449z,11-20,1,226.0,16714.600001,129.0
449z,21+,0,19.0,1636.790026,12.0
449z,21+,1,45.0,4001.649997,40.0
449z,3-5,0,16.0,850.869985,5.0
449z,3-5,1,62.0,4899.909981,46.0
449z,6-10,0,24.0,1864.640018,17.0
449z,6-10,1,101.0,7326.899955,61.0
460z,na,0,30.0,354.1700067,0.0
460z,na,1,38.0,1390.609997,0.0
461z,0-2,0,120.0,8818.9301075,81.0
461z,0-2,1,221.0,18756.510229,191.0
461z,11-20,0,102.0,9262.180208999998,84.0
461z,11-20,1,541.0,47653.489985,477.0
461z,21+,0,372.0,30686.4202955,284.0
461z,21+,1,792.0,66400.870292,638.0
461z,3-5,0,52.0,4725.180117,45.0
461z,3-5,1,189.0,16976.530201999998,167.0
461z,6-10,0,67.0,6211.170083000001,62.0
461z,6-10,1,267.0,24018.870082,240.0
461z,na,0,35.0,1454.5500245,10.0
461z,na,1,51.0,2222.1800175000003,14.0
462z,0-2,0,84.0,5117.160086899999,39.0
462z,0-2,1,287.0,23274.2302966,217.0
462z,11-20,0,51.0,5000.000116,51.0
462z,11-20,1,484.0,43989.400294,429.0
462z,21+,0,158.0,13056.970159,128.0
462z,21+,1,363.0,30989.700197,296.0
462z,3-5,0,28.0,2702.2200390000003,28.0
462z,3-5,1,213.0,20206.470254,208.0
462z,6-10,0,37.0,3643.260083,37.0
462z,6-10,1,290.0,27262.080325000003,285.0
469z,0-2,0,248.0,15308.6901724,107.0
469z,0-2,1,885.0,69409.610671,652.0
469z,11-20,0,1384.0,92697.4004657,754.0
469z,11-20,1,3564.0,252036.1800565,2072.0
469z,21+,0,2111.0,154578.5705207,1248.0
469z,21+,1,2402.0,158965.5401798,1256.0
469z,3-5,0,130.0,9556.180106,87.0
469z,3-5,1,1126.0,94656.1706018,926.0
469z,6-10,0,554.0,41982.9402376,382.0
469z,6-10,1,1934.0,146851.98989660002,1274.0
469z,na,0,1130.0,63033.4102268,402.0
469z,na,1,2071.0,121624.6898592,846.0
480z,0-2,1,38.0,3252.510001,32.0
480z,11-20,0,388.0,34035.510189,316.0
480z,11-20,1,1126.0,95010.090346,883.0
480z,21+,0,2799.0,235595.9714229,2150.0
480z,21+,1,4479.0,381103.0020176,3581.0
480z,3-5,0,13.0,1230.90002,13.0
480z,3-5,1,46.0,3706.869981,33.0
480z,6-10,0,13.0,1286.2200260000002,13.0
480z,6-10,1,91.0,8056.479974000001,80.0
480z,na,0,378.0,25460.7401671,213.0
480z,na,1,346.0,19267.0100523,142.0
481a,0-2,0,2222.0,141551.6415491,1012.0
481a,0-2,1,3732.0,328068.04316830006,3118.0
481a,11-20,0,2434.0,213128.8915521,2000.0
481a,11-20,1,5927.0,508443.0519115,4778.0
481a,21+,0,2389.0,209444.6615326,1957.0
481a,21+,1,4600.0,408951.1722236,3992.0
481a,3-5,0,1782.0,160088.97184150002,1534.0
481a,3-5,1,3609.0,330994.44297860004,3238.0
481a,6-10,0,2225.0,198902.7321057,1913.0
481a,6-10,1,4092.0,364621.3024879,3540.0
481a,na,0,460.0,40296.33023,387.0
481a,na,1,255.0,21399.9901455,210.0
481b,0-2,0,18.0,1679.5000249999998,18.0
481b,0-2,1,90.0,7958.080123,83.0
481b,11-20,0,730.0,65063.1106758,614.0
481b,11-20,1,1982.0,173484.5009773,1672.0
481b,21+,0,424.0,39828.240491,392.0
481b,21+,1,1056.0,95801.240572,943.0
481b,3-5,0,27.0,2577.290032,27.0
481b,3-5,1,97.0,8107.530033,75.0
481b,6-10,0,63.0,5734.380091,58.0
481b,6-10,1,263.0,23740.040041000004,241.0
481x,0-2,0,3745.0,182109.1716196,911.0
481x,0-2,1,3604.0,238827.1517251,1782.0
481x,11-20,0,1720.0,143163.6911772,1270.0
481x,11-20,1,3859.0,308697.7615555,2753.0
481x,21+,0,521.0,47577.860387,448.0
481x,21+,1,1048.0,93280.560542,911.0
481x,3-5,0,1006.0,81728.2207772,723.0
481x,3-5,1,1714.0,138955.68093630002,1241.0
481x,6-10,0,1498.0,123313.6810033,1101.0
481x,6-10,1,2408.0,195455.6811073,1740.0
481x,na,0,1777.0,161956.3316044,1593.0
481x,na,1,5058.0,456186.6839183,4401.0
482z,na,1,23.0,382.4000054,0.0
489z,0-2,0,774.0,40626.3104478,236.0
489z,0-2,1,1026.0,76467.6905785,632.0
489z,11-20,0,649.0,56306.77054,526.0
489z,11-20,1,1273.0,108005.410747,1006.0
489z,21+,0,288.0,25772.970214,236.0
489z,21+,1,604.0,54292.280377,531.0
489z,3-5,0,428.0,34324.2202739,311.0
489z,3-5,1,858.0,71800.8003316,681.0
489z,6-10,0,738.0,62960.4804344,601.0
489z,6-10,1,1428.0,121550.150503,1153.0
489z,na,0,275.0,16280.9601585,115.0
489z,na,1,690.0,42543.1701108,324.0
520a,0-2,0,102.0,8402.4400675,79.0
520a,0-2,1,661.0,57642.100594,547.0
520a,11-20,0,793.0,71448.060564,683.0
520a,11-20,1,2117.0,185899.590804,1703.0
520a,21+,0,1859.0,163189.980749,1495.0
520a,21+,1,3032.0,262443.9805759,2444.0
520a,3-5,0,247.0,22953.310244,225.0
520a,3-5,1,696.0,62720.610669,624.0
520a,6-10,0,365.0,33841.520370000006,332.0
520a,6-10,1,990.0,89638.640644,870.0
520a,na,0,11.0,1063.490017,11.0
520b,21+,0,111.0,7693.980097000001,36.0
520b,21+,1,283.0,20992.150103,150.0
520x,0-2,0,1069.0,52635.0904094,270.0
520x,0-2,1,997.0,71058.6707223,541.0
520x,11-20,0,292.0,22413.770228,169.0
520x,11-20,1,1049.0,77383.1202801,614.0
520x,21+,0,151.0,10573.660121,72.0
520x,21+,1,509.0,37461.350159,300.0
520x,3-5,0,110.0,8909.290109,74.0
520x,3-5,1,300.0,25863.550289,247.0
520x,6-10,0,131.0,12341.830152,121.0
520x,6-10,1,335.0,28326.780239,250.0
520x,na,0,229.0,5348.8900117,0.0
520x,na,1,317.0,10626.9100594,32.0
521a,0-2,0,241.0,18032.4202005,148.0
521a,0-2,1,1217.0,102427.440717,937.0
521a,11-20,0,1305.0,104958.400675,836.0
521a,11-20,1,4584.0,368949.8710965,3037.0
521a,21+,0,4292.0,338120.68149600003,2613.0
521a,21+,1,6890.0,550219.242233,4682.0
521a,3-5,0,341.0,29757.170295,281.0
521a,3-5,1,1465.0,125951.25083,1185.0
521a,6-10,0,693.0,58491.94044200001,525.0
521a,6-10,1,2187.0,182273.690825,1603.0
521b,0-2,0,306.0,13455.6501384,45.0
521b,0-2,1,862.0,57479.260444,378.0
521b,11-20,0,991.0,71785.070709,476.0
521b,11-20,1,3339.0,250232.4212232,1863.0
521b,21+,0,7880.0,497746.36304878,2633.0
521b,21+,1,12321.0,808898.81314554,5302.0
521b,3-5,0,348.0,22621.7301975,144.0
521b,3-5,1,1113.0,81193.940646,624.0
521b,6-10,0,518.0,38186.890453,280.0
521b,6-10,1,1780.0,132615.4608015,997.0
521b,na,0,22.0,1682.020039,10.0
521b,na,1,30.0,1966.670043,14.0
521c,0-2,0,123.0,4272.870086,14.0
521c,0-2,1,423.0,18769.310089,92.0
521c,11-20,0,218.0,11474.100143,50.0
521c,11-20,1,930.0,51351.4201787,288.0
521c,21+,0,752.0,35675.420161,130.0
521c,21+,1,725.0,38753.3501741,175.0
521c,3-5,0,140.0,4963.3800351,14.0
521c,3-5,1,469.0,22535.7501478,119.0
521c,6-10,0,269.0,11262.110052,44.0
521c,6-10,1,856.0,44327.0302936,259.0
521x,0-2,0,3210.0,138069.5914063,509.0
521x,0-2,1,3518.0,217340.941785,1499.0
521x,11-20,0,1598.0,113133.7008888,762.0
521x,11-20,1,4690.0,344165.1713271,2602.0
521x,21+,0,830.0,61343.510374,436.0
521x,21+,1,2157.0,166849.7708145,1390.0
521x,3-5,0,410.0,27873.7503142,196.0
521x,3-5,1,1546.0,120887.7708046,1038.0
521x,6-10,0,656.0,48097.5304977,364.0
521x,6-10,1,2153.0,163511.6407333,1332.0
521x,na,0,166.0,3712.190017,5.0
521x,na,1,183.0,5039.4700083,7.0
522a,0-2,0,65.0,5081.150055,41.0
522a,0-2,1,565.0,44596.890145,360.0
522a,11-20,0,817.0,71551.960362,632.0
522a,11-20,1,2263.0,192945.590716,1710.0
522a,21+,0,3053.0,260287.250954,2301.0
522a,21+,1,4414.0,374247.610408,3457.0
522a,3-5,0,174.0,14088.250101,121.0
522a,3-5,1,615.0,51476.150293,467.0
522a,6-10,0,256.0,22191.190154,203.0
522a,6-10,1,748.0,63227.900249000006,562.0
522b,0-2,0,93.0,5668.19005,25.0
522b,0-2,1,308.0,21658.700114,139.0
522b,11-20,0,716.0,53335.4301814,366.0
522b,11-20,1,2477.0,186590.410212,1398.0
522b,21+,0,3236.0,207529.500305,1112.0
522b,21+,1,5823.0,392594.2004128,2541.0
522b,3-5,0,137.0,9084.7400656,52.0
522b,3-5,1,415.0,30975.690224,230.0
522b,6-10,0,241.0,17925.8500886,124.0
522b,6-10,1,779.0,57620.6401517,436.0
522b,na,0,11.0,808.1799940000001,6.0
522b,na,1,13.0,865.149995,5.0
522c,0-2,0,189.0,6593.9699375,9.0
522c,0-2,1,597.0,30697.0398873,141.0
522c,11-20,0,129.0,6465.899954,22.0
522c,11-20,1,393.0,20902.189903,105.0
522c,21+,0,11.0,240.77998900000003,0.0
522c,3-5,0,163.0,7751.509934,25.0
522c,3-5,1,561.0,33630.7198,213.0
522c,6-10,0,267.0,12976.7198925,51.0
522c,6-10,1,837.0,49611.939707,303.0
522d,0-2,0,48.0,1530.0700175,0.0
522d,0-2,1,166.0,4598.120024,0.0
522d,11-20,0,261.0,10422.260073,18.0
522d,11-20,1,482.0,21379.390085,58.0
522d,21+,0,525.0,28762.780069,84.0
522d,21+,1,1037.0,58191.730068,219.0
522d,3-5,0,123.0,3852.960007,0.0
522d,3-5,1,353.0,11752.660065,10.0
522d,6-10,0,359.0,11578.490064,11.0
522d,6-10,1,910.0,34282.41015,72.0
522x,0-2,0,1422.0,64863.7405076,273.0
522x,0-2,1,1763.0,113630.7808062,776.0
522x,11-20,0,1107.0,82207.720348,581.0
522x,11-20,1,3182.0,237240.2204286,1855.0
522x,21+,0,931.0,71834.18032900001,552.0
522x,21+,1,2322.0,183539.0504555,1541.0
522x,3-5,0,269.0,19525.1701519,149.0
522x,3-5,1,968.0,72851.600395,590.0
522x,6-10,0,549.0,38830.4002564,289.0
522x,6-10,1,1523.0,109436.260427,824.0
522x,na,0,84.0,1952.1799582,0.0
522x,na,1,120.0,3457.4899823,5.0
523a,0-2,0,269.0,24648.210391,234.0
523a,0-2,1,851.0,80131.751103,789.0
523a,11-20,0,1418.0,133246.781543,1311.0
523a,11-20,1,2951.0,270947.42217100004,2644.0
523a,21+,0,1008.0,92641.570867,888.0
523a,21+,1,1977.0,178745.30107100002,1728.0
523a,3-5,0,421.0,40549.800567000006,404.0
523a,3-5,1,835.0,78818.220973,784.0
523a,6-10,0,689.0,66538.450932,665.0
523a,6-10,1,1219.0,115951.991399,1177.0
523b,0-2,0,10.0,959.850005,10.0
523b,0-2,1,115.0,9921.740104,90.0
523b,11-20,0,135.0,11617.420109,101.0
523b,11-20,1,477.0,40396.100205,346.0
523b,21+,1,12.0,1145.910003,12.0
523b,3-5,0,26.0,2460.149995,26.0
523b,3-5,1,195.0,17855.770184,177.0
523b,6-10,0,64.0,6107.790059,64.0
523b,6-10,1,201.0,17680.530169999998,170.0
523c,0-2,0,135.0,10402.6201589,83.0
523c,0-2,1,429.0,37862.060422,340.0
523c,11-20,0,1109.0,99195.6309765,939.0
523c,11-20,1,2639.0,226541.4112983,2101.0
523c,21+,0,527.0,44624.370361,389.0
523c,21+,1,1499.0,128835.080568,1180.0
523c,3-5,0,220.0,18871.4902796,169.0
523c,3-5,1,464.0,40370.29032000001,367.0
523c,6-10,0,350.0,32361.950407600005,314.0
523c,6-10,1,649.0,58890.740539000006,562.0
523d,0-2,1,23.0,1416.700006,6.0
523d,11-20,0,14.0,1355.610013,14.0
523d,11-20,1,98.0,7769.170046,64.0
523d,21+,0,6620.0,467071.3418056,3178.0
523d,21+,1,10785.0,779938.3409961599,5921.0
523d,3-5,1,19.0,1165.149995,5.0
523d,6-10,1,35.0,2496.190012,14.0
523d,na,0,19.0,1670.610013,14.0
523d,na,1,14.0,1248.010028,9.0
523e,0-2,0,28.0,1049.720044,0.0
523e,0-2,1,44.0,2892.740032,19.0
523e,11-20,0,180.0,11344.350012,65.0
523e,11-20,1,577.0,39928.759906,298.0
523e,21+,0,45.0,2937.689983,17.0
523e,21+,1,127.0,9334.739999,80.0
523e,3-5,0,40.0,1805.740055,6.0
523e,3-5,1,63.0,4034.709988,26.0
523e,6-10,0,105.0,7162.010019,45.0
523e,6-10,1,244.0,16181.829973,117.0
523f,0-2,0,58.0,2715.190033,10.0
523f,0-2,1,205.0,9334.199972,41.0
523f,11-20,0,61.0,3079.590011,12.0
523f,11-20,1,248.0,12177.060027,60.0
523f,21+,1,50.0,2460.810004,5.0
523f,3-5,0,112.0,4904.110051,14.0
523f,3-5,1,282.0,12916.9599952,50.0
523f,6-10,0,150.0,7417.850074,23.0
523f,6-10,1,453.0,23922.830013000003,136.0
523x,0-2,0,4405.0,224698.9121113,1215.0
523x,0-2,1,4640.0,324798.6629896,2514.0
523x,11-20,0,3215.0,265916.8320612,2363.0
523x,11-20,1,7064.0,566181.57244216,5042.0
523x,21+,0,1029.0,91193.010675,855.0
523x,21+,1,2338.0,202443.94085,1912.0
523x,3-5,0,1009.0,84648.4008379,783.0
523x,3-5,1,2244.0,185551.0913369,1671.0
523x,6-10,0,1693.0,143264.2311295,1334.0
523x,6-10,1,3238.0,265589.9211659,2393.0
523x,na,0,220.0,7647.760017,28.0
523x,na,1,337.0,16676.0100211,104.0
524a,0-2,0,61.0,3807.81001,16.0
524a,0-2,1,650.0,48680.030203,362.0
524a,11-20,0,544.0,44560.699886,370.0
524a,11-20,1,2450.0,192997.790317,1541.0
524a,21+,0,1386.0,108571.289956,840.0
524a,21+,1,2241.0,173328.8999406,1370.0
524a,3-5,0,151.0,11989.339987,94.0
524a,3-5,1,746.0,58874.160367,481.0
524a,6-10,0,299.0,23660.979991,188.0
524a,6-10,1,984.0,78028.940244,648.0
524b,0-2,1,34.0,1809.050009,0.0
524b,11-20,0,89.0,5981.870017,25.0
524b,11-20,1,615.0,42984.7099084,263.0
524b,21+,0,1020.0,70344.040199,417.0
524b,21+,1,1892.0,128934.0300189,841.0
524b,3-5,1,42.0,2560.0699860000004,9.0
524b,6-10,0,16.0,864.32,0.0
524b,6-10,1,90.0,6092.429974000001,34.0
524c,11-20,1,15.0,810.3000000000001,0.0
524d,0-2,1,162.0,3862.5799484,0.0
524d,11-20,1,69.0,1756.830003,0.0
524d,3-5,1,50.0,1305.629997,0.0
524d,6-10,1,102.0,3202.470027,7.0
524x,0-2,0,1215.0,53433.8603434,204.0
524x,0-2,1,1127.0,70760.7603947,448.0
524x,11-20,0,319.0,24320.069981,189.0
524x,11-20,1,1302.0,94559.609834,693.0
524x,21+,0,135.0,11494.590017,102.0
524x,21+,1,481.0,38044.190076,315.0
524x,3-5,0,101.0,8106.350012,71.0
524x,3-5,1,347.0,27863.280154,240.0
524x,6-10,0,136.0,11168.90004,94.0
524x,6-10,1,514.0,39018.850102,313.0
525a,0-2,1,66.0,5998.770075,60.0
525a,11-20,0,69.0,5906.84006,51.0
525a,11-20,1,294.0,25889.58012,238.0
525a,21+,0,226.0,19451.500114,169.0
525a,21+,1,421.0,36663.470221,350.0
525a,3-5,0,17.0,1640.610013,17.0
525a,3-5,1,88.0,8218.390060000002,88.0
525a,6-10,0,44.0,4153.780046,44.0
525a,6-10,1,139.0,12457.250112,120.0
525b,11-20,1,64.0,4984.020066,42.0
525b,21+,1,13.0,1198.740002,13.0
525b,3-5,1,20.0,1413.509988,7.0
525b,6-10,1,16.0,1475.700002,16.0
525c,0-2,0,25.0,351.60001,0.0
525c,0-2,1,64.0,1038.390049,0.0
525c,11-20,0,41.0,1115.680035,6.0
525c,11-20,1,126.0,4772.220116,22.0
525c,3-5,0,11.0,193.710011,0.0
525c,3-5,1,56.0,885.690039,0.0
525c,6-10,0,74.0,1990.260057,8.0
525c,6-10,1,162.0,5143.6700710000005,21.0
525d,0-2,0,38.0,990.3199815,0.0
525d,0-2,1,98.0,3436.109984,0.0
525d,11-20,0,152.0,6508.759775,6.0
525d,11-20,1,204.0,11159.860011,40.0
525d,21+,0,487.0,25572.709718,71.0
525d,21+,1,296.0,16325.419973,64.0
525d,3-5,0,44.0,1488.44999,0.0
525d,3-5,1,99.0,4420.650026,5.0
525d,6-10,0,131.0,6085.620008999999,15.0
525d,6-10,1,221.0,11272.500103,23.0
525x,0-2,0,154.0,6018.2100628,18.0
525x,0-2,1,245.0,14792.4702135,97.0
525x,11-20,0,42.0,2817.510041,18.0
525x,11-20,1,252.0,18735.09015,145.0
525x,21+,0,15.0,1419.78003,15.0
525x,21+,1,44.0,4089.450078,44.0
525x,3-5,0,19.0,1499.210027,13.0
525x,3-5,1,73.0,5855.550086,47.0
525x,6-10,0,24.0,369.450015,0.0
525x,6-10,1,151.0,9856.240142,77.0
525x,na,0,103.0,2407.4600373,0.0
525x,na,1,88.0,1787.6700433,0.0
526a,0-2,0,254.0,21324.2300587,198.0
526a,0-2,1,1046.0,92466.890305,870.0
526a,11-20,0,899.0,75405.450165,642.0
526a,11-20,1,2338.0,191907.750268,1614.0
526a,21+,0,1294.0,106701.960415,867.0
526a,21+,1,1875.0,154609.4502966,1339.0
526a,3-5,0,409.0,38046.06004,383.0
526a,3-5,1,1122.0,98800.400291,947.0
526a,6-10,0,791.0,69379.190299,642.0
526a,6-10,1,1536.0,131767.340268,1190.0
526b,0-2,0,43.0,1981.080039,0.0
526b,0-2,1,261.0,18178.05015,100.0
526b,11-20,0,68.0,5041.059994,31.0
526b,11-20,1,538.0,40703.41017,305.0
526b,21+,0,46.0,3681.300053,22.0
526b,21+,1,273.0,21870.900136,190.0
526b,3-5,0,64.0,4473.320019,35.0
526b,3-5,1,253.0,18958.320121,142.0
526b,6-10,0,27.0,2140.470021,16.0
526b,6-10,1,232.0,17983.420108,140.0
526x,0-2,0,2656.0,131640.6311619,653.0
526x,0-2,1,2731.0,180101.6314132,1319.0
526x,11-20,0,588.0,46227.170264,352.0
526x,11-20,1,1731.0,136198.070286,1122.0
526x,21+,0,168.0,13914.03004,108.0
526x,21+,1,411.0,33757.300163,294.0
526x,3-5,0,368.0,29542.350248,249.0
526x,3-5,1,1169.0,91546.910635,736.0
526x,6-10,0,480.0,38205.9303005,298.0
526x,6-10,1,1447.0,109823.7403757,862.0
526x,na,1,10.0,98.100004,0.0
527a,0-2,1,179.0,13793.259958,110.0
527a,11-20,0,107.0,7695.359947000001,48.0
527a,11-20,1,477.0,37964.399875,296.0
527a,21+,1,12.0,1112.2900169999998,12.0
527a,3-5,0,47.0,3591.9399860000003,29.0
527a,3-5,1,209.0,16911.140015,148.0
527a,6-10,0,97.0,7405.98997,54.0
527a,6-10,1,338.0,26988.18991,227.0
527b,11-20,0,17.0,1412.1599540000002,17.0
527b,11-20,1,153.0,11107.819967,69.0
527x,0-2,0,205.0,7424.0500666,21.0
527x,0-2,1,172.0,11339.1700446,82.0
527x,11-20,0,65.0,5062.259972,42.0
527x,11-20,1,401.0,30160.559923,234.0
527x,21+,0,226.0,16472.829917,127.0
527x,21+,1,578.0,42224.529662,294.0
527x,3-5,1,82.0,6604.959991,65.0
527x,6-10,1,98.0,8055.279952000001,82.0
529a,0-2,0,37.0,2872.330049,22.0
529a,0-2,1,629.0,53354.470458,482.0
529a,11-20,0,849.0,67272.33031935,582.0
529a,11-20,1,2812.0,225977.6509037,1942.0
529a,21+,0,933.0,55865.3802465,366.0
529a,21+,1,1742.0,116339.8500407,871.0
529a,3-5,0,199.0,17036.8901355,157.0
529a,3-5,1,1002.0,86702.790853,814.0
529a,6-10,0,437.0,37622.820254,339.0
529a,6-10,1,1912.0,158294.9409885,1407.0
529a,na,0,851.0,70165.6401755,623.0
529a,na,1,1581.0,130923.4705134,1190.0
529b,0-2,1,11.0,516.23,0.0
529b,11-20,0,50.0,2603.1600466000004,18.0
529b,11-20,1,218.0,13025.5500425,80.0
529b,21+,0,5963.0,376983.03091078,2129.0
529b,21+,1,6404.0,401417.93077838,2490.0
529b,3-5,1,18.0,844.74,0.0
529b,6-10,1,68.0,3658.300026,14.0
529b,na,0,1077.0,71756.9902618,405.0
529b,na,1,915.0,58740.9800837,364.0
529x,0-2,0,1279.0,66971.1006686,352.0
529x,0-2,1,1898.0,129405.3009252,968.0
529x,11-20,0,2300.0,124824.83042361,802.0
529x,11-20,1,5404.0,336117.33067189,2501.0
529x,21+,0,3624.0,168344.50051800002,855.0
529x,21+,1,6186.0,318373.25018098,1877.0
529x,3-5,0,463.0,34838.1602961,280.0
529x,3-5,1,1448.0,113283.2906736,981.0
529x,6-10,0,1141.0,79268.3704995,618.0
529x,6-10,1,2904.0,209095.310892,1701.0
529x,na,0,2445.0,99732.55030033,434.0
529x,na,1,3834.0,164656.43006621,801.0
540a,0-2,1,42.0,3584.2300669999995,36.0
540a,11-20,0,58.0,4889.350026,34.0
540a,11-20,1,359.0,28416.090075,231.0
540a,21+,0,224.0,17947.970113,134.0
540a,21+,1,474.0,37895.350118,312.0
540a,3-5,1,65.0,5471.150058,53.0
540a,6-10,1,73.0,5924.120034,50.0
540b,21+,0,14.0,894.790028,0.0
540b,21+,1,20.0,1313.010028,5.0
540x,0-2,0,83.0,4282.320087,23.0
540x,0-2,1,167.0,12019.560182,99.0
540x,11-20,0,16.0,1303.04004,8.0
540x,11-20,1,183.0,15288.580084,143.0
540x,21+,0,33.0,2867.240027,28.0
540x,21+,1,62.0,5544.530095,62.0
540x,3-5,0,26.0,2105.230052,21.0
540x,3-5,1,71.0,6321.050119,65.0
540x,6-10,0,22.0,1718.920035,12.0
540x,6-10,1,112.0,9650.840052,99.0
540x,na,0,12.0,287.9199928,0.0
541b,11-20,1,23.0,1249.959997,0.0
541b,21+,1,21.0,1166.770002,0.0
541c,11-20,1,21.0,967.469989,0.0
541e,0-2,0,37.0,1443.1300547,0.0
541e,0-2,1,43.0,1696.7900525000002,0.0
541e,11-20,0,46.0,1922.4100705,0.0
541e,11-20,1,33.0,1473.620047,0.0
541e,3-5,0,45.0,2085.160076,0.0
541e,3-5,1,43.0,1680.4800546,0.0
541e,6-10,0,61.0,2562.9600916,0.0
541e,6-10,1,48.0,1923.140051,0.0
541x,0-2,0,15.0,419.76,0.0
541x,0-2,1,12.0,270.96,0.0
541x,11-20,0,21.0,769.139992,0.0
541x,11-20,1,184.0,11768.209933,70.0
541x,21+,1,70.0,5548.210031,49.0
541x,6-10,0,12.0,270.96,0.0
541x,6-10,1,24.0,994.109999,0.0
541x,na,0,23.0,375.7700039,0.0
541x,na,1,15.0,600.3599999999999,0.0
542b,21+,0,36.0,2739.449998,22.0
542b,21+,1,51.0,3726.410019,33.0
542b,6-10,1,25.0,1879.070015,17.0
542c,0-2,0,50.0,1811.6700525,0.0
542c,0-2,1,57.0,2864.270042,12.0
542c,11-20,0,75.0,4512.840031,35.0
542c,11-20,1,176.0,11130.159904,97.0
542c,21+,1,22.0,1010.410004,0.0
542c,3-5,0,39.0,1872.960012,8.0
542c,3-5,1,58.0,3454.619993,30.0
542c,6-10,0,108.0,5762.490025,36.0
542c,6-10,1,153.0,9539.129938,87.0
542x,0-2,0,43.0,1382.4800398,0.0
542x,0-2,1,50.0,2467.270027,5.0
542x,11-20,1,34.0,1639.9499978,12.0
542x,21+,1,20.0,1617.00003,15.0
542x,3-5,0,32.0,2376.590015,26.0
542x,3-5,1,32.0,2317.029986,27.0
542x,6-10,0,20.0,1644.690021,20.0
542x,6-10,1,50.0,3370.900013,28.0
542x,na,0,30.0,428.6200182,0.0
542x,na,1,35.0,906.050018,0.0
543b,11-20,1,60.0,3218.450002,16.0
543b,21+,0,23.0,1657.490025,5.0
543b,21+,1,34.0,2033.810018,16.0
543c,0-2,1,27.0,1177.869988,6.0
543c,11-20,0,28.0,740.119993,0.0
543c,11-20,1,69.0,2682.5299905,8.0
543c,21+,0,127.0,5987.3100237,11.0
543c,21+,1,176.0,8017.6400064,5.0
543c,3-5,1,14.0,416.30002,0.0
543c,6-10,0,24.0,414.360019,0.0
543c,6-10,1,28.0,868.000004,6.0
543d,11-20,1,31.0,487.349995,0.0
543d,21+,0,34.0,1678.970024,0.0
543d,21+,1,81.0,3186.71005,5.0
543x,11-20,1,89.0,7434.370030999999,63.0
543x,21+,0,35.0,3249.33002,35.0
543x,21+,1,73.0,6431.150062,67.0
543x,6-10,1,12.0,1083.440006,12.0
544a,0-2,1,14.0,1266.700023,14.0
544a,21+,0,133.0,11460.610021,108.0
544a,21+,1,102.0,7638.060021,55.0
544b,11-20,1,18.0,853.450016,0.0
544c,3-5,1,21.0,193.289997,0.0
544c,6-10,0,10.0,115.849996,0.0
544c,6-10,1,37.0,257.12999882,0.0
544x,0-2,1,47.0,3142.209995,21.0
544x,11-20,0,10.0,949.19998,10.0
544x,11-20,1,145.0,10211.5600632,66.0
544x,21+,0,19.0,1778.0900379999998,19.0
544x,21+,1,58.0,4796.280019,43.0
544x,3-5,1,56.0,3221.330006,10.0
544x,6-10,1,58.0,3801.0200114,25.0
549z,na,0,18.0,347.5399847,0.0
580a,0-2,1,43.0,3033.369968,6.0
580a,11-20,0,165.0,12755.309934,67.0
580a,11-20,1,569.0,45101.619502,253.0
580a,21+,0,526.0,41845.849935,276.0
580a,21+,1,780.0,61561.179713,413.0
580a,3-5,1,71.0,5025.579963,15.0
580a,6-10,0,29.0,2252.14001,13.0
580a,6-10,1,169.0,12605.889876,55.0
580b,0-2,1,72.0,5204.7399270000005,21.0
580b,11-20,0,64.0,4988.939955,33.0
580b,11-20,1,493.0,39062.659491,261.0
580b,21+,0,44.0,3043.979984,14.0
580b,21+,1,162.0,12720.99987,88.0
580b,3-5,1,128.0,9304.469903,28.0
580b,6-10,0,25.0,1779.079966,9.0
580b,6-10,1,234.0,18241.97982,113.0
580x,0-2,0,273.0,11786.2300454,17.0
580x,0-2,1,496.0,33011.2297666,143.0
580x,11-20,0,47.0,3305.539987,14.0
580x,11-20,1,328.0,24983.269728,151.0
580x,21+,0,18.0,1545.400015,13.0
