inr,expband,fresh,n,ws,wh
222k,6-10,1,132.0,9934.170296,98.0
222x,0-2,0,263.0,11563.8801797,46.0
222x,0-2,1,269.0,15513.280148,97.0
222x,11-20,0,94.0,7455.720076,66.0
222x,11-20,1,359.0,25631.660035,211.0
222x,21+,0,177.0,13429.8401548,130.0
222x,21+,1,297.0,21893.150084,193.0
222x,3-5,0,47.0,3030.2299975,24.0
222x,3-5,1,122.0,8814.310047500001,84.0
222x,6-10,0,66.0,4413.7300885,33.0
222x,6-10,1,198.0,14416.2600076,130.0
222x,na,0,112.0,4567.5400812,12.0
222x,na,1,221.0,10010.2300409,42.0
223a,0-2,0,14.0,840.460022,6.0
223a,0-2,1,62.0,5109.930051,49.0
223a,11-20,0,51.0,4336.100031,44.0
223a,11-20,1,215.0,18516.890045,204.0
223a,21+,0,107.0,8798.290082,80.0
223a,21+,1,133.0,11255.320119,114.0
223a,3-5,0,33.0,2589.310032,27.0
223a,3-5,1,144.0,12098.56003,138.0
223a,6-10,0,42.0,3405.750071,36.0
223a,6-10,1,167.0,13962.580096,148.0
223c,0-2,1,32.0,2765.120128,32.0
223c,11-20,0,27.0,2333.070108,27.0
223c,11-20,1,149.0,11472.5904,108.0
223c,3-5,1,21.0,1814.610084,21.0
223c,6-10,0,15.0,1296.15006,15.0
223c,6-10,1,97.0,7596.5903,72.0
223c,na,1,12.0,1036.920048,12.0
223d,0-2,0,74.0,3912.5000726,15.0
223d,0-2,1,121.0,8729.7800968,75.0
223d,11-20,0,100.0,8778.500041,88.0
223d,11-20,1,404.0,33780.410183,346.0
223d,21+,0,163.0,13799.680068,139.0
223d,21+,1,346.0,28669.610197,285.0
223d,3-5,0,36.0,2963.41,29.0
223d,3-5,1,148.0,11878.220139,115.0
223d,6-10,0,63.0,5122.860015,52.0
223d,6-10,1,271.0,22486.990146,223.0
223x,0-2,0,127.0,4938.8900905,15.0
223x,0-2,1,107.0,6543.280151999999,45.0
223x,11-20,1,16.0,1240.6400159999998,8.0
223x,3-5,1,13.0,1057.310028,13.0
223x,6-10,0,11.0,953.320006,11.0
223x,6-10,1,18.0,1520.110013,18.0
225a,0-2,0,36.0,2363.640003,18.0
225a,0-2,1,149.0,11005.03014,82.0
225a,11-20,0,118.0,9552.930082,83.0
225a,11-20,1,785.0,60979.5503715,550.0
225a,21+,0,324.0,24203.8501864,212.0
225a,21+,1,650.0,47699.8701624,425.0
225a,3-5,1,185.0,15677.11013,155.0
225a,6-10,0,49.0,4086.420044,38.0
225a,6-10,1,394.0,32346.670256,297.0
225b,0-2,1,58.0,4957.8800980000005,47.0
225b,11-20,0,94.0,8342.670082,83.0
225b,11-20,1,499.0,39076.920454,349.0
225b,21+,0,87.0,7999.770131,87.0
225b,21+,1,260.0,21964.260294,240.0
225b,3-5,0,18.0,1746.720018,18.0
225b,3-5,1,71.0,5695.890083,55.0
225b,6-10,0,46.0,4097.770045,40.0
225b,6-10,1,231.0,19069.770221,170.0
225c,0-2,0,55.0,2765.9900637,13.0
225c,0-2,1,105.0,6992.800095,56.0
225c,11-20,0,23.0,2047.940045,23.0
225c,11-20,1,216.0,17174.280174,159.0
225c,21+,0,259.0,21055.080243,199.0
225c,21+,1,645.0,53219.16058,519.0
225c,3-5,0,46.0,3007.680046,22.0
225c,3-5,1,147.0,12011.640189,107.0
225c,6-10,0,74.0,4868.230081,42.0
225c,6-10,1,352.0,26169.330258,224.0
225x,0-2,0,418.0,16799.3701931,52.0
225x,0-2,1,342.0,17052.9402709,83.0
225x,11-20,0,161.0,10569.8501614,90.0
225x,11-20,1,544.0,35198.1902986,262.0
225x,21+,0,39.0,3002.2900210000003,27.0
225x,21+,1,160.0,12361.310119,121.0
225x,3-5,0,26.0,1319.649993,6.0
225x,3-5,1,119.0,6840.4800986,47.0
225x,6-10,0,14.0,550.870013,0.0
225x,6-10,1,138.0,8553.9600925,58.0
225x,na,0,17.0,323.540003,0.0
225x,na,1,30.0,650.8800046,0.0
226z,0-2,0,129.0,5819.7200579,31.0
226z,0-2,1,150.0,10098.520129,78.0
226z,11-20,1,275.0,22493.509923,229.0
226z,21+,0,71.0,6030.720115,66.0
226z,21+,1,140.0,11921.91003,127.0
226z,3-5,0,12.0,808.560012,6.0
226z,3-5,1,123.0,10689.750138,107.0
226z,6-10,0,22.0,2017.060015,22.0
226z,6-10,1,163.0,13705.010056,140.0
229z,0-2,0,4190.0,201209.0713084,918.0
229z,0-2,1,4714.0,265485.5109452,1571.0
229z,11-20,0,3730.0,231934.8310842,1563.0
229z,11-20,1,7173.0,446731.881744,3139.0
229z,21+,0,4059.0,278332.7813451,2121.0
229z,21+,1,5012.0,321570.921473,2403.0
229z,3-5,0,1098.0,60688.7804486,357.0
229z,3-5,1,1986.0,122660.3906842,833.0
229z,6-10,0,1910.0,112421.6507768,693.0
229z,6-10,1,3470.0,217615.1710015,1530.0
229z,na,0,1161.0,63809.8904077,374.0
229z,na,1,1822.0,95304.1503349,549.0
310a,21+,0,52.0,3856.300016,26.0
310a,21+,1,119.0,9156.180007,65.0
310b,21+,0,2260.0,171301.6105633,1381.0
310b,21+,1,1276.0,90736.5302552,752.0
310b,na,0,130.0,10984.430051,103.0
310b,na,1,45.0,3845.330023,39.0
310x,0-2,0,1043.0,45979.6105423,154.0
310x,0-2,1,1231.0,62430.4804038,311.0
310x,11-20,0,194.0,15121.540139,115.0
310x,11-20,1,671.0,50864.380041,399.0
310x,21+,0,52.0,4217.66002,32.0
310x,21+,1,182.0,14914.510008,124.0
310x,3-5,0,40.0,2583.510045,17.0
310x,3-5,1,124.0,8953.780045,65.0
310x,6-10,0,31.0,2144.8400380000003,12.0
310x,6-10,1,210.0,15902.730063,124.0
310x,na,0,66.0,1654.4500259,0.0
310x,na,1,112.0,3742.7200104,10.0
311a,0-2,0,167.0,12144.249860999998,136.0
311a,0-2,1,1404.0,112866.49865,1372.0
311a,11-20,0,367.0,29811.699672,352.0
311a,11-20,1,2054.0,165733.54824799998,1944.0
311a,21+,0,878.0,67976.529507,744.0
311a,21+,1,1190.0,94183.4895325,1097.0
311a,3-5,0,249.0,20292.189751,249.0
311a,3-5,1,1280.0,104060.48885,1275.0
311a,6-10,0,341.0,27919.489659,341.0
311a,6-10,1,1786.0,145222.958455,1746.0
311a,na,0,15.0,1281.949995,15.0
311b,11-20,1,10.0,812.0999899999999,10.0
311b,21+,0,87.0,7066.419927999999,87.0
311b,21+,1,82.0,6404.459977,77.0
311b,3-5,1,17.0,1380.569983,17.0
311b,6-10,1,19.0,1542.989981,19.0
311b,na,0,149.0,11873.339856,144.0
311b,na,1,510.0,41327.709511,503.0
311c,0-2,0,72.0,5000.260007,43.0
311c,0-2,1,382.0,26794.680123,234.0
311c,11-20,0,474.0,33690.620222,305.0
311c,11-20,1,954.0,71386.78082900001,717.0
311c,21+,0,154.0,10246.390087,93.0
311c,21+,1,133.0,10561.200206,127.0
311c,3-5,0,82.0,6303.060057000001,69.0
311c,3-5,1,432.0,31891.90029,311.0
311c,6-10,0,205.0,14782.800134,135.0
311c,6-10,1,805.0,59983.910473,585.0
311c,na,0,200.0,14428.720193,129.0
311c,na,1,221.0,16516.600323000002,179.0
311x,0-2,0,2120.0,95898.0207567,353.0
311x,0-2,1,2767.0,152435.530449,847.0
311x,11-20,0,967.0,69794.5398865,546.0
311x,11-20,1,4535.0,326219.4590568,2505.0
311x,21+,0,448.0,32743.770094,278.0
311x,21+,1,1013.0,72591.8698666,616.0
311x,3-5,0,465.0,30471.9000536,231.0
311x,3-5,1,1758.0,121652.4697666,876.0
311x,6-10,0,751.0,52599.130031,404.0
311x,6-10,1,3302.0,228295.5896517,1562.0
311x,na,0,61.0,2270.660013,12.0
311x,na,1,50.0,1256.1399995000002,0.0
312a,0-2,0,572.0,30944.1802405,177.0
312a,0-2,1,1927.0,121840.9103541,749.0
312a,11-20,0,719.0,51297.330026,371.0
312a,11-20,1,3946.0,286056.45935990004,2075.0
312a,21+,0,431.0,32791.9600724,289.0
312a,21+,1,977.0,73979.379988,626.0
312a,3-5,0,420.0,28612.230085,217.0
312a,3-5,1,2014.0,141508.1401766,903.0
312a,6-10,0,550.0,39783.0200382,304.0
312a,6-10,1,3173.0,228981.3899548,1604.0
312b,0-2,0,58.0,3088.77005,13.0
312b,0-2,1,116.0,8218.320141,62.0
312b,11-20,0,114.0,9789.68011,104.0
312b,11-20,1,501.0,41504.590195,397.0
312b,21+,0,103.0,9048.59016,98.0
312b,21+,1,241.0,20758.240235,209.0
312b,3-5,0,32.0,2132.230025,15.0
312b,3-5,1,162.0,12372.4701,102.0
312b,6-10,0,56.0,4204.780039,32.0
312b,6-10,1,286.0,22718.060109,190.0
312c,0-2,0,249.0,11763.1201398,57.0
312c,0-2,1,574.0,42456.0500032,323.0
312c,11-20,0,144.0,12047.810053,104.0
312c,11-20,1,881.0,74350.349736,684.0
312c,21+,0,57.0,5162.079982,57.0
312c,21+,1,257.0,22444.000093,221.0
312c,3-5,0,105.0,7779.840088499999,64.0
312c,3-5,1,601.0,50106.079856,448.0
312c,6-10,0,137.0,10968.210006,98.0
312c,6-10,1,916.0,77024.889939,671.0
312x,0-2,0,1185.0,47960.4005554,131.0
312x,0-2,1,1617.0,75671.2006347,324.0
312x,11-20,0,156.0,12215.91012,99.0
312x,11-20,1,755.0,54037.160054,355.0
312x,3-5,0,57.0,2993.59004,16.0
312x,3-5,1,211.0,13554.120027,81.0
312x,6-10,0,51.0,3301.340055,18.0
312x,6-10,1,301.0,19229.280057,105.0
312x,na,1,19.0,198.2399991,0.0
313z,0-2,0,2354.0,112561.1811701,504.0
313z,0-2,1,3959.0,262937.9516359,1889.0
313z,11-20,0,1197.0,95262.2805002,809.0
313z,11-20,1,4397.0,359057.6606359,3150.0
313z,21+,0,934.0,71940.2402258,611.0
313z,21+,1,1838.0,147014.6303718,1304.0
313z,3-5,0,826.0,57195.8604123,436.0
313z,3-5,1,2664.0,213795.2009654,1786.0
313z,6-10,0,1102.0,84194.56052490001,687.0
313z,6-10,1,4151.0,338149.3110918,2903.0
313z,na,0,73.0,4130.3299941,26.0
313z,na,1,91.0,5814.58999,51.0
314a,0-2,0,606.0,42264.1302408,365.0
314a,0-2,1,1278.0,111332.270251,1139.0
314a,11-20,0,631.0,53072.4999286,484.0
314a,11-20,1,2274.0,195943.2000687,1880.0
314a,21+,0,430.0,37146.599963,343.0
314a,21+,1,1148.0,96061.670017,875.0
314a,3-5,0,526.0,44887.9499466,440.0
314a,3-5,1,1205.0,108935.90011,1138.0
314a,6-10,0,691.0,60767.949863,588.0
314a,6-10,1,1556.0,137617.890086,1372.0
314b,0-2,1,38.0,3250.460018,38.0
314b,11-20,1,121.0,10899.319977,121.0
314b,21+,0,42.0,3706.860049,37.0
314b,21+,1,47.0,4230.410055,47.0
314b,3-5,1,58.0,5038.620029,58.0
314b,6-10,1,77.0,6722.409978,77.0
314x,0-2,0,490.0,24504.0502769,129.0
314x,0-2,1,519.0,33004.5203975,244.0
314x,11-20,1,88.0,7000.340002999999,62.0
314x,3-5,0,61.0,4605.249927,19.0
314x,3-5,1,79.0,6515.849955,60.0
314x,6-10,0,60.0,4876.639994,36.0
314x,6-10,1,99.0,8443.440057,79.0
314x,na,0,17.0,731.110004,7.0
319z,0-2,0,5303.0,252427.6422355,1076.0
319z,0-2,1,7230.0,395056.3122978,2163.0
319z,11-20,0,3635.0,241088.2302865,1600.0
319z,11-20,1,7925.0,529008.07067944,3761.0
319z,21+,0,3533.0,249006.4103259,1875.0
319z,21+,1,4198.0,283139.0303807,2097.0
319z,3-5,0,1123.0,67859.2602389,444.0
319z,3-5,1,2600.0,173631.8006472,1223.0
319z,6-10,0,1800.0,115884.2405594,779.0
319z,6-10,1,4321.0,292935.8505129,2105.0
319z,na,0,1462.0,76453.1402114,487.0
319z,na,1,2167.0,108387.9799806,587.0
320z,11-20,0,14.0,1133.580014,14.0
320z,11-20,1,40.0,3392.450035,40.0
320z,21+,0,136.0,11334.520083,118.0
320z,21+,1,370.0,31271.670153,337.0
320z,na,0,20.0,352.2600056,0.0
320z,na,1,33.0,1286.6800128,8.0
321a,0-2,0,167.0,11623.510034600002,98.0
321a,0-2,1,353.0,31807.810065,337.0
321a,11-20,0,353.0,30633.060044,324.0
321a,11-20,1,1145.0,95900.720391,998.0
321a,21+,0,908.0,74614.8901148,737.0
321a,21+,1,1276.0,108377.460181,1127.0
321a,3-5,0,182.0,15280.120043,154.0
321a,3-5,1,435.0,37592.820141,395.0
321a,6-10,0,401.0,34357.940158,359.0
321a,6-10,1,1013.0,87539.540337,925.0
321a,na,0,100.0,8922.050025,95.0
321a,na,1,73.0,6650.080014,73.0
321b,0-2,0,897.0,52733.8506841,360.0
321b,0-2,1,1136.0,87454.79087900001,825.0
321b,11-20,0,921.0,73722.1105867,710.0
321b,11-20,1,2750.0,220348.3112527,2165.0
321b,21+,0,243.0,20113.640126,200.0
321b,21+,1,855.0,70216.1704198,708.0
321b,3-5,0,881.0,66529.39061829999,619.0
321b,3-5,1,1337.0,108852.8808337,1111.0
321b,6-10,0,1250.0,101066.1508976,1004.0
321b,6-10,1,2463.0,198967.5413328,1975.0
321x,0-2,0,1538.0,72644.940954,291.0
321x,0-2,1,1413.0,85901.1907989,613.0
321x,11-20,0,551.0,44644.120325,433.0
321x,11-20,1,1283.0,103855.090601,989.0
321x,21+,0,51.0,4633.5100330000005,51.0
321x,21+,1,245.0,21358.250057,232.0
321x,3-5,0,222.0,16820.330161,162.0
321x,3-5,1,409.0,33669.45021,320.0
321x,6-10,0,357.0,27173.4702715,244.0
321x,6-10,1,692.0,55181.800269,531.0
322a,0-2,0,27.0,1893.930048,15.0
322a,0-2,1,375.0,30549.131351,360.0
322a,11-20,0,139.0,11245.050434,125.0
322a,11-20,1,1736.0,141499.685378,1673.0
322a,21+,0,1043.0,83515.933082,955.0
322a,21+,1,1624.0,127680.2645104,1480.0
322a,3-5,0,31.0,2624.360114,31.0
322a,3-5,1,454.0,37431.391614,444.0
322a,6-10,0,48.0,3926.040174,48.0
322a,6-10,1,1001.0,82188.493335,982.0
322b,0-2,1,39.0,3290.9701320000004,39.0
322b,11-20,1,58.0,4910.440181,58.0
322b,21+,0,23.0,1883.930092,23.0
322b,21+,1,10.0,819.10004,10.0
322b,3-5,1,31.0,2623.630103,31.0
322b,6-10,1,72.0,6031.920209,67.0
322x,0-2,0,54.0,2228.6900410000003,6.0
322x,0-2,1,134.0,9479.950282,81.0
322x,11-20,1,76.0,6001.230182,65.0
322x,21+,0,90.0,7628.890064,71.0
322x,21+,1,188.0,15693.840197,175.0
322x,3-5,1,28.0,2293.480112,28.0
322x,6-10,1,57.0,4123.570148,42.0
329z,0-2,0,608.0,33206.0004023,197.0
329z,0-2,1,664.0,43837.4905914,354.0
329z,11-20,0,521.0,42877.39039,398.0
329z,11-20,1,1144.0,91319.5007094,880.0
329z,21+,0,168.0,13398.670101,119.0
329z,21+,1,340.0,28214.580266,281.0
329z,3-5,0,129.0,10634.480141,108.0
329z,3-5,1,240.0,20286.890206,215.0
329z,6-10,0,269.0,22496.930177,229.0
329z,6-10,1,601.0,49940.240498,505.0
340a,0-2,0,4031.0,269579.4713146,2156.0
340a,0-2,1,7514.0,617740.110734,6043.0
340a,11-20,0,13563.0,1040795.9988183,8992.0
340a,11-20,1,29086.0,2269988.60001152,20705.0
340a,21+,0,22236.0,1733890.2487956,14883.0
340a,21+,1,29812.0,2331193.1974176,21058.0
340a,3-5,0,4666.0,370710.0500674,3389.0
340a,3-5,1,9297.0,784083.2109541,7686.0
340a,6-10,0,9090.0,720028.5598326,6432.0
340a,6-10,1,16906.0,1366343.7315512,12797.0
340a,na,0,1189.0,87691.510064,728.0
340a,na,1,1045.0,69595.5199037,602.0
340b,11-20,0,256.0,22082.419858,194.0
340b,11-20,1,337.0,27265.7299029,248.0
340b,21+,0,42.0,3592.4599550000003,32.0
340b,21+,1,60.0,5458.869942,53.0
340b,6-10,0,22.0,1616.3799735,17.0
340b,6-10,1,38.0,2202.469987,16.0
340c,11-20,0,17.0,430.6100127,0.0
340c,21+,0,34.0,2751.699999,18.0
340c,21+,1,61.0,5203.380054,50.0
340d,11-20,0,64.0,3228.2100305000004,23.0
340d,11-20,1,201.0,12929.460056,103.0
340d,6-10,0,47.0,1871.800017,9.0
340d,6-10,1,167.0,9571.2200927,73.0
340e,11-20,0,12.0,612.7800024,6.0
340e,11-20,1,69.0,3269.9400004,19.0
340e,21+,0,25.0,2280.449971,25.0
340e,21+,1,34.0,2732.3599635,29.0
340e,6-10,0,12.0,1088.889995,12.0
340e,6-10,1,54.0,2331.5799942,16.0
340f,21+,1,26.0,2301.640007,21.0
340g,11-20,0,932.0,38007.6301534,188.0
340g,11-20,1,1835.0,81768.75010214,404.0
340g,21+,0,916.0,35163.2700705,154.0
340g,21+,1,1690.0,61915.5099982,212.0
340g,3-5,1,41.0,1391.1300235,6.0
340g,6-10,0,174.0,5952.810051699999,26.0
340g,6-10,1,363.0,17169.5301379,102.0
340g,na,0,119.0,2896.2299917,5.0
340g,na,1,252.0,6630.769978,0.0
340x,0-2,0,8135.0,406720.00423168,2098.0
340x,0-2,1,8613.0,540940.2745916999,4149.0
340x,11-20,0,3838.0,298426.0000924,2401.0
340x,11-20,1,7210.0,563450.211354,4876.0
340x,21+,0,1659.0,131353.9499831,1125.0
340x,21+,1,2757.0,222115.6403765,2042.0
340x,3-5,0,1100.0,81861.9903039,673.0
340x,3-5,1,1967.0,154167.130684,1408.0
340x,6-10,0,1986.0,152811.3601786,1251.0
340x,6-10,1,3296.0,262183.0409208,2320.0
340x,na,0,1625.0,72665.95034725001,418.0
340x,na,1,2417.0,122480.6002804,776.0
341z,0-2,0,1563.0,84722.3511502,332.0
341z,0-2,1,1924.0,130096.481034,1020.0
341z,11-20,0,1441.0,102871.4303145,524.0
341z,11-20,1,2231.0,159866.3008041,1104.0
341z,21+,0,169.0,11783.810052,46.0
341z,21+,1,137.0,9195.350073,54.0
341z,3-5,0,1066.0,72955.9007102,388.0
341z,3-5,1,1666.0,123793.640523,1025.0
341z,6-10,0,2410.0,173108.8710761,956.0
341z,6-10,1,3439.0,247333.0813512,1788.0
341z,na,0,385.0,23901.8101748,161.0
341z,na,1,202.0,9974.7800664,62.0
342z,0-2,0,578.0,34243.8205571,220.0
342z,0-2,1,511.0,36419.7903918,314.0
342z,11-20,0,867.0,65920.820528,471.0
342z,11-20,1,1124.0,85635.77064,658.0
342z,21+,0,4139.0,309774.1217894,2225.0
342z,21+,1,3681.0,275998.6315212,2216.0
342z,3-5,0,290.0,21372.3602405,181.0
342z,3-5,1,307.0,23833.9102675,220.0
342z,6-10,0,520.0,38605.990389,296.0
342z,6-10,1,533.0,38777.650405,290.0
342z,na,0,292.0,17837.6301949,126.0
342z,na,1,285.0,15067.7400927,108.0
343z,0-2,1,98.0,8156.380024,98.0
343z,11-20,0,62.0,4668.879966,44.0
343z,11-20,1,311.0,23775.399894,221.0
343z,21+,0,149.0,12178.979897,122.0
343z,21+,1,153.0,12398.899828,131.0
343z,3-5,0,25.0,2031.140014,25.0
343z,3-5,1,104.0,8549.639992,99.0
343z,6-10,0,128.0,10645.829896,123.0
343z,6-10,1,357.0,28914.529998,317.0
343z,na,0,103.0,2929.7600328,6.0
343z,na,1,139.0,5683.4600135,37.0
344z,0-2,0,799.0,48764.0601594,373.0
344z,0-2,1,914.0,74628.0298132,743.0
344z,11-20,0,720.0,62376.9695368,679.0
344z,11-20,1,912.0,76426.3096763,794.0
344z,21+,0,709.0,59521.089708,590.0
344z,21+,1,878.0,68590.3898755,654.0
344z,3-5,0,643.0,56099.3197815,603.0
344z,3-5,1,739.0,65540.839793,699.0
344z,6-10,0,1089.0,95651.479417,1027.0
344z,6-10,1,1451.0,124940.5994908,1300.0
344z,na,0,136.0,8571.850047,82.0
344z,na,1,184.0,9841.75003,76.0
345a,0-2,0,160.0,11557.7501046,102.0
345a,0-2,1,371.0,28671.100145,257.0
345a,11-20,0,431.0,30966.6102337,218.0
345a,11-20,1,1115.0,77653.3502655,516.0
345a,3-5,0,145.0,11186.81011,93.0
345a,3-5,1,503.0,40030.420185,364.0
345a,6-10,0,319.0,22445.3702164,156.0
345a,6-10,1,811.0,58170.5302512,434.0
345b,0-2,1,71.0,5827.450031,43.0
345b,11-20,0,113.0,9228.4800101,93.0
345b,11-20,1,705.0,56447.1198877,502.0
345b,21+,0,3521.0,274542.0001829,2342.0
345b,21+,1,3837.0,300325.6397723,2622.0
345b,3-5,1,59.0,4944.070044,36.0
345b,6-10,0,14.0,701.6800028,7.0
345b,6-10,1,85.0,6497.490035,57.0
345b,na,0,156.0,12022.660043,109.0
345b,na,1,93.0,7126.130037,63.0
345c,0-2,0,389.0,25185.5997874,205.0
345c,0-2,1,1180.0,98772.7980825,974.0
345c,11-20,0,121.0,10580.079798,111.0
345c,11-20,1,338.0,29261.999451,306.0
345c,21+,0,1010.0,76846.289906,680.0
345c,21+,1,2024.0,155871.369376,1504.0
345c,3-5,0,356.0,31784.439414,340.0
345c,3-5,1,1195.0,104347.377967,1092.0
345c,6-10,0,400.0,34468.039548,362.0
345c,6-10,1,1517.0,127468.99832,1298.0
345c,na,0,52.0,4219.929984,45.0
345c,na,1,19.0,1613.370005,19.0
345x,0-2,0,1643.0,80476.9307976,351.0
345x,0-2,1,2316.0,138061.7706122,940.0
345x,11-20,0,803.0,62023.2602255,532.0
345x,11-20,1,1964.0,148512.760022,1220.0
345x,21+,0,246.0,19902.109965,175.0
345x,21+,1,548.0,44125.559854,417.0
345x,3-5,0,146.0,9999.470081,81.0
345x,3-5,1,429.0,31369.2401498,292.0
345x,6-10,0,298.0,22123.480074500003,190.0
345x,6-10,1,757.0,57500.440015,484.0
345x,na,0,67.0,2096.8700085,8.0
345x,na,1,98.0,4231.3500295,22.0
346a,0-2,0,117.0,8204.970016,86.0
346a,0-2,1,2054.0,162675.850003,1991.0
346a,11-20,0,116.0,9648.860005,116.0
346a,11-20,1,1031.0,83938.88008300001,963.0
346a,21+,0,290.0,23665.480029,275.0
346a,21+,1,350.0,27949.259993000003,318.0
346a,3-5,0,124.0,10081.3,124.0
346a,3-5,1,1819.0,146078.170077,1762.0
346a,6-10,0,132.0,10765.02,132.0
346a,6-10,1,1641.0,132108.100083,1552.0
346a,na,0,347.0,27682.729996,318.0
346a,na,1,522.0,42099.500052,479.0
346x,0-2,1,60.0,4904.400005,54.0
346x,11-20,1,32.0,2576.0,32.0
346x,21+,0,733.0,58687.520298,522.0
346x,21+,1,644.0,50204.110206,434.0
346x,3-5,1,17.0,1368.5,17.0
346x,6-10,1,22.0,1771.0,22.0
346x,na,0,793.0,58720.3002543,527.0
346x,na,1,410.0,25271.0800777,195.0
349z,0-2,0,1603.0,93204.1808621,571.0
349z,0-2,1,2265.0,151440.491049,1172.0
349z,11-20,0,2363.0,184237.8498289,1483.0
349z,11-20,1,4496.0,346189.24038888,2942.0
349z,21+,0,3070.0,228934.909993,1913.0
349z,21+,1,3759.0,283368.5606519,2488.0
349z,3-5,0,535.0,42024.220186,353.0
349z,3-5,1,971.0,78416.43034400001,718.0
349z,6-10,0,1011.0,79347.4302438,650.0
349z,6-10,1,1837.0,145241.540415,1272.0
349z,na,0,1985.0,115748.9002623,835.0
349z,na,1,2583.0,129393.5799973,774.0
380a,0-2,0,676.0,45810.610176,473.0
380a,0-2,1,2506.0,197827.8632516,2326.0
380a,11-20,0,2241.0,178018.8382926,2059.0
380a,11-20,1,6900.0,549658.5046482,6137.0
380a,21+,0,5930.0,463355.0899362,4888.0
380a,21+,1,8954.0,696759.583617,7370.0
380a,3-5,0,996.0,77086.6699844,913.0
380a,3-5,1,2811.0,226759.893366,2646.0
380a,6-10,0,1508.0,120160.489152,1465.0
380a,6-10,1,4486.0,361937.234164,4207.0
380a,na,0,61.0,4709.520014,51.0
380a,na,1,78.0,6061.260024,70.0
380c,0-2,0,122.0,7616.980047800001,62.0
380c,0-2,1,593.0,46605.2704199,439.0
380c,11-20,0,356.0,29643.699856,319.0
380c,11-20,1,1608.0,131152.160295,1334.0
380c,21+,0,127.0,11096.860124,122.0
380c,21+,1,307.0,24892.460115,246.0
380c,3-5,0,114.0,8633.470052,82.0
380c,3-5,1,704.0,57970.000287,539.0
380c,6-10,0,284.0,23739.949939,260.0
380c,6-10,1,1358.0,110918.3504892,1097.0
380x,0-2,0,3580.0,173896.8816589,895.0
380x,0-2,1,3514.0,202766.4318084,1539.0
380x,11-20,0,1221.0,76432.060065,565.0
380x,11-20,1,2559.0,159752.960357,1185.0
380x,21+,0,1110.0,72707.9800501,572.0
380x,21+,1,1825.0,112935.6301461,841.0
380x,3-5,0,243.0,14914.0300704,127.0
380x,3-5,1,609.0,42714.1402915,372.0
380x,6-10,0,518.0,33201.5001192,256.0
380x,6-10,1,1372.0,90493.4303536,688.0
380x,na,0,536.0,19340.8200458,80.0
380x,na,1,911.0,36783.3399963,133.0
421a,0-2,0,280.0,15136.1500794,89.0
421a,0-2,1,944.0,68817.0602986,551.0
421a,11-20,0,624.0,45474.7598673,365.0
421a,11-20,1,3038.0,219485.529474,1630.0
421a,21+,0,820.0,64415.96998,579.0
421a,21+,1,2154.0,160008.2997041,1341.0
421a,3-5,0,199.0,13910.969986,109.0
421a,3-5,1,1036.0,77493.1002176,640.0
421a,6-10,0,364.0,24579.9800098,186.0
421a,6-10,1,1468.0,103611.2197698,750.0
421b,0-2,0,16.0,1435.520016,16.0
421b,0-2,1,75.0,6023.840007999999,47.0
421b,11-20,0,78.0,6286.339985,52.0
421b,11-20,1,443.0,32539.619844,237.0
421b,21+,0,61.0,5069.849955,48.0
421b,21+,1,209.0,15919.090011,123.0
421b,3-5,1,77.0,6257.410017,51.0
421b,6-10,1,122.0,9553.05989,64.0
421x,0-2,0,428.0,17022.9602053,56.0
421x,0-2,1,404.0,18269.8301216,56.0
421x,11-20,0,22.0,1495.270024,5.0
421x,11-20,1,186.0,12420.739988,82.0
421x,3-5,0,10.0,830.999985,10.0
421x,3-5,1,59.0,3010.0999966,13.0
421x,6-10,1,57.0,3059.650008,8.0
421x,na,0,14.0,365.7500007,0.0
421x,na,1,44.0,1823.4400072,7.0
422z,0-2,0,539.0,24235.180228,99.0
422z,0-2,1,950.0,58110.9200022,355.0
422z,11-20,0,337.0,25324.7099654,201.0
422z,11-20,1,1587.0,118877.969463,951.0
422z,21+,0,62.0,5114.829946,51.0
422z,21+,1,185.0,15271.179956,150.0
422z,3-5,0,198.0,12971.1799937,93.0
422z,3-5,1,849.0,60042.219808,463.0
422z,6-10,0,270.0,20316.989927,172.0
422z,6-10,1,1241.0,90703.899525,697.0
423z,0-2,0,10.0,461.000005,0.0
423z,0-2,1,82.0,4315.459957,9.0
423z,11-20,0,40.0,2998.529949,28.0
423z,11-20,1,470.0,31788.27964,184.0
423z,21+,0,30.0,2260.219966,22.0
423z,21+,1,342.0,25111.82978,184.0
423z,3-5,1,136.0,7950.069899,35.0
423z,6-10,0,11.0,677.8699790000001,5.0
423z,6-10,1,295.0,17921.889787,80.0
429z,0-2,0,181.0,7104.4500415,24.0
429z,0-2,1,192.0,9973.06,47.0
429z,11-20,0,50.0,3817.510026,28.0
429z,11-20,1,291.0,17689.229928,110.0
429z,21+,1,29.0,2211.650011,18.0
429z,3-5,1,33.0,2305.310011,17.0
429z,6-10,0,29.0,1559.560024,6.0
429z,6-10,1,126.0,7364.339989,42.0
441z,0-2,0,128.0,10224.0901146,107.0
441z,0-2,1,391.0,33668.750289,335.0
441z,11-20,0,180.0,15177.550145,147.0
441z,11-20,1,880.0,75939.939852,733.0
441z,21+,0,493.0,42311.080263,403.0
441z,21+,1,1156.0,97084.910384,928.0
441z,3-5,0,96.0,8737.320097,91.0
