"term","rb_x_highwfh_x_young","q1_x_highwfh_x_young","q2_x_highwfh_x_young","q3_x_highwfh_x_young","interim_x_highwfh_x_young","post_x_highwfh_x_young"
"rb_x_highwfh_x_young",7.96959911561778e-05,1.32569634508907e-05,-1.71752805146261e-05,-1.70851225492594e-05,2.89785973617386e-05,5.69055280835182e-05
"q1_x_highwfh_x_young",1.32569634508907e-05,0.000160797630719408,8.03392817467562e-05,-3.46821717211703e-05,6.38046265869013e-06,5.26757675312932e-05
"q2_x_highwfh_x_young",-1.71752805146261e-05,8.03392817467562e-05,0.000109985820441958,4.21080636406106e-05,-5.81097621213828e-06,1.77890703004665e-05
"q3_x_highwfh_x_young",-1.70851225492594e-05,-3.46821717211703e-05,4.21080636406106e-05,0.000143477362466459,-1.51013520088814e-05,-3.6017888687982e-05
"interim_x_highwfh_x_young",2.89785973617386e-05,6.38046265869013e-06,-5.81097621213828e-06,-1.51013520088814e-05,0.000117753473970914,0.000165808577742356
"post_x_highwfh_x_young",5.69055280835182e-05,5.26757675312932e-05,1.77890703004665e-05,-3.6017888687982e-05,0.000165808577742356,0.000435765250647889
