ssyk4,year_month,n_ads,n_vacancies
3521,2023-10,19,21
3521,2023-11,5,6
3521,2023-12,10,16
3521,2024-01,6,7
3521,2024-02,11,12
3521,2024-03,10,10
3521,2024-04,16,16
3521,2024-05,6,6
3521,2024-06,12,13
3521,2024-07,12,12
3521,2024-08,8,8
3521,2024-09,10,26
3521,2024-10,18,63
3521,2024-11,5,15
3521,2024-12,10,12
3521,2025-01,9,9
3521,2025-02,3,3
3521,2025-03,5,14
3521,2025-04,13,20
3521,2025-05,10,10
3521,2025-06,9,9
3521,2025-07,4,4
3521,2025-08,5,5
3521,2025-09,12,12
3521,2025-10,11,11
3521,2025-11,17,17
3521,2025-12,11,16
3521,2026-01,2,4
3521,2026-02,12,12
3522,2020-01,20,43
3522,2020-02,33,36
3522,2020-03,22,31
3522,2020-04,10,11
3522,2020-05,13,17
3522,2020-06,20,39
3522,2020-07,4,6
3522,2020-08,9,9
3522,2020-09,18,20
3522,2020-10,11,11
3522,2020-11,20,22
3522,2020-12,17,35
3522,2021-01,16,40
3522,2021-02,14,14
3522,2021-03,11,15
3522,2021-04,20,26
3522,2021-05,20,25
3522,2021-06,14,17
3522,2021-07,14,14
3522,2021-08,22,37
3522,2021-09,23,29
3522,2021-10,34,47
3522,2021-11,32,37
3522,2021-12,24,26
3522,2022-01,29,35
3522,2022-02,52,82
3522,2022-03,45,55
3522,2022-04,45,58
3522,2022-05,34,47
3522,2022-06,49,102
3522,2022-07,24,40
3522,2022-08,27,28
3522,2022-09,40,92
3522,2022-10,35,40
3522,2022-11,36,37
3522,2022-12,33,34
3522,2023-01,30,46
3522,2023-02,32,50
3522,2023-03,37,77
3522,2023-04,25,26
3522,2023-05,36,40
3522,2023-06,17,17
3522,2023-07,7,8
3522,2023-08,13,13
3522,2023-09,16,46
3522,2023-10,21,27
3522,2023-11,16,29
3522,2023-12,30,53
3522,2024-01,26,42
3522,2024-02,17,23
3522,2024-03,26,31
3522,2024-04,18,24
3522,2024-05,23,24
3522,2024-06,21,21
3522,2024-07,11,11
3522,2024-08,19,19
3522,2024-09,22,31
3522,2024-10,23,28
3522,2024-11,31,49
3522,2024-12,30,95
3522,2025-01,15,18
3522,2025-02,17,21
3522,2025-03,21,30
3522,2025-04,16,16
3522,2025-05,18,18
3522,2025-06,22,23
3522,2025-07,6,8
3522,2025-08,8,8
3522,2025-09,21,27
3522,2025-10,20,34
3522,2025-11,14,28
3522,2025-12,11,15
3522,2026-01,3,3
3522,2026-02,12,15
4111,2020-01,558,758
4111,2020-02,576,654
4111,2020-03,451,479
4111,2020-04,247,256
4111,2020-05,273,387
4111,2020-06,241,252
4111,2020-07,185,212
4111,2020-08,188,224
4111,2020-09,306,331
4111,2020-10,309,365
4111,2020-11,311,331
4111,2020-12,225,243
4111,2021-01,294,311
4111,2021-02,403,442
4111,2021-03,475,498
4111,2021-04,473,496
4111,2021-05,469,485
4111,2021-06,434,456
4111,2021-07,238,252
4111,2021-08,334,343
4111,2021-09,519,539
4111,2021-10,583,1225
4111,2021-11,564,590
4111,2021-12,551,591
4111,2022-01,601,636
4111,2022-02,623,681
4111,2022-03,872,1003
4111,2022-04,687,721
4111,2022-05,749,779
4111,2022-06,660,690
4111,2022-07,400,448
4111,2022-08,572,717
4111,2022-09,701,748
4111,2022-10,698,737
4111,2022-11,662,695
4111,2022-12,555,586
4111,2023-01,633,671
4111,2023-02,618,635
4111,2023-03,801,983
4111,2023-04,650,706
4111,2023-05,736,780
4111,2023-06,581,615
4111,2023-07,339,369
4111,2023-08,404,438
4111,2023-09,441,473
4111,2023-10,441,480
4111,2023-11,406,419
4111,2023-12,331,357
4111,2024-01,413,452
4111,2024-02,420,439
4111,2024-03,447,466
4111,2024-04,442,463
4111,2024-05,418,445
4111,2024-06,316,351
4111,2024-07,270,292
4111,2024-08,289,381
4111,2024-09,365,410
4111,2024-10,304,338
4111,2024-11,296,331
4111,2024-12,211,219
4111,2025-01,278,306
4111,2025-02,326,336
4111,2025-03,347,358
4111,2025-04,332,344
4111,2025-05,255,274
4111,2025-06,212,274
4111,2025-07,139,142
4111,2025-08,183,186
4111,2025-09,250,269
4111,2025-10,233,244
4111,2025-11,212,219
4111,2025-12,200,213
4111,2026-01,28,32
4111,2026-02,131,136
4112,2020-01,281,295
4112,2020-02,347,367
4112,2020-03,233,266
4112,2020-04,180,192
4112,2020-05,161,165
4112,2020-06,163,200
4112,2020-07,111,117
4112,2020-08,112,122
4112,2020-09,215,243
4112,2020-10,203,228
4112,2020-11,179,204
4112,2020-12,154,169
4112,2021-01,169,184
4112,2021-02,224,254
4112,2021-03,253,277
4112,2021-04,285,308
4112,2021-05,274,321
4112,2021-06,246,271
4112,2021-07,183,197
4112,2021-08,258,281
4112,2021-09,402,433
4112,2021-10,384,417
4112,2021-11,416,460
4112,2021-12,411,473
4112,2022-01,458,532
4112,2022-02,531,696
4112,2022-03,638,746
4112,2022-04,404,490
4112,2022-05,457,625
4112,2022-06,421,478
4112,2022-07,323,365
4112,2022-08,434,517
4112,2022-09,418,490
4112,2022-10,432,479
4112,2022-11,457,516
4112,2022-12,393,457
4112,2023-01,443,538
4112,2023-02,489,554
4112,2023-03,473,530
4112,2023-04,369,428
4112,2023-05,466,534
4112,2023-06,346,375
4112,2023-07,236,269
4112,2023-08,280,308
4112,2023-09,296,339
4112,2023-10,265,297
4112,2023-11,312,359
4112,2023-12,269,308
4112,2024-01,310,343
4112,2024-02,302,335
4112,2024-03,323,370
4112,2024-04,260,279
4112,2024-05,261,287
4112,2024-06,186,195
4112,2024-07,153,175
4112,2024-08,190,205
4112,2024-09,221,275
4112,2024-10,261,281
4112,2024-11,224,255
4112,2024-12,243,269
4112,2025-01,216,235
4112,2025-02,247,303
4112,2025-03,263,289
4112,2025-04,205,225
4112,2025-05,182,193
4112,2025-06,146,153
4112,2025-07,132,143
4112,2025-08,167,190
4112,2025-09,227,259
4112,2025-10,261,285
4112,2025-11,203,219
4112,2025-12,207,246
4112,2026-01,21,48
4112,2026-02,145,160
4113,2020-01,153,187
4113,2020-02,124,158
4113,2020-03,134,204
4113,2020-04,62,67
4113,2020-05,52,71
4113,2020-06,60,69
4113,2020-07,57,65
4113,2020-08,85,93
4113,2020-09,109,138
4113,2020-10,112,142
4113,2020-11,93,163
4113,2020-12,91,140
4113,2021-01,95,123
4113,2021-02,122,145
4113,2021-03,167,263
4113,2021-04,178,233
4113,2021-05,145,168
4113,2021-06,197,282
4113,2021-07,130,233
4113,2021-08,158,223
4113,2021-09,284,540
4113,2021-10,281,350
4113,2021-11,233,299
4113,2021-12,206,253
4113,2022-01,245,308
4113,2022-02,270,350
4113,2022-03,329,522
4113,2022-04,246,335
4113,2022-05,271,320
4113,2022-06,244,267
4113,2022-07,181,220
4113,2022-08,243,317
4113,2022-09,297,360
4113,2022-10,307,436
4113,2022-11,255,282
4113,2022-12,216,256
4113,2023-01,300,417
4113,2023-02,261,598
4113,2023-03,332,624
4113,2023-04,194,256
4113,2023-05,298,316
4113,2023-06,275,284
4113,2023-07,217,247
4113,2023-08,215,372
4113,2023-09,213,226
4113,2023-10,164,200
4113,2023-11,118,126
4113,2023-12,137,277
4113,2024-01,146,259
4113,2024-02,157,213
4113,2024-03,169,232
4113,2024-04,173,179
4113,2024-05,132,147
4113,2024-06,136,190
4113,2024-07,104,207
4113,2024-08,109,138
4113,2024-09,107,118
4113,2024-10,118,135
4113,2024-11,97,100
4113,2024-12,92,94
4113,2025-01,117,134
4113,2025-02,113,191
4113,2025-03,101,112
4113,2025-04,86,94
4113,2025-05,76,129
4113,2025-06,92,96
4113,2025-07,61,78
4113,2025-08,87,119
4113,2025-09,88,100
4113,2025-10,98,105
4113,2025-11,100,111
4113,2025-12,116,133
4113,2026-01,12,13
4113,2026-02,36,63
4114,2020-01,163,208
4114,2020-02,145,209
4114,2020-03,96,114
4114,2020-04,40,48
4114,2020-05,44,52
4114,2020-06,47,51
4114,2020-07,44,50
4114,2020-08,52,64
4114,2020-09,100,107
4114,2020-10,81,91
4114,2020-11,97,107
4114,2020-12,92,103
4114,2021-01,95,105
4114,2021-02,113,120
4114,2021-03,114,126
4114,2021-04,139,144
4114,2021-05,116,136
4114,2021-06,101,106
4114,2021-07,65,70
4114,2021-08,107,123
4114,2021-09,142,155
4114,2021-10,172,188
4114,2021-11,149,163
4114,2021-12,152,173
4114,2022-01,145,152
4114,2022-02,153,158
4114,2022-03,178,205
4114,2022-04,155,177
4114,2022-05,171,192
4114,2022-06,156,174
4114,2022-07,80,85
4114,2022-08,133,144
4114,2022-09,134,151
4114,2022-10,120,124
4114,2022-11,134,151
4114,2022-12,129,130
4114,2023-01,133,163
4114,2023-02,113,126
4114,2023-03,149,164
4114,2023-04,106,113
4114,2023-05,133,134
4114,2023-06,112,130
4114,2023-07,82,87
4114,2023-08,82,104
4114,2023-09,91,96
4114,2023-10,120,135
4114,2023-11,83,88
4114,2023-12,70,78
4114,2024-01,95,98
4114,2024-02,77,114
4114,2024-03,69,72
4114,2024-04,119,162
4114,2024-05,101,116
4114,2024-06,91,106
4114,2024-07,60,75
4114,2024-08,72,106
4114,2024-09,88,103
4114,2024-10,68,84
4114,2024-11,57,65
4114,2024-12,85,95
4114,2025-01,80,100
4114,2025-02,76,78
4114,2025-03,86,95
4114,2025-04,83,88
4114,2025-05,70,156
4114,2025-06,62,82
4114,2025-07,45,45
4114,2025-08,77,84
4114,2025-09,145,179
4114,2025-10,73,77
4114,2025-11,61,77
4114,2025-12,60,65
4114,2026-01,24,33
4114,2026-02,40,41
4115,2020-01,66,75
4115,2020-02,62,81
4115,2020-03,75,88
4115,2020-04,40,74
4115,2020-05,24,31
4115,2020-06,20,22
4115,2020-07,18,18
4115,2020-08,25,31
4115,2020-09,39,48
4115,2020-10,39,40
4115,2020-11,34,36
4115,2020-12,45,47
4115,2021-01,47,47
4115,2021-02,77,89
4115,2021-03,79,82
4115,2021-04,84,97
4115,2021-05,64,69
4115,2021-06,74,77
4115,2021-07,47,50
4115,2021-08,52,57
4115,2021-09,95,98
4115,2021-10,118,126
4115,2021-11,99,110
4115,2021-12,118,131
4115,2022-01,109,121
4115,2022-02,121,125
4115,2022-03,154,176
4115,2022-04,169,189
4115,2022-05,123,142
4115,2022-06,99,120
4115,2022-07,60,67
4115,2022-08,84,87
4115,2022-09,122,131
4115,2022-10,120,126
4115,2022-11,99,102
4115,2022-12,101,112
4115,2023-01,92,115
4115,2023-02,81,102
4115,2023-03,106,121
4115,2023-04,116,143
4115,2023-05,137,169
4115,2023-06,62,70
4115,2023-07,70,70
4115,2023-08,68,93
4115,2023-09,71,77
4115,2023-10,54,60
4115,2023-11,75,78
4115,2023-12,38,39
4115,2024-01,55,63
4115,2024-02,55,63
4115,2024-03,61,69
4115,2024-04,57,60
4115,2024-05,53,56
4115,2024-06,38,48
4115,2024-07,46,50
4115,2024-08,37,45
4115,2024-09,44,66
4115,2024-10,43,45
4115,2024-11,46,46
4115,2024-12,35,49
4115,2025-01,58,83
4115,2025-02,53,56
4115,2025-03,58,65
4115,2025-04,74,78
4115,2025-05,49,53
4115,2025-06,36,41
4115,2025-07,24,24
4115,2025-08,38,40
4115,2025-09,36,37
4115,2025-10,34,36
4115,2025-11,27,27
4115,2025-12,50,51
4115,2026-01,2,3
4115,2026-02,20,20
4116,2020-01,27,28
4116,2020-02,14,315
4116,2020-03,25,26
4116,2020-04,20,20
4116,2020-05,25,27
4116,2020-06,22,23
4116,2020-07,14,14
4116,2020-08,16,16
4116,2020-09,22,22
4116,2020-10,31,332
4116,2020-11,27,127
4116,2020-12,33,33
4116,2021-01,29,333
4116,2021-02,32,131
4116,2021-03,44,45
4116,2021-04,36,339
4116,2021-05,48,62
4116,2021-06,31,31
4116,2021-07,12,12
4116,2021-08,33,75
4116,2021-09,45,295
4116,2021-10,29,30
4116,2021-11,41,42
4116,2021-12,49,103
4116,2022-01,38,63
4116,2022-02,47,78
4116,2022-03,56,58
4116,2022-04,40,49
4116,2022-05,92,98
4116,2022-06,62,67
4116,2022-07,19,21
4116,2022-08,31,55
4116,2022-09,47,47
4116,2022-10,35,36
4116,2022-11,42,70
4116,2022-12,38,38
4116,2023-01,39,55
4116,2023-02,32,40
4116,2023-03,32,47
4116,2023-04,26,33
4116,2023-05,40,45
4116,2023-06,36,36
4116,2023-07,8,9
4116,2023-08,26,43
4116,2023-09,23,45
4116,2023-10,30,111
4116,2023-11,24,26
4116,2023-12,25,623
4116,2024-01,40,54
4116,2024-02,22,23
4116,2024-03,25,26
4116,2024-04,36,63
4116,2024-05,37,54
4116,2024-06,30,49
4116,2024-07,11,210
4116,2024-08,22,23
4116,2024-09,26,28
4116,2024-10,24,24
4116,2024-11,26,39
4116,2024-12,17,22
4116,2025-01,32,49
4116,2025-02,34,78
4116,2025-03,26,45
4116,2025-04,31,31
4116,2025-05,24,28
4116,2025-06,18,18
4116,2025-07,12,16
4116,2025-08,27,49
4116,2025-09,26,29
4116,2025-10,25,54
4116,2025-11,21,40
4116,2025-12,22,23
4116,2026-01,3,3
4116,2026-02,9,9
4117,2019-10,1,1
4117,2019-12,3,41
4117,2020-01,272,476
4117,2020-02,311,400
4117,2020-03,211,246
4117,2020-04,126,137
4117,2020-05,131,142
4117,2020-06,131,144
4117,2020-07,82,102
4117,2020-08,119,135
4117,2020-09,163,184
4117,2020-10,181,195
4117,2020-11,204,336
4117,2020-12,247,465
4117,2021-01,218,321
4117,2021-02,211,248
4117,2021-03,227,255
4117,2021-04,224,359
4117,2021-05,263,289
4117,2021-06,209,231
4117,2021-07,132,158
4117,2021-08,176,198
4117,2021-09,252,287
4117,2021-10,319,364
4117,2021-11,346,571
4117,2021-12,346,515
4117,2022-01,337,387
4117,2022-02,414,554
4117,2022-03,431,570
4117,2022-04,300,461
4117,2022-05,396,539
4117,2022-06,276,331
4117,2022-07,202,228
4117,2022-08,307,350
4117,2022-09,373,424
4117,2022-10,362,400
4117,2022-11,350,656
4117,2022-12,329,441
4117,2023-01,426,502
4117,2023-02,390,470
4117,2023-03,405,512
4117,2023-04,251,285
4117,2023-05,358,445
4117,2023-06,263,291
4117,2023-07,137,143
4117,2023-08,245,278
4117,2023-09,254,285
4117,2023-10,230,267
4117,2023-11,174,241
4117,2023-12,146,356
4117,2024-01,178,219
4117,2024-02,189,233
4117,2024-03,186,225
4117,2024-04,168,198
4117,2024-05,136,162
4117,2024-06,89,103
4117,2024-07,83,94
4117,2024-08,119,123
4117,2024-09,150,167
4117,2024-10,140,148
4117,2024-11,141,191
4117,2024-12,148,258
4117,2025-01,178,281
4117,2025-02,152,211
4117,2025-03,171,193
4117,2025-04,132,152
4117,2025-05,139,157
4117,2025-06,98,122
4117,2025-07,77,91
4117,2025-08,91,93
4117,2025-09,124,137
4117,2025-10,143,157
4117,2025-11,170,255
4117,2025-12,167,439
4117,2026-01,23,175
4117,2026-02,99,179
4119,2020-01,730,867
4119,2020-02,753,1067
4119,2020-03,633,854
4119,2020-04,344,423
4119,2020-05,316,373
4119,2020-06,374,471
4119,2020-07,249,292
4119,2020-08,300,399
4119,2020-09,430,539
4119,2020-10,638,796
4119,2020-11,488,683
4119,2020-12,436,562
4119,2021-01,450,549
4119,2021-02,581,845
4119,2021-03,635,1034
4119,2021-04,643,761
4119,2021-05,720,862
4119,2021-06,661,1295
4119,2021-07,404,487
4119,2021-08,477,574
4119,2021-09,734,920
4119,2021-10,886,1146
4119,2021-11,919,1169
4119,2021-12,854,1147
4119,2022-01,830,1176
4119,2022-02,1061,1690
4119,2022-03,1331,2614
4119,2022-04,1107,1602
4119,2022-05,1130,1736
4119,2022-06,972,1301
4119,2022-07,624,921
4119,2022-08,848,1071
4119,2022-09,1038,1293
4119,2022-10,1070,1383
4119,2022-11,865,1097
4119,2022-12,804,967
4119,2023-01,823,1486
4119,2023-02,902,1136
4119,2023-03,1067,1245
4119,2023-04,726,944
4119,2023-05,1007,1259
4119,2023-06,728,890
4119,2023-07,391,516
4119,2023-08,560,811
4119,2023-09,640,947
4119,2023-10,592,896
4119,2023-11,608,747
4119,2023-12,553,724
4119,2024-01,631,1154
4119,2024-02,668,806
4119,2024-03,580,655
4119,2024-04,703,941
4119,2024-05,632,753
4119,2024-06,448,666
4119,2024-07,394,700
4119,2024-08,448,589
4119,2024-09,483,758
4119,2024-10,561,709
4119,2024-11,427,562
4119,2024-12,446,591
4119,2025-01,508,639
4119,2025-02,497,586
4119,2025-03,502,694
4119,2025-04,508,689
4119,2025-05,496,623
4119,2025-06,394,555
4119,2025-07,292,345
4119,2025-08,357,573
4119,2025-09,478,644
4119,2025-10,513,578
4119,2025-11,414,760
4119,2025-12,460,716
4119,2026-01,41,122
4119,2026-02,289,946
4211,2020-01,42,91
4211,2020-02,18,42
4211,2020-03,16,36
4211,2020-04,3,5
4211,2020-05,9,20
4211,2020-06,8,14
4211,2020-07,18,40
4211,2020-08,16,49
4211,2020-09,24,53
4211,2020-10,27,77
4211,2020-11,2,5
4211,2021-01,1,1
4211,2021-02,6,7
4211,2021-03,3,7
4211,2021-04,9,11
4211,2021-05,11,26
4211,2021-06,39,98
4211,2021-07,39,99
4211,2021-08,52,131
4211,2021-09,74,210
4211,2021-10,50,148
4211,2021-11,49,127
4211,2021-12,10,13
4211,2022-01,36,96
4211,2022-02,37,93
4211,2022-03,67,167
4211,2022-04,45,150
4211,2022-05,49,186
4211,2022-06,59,146
4211,2022-07,56,179
4211,2022-08,64,220
4211,2022-09,51,115
4211,2022-10,40,132
4211,2022-11,33,107
4211,2022-12,31,79
4211,2023-01,38,92
4211,2023-02,31,104
4211,2023-03,48,155
4211,2023-04,43,104
4211,2023-05,38,92
4211,2023-06,49,131
4211,2023-07,36,92
4211,2023-08,39,109
4211,2023-09,35,94
4211,2023-10,29,80
4211,2023-11,40,107
4211,2023-12,9,22
4211,2024-01,30,76
4211,2024-02,32,78
4211,2024-03,37,89
4211,2024-04,58,157
4211,2024-05,42,107
4211,2024-06,41,106
4211,2024-07,24,70
4211,2024-08,60,144
4211,2024-09,26,71
4211,2024-10,33,96
4211,2024-11,26,69
4211,2024-12,29,70
4211,2025-01,52,151
4211,2025-02,24,66
4211,2025-03,22,65
4211,2025-04,62,171
4211,2025-05,67,186
4211,2025-06,32,82
4211,2025-07,62,182
4211,2025-08,54,153
4211,2025-09,28,77
4211,2025-10,49,139
4211,2025-11,44,119
4211,2025-12,11,29
4211,2026-02,17,51
4212,2020-01,30,46
4212,2020-02,23,33
4212,2020-03,20,25
4212,2020-04,11,15
4212,2020-05,7,12
4212,2020-06,11,35
4212,2020-07,12,32
4212,2020-08,15,20
4212,2020-09,20,47
4212,2020-10,9,13
4212,2020-11,7,13
4212,2020-12,11,16
4212,2021-01,23,45
4212,2021-02,21,25
4212,2021-03,24,30
4212,2021-04,23,35
4212,2021-05,15,20
4212,2021-06,13,17
4212,2021-07,11,14
4212,2021-08,17,39
4212,2021-09,27,33
4212,2021-10,28,65
4212,2021-11,42,61
4212,2021-12,38,47
4212,2022-01,41,57
4212,2022-02,42,55
4212,2022-03,54,81
4212,2022-04,37,59
4212,2022-05,62,93
4212,2022-06,37,41
4212,2022-07,24,29
4212,2022-08,55,63
4212,2022-09,50,59
4212,2022-10,56,71
4212,2022-11,44,52
4212,2022-12,48,65
4212,2023-01,37,49
4212,2023-02,51,69
4212,2023-03,26,33
4212,2023-04,25,32
4212,2023-05,36,43
4212,2023-06,13,27
4212,2023-07,12,13
4212,2023-08,34,50
4212,2023-09,33,46
4212,2023-10,34,52
4212,2023-11,26,30
4212,2023-12,11,11
4212,2024-01,8,10
4212,2024-02,14,14
4212,2024-03,30,34
4212,2024-04,32,32
4212,2024-05,12,12
4212,2024-06,8,10
4212,2024-07,12,17
4212,2024-08,10,10
4212,2024-09,10,12
4212,2024-10,36,66
4212,2024-11,9,11
4212,2024-12,5,7
4212,2025-01,13,14
4212,2025-02,21,31
4212,2025-03,14,23
4212,2025-04,12,21
4212,2025-05,6,6
4212,2025-06,3,3
4212,2025-07,5,7
4212,2025-08,7,9
4212,2025-09,12,12
4212,2025-10,29,46
4212,2025-11,8,9
4212,2025-12,9,21
4212,2026-01,2,4
4212,2026-02,13,14
4221,2020-01,56,184
4221,2020-02,63,251
4221,2020-03,20,60
4221,2020-04,12,14
4221,2020-05,5,15
4221,2020-06,3,3
4221,2020-07,4,8
4221,2020-08,7,22
4221,2020-09,18,43
4221,2020-10,10,12
4221,2020-11,16,28
4221,2020-12,11,26
4221,2021-01,21,45
4221,2021-02,20,38
4221,2021-03,24,39
4221,2021-04,27,39
4221,2021-05,23,141
4221,2021-06,27,69
4221,2021-07,21,29
4221,2021-08,23,46
4221,2021-09,30,71
4221,2021-10,38,62
4221,2021-11,42,107
4221,2021-12,40,93
4221,2022-01,55,168
4221,2022-02,74,200
4221,2022-03,92,261
4221,2022-04,52,108
4221,2022-05,70,182
4221,2022-06,42,67
4221,2022-07,40,61
4221,2022-08,36,56
4221,2022-09,52,113
4221,2022-10,44,92
4221,2022-11,47,139
4221,2022-12,45,93
4221,2023-01,53,167
4221,2023-02,93,234
4221,2023-03,129,246
4221,2023-04,53,88
4221,2023-05,156,177
4221,2023-06,106,113
4221,2023-07,209,217
4221,2023-08,182,203
4221,2023-09,174,195
4221,2023-10,105,131
4221,2023-11,136,154
4221,2023-12,180,372
4221,2024-01,196,279
4221,2024-02,205,270
4221,2024-03,60,78
4221,2024-04,59,84
4221,2024-05,25,34
4221,2024-06,15,22
4221,2024-07,11,12
4221,2024-08,20,34
4221,2024-09,23,27
4221,2024-10,28,37
4221,2024-11,18,42
4221,2024-12,16,31
4221,2025-01,39,57
4221,2025-02,37,63
4221,2025-03,24,44
4221,2025-04,24,45
4221,2025-05,20,33
4221,2025-06,16,36
4221,2025-07,16,36
4221,2025-08,28,43
4221,2025-09,24,37
4221,2025-10,31,34
4221,2025-11,16,22
4221,2025-12,18,49
4221,2026-01,9,17
4221,2026-02,24,99
4222,2020-01,1791,4633
4222,2020-02,1618,4380
4222,2020-03,1417,28745
4222,2020-04,745,2229
4222,2020-05,660,1450
4222,2020-06,606,1300
4222,2020-07,616,1294
4222,2020-08,735,1634
4222,2020-09,902,2266
4222,2020-10,943,2659
4222,2020-11,799,1997
4222,2020-12,647,1676
4222,2021-01,880,2379
4222,2021-02,955,2667
4222,2021-03,1116,2764
4222,2021-04,1328,3375
4222,2021-05,1291,3003
4222,2021-06,1002,2304
4222,2021-07,877,2097
4222,2021-08,1188,3151
4222,2021-09,1683,4051
4222,2021-10,1988,4950
4222,2021-11,2085,5083
4222,2021-12,2049,5276
4222,2022-01,2063,5245
4222,2022-02,2170,5858
4222,2022-03,2642,6173
4222,2022-04,2329,5538
4222,2022-05,2752,6794
4222,2022-06,2235,4498
4222,2022-07,1546,3926
4222,2022-08,2224,4611
4222,2022-09,2321,4297
4222,2022-10,2517,5122
4222,2022-11,2904,5466
4222,2022-12,2670,4783
4222,2023-01,2399,5134
4222,2023-02,2842,5935
4222,2023-03,3997,8933
4222,2023-04,3628,9301
4222,2023-05,3845,9302
4222,2023-06,3124,5322
4222,2023-07,2459,4326
4222,2023-08,2662,4329
4222,2023-09,2496,4227
4222,2023-10,2753,4482
4222,2023-11,2016,3533
4222,2023-12,989,1598
4222,2024-01,1458,2493
4222,2024-02,1468,2475
4222,2024-03,1622,2896
4222,2024-04,1735,3050
4222,2024-05,1694,2526
4222,2024-06,1475,2097
4222,2024-07,916,1681
4222,2024-08,933,1742
4222,2024-09,744,1308
4222,2024-10,947,1719
4222,2024-11,725,1120
4222,2024-12,560,1117
4222,2025-01,875,1613
4222,2025-02,749,1812
4222,2025-03,835,1688
4222,2025-04,872,1659
4222,2025-05,790,1428
4222,2025-06,597,1012
4222,2025-07,497,817
4222,2025-08,716,1436
4222,2025-09,713,1412
4222,2025-10,644,1089
4222,2025-11,501,875
4222,2025-12,388,836
4222,2026-01,83,264
4222,2026-02,335,794
4223,2020-01,38,61
4223,2020-02,38,91
4223,2020-03,33,64
4223,2020-04,20,38
4223,2020-05,14,36
4223,2020-06,6,12
4223,2020-07,6,15
4223,2020-08,16,25
4223,2020-09,15,19
4223,2020-10,18,26
4223,2020-11,25,31
4223,2020-12,15,24
4223,2021-01,21,69
4223,2021-02,34,76
4223,2021-03,34,51
4223,2021-04,27,62
4223,2021-05,23,38
4223,2021-06,41,46
4223,2021-07,38,96
4223,2021-08,48,104
4223,2021-09,73,100
4223,2021-10,38,62
4223,2021-11,32,54
4223,2021-12,48,85
4223,2022-01,39,116
4223,2022-02,46,106
4223,2022-03,63,118
4223,2022-04,55,98
4223,2022-05,68,195
4223,2022-06,35,61
4223,2022-07,31,68
4223,2022-08,34,56
4223,2022-09,49,89
4223,2022-10,44,54
4223,2022-11,27,51
4223,2022-12,21,38
4223,2023-01,46,131
4223,2023-02,34,85
4223,2023-03,46,61
4223,2023-04,48,82
4223,2023-05,65,89
4223,2023-06,14,27
4223,2023-07,18,35
4223,2023-08,18,40
4223,2023-09,22,39
4223,2023-10,18,36
4223,2023-11,16,41
4223,2023-12,15,27
4223,2024-01,26,53
4223,2024-02,26,48
4223,2024-03,26,72
4223,2024-04,32,41
4223,2024-05,16,22
4223,2024-06,24,62
4223,2024-07,15,30
4223,2024-08,23,43
4223,2024-09,14,42
4223,2024-10,19,21
4223,2024-11,15,19
4223,2024-12,13,14
4223,2025-01,20,32
4223,2025-02,16,28
4223,2025-03,38,49
4223,2025-04,20,30
4223,2025-05,12,16
4223,2025-06,9,26
4223,2025-07,7,8
4223,2025-08,10,17
4223,2025-09,14,18
4223,2025-10,22,36
4223,2025-11,28,33
4223,2025-12,16,28
4223,2026-01,3,4
4223,2026-02,16,39
4224,2020-01,222,353
4224,2020-02,297,1856
4224,2020-03,94,482
4224,2020-04,35,50
4224,2020-05,27,42
4224,2020-06,51,83
4224,2020-07,59,81
4224,2020-08,69,133
4224,2020-09,53,93
4224,2020-10,88,104
4224,2020-11,33,140
4224,2020-12,39,52
4224,2021-01,100,224
4224,2021-02,81,171
4224,2021-03,141,244
4224,2021-04,164,270
4224,2021-05,151,227
4224,2021-06,130,197
4224,2021-07,186,243
4224,2021-08,213,303
4224,2021-09,258,479
4224,2021-10,283,390
4224,2021-11,290,467
4224,2021-12,158,230
4224,2022-01,277,512
4224,2022-02,368,719
4224,2022-03,489,831
4224,2022-04,403,856
4224,2022-05,385,690
4224,2022-06,286,392
4224,2022-07,249,353
4224,2022-08,320,494
4224,2022-09,272,427
4224,2022-10,203,266
4224,2022-11,172,216
4224,2022-12,204,532
4224,2023-01,297,579
4224,2023-02,330,752
4224,2023-03,408,915
4224,2023-04,295,520
4224,2023-05,392,522
4224,2023-06,221,311
4224,2023-07,201,307
4224,2023-08,209,288
4224,2023-09,212,234
4224,2023-10,170,303
4224,2023-11,137,156
4224,2023-12,176,409
4224,2024-01,254,531
4224,2024-02,270,516
4224,2024-03,227,334
4224,2024-04,267,371
4224,2024-05,216,271
4224,2024-06,149,234
4224,2024-07,147,355
4224,2024-08,176,237
4224,2024-09,146,170
4224,2024-10,114,157
4224,2024-11,89,98
4224,2024-12,124,215
4224,2025-01,229,434
4224,2025-02,210,433
4224,2025-03,224,340
4224,2025-04,184,267
4224,2025-05,162,229
4224,2025-06,117,154
4224,2025-07,126,158
4224,2025-08,145,218
4224,2025-09,149,240
4224,2025-10,138,198
4224,2025-11,123,219
4224,2025-12,158,235
4224,2026-01,93,222
4224,2026-02,136,413
4225,2019-12,1,1
4225,2020-01,316,505
4225,2020-02,312,491
4225,2020-03,222,280
4225,2020-04,85,120
4225,2020-05,84,122
4225,2020-06,102,120
4225,2020-07,110,134
4225,2020-08,138,216
4225,2020-09,165,211
4225,2020-10,163,235
4225,2020-11,161,215
4225,2020-12,110,140
4225,2021-01,140,218
