young_band,eligible_for_the_reduction,rb_coef,rb_se,interim_coef,interim_se,post_coef,post_se,step_coef,step_se,n_firms,n_obs,status
22-23,True,0.0272459983051223,0.0110254367647921,0.0263063374979838,0.0115011773972081,0.0001793397827415,0.0181946028660584,-0.0261269977152423,0.012421346528879223,86373,20923434,ok
24-25,False,0.0108054430020464,0.0083818696566911,-0.0600732198385862,0.0107326336394881,-0.109668441152919,0.0167302088121322,-0.049595221314332805,0.01118698317148551,88460,21527370,ok
