spec,age_group,gamma1,se1,p1,gamma2,se2,p2,n_obs,n_emp_total,n_employers,estimator,fe,vcov,elapsed_s
EDU_QUARTILE,22-25,-1.88275053439487,0.0233104077074444,0.0,0.220245191458674,0.0196062394675571,2.79437217472208e-29,6241794,18869394,24410,Poisson PML (R fixest::fepois via subprocess),employer x bin + employer x month,CRV1 by employer,53.3
EDU_QUARTILE,26-30,-0.494297701284274,0.0110184919422553,0.0,0.133106562913824,0.0060379190029947,1.06431573447137e-107,13950690,35090116,57011,Poisson PML (R fixest::fepois via subprocess),employer x bin + employer x month,CRV1 by employer,109.1
EDU_QUARTILE,31-34,-0.124415799533015,0.0052320399513033,5.431139618429e-125,0.0398270253913962,0.0042380516830194,5.58830362293178e-21,13710762,30953508,57407,Poisson PML (R fixest::fepois via subprocess),employer x bin + employer x month,CRV1 by employer,107.7
EDU_QUARTILE,35-40,-0.0719239474691869,0.0044691647780759,2.83925715307886e-58,0.002125340948616,0.0041113788497883,0.605197234431189,16574766,43996197,69517,Poisson PML (R fixest::fepois via subprocess),employer x bin + employer x month,CRV1 by employer,139.4
EDU_QUARTILE,41-49,0.0450229630371114,0.0032776631775366,6.1541860257706895e-43,0.0419707843824589,0.0025711947682065,6.72200620745277e-60,19236360,64184173,80162,Poisson PML (R fixest::fepois via subprocess),employer x bin + employer x month,CRV1 by employer,161.1
EDU_QUARTILE,50+,0.056290351120029,0.0023478699091498,5.06178741808729e-127,0.0605490674017223,0.0025339453160527,3.4377249596620495e-126,21713094,95198179,88366,Poisson PML (R fixest::fepois via subprocess),employer x bin + employer x month,CRV1 by employer,179.9
