"term","rb_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rb_x_high_x_young",4.03342121530127e-05,-5.97634282935797e-07,-1.33439172686028e-05,-6.20572613659363e-06,1.85722518123486e-05,1.89087972507932e-05
"q1_x_high_x_young",-5.97634282935797e-07,0.000130926273585799,6.05557273451026e-05,-6.4403530660257e-06,5.47779028918372e-05,0.000151148251062059
"q2_x_high_x_young",-1.33439172686028e-05,6.05557273451026e-05,4.31640743919407e-05,1.80693909915772e-05,2.27103819346416e-05,8.81037850819192e-05
"q3_x_high_x_young",-6.20572613659363e-06,-6.4403530660257e-06,1.80693909915772e-05,4.63543385108892e-05,2.61396710022166e-06,2.75962859012373e-05
"interim_x_high_x_young",1.85722518123486e-05,5.47779028918372e-05,2.27103819346416e-05,2.61396710022166e-06,6.27507905142158e-05,0.00013487493919771
"post_x_high_x_young",1.89087972507932e-05,0.000151148251062059,8.81037850819192e-05,2.75962859012373e-05,0.00013487493919771,0.000395341362887968
