Date,omxspi_close
2020-01-02,693.5599975585938
2020-01-03,686.5999755859375
2020-01-07,689.22998046875
2020-01-08,688.8599853515625
2020-01-09,691.760009765625
2020-01-10,689.719970703125
2020-01-13,692.0
2020-01-14,692.1900024414062
2020-01-15,690.3699951171875
2020-01-16,699.6699829101562
2020-01-17,704.9600219726562
2020-01-20,705.0800170898438
2020-01-21,704.4199829101562
2020-01-22,701.0499877929688
2020-01-23,693.2000122070312
2020-01-24,700.4500122070312
2020-01-27,685.47998046875
2020-01-28,690.2899780273438
2020-01-29,693.5700073242188
2020-01-30,690.6699829101562
2020-01-31,689.0599975585938
2020-02-03,688.719970703125
2020-02-04,703.4600219726562
2020-02-05,712.27001953125
2020-02-06,711.1400146484375
2020-02-07,708.5999755859375
2020-02-10,711.510009765625
2020-02-11,721.8099975585938
2020-02-12,724.6599731445312
2020-02-13,725.3499755859375
2020-02-14,727.739990234375
2020-02-17,729.4500122070312
2020-02-18,724.0800170898438
2020-02-19,732.6699829101562
2020-02-20,732.1599731445312
2020-02-21,725.6199951171875
2020-02-24,694.8099975585938
2020-02-25,683.27001953125
2020-02-26,687.010009765625
2020-02-27,661.5700073242188
2020-02-28,640.5800170898438
2020-03-02,643.6199951171875
2020-03-03,653.8499755859375
2020-03-04,657.52001953125
2020-03-05,650.469970703125
2020-03-06,629.22998046875
2020-03-09,594.75
2020-03-10,589.7000122070312
2020-03-11,577.9099731445312
2020-03-12,513.5599975585938
2020-03-13,521.3200073242188
2020-03-16,496.69000244140625
2020-03-17,505.70001220703125
2020-03-18,489.07000732421875
2020-03-19,505.5400085449219
2020-03-20,505.0799865722656
2020-03-23,478.95001220703125
2020-03-24,513.75
2020-03-25,535.8400268554688
2020-03-26,546.4099731445312
2020-03-27,529.9600219726562
2020-03-30,540.780029296875
2020-03-31,555.5999755859375
2020-04-01,536.6699829101562
2020-04-02,536.47998046875
2020-04-03,531.75
2020-04-06,553.3900146484375
2020-04-07,573.1300048828125
2020-04-08,572.780029296875
2020-04-09,574.4400024414062
2020-04-14,586.9199829101562
2020-04-15,565.5399780273438
2020-04-16,563.5900268554688
2020-04-17,582.1500244140625
2020-04-20,585.25
2020-04-21,570.0800170898438
2020-04-22,580.72998046875
2020-04-23,587.8699951171875
2020-04-24,580.4400024414062
2020-04-27,587.9500122070312
2020-04-28,596.3300170898438
2020-04-29,608.4600219726562
2020-04-30,601.8599853515625
2020-05-04,574.7999877929688
2020-05-05,587.47998046875
2020-05-06,583.260009765625
2020-05-07,592.280029296875
2020-05-08,602.8900146484375
2020-05-11,600.469970703125
2020-05-12,604.27001953125
2020-05-13,588.4400024414062
2020-05-14,570.8699951171875
2020-05-15,577.9099731445312
2020-05-18,603.3699951171875
2020-05-19,605.52001953125
2020-05-20,605.8900146484375
2020-05-22,605.4099731445312
2020-05-25,618.0700073242188
2020-05-26,623.8900146484375
2020-05-27,626.5499877929688
2020-05-28,637.3900146484375
2020-05-29,632.9199829101562
2020-06-01,639.8699951171875
2020-06-02,647.3599853515625
2020-06-03,662.8400268554688
2020-06-04,660.969970703125
2020-06-05,671.8300170898438
2020-06-08,666.1099853515625
2020-06-09,657.1099853515625
2020-06-10,654.6699829101562
2020-06-11,624.7100219726562
2020-06-12,624.9199829101562
2020-06-15,628.3400268554688
2020-06-16,648.4600219726562
2020-06-17,652.5
2020-06-18,650.6699829101562
2020-06-22,645.5700073242188
2020-06-23,653.6099853515625
2020-06-24,639.1599731445312
2020-06-25,643.77001953125
2020-06-26,644.6699829101562
2020-06-29,647.02001953125
2020-06-30,646.5800170898438
2020-07-01,652.239990234375
2020-07-02,662.7000122070312
2020-07-03,661.2899780273438
2020-07-06,673.719970703125
2020-07-07,671.2100219726562
2020-07-08,668.6699829101562
2020-07-09,663.2999877929688
2020-07-10,668.0900268554688
2020-07-13,679.22998046875
2020-07-14,676.4600219726562
2020-07-15,688.4099731445312
2020-07-16,684.8400268554688
2020-07-17,690.3499755859375
2020-07-20,697.22998046875
2020-07-21,693.4500122070312
2020-07-22,698.47998046875
2020-07-23,699.3599853515625
2020-07-24,685.1500244140625
2020-07-27,688.4500122070312
2020-07-28,686.22998046875
2020-07-29,690.1099853515625
2020-07-30,675.0499877929688
2020-07-31,673.5700073242188
2020-08-03,688.6099853515625
2020-08-04,684.75
2020-08-05,691.27001953125
2020-08-06,690.4000244140625
2020-08-07,692.0
2020-08-10,693.0499877929688
2020-08-11,703.1099853515625
2020-08-12,703.7999877929688
2020-08-13,705.3699951171875
2020-08-14,693.9400024414062
2020-08-17,701.6300048828125
2020-08-18,695.9000244140625
2020-08-19,701.6699829101562
2020-08-20,693.8499755859375
2020-08-21,693.5800170898438
2020-08-24,703.760009765625
2020-08-25,702.8699951171875
2020-08-26,709.510009765625
2020-08-27,706.0999755859375
2020-08-28,700.75
2020-08-31,698.469970703125
2020-09-01,700.010009765625
2020-09-02,705.4400024414062
2020-09-03,695.9199829101562
2020-09-04,692.489990234375
2020-09-07,707.8099975585938
2020-09-08,702.260009765625
2020-09-09,713.4199829101562
2020-09-10,710.8699951171875
2020-09-11,712.0700073242188
2020-09-14,712.9500122070312
2020-09-15,720.0999755859375
2020-09-16,727.530029296875
2020-09-17,727.0800170898438
2020-09-18,729.0
2020-09-21,705.22998046875
2020-09-22,708.5800170898438
