level,exam_age,n,year
2,35,205.0,2023
5,65,195.0,2023
6,56,534.0,2023
5,58,1959.0,2023
4,55,1748.0,2023
5,14,277.0,2023
5,42,24740.0,2023
3,10,33.0,2023
1,55,,2023
3,28,30491.0,2023
3,22,71209.0,2023
3,62,462.0,2023
3,66,28.0,2023
5,45,18466.0,2023
5,62,492.0,2023
4,12,38.0,2023
4,81,,2023
5,35,44862.0,2023
5,72,46.0,2023
6,13,7.0,2023
6,58,402.0,2023
1,32,24.0,2023
5,81,5.0,2023
3,41,19636.0,2023
2,59,,2023
5,11,29.0,2023
3,70,8.0,2023
1,49,,2023
4,26,24628.0,2023
4,42,5518.0,2023
4,84,,2023
2,48,75.0,2023
6,62,198.0,2023
5,80,9.0,2023
2,4,,2023
1,2,,2023
4,34,9432.0,2023
4,29,16433.0,2023
3,35,25441.0,2023
5,12,166.0,2023
4,4,,2023
3,67,13.0,2023
6,46,1487.0,2023
5,6,,2023
2,32,171.0,2023
3,37,24090.0,2023
6,75,9.0,2023
3,38,23559.0,2023
4,23,37251.0,2023
2,44,143.0,2023
6,23,452.0,2023
5,13,182.0,2023
6,54,655.0,2023
1,38,22.0,2023
2,25,252.0,2023
5,40,29189.0,2023
6,74,14.0,2023
5,51,7962.0,2023
2,11,16.0,2023
4,36,8326.0,2023
3,60,1004.0,2023
1,13,1549.0,2023
2,38,201.0,2023
1,45,7.0,2023
6,17,17.0,2023
1,50,6.0,2023
4,86,,2023
3,16,10956.0,2023
4,19,7057.0,2023
2,14,782.0,2023
1,43,14.0,2023
4,33,10619.0,2023
4,21,51708.0,2023
5,79,14.0,2023
1,46,8.0,2023
3,32,26674.0,2023
1,27,51.0,2023
3,55,4235.0,2023
5,73,47.0,2023
4,69,60.0,2023
4,50,3212.0,2023
1,40,14.0,2023
2,58,,2023
6,71,22.0,2023
5,75,32.0,2023
3,77,,2023
3,78,,2023
4,20,81010.0,2023
6,37,3809.0,2023
2,37,212.0,2023
1,34,17.0,2023
1,48,9.0,2023
4,32,11655.0,2023
5,5,,2023
3,30,28118.0,2023
2,6,,2023
3,42,18784.0,2023
5,26,236105.0,2023
6,76,9.0,2023
3,4,,2023
3,21,105332.0,2023
4,35,9038.0,2023
1,51,,2023
4,72,23.0,2023
1,39,16.0,2023
3,45,14862.0,2023
4,17,881.0,2023
6,22,169.0,2023
6,48,1115.0,2023
2,18,3828.0,2023
2,39,229.0,2023
5,34,50380.0,2023
6,24,698.0,2023
4,78,,2023
4,45,4774.0,2023
6,41,2355.0,2023
6,65,92.0,2023
3,75,,2023
3,25,36488.0,2023
5,84,,2023
5,71,65.0,2023
3,69,,2023
5,59,1453.0,2023
3,54,4843.0,2023
3,52,6402.0,2023
5,70,62.0,2023
2,29,156.0,2023
3,9,9.0,2023
3,81,,2023
6,44,1727.0,2023
2,21,612.0,2023
1,12,1671.0,2023
1,30,31.0,2023
2,42,155.0,2023
1,23,120.0,2023
5,15,502.0,2023
4,62,299.0,2023
5,64,256.0,2023
2,16,538712.0,2023
2,26,201.0,2023
4,52,2504.0,2023
4,56,1492.0,2023
6,50,1024.0,2023
2,70,,2023
3,73,,2023
6,18,27.0,2023
1,4,,2023
6,47,1305.0,2023
4,37,7646.0,2023
5,32,65658.0,2023
6,80,,2023
1,35,32.0,2023
6,14,9.0,2023
5,54,4723.0,2023
6,49,1133.0,2023
2,28,176.0,2023
5,76,14.0,2023
3,47,12036.0,2023
4,24,32166.0,2023
5,55,3908.0,2023
5,61,724.0,2023
3,15,3019.0,2023
2,46,103.0,2023
1,42,12.0,2023
4,47,4046.0,2023
1,9,40.0,2023
5,56,3145.0,2023
2,31,175.0,2023
3,19,1278255.0,2023
1,33,31.0,2023
1,16,964.0,2023
5,23,184337.0,2023
5,57,2563.0,2023
6,33,7167.0,2023
6,59,310.0,2023
6,52,712.0,2023
3,65,57.0,2023
2,10,13.0,2023
3,43,17593.0,2023
2,40,195.0,2023
6,26,1323.0,2023
6,66,69.0,2023
6,82,,2023
2,55,5.0,2023
4,48,3735.0,2023
3,61,690.0,2023
2,41,200.0,2023
3,33,26289.0,2023
5,18,6768.0,2023
4,82,,2023
4,7,,2023
3,17,37472.0,2023
3,51,7447.0,2023
1,21,268.0,2023
2,36,183.0,2023
2,56,,2023
6,35,5207.0,2023
4,22,43673.0,2023
3,58,1910.0,2023
1,41,12.0,2023
4,5,,2023
3,14,892.0,2023
5,44,20531.0,2023
3,49,9774.0,2023
2,7,,2023
5,31,77311.0,2023
5,16,985.0,2023
4,68,74.0,2023
4,41,5839.0,2023
4,43,5204.0,2023
2,53,19.0,2023
1,11,278.0,2023
5,77,18.0,2023
1,28,55.0,2023
2,8,,2023
3,39,22317.0,2023
6,63,168.0,2023
1,17,628.0,2023
4,28,18864.0,2023
6,42,2039.0,2023
4,80,,2023
4,10,5.0,2023
1,24,105.0,2023
2,60,,2023
3,23,49300.0,2023
6,81,,2023
1,5,,2023
6,67,47.0,2023
6,78,,2023
3,57,2543.0,2023
4,18,2349.0,2023
6,12,,2023
6,77,,2023
3,29,29058.0,2023
6,25,874.0,2023
