"term","rb_x_high_x_young","rb_x_high_x_female","rb_x_high_x_young_x_female","interim_x_high_x_young","interim_x_high_x_female","interim_x_high_x_young_x_female","post_x_high_x_young","post_x_high_x_female","post_x_high_x_young_x_female","m01_x_high_x_young","m01_x_high_x_female","m01_x_high_x_young_x_female","m02_x_high_x_young","m02_x_high_x_female","m02_x_high_x_young_x_female","m03_x_high_x_young","m03_x_high_x_female","m03_x_high_x_young_x_female","m04_x_high_x_young","m04_x_high_x_female","m04_x_high_x_young_x_female","m05_x_high_x_young","m05_x_high_x_female","m05_x_high_x_young_x_female","m06_x_high_x_young","m06_x_high_x_female","m06_x_high_x_young_x_female","m07_x_high_x_young","m07_x_high_x_female","m07_x_high_x_young_x_female","m08_x_high_x_young","m08_x_high_x_female","m08_x_high_x_young_x_female","m09_x_high_x_young","m09_x_high_x_female","m09_x_high_x_young_x_female","m10_x_high_x_young","m10_x_high_x_female","m10_x_high_x_young_x_female","m11_x_high_x_young","m11_x_high_x_female","m11_x_high_x_young_x_female"
"m01_x_high_x_female",-3.39621584085574e-06,-3.4849917850691e-06,6.32065254094265e-06,1.25050855462072e-06,-3.29085548696545e-06,3.71481592924231e-06,1.10746346892279e-05,-8.15188260575504e-06,3.86098545556503e-06,-9.7939325402389e-06,7.48109325138059e-06,-4.97082856051027e-05,1.52353774643159e-05,6.55172405930842e-06,-2.60186328046328e-05,1.78472298280218e-05,6.402101882429e-06,-2.3960572682345e-05,1.86702520955823e-05,6.24558115234572e-06,-2.66307362395328e-05,2.40697815742967e-05,5.49937337486696e-06,-1.99980693972229e-05,2.95918337286005e-05,3.44149837351601e-06,-5.45898799485893e-06,3.56748045922818e-05,3.67619595193101e-06,5.27303869521561e-06,3.49526729087974e-05,5.14540695204442e-06,1.57097283232868e-05,2.18651260571789e-05,3.30988413542667e-06,1.28542558449209e-05,4.80172430310979e-06,2.95871216639742e-06,3.04813783034537e-06,-9.69160707454732e-07,1.53838053663931e-06,4.23981981545339e-07
"m01_x_high_x_young_x_female",0.000119649147087851,5.00092232042842e-06,4.19542997946037e-05,0.00020786629107125,3.62277227970707e-05,-1.70896174627492e-05,0.000392566251082006,6.6479552614508e-05,7.54759795135246e-06,0.00168252920821488,-4.97082856051027e-05,0.0013504679674603,-9.79053043499035e-05,-5.95728877878666e-05,0.000430645740193899,-0.000323304511298252,-5.58572257758241e-05,0.000273277913963966,-0.000175105281768864,-3.6714293686652e-05,0.000441554013618714,-0.00042941151441166,-3.07212924285175e-05,0.00026723137564525,-0.000389030297215671,-1.50346731132857e-05,0.000252438161581709,-0.000973906437238057,-3.43164307020357e-05,-0.000194371436959496,-0.00118345088465013,-5.5864821434495e-05,-0.000552906153690489,-0.000727894765801455,-3.26567141134866e-05,-0.000455788225108063,-0.000257005512618168,-3.33239136070653e-05,-0.000202924713844679,1.66043656212599e-05,-7.85554972660323e-06,-2.07976795030424e-05
"m02_x_high_x_young",-0.000124690714682317,-6.4591742654142e-05,5.44239554847063e-05,0.00017427790203808,-4.14463199286883e-05,-5.2688262348013e-05,0.000449226195533945,-9.23757017183448e-05,-0.000120703860167528,0.000914545595182631,1.52353774643159e-05,-9.79053043499035e-05,0.000711777954387486,7.12532899900055e-06,-5.27102390328487e-05,0.00066576510710642,2.59035550681154e-06,-7.59379519747189e-05,0.000711375326027064,1.59883980768811e-05,-9.48124439424172e-05,0.00062548978444777,1.16070341565679e-05,-9.09943172231808e-05,0.00057167034613222,7.49200627394602e-07,-0.000154030863097135,0.000425085575339367,1.46405524987288e-05,-0.000103640051852838,0.000286482871949723,1.19026279165687e-05,-0.000113764537137205,0.000142959379937404,-2.74080892232351e-07,-8.10604841811069e-05,6.03314574916625e-05,-5.07242624449539e-06,-3.1392192679547e-05,6.22411058499822e-05,1.32735997155653e-06,-2.59967010390846e-05
"m02_x_high_x_female",-3.53159884625801e-06,-2.60476432842742e-06,2.48433898917105e-06,-4.07202955871908e-06,-2.49664344047623e-06,3.4127897389447e-06,-4.01669449153312e-06,-6.77076992238866e-06,3.94002501487245e-06,-4.67636299442857e-05,6.55172405930842e-06,-5.95728877878666e-05,7.12532899900055e-06,6.91021178361592e-06,-2.72766186384593e-05,1.35912261294058e-05,6.52450723089835e-06,-2.21862665775249e-05,1.11491661213283e-05,6.02479677446396e-06,-2.60457000899894e-05,2.1083053447303e-05,5.36308699758298e-06,-1.82655655381424e-05,2.76996654839927e-05,3.41552054910834e-06,-6.25428384089492e-06,4.65103045203835e-05,3.48976919445998e-06,8.61573299182343e-06,5.0638763527363e-05,5.72339003928712e-06,2.29990772075401e-05,3.28945903269072e-05,3.85526489496496e-06,1.93375574075823e-05,8.47564472550794e-06,3.67128349082854e-06,5.4641656220849e-06,-1.79534607091817e-06,1.85970761716229e-06,4.12816652269338e-07
"m02_x_high_x_young_x_female",4.1685310665193e-05,1.07204744865185e-05,-2.05618309788932e-05,1.27193992146524e-05,9.5381497323764e-06,-7.46860516195454e-06,-1.83626216886363e-05,1.77661176061634e-05,5.69317601225786e-05,0.000277669488835618,-2.60186328046328e-05,0.000430645740193899,-5.27102390328487e-05,-2.72766186384593e-05,0.000233519948948306,-9.23718471758718e-05,-2.67228907725956e-05,0.000195631197926115,-6.86225686169299e-05,-2.48108621842024e-05,0.000225109401528618,-0.000124538917239298,-2.18783849589708e-05,0.000177359217284633,-0.000159684701036359,-1.49942261806437e-05,8.18488141260591e-05,-0.000245092944418514,-1.30965950970448e-05,-1.88553035317117e-05,-0.000276024628271527,-2.03164825479327e-05,-0.000105342744790903,-0.000170423993639391,-1.30031567844929e-05,-9.75421657038511e-05,-5.47104731550287e-05,-1.20331320490172e-05,-2.7507431471471e-05,1.26597258672603e-06,-4.87097017848312e-06,-2.63244255997228e-07
"m03_x_high_x_young",-0.000118782492685624,-6.40471351962242e-05,8.50847341896544e-06,0.000118777558492922,-5.01710769661645e-05,-5.38249173895079e-05,0.000282805388014626,-0.000110423965261381,-8.55664737035733e-05,0.000465820071308394,1.78472298280218e-05,-0.000323304511298252,0.00066576510710642,1.35912261294058e-05,-9.23718471758718e-05,0.000702576523715226,5.22426894283227e-06,-6.90349541408275e-05,0.000691101914090077,1.33692191287607e-05,-0.000121226248415805,0.000658473582457181,9.21544809999754e-06,-9.27640560745894e-05,0.00059078785193799,2.2241383696828e-07,-0.000190315235298901,0.000602025908799761,2.11336229158385e-05,-6.89939318495173e-05,0.000513169444259036,2.71387346513477e-05,-1.5494684243361e-05,0.000299996348676373,6.76894877016242e-06,4.98044491407031e-06,0.000126342124723772,-3.80127869565743e-06,2.43800655900931e-05,6.1412907915958e-05,-2.34596865686936e-07,-1.82587981313065e-05
"m03_x_high_x_female",-6.33931662061203e-06,4.85960476433509e-07,8.93383648758979e-06,-7.40849167411276e-06,4.54816400682971e-07,4.01467837636637e-06,4.54042825401245e-06,6.77335669356262e-08,-2.92286883383924e-06,-5.15619946943241e-05,6.402101882429e-06,-5.58572257758241e-05,2.59035550681154e-06,6.52450723089835e-06,-2.67228907725956e-05,5.22426894283227e-06,8.19142353870018e-06,-2.6167227219594e-05,7.13914436484898e-06,7.00509618962128e-06,-2.85897969868063e-05,2.02707072295105e-05,6.22505315663908e-06,-1.87948798853716e-05,2.43779888361237e-05,3.67672025011686e-06,-7.04044094516074e-06,4.36849173890043e-05,3.14000582605395e-06,1.41904024811407e-05,4.96383722791908e-05,3.71348576306065e-06,2.98853883147936e-05,2.64407778010687e-05,3.68849975610189e-06,2.1894955583427e-05,5.8693345580866e-06,5.05536087916764e-06,4.57156084382277e-06,-2.64839827730833e-06,2.58375414629223e-06,2.86661326086813e-07
"m03_x_high_x_young_x_female",4.27934241707617e-05,9.19348449859482e-06,-4.7368170798755e-05,-3.44007563895307e-05,5.13130645175112e-06,-5.27526623707896e-06,-0.00015184589624452,6.479735839223e-06,8.21571127906542e-05,-6.68696358954486e-06,-2.3960572682345e-05,0.000273277913963966,-7.59379519747189e-05,-2.21862665775249e-05,0.000195631197926115,-6.90349541408275e-05,-2.6167227219594e-05,0.000208165205147809,-7.91613549499859e-05,-2.70025493750063e-05,0.000208488325652827,-0.000107608981588187,-2.38831259707693e-05,0.000175193812232323,-0.000158109755268325,-1.52749498385195e-05,6.08942058772548e-05,-0.000155247825019632,-8.23606310224719e-06,1.8748844978212e-07,-0.000156762224395399,-8.43488435550368e-06,-4.8452699867193e-05,-9.0884289333112e-05,-8.67836620563746e-06,-3.87804788573697e-05,-1.74044028383431e-05,-1.28201778988965e-05,1.37775304320404e-05,-6.5310013877876e-06,-5.66006172227723e-06,6.22446842105327e-06
"m04_x_high_x_young",-0.000138138588080444,-6.45770917306526e-05,5.61704566843331e-05,0.000160762135332589,-4.47727330982655e-05,-5.25161183621811e-05,0.000416797584672166,-9.80138359793093e-05,-0.000122776940524144,0.000782040913383297,1.86702520955823e-05,-0.000175105281768864,0.000711375326027064,1.11491661213283e-05,-6.86225686169299e-05,0.000691101914090077,7.13914436484898e-06,-7.91613549499859e-05,0.000740300462709863,1.82358982651241e-05,-0.000109638734790987,0.00067258609636779,1.36133031502717e-05,-9.62673679399032e-05,0.000609575566265103,9.68748244611467e-07,-0.000170467706689089,0.000513325506349779,1.75853159100582e-05,-8.42734870099105e-05,0.000384638639835223,1.75884324996831e-05,-6.92250769549398e-05,0.00020172741819292,3.23803627142039e-06,-4.92489197542348e-05,8.47783197778993e-05,-2.51416899946614e-06,-1.41206087241722e-05,6.37800789111601e-05,1.53840732565337e-06,-2.44972318958045e-05
"m04_x_high_x_female",-5.43536322896361e-06,-2.56434069185882e-06,9.64028146429601e-06,4.39864646093774e-06,-2.84456994635543e-07,1.63646227714695e-06,2.88936618649101e-05,-1.41660937236838e-06,-9.39682219486295e-06,8.46306719473407e-06,6.24558115234572e-06,-3.6714293686652e-05,1.59883980768811e-05,6.02479677446396e-06,-2.48108621842024e-05,1.33692191287607e-05,7.00509618962128e-06,-2.70025493750063e-05,1.82358982651241e-05,7.6031565484359e-06,-2.70822717739127e-05,2.32936606714187e-05,6.61475210277582e-06,-2.08022696892436e-05,3.1181730633916e-05,4.3065075636925e-06,-8.25393740592068e-06,3.01065493182162e-05,3.42393113122225e-06,1.48768983224514e-06,2.85565339152015e-05,4.15080892903609e-06,8.93352844506081e-06,1.54841766504395e-05,3.71306250004276e-06,6.87733312074104e-06,1.49604772583253e-06,4.44323656271109e-06,-1.8369692354122e-06,-4.9536367708701e-07,2.74377253805939e-06,-1.35555768684364e-06
"m04_x_high_x_young_x_female",6.57302593620451e-05,6.83925746581268e-06,-4.29006415384996e-05,1.49615292768605e-05,6.12474245587739e-06,-2.83292529716842e-06,-6.34017288050607e-05,8.13849607260504e-06,7.71799511240962e-05,0.000261658369648577,-2.66307362395328e-05,0.000441554013618714,-9.48124439424172e-05,-2.60457000899894e-05,0.000225109401528618,-0.000121226248415805,-2.85897969868063e-05,0.000208488325652827,-0.000109638734790987,-2.70822717739127e-05,0.00025043659475496,-0.000170703530138463,-2.27976183506636e-05,0.000193885612359603,-0.000196257706836905,-1.4574394537402e-05,0.000108445387092182,-0.000283148277885118,-1.31402616382719e-05,-1.73089782807459e-05,-0.000318050538937387,-1.39905666598986e-05,-0.000114619546606705,-0.000185797704506193,-1.12867924916322e-05,-9.23070371150377e-05,-5.31082140730479e-05,-1.49745292317737e-05,-1.75884299840813e-05,-1.14954599630061e-06,-5.82870087384378e-06,5.977204965559e-06
"m05_x_high_x_young",-0.000168581283419848,-4.68457395562911e-05,4.01108938008906e-05,5.589847385672e-05,-3.90031235432032e-05,-3.9537084443e-05,0.000241318995540365,-8.23116550033496e-05,-0.000114000233581833,0.000229001484601422,2.40697815742967e-05,-0.00042941151441166,0.00062548978444777,2.1083053447303e-05,-0.000124538917239298,0.000658473582457181,2.02707072295105e-05,-0.000107608981588187,0.00067258609636779,2.32936606714187e-05,-0.000170703530138463,0.000702367866366659,1.89285557982522e-05,-0.000122408642137558,0.000613688706444066,4.88631722812124e-06,-0.000207651807865777,0.000698959656227483,2.25940406350285e-05,-1.76089225588969e-05,0.000643862466560049,2.49175612349432e-05,8.35786056874981e-05,0.00035285692164883,1.05693624489385e-05,6.53120961028508e-05,0.000127686410285445,8.18632818537304e-06,3.46704393649756e-05,4.43224303057027e-05,4.68839386505137e-06,-1.57891173008409e-05
"m05_x_high_x_female",-4.46954360667134e-06,-2.27811250425598e-06,9.12766438703445e-06,3.19375800637968e-06,-2.87178181763451e-07,1.99012127794319e-06,2.38457865292933e-05,-1.2542901308612e-06,-9.47522365350673e-06,8.99156916465333e-06,5.49937337486696e-06,-3.07212924285175e-05,1.16070341565679e-05,5.36308699758298e-06,-2.18783849589708e-05,9.21544809999754e-06,6.22505315663908e-06,-2.38831259707693e-05,1.36133031502717e-05,6.61475210277582e-06,-2.27976183506636e-05,1.89285557982522e-05,6.36859481422112e-06,-1.83821916837388e-05,2.63701537276677e-05,4.23728299326609e-06,-6.2183978158685e-06,2.53200743041625e-05,3.17424252110296e-06,9.07987472290535e-07,2.37984972388497e-05,4.0058407377604e-06,6.90410463446142e-06,1.30041008743443e-05,3.57888418006253e-06,4.88923768775147e-06,9.37946174717524e-07,4.14393592130579e-06,-1.76232654839951e-06,-8.7878203177045e-07,2.5692734633173e-06,-1.07727549249854e-06
"m05_x_high_x_young_x_female",4.73939571344001e-05,1.06691489055012e-05,-4.05716494521537e-05,-2.35542989976823e-05,4.08164229946361e-06,6.87621440265744e-06,-0.000128168345980648,4.30257665936202e-06,8.74530933799134e-05,4.72204939859329e-06,-1.99980693972229e-05,0.00026723137564525,-9.09943172231808e-05,-1.82655655381424e-05,0.000177359217284633,-9.27640560745894e-05,-1.87948798853716e-05,0.000175193812232323,-9.62673679399032e-05,-2.08022696892436e-05,0.000193885612359603,-0.000122408642137558,-1.83821916837388e-05,0.00017588112800155,-0.000159042356744895,-1.39784418728125e-05,8.60321523654389e-05,-0.000153576549426007,-9.84997536707907e-06,3.62882114567303e-05,-0.000153143415640106,-1.03822938449104e-05,-4.79380947059294e-06,-9.2046451587598e-05,-8.04095342285626e-06,-8.56555293594571e-06,-2.117343782039e-05,-8.5695026684772e-06,1.49828779459847e-05,-6.52376329248447e-06,-4.39508703290292e-06,1.20991139212226e-05
"m06_x_high_x_young",-0.000133434487763487,-5.68736886383243e-05,4.2009947648522e-05,0.000113420769930376,-4.32574106687346e-05,-2.67330256232416e-05,0.000323838391672477,-9.15863909358346e-05,-0.000113825151341214,0.000363909971819328,2.95918337286005e-05,-0.000389030297215671,0.00057167034613222,2.76996654839927e-05,-0.000159684701036359,0.00059078785193799,2.43779888361237e-05,-0.000158109755268325,0.000609575566265103,3.1181730633916e-05,-0.000196257706836905,0.000613688706444066,2.63701537276677e-05,-0.000159042356744895,0.00064453681059945,1.05353761795362e-05,-0.000159136728357275,0.000681226555814868,2.0432389451549e-05,-3.38573695194527e-05,0.000601587080033446,2.8167317979594e-05,3.44142587583976e-05,0.000365752839157491,1.40889908722752e-05,3.57462320547428e-05,0.000119576459217942,1.11660574864651e-05,1.29670278636753e-05,4.88104001244511e-05,6.19166425551744e-06,-1.34080120759484e-05
"m06_x_high_x_female",-3.50893217412052e-06,-1.1647605594848e-06,4.09735760711463e-06,-1.26491687008054e-06,1.53516743419823e-06,1.70145354714618e-07,1.81540614801864e-05,2.75147068214898e-06,-8.14852203414179e-06,1.07192954850979e-05,3.44149837351601e-06,-1.50346731132857e-05,7.49200627394602e-07,3.41552054910834e-06,-1.49942261806437e-05,2.2241383696828e-07,3.67672025011686e-06,-1.52749498385195e-05,9.68748244611467e-07,4.3065075636925e-06,-1.4574394537402e-05,4.88631722812124e-06,4.23728299326609e-06,-1.39784418728125e-05,1.05353761795362e-05,5.07198533349589e-06,-8.12521626511727e-06,4.34069128814974e-06,3.5435459636144e-06,-9.05145562415311e-06,1.94769263020811e-06,3.9638739362191e-06,-7.90173710804153e-06,1.23485169762162e-06,3.31182942031212e-06,-6.02282728904958e-06,-2.9090189335875e-06,2.30402819720694e-06,-3.47062029768787e-06,-2.30691414051914e-06,1.99360080798991e-06,-1.64114694599991e-06
"m06_x_high_x_young_x_female",3.04218034007365e-05,5.96152536440072e-06,6.13141949955788e-06,-5.39783631202205e-08,2.11043001705559e-06,6.29754098340568e-05,-6.86115992857956e-05,-4.16730688015514e-06,0.00010421234319188,0.00017802061565651,-5.45898799485893e-06,0.000252438161581709,-0.000154030863097135,-6.25428384089492e-06,8.18488141260591e-05,-0.000190315235298901,-7.04044094516074e-06,6.08942058772548e-05,-0.000170467706689089,-8.25393740592068e-06,0.000108445387092182,-0.000207651807865777,-6.2183978158685e-06,8.60321523654389e-05,-0.000159136728357275,-8.12521626511727e-06,0.000200698117209913,-0.000232194789146129,-1.72509965442143e-05,9.07743785011973e-05,-0.000258176591403359,-1.3574776065067e-05,2.65925675198275e-05,-0.000144543158586158,-9.99155642576953e-06,2.79579140102305e-05,-5.96120290343388e-05,-5.73182749916007e-06,-3.437923270894e-06,-1.72101907029736e-05,-3.75554481869035e-06,2.64236373424632e-05
