"term","rb_x_high_x_young","rb_x_high_x_female","rb_x_high_x_young_x_female","interim_x_high_x_young","interim_x_high_x_female","interim_x_high_x_young_x_female","post_x_high_x_young","post_x_high_x_female","post_x_high_x_young_x_female","m01_x_high_x_young","m01_x_high_x_female","m01_x_high_x_young_x_female","m02_x_high_x_young","m02_x_high_x_female","m02_x_high_x_young_x_female","m03_x_high_x_young","m03_x_high_x_female","m03_x_high_x_young_x_female","m04_x_high_x_young","m04_x_high_x_female","m04_x_high_x_young_x_female","m05_x_high_x_young","m05_x_high_x_female","m05_x_high_x_young_x_female","m06_x_high_x_young","m06_x_high_x_female","m06_x_high_x_young_x_female","m07_x_high_x_young","m07_x_high_x_female","m07_x_high_x_young_x_female","m08_x_high_x_young","m08_x_high_x_female","m08_x_high_x_young_x_female","m09_x_high_x_young","m09_x_high_x_female","m09_x_high_x_young_x_female","m10_x_high_x_young","m10_x_high_x_female","m10_x_high_x_young_x_female","m11_x_high_x_young","m11_x_high_x_female","m11_x_high_x_young_x_female"
"m05_x_high_x_young_x_female",7.30803919719914e-06,9.47109254042886e-07,-1.41923505491603e-05,1.43297838713095e-06,-7.11984295324306e-07,9.1602017261701e-06,-5.1027993122658e-06,-1.70390505376157e-06,6.86359481738768e-06,1.32329272814924e-05,-2.96039755914255e-06,3.19483230548825e-05,-9.72905909491967e-06,-2.95850413373478e-06,2.97032518636427e-05,-1.17459497002361e-05,-3.24900833925034e-06,3.3395363580048e-05,-9.62303846730076e-06,-3.26901116611161e-06,4.0834068631805e-05,-1.42468504338614e-05,-3.01026098301657e-06,4.52965049621301e-05,-1.728434065176e-05,-1.90503494208074e-06,3.20352932343093e-05,-9.17588082661147e-06,-2.21351630648402e-06,2.18792443409539e-05,-1.21946494685201e-05,-3.70760651716838e-06,1.6149456982311e-05,-6.1396494919635e-06,-1.97512818863091e-06,1.03406821758195e-05,-5.83224733782136e-06,-1.59284848741839e-06,1.01683347938631e-05,-2.7741022354263e-06,-6.16368855463501e-07,5.96520672565673e-06
"m06_x_high_x_young",-1.95656027347501e-05,-1.89407095870339e-06,9.31828584613932e-06,1.48220731791362e-05,-2.70696840880186e-06,2.20724491719673e-06,2.95058390152427e-05,-5.12104122815174e-06,-8.28040355359374e-06,3.12896160769572e-05,3.61036504901286e-07,-3.26468779553962e-05,5.81342949681421e-05,2.96873171696985e-07,-2.64070514086794e-05,6.68312282614142e-05,3.95261371496561e-07,-1.74619270345188e-05,8.14566088093536e-05,-2.97007732814033e-07,-2.00397564545934e-05,8.27186850083553e-05,-6.34868077239872e-07,-1.728434065176e-05,0.000113755604155548,-2.20449301600748e-06,-7.03229283819823e-06,7.97736378906121e-05,-1.11288395680828e-06,5.32797983547372e-06,6.68897555053888e-05,1.55660477860424e-08,9.33711960657365e-06,3.78140746200127e-05,-1.27409025592618e-06,1.10006691700832e-05,1.84706631704456e-05,-2.00135700728584e-07,-2.02413181754776e-07,4.48888274687213e-06,-1.02117720465603e-06,-5.19479025791871e-06
"m06_x_high_x_female",5.3014463481344e-07,-5.52091475988722e-07,-5.30420050215847e-07,-1.54030063188388e-06,9.35558195623639e-07,-1.40250636973284e-06,6.19031795183717e-07,1.11121146389307e-06,1.74585512464386e-07,-2.73584520656124e-07,1.36061237750902e-06,-6.77818346876695e-07,-2.03988241802223e-07,1.50376879661256e-06,-1.08076289357178e-06,-8.30539758340837e-07,1.5736581008804e-06,-1.7198971407981e-06,-1.52461212141581e-06,1.817234702559e-06,-2.29268640449109e-06,-8.22924704902441e-07,1.63444465921774e-06,-1.90503494208074e-06,-2.20449301600748e-06,2.10859953932119e-06,-3.19392101962098e-06,-9.32881645064717e-07,1.67512769259136e-06,-1.64406226978718e-06,-4.24304900349697e-07,1.84304861357421e-06,-1.48241069421572e-06,-5.30354285037258e-07,1.53158623623542e-06,-1.30371501278753e-06,-4.02481720083776e-07,1.18104669393086e-06,-1.49471571792786e-06,-2.09883621893393e-07,8.93844377897289e-07,-5.12822673326409e-07
"m06_x_high_x_young_x_female",1.38767193459598e-06,1.00788102233635e-06,-5.45280151355057e-06,-3.62982082664994e-06,-1.28962690775444e-06,2.22067911509608e-05,-9.55169401567321e-06,-3.84428992422428e-06,2.04060696947509e-05,1.43659654321292e-05,-1.05139369356613e-06,2.4546268941985e-05,-2.22072890073231e-05,-2.10582685208237e-06,1.58824476703563e-05,-1.96101695816837e-05,-2.36903419164472e-06,2.21928865399688e-05,-1.52759705242374e-05,-2.61151655169209e-06,3.06307875007146e-05,-1.84189758213352e-05,-1.91060021225829e-06,3.20352932343093e-05,-7.03229283819823e-06,-3.19392101962098e-06,5.32885208158174e-05,-1.08429199341947e-05,-2.5211012128231e-06,3.20387536159985e-05,-1.69834156107589e-05,-3.12836013939258e-06,2.62749750680528e-05,-8.03360325561993e-06,-1.95058191729427e-06,1.90461181636547e-05,-8.98727018271341e-06,-1.53219443313184e-06,1.24297741607853e-05,-8.04873428599551e-06,-8.56860484041843e-07,6.55774522267003e-06
"m07_x_high_x_young",-2.33961357497387e-05,-2.32591550214374e-07,2.57775439257259e-06,-1.01633821414498e-05,3.31232042225662e-07,1.30231806863683e-06,-2.5233502651008e-05,-2.22760324413074e-06,-1.97284791920106e-06,-7.74207402463526e-05,-4.0803635260386e-07,-4.50375160892135e-05,2.30321649772348e-05,3.38655271033729e-07,-1.11130364374785e-05,4.24372048282325e-05,1.50569424279592e-06,-7.25114196091157e-06,4.90570130329651e-05,-4.85828934365059e-07,-1.23861995327281e-05,6.46453101981273e-05,-6.54478004536104e-07,-9.17588082661147e-06,7.97736378906121e-05,-9.32881645064717e-07,-1.08429199341947e-05,0.000167224920513449,1.4101017315756e-06,-1.15935728925357e-05,0.000162612568249932,2.22513355536664e-06,9.10344738173703e-06,0.000110274188371673,1.48096292918855e-06,6.41535972838783e-06,3.08572502012709e-05,1.09294544653973e-06,9.27453341625727e-07,1.46102071652544e-06,-9.10228052831171e-07,-3.27173083926974e-06
"m07_x_high_x_female",8.82322942911227e-07,-5.13563178443889e-07,-3.65057489800135e-07,-2.02264096924965e-06,1.06105858115883e-06,-5.74110495399585e-07,-5.14369339918606e-08,9.81774027962539e-07,2.30666828946227e-06,-2.9998673291298e-06,1.86911078189226e-06,-3.61619538717296e-06,-5.55298623531661e-07,2.03001530632378e-06,-2.49829484122612e-06,-3.7529863948133e-07,2.06501146269691e-06,-2.18507595411186e-06,-9.21065931902004e-07,1.99882970338096e-06,-2.5673395448532e-06,-7.71541159458187e-07,1.86620769232703e-06,-2.21351630648402e-06,-1.11288395680828e-06,1.67512769259136e-06,-2.5211012128231e-06,1.4101017315756e-06,2.90207308150671e-06,-2.25658357159413e-06,1.86604385509557e-06,3.12408459822499e-06,-1.55784929581963e-06,1.0001935911362e-06,2.17957141936135e-06,-1.36315507660677e-06,5.31845016751483e-07,1.52447185321259e-06,-6.65496529709279e-07,1.9421114061319e-07,1.1475863727339e-06,-4.46362045617652e-07
"m07_x_high_x_young_x_female",4.43271433285759e-06,6.10278905560572e-07,-1.05018061465981e-05,-4.57307699090144e-06,-3.03015286731216e-06,2.09716511082139e-05,-4.96093692757023e-06,-5.43310044467552e-06,1.088727719634e-05,-1.62026557201109e-06,-2.45057139183484e-07,-1.08200497694853e-05,-1.79796570675008e-06,-4.45559168476846e-09,2.52097407373143e-06,3.54553070025304e-07,-2.82986500240699e-07,1.0055436942886e-05,4.78502985737424e-06,-9.59722421553191e-07,1.45937384314016e-05,5.06215007269543e-06,-9.30255330314785e-07,2.18792443409539e-05,5.32797983547372e-06,-1.64406226978718e-06,3.20387536159985e-05,-1.15935728925357e-05,-2.25658357159413e-06,5.84497619739464e-05,-9.420295161568e-06,-1.99305733287683e-06,5.65193529793976e-05,-1.20717305687953e-05,-1.69503020118243e-06,4.49931175342138e-05,-6.17459988235207e-06,-1.36695763528958e-07,1.7278895351155e-05,-9.26486401916676e-06,-5.11352999430798e-08,4.34432627835986e-06
"m08_x_high_x_young",-1.90141599868444e-05,2.87174871597615e-07,2.82949068965567e-07,-1.00959038122762e-05,4.7400878356639e-07,2.20314461525188e-06,-2.73035407421647e-05,-6.62048719270896e-07,-4.29080315482133e-06,-0.000115939589605906,2.98801482996275e-07,-5.99321070596128e-05,9.33559562320003e-06,1.22188560417843e-06,-1.58657734939431e-05,3.19277639016206e-05,2.4546153070449e-06,-1.17740497777387e-05,3.66397124572304e-05,1.37264879113871e-07,-1.77035010075686e-05,5.60805008392932e-05,-4.56112523275856e-07,-1.21946494685201e-05,6.68897555053888e-05,-4.24304900349697e-07,-1.69834156107589e-05,0.000162612568249932,1.86604385509557e-06,-9.420295161568e-06,0.00018234953904306,3.23284328927953e-06,1.61356409401865e-05,0.000118911234360632,1.70943309406313e-06,1.28196943401295e-05,3.37924496453058e-05,1.8478935189135e-06,1.36070653153222e-06,1.63815723233295e-06,-7.01423277244378e-07,-3.98312373402758e-06
"m08_x_high_x_female",1.38635654152417e-06,-4.68589625422967e-07,-4.52715508083507e-07,-1.1425374609807e-06,8.91689531120267e-07,5.73252969547544e-08,2.84984673867023e-06,6.36161545932508e-07,3.21139250308261e-06,-4.71416766672999e-06,2.32872923213335e-06,-6.23121758523663e-06,-4.98312644871215e-07,2.46908798397938e-06,-4.42821912090324e-06,1.13442106160074e-07,2.57111356105536e-06,-3.75182630627327e-06,-1.00618293227659e-06,2.43192880217079e-06,-4.27373889037977e-06,-5.24132539036247e-07,2.18507718121505e-06,-3.70760651716838e-06,1.55660477860424e-08,1.84304861357421e-06,-3.12836013939258e-06,2.22513355536664e-06,3.12408459822499e-06,-1.99305733287683e-06,3.23284328927953e-06,4.56845567825499e-06,-1.07352395589453e-06,1.52432450430923e-06,2.64688768912951e-06,-4.8842561125662e-07,1.2626333447152e-06,1.71765004381136e-06,-9.11494269928876e-07,4.93686433340353e-07,1.28105859660584e-06,-4.63194938782208e-07
"m08_x_high_x_young_x_female",1.84137907513421e-06,4.95213617471122e-07,-9.97210413471069e-06,-1.44517434787585e-05,-3.19923620019133e-06,2.44339103235136e-05,-2.37475485114606e-05,-6.71583382606876e-06,1.69146085215005e-05,-4.30959152351763e-05,2.92661771293149e-07,-4.28532096469268e-05,-8.02164066186993e-06,5.01934937990198e-07,-4.84683893799827e-06,5.11921439155556e-07,5.77412284566786e-07,7.15798480739505e-06,4.57601772008992e-06,-3.30739130020424e-07,7.48110684260123e-06,1.01587739743345e-05,-7.83806319860732e-07,1.6149456982311e-05,9.33711960657365e-06,-1.48241069421572e-06,2.62749750680528e-05,9.10344738173703e-06,-1.55784929581963e-06,5.65193529793976e-05,1.61356409401865e-05,-1.07352395589453e-06,7.55029858705073e-05,4.63821109270594e-06,-1.11537140963407e-06,5.72813897744634e-05,-2.00665141250377e-06,4.37738550921709e-07,2.24444528036895e-05,-1.22515569799897e-05,-1.71100318292288e-07,3.89653682964848e-06
"m09_x_high_x_young",-9.8351749960901e-06,-8.02848379597242e-08,-5.88211270059355e-07,5.70602145954978e-06,2.16779146486885e-07,-3.14135767496313e-06,-5.20559417902905e-06,-7.4283833670349e-07,-6.03269737075115e-06,-7.65509915529741e-05,-3.89042994801958e-07,-3.31528694996127e-05,-3.92762250484446e-06,9.41928355965053e-08,-7.24952104059273e-06,1.12282260374768e-05,8.75124678134106e-07,-5.54143094661793e-06,1.29711263889769e-05,-5.72477836515719e-07,-8.29524328523137e-06,2.63324435208317e-05,-5.52827409418274e-07,-6.1396494919635e-06,3.78140746200127e-05,-5.30354285037258e-07,-8.03360325561993e-06,0.000110274188371673,1.0001935911362e-06,-1.20717305687953e-05,0.000118911234360632,1.52432450430923e-06,4.63821109270594e-06,9.32204598397161e-05,1.27277919813865e-06,5.56960971528475e-08,2.7631051291532e-05,5.97095954014938e-07,-7.54675705806221e-07,5.91611076970303e-06,-7.97644111740518e-07,-2.8741543490988e-06
"m09_x_high_x_female",6.30967317967053e-07,-3.06130707336016e-07,-6.62757639575876e-07,-2.28817752055218e-06,1.37156641767111e-06,-1.06910905574487e-06,-2.68561727093436e-07,1.43491995797691e-06,1.27069524196543e-06,-3.54831641805481e-06,1.48291837425828e-06,-2.93352798368392e-06,-1.58551819991003e-06,1.85054808435581e-06,-1.63756752143772e-06,-1.0775118326268e-06,1.96511007964484e-06,-1.69983314743545e-06,-1.66282037780238e-06,1.8920888867282e-06,-2.04204593591445e-06,-1.14004773738411e-06,1.76448537601696e-06,-1.97512818863091e-06,-1.27409025592618e-06,1.53158623623542e-06,-1.95058191729427e-06,1.48096292918855e-06,2.17957141936135e-06,-1.69503020118243e-06,1.70943309406313e-06,2.64688768912951e-06,-1.11537140963407e-06,1.27277919813865e-06,2.33790917639757e-06,-1.26062508049492e-06,5.1119485287846e-07,1.6301556405303e-06,-9.04369175661082e-07,6.65459735386091e-08,1.27325877776615e-06,-6.36069329404094e-07
"m09_x_high_x_young_x_female",2.72266668579536e-06,9.68449182120339e-09,-8.8101989943086e-06,-1.55366337541922e-05,-2.3058056271555e-06,2.37640325364753e-05,-2.18567934202501e-05,-4.71100247845264e-06,1.59330101540121e-05,-3.45054767007758e-05,2.11189083961456e-07,-3.27964321336119e-05,-2.90808552854918e-06,6.63019008563038e-07,-6.12786389367194e-06,5.78847469212769e-06,5.16798703747456e-07,4.46321804387015e-06,6.26161317021516e-06,-9.44870249871653e-10,4.41843960550405e-06,1.07309322048455e-05,-6.31541443308992e-07,1.03406821758195e-05,1.10006691700832e-05,-1.30371501278753e-06,1.90461181636547e-05,6.41535972838783e-06,-1.36315507660677e-06,4.49931175342138e-05,1.28196943401295e-05,-4.8842561125662e-07,5.72813897744634e-05,5.56960971528475e-08,-1.26062508049492e-06,5.33776332715184e-05,-2.70259442243475e-06,3.78516384910953e-07,2.05059368155043e-05,-1.19248915115123e-05,-1.49312824248623e-07,4.71222982909297e-06
"m10_x_high_x_young",-2.7752733925118e-06,-8.01649837766366e-07,1.10186694926674e-07,1.86552441880111e-05,-8.16408051957702e-07,-9.69512928073535e-06,1.56434581908584e-05,-1.53418505862861e-06,-7.10813784418724e-06,-1.49868106575365e-05,-3.32453673869146e-07,-1.28558739829697e-05,9.79139187480215e-06,-5.73663166127721e-08,-4.8919378096961e-06,1.42834184380752e-05,7.24071218261576e-07,-5.56110790376921e-06,1.48325626521139e-05,-1.57842342664473e-07,-5.62632382354183e-06,1.54148900895033e-05,7.4420446601934e-08,-5.83224733782136e-06,1.84706631704456e-05,-4.02481720083776e-07,-8.98727018271341e-06,3.08572502012709e-05,5.31845016751483e-07,-6.17459988235207e-06,3.37924496453058e-05,1.2626333447152e-06,-2.00665141250377e-06,2.7631051291532e-05,5.1119485287846e-07,-2.70259442243475e-06,2.31816461993049e-05,1.64716967099483e-08,-1.65761887062632e-06,1.19889544336632e-05,-4.931590607004e-07,-2.57243002437966e-06
"m10_x_high_x_female",2.04182266659862e-07,-1.48694011131811e-07,-2.91975847958011e-07,-1.9039901353201e-06,1.46789728447434e-06,-7.110612017134e-07,2.61332750708143e-07,1.91147663129989e-06,1.45359724512622e-07,-3.21821934590778e-06,1.05524685749009e-06,-3.45692351659832e-06,-5.47598095168907e-07,1.50958785594327e-06,-1.53374883481711e-06,-1.52367594166833e-07,1.54767264878665e-06,-1.57985862237314e-06,-1.02859708441548e-06,1.50243015723229e-06,-2.30899553615206e-06,-1.55508652859091e-07,1.34379485510865e-06,-1.59284848741839e-06,-2.00135700728584e-07,1.18104669393086e-06,-1.53219443313184e-06,1.09294544653973e-06,1.52447185321259e-06,-1.36695763528958e-07,1.8478935189135e-06,1.71765004381136e-06,4.37738550921709e-07,5.97095954014938e-07,1.6301556405303e-06,3.78516384910953e-07,1.64716967099483e-08,2.279293496784e-06,-1.39173518475497e-06,1.23380749184182e-07,1.3055751477664e-06,-5.84024441221201e-07
"m10_x_high_x_young_x_female",2.08128730969837e-06,-1.20350019721063e-07,-6.15801177776291e-06,-1.35965335640515e-05,-1.03997049804483e-06,1.86466575006587e-05,-1.95056574596853e-05,-2.08802380164461e-06,1.35131115917879e-05,-1.93670066747483e-05,-7.75581317393195e-07,-8.3291303513076e-06,-4.15332783185914e-06,-8.02891481008944e-07,4.33481283185244e-06,-6.52054936460565e-07,-7.99507308254582e-07,7.72610750738669e-06,7.34518163977556e-07,-1.3662304622433e-06,1.05175673471146e-05,1.0493409677179e-06,-9.30161940503184e-07,1.01683347938631e-05,-2.02413181754776e-07,-1.49471571792786e-06,1.24297741607853e-05,9.27453341625727e-07,-6.65496529709279e-07,1.7278895351155e-05,1.36070653153222e-06,-9.11494269928876e-07,2.24444528036895e-05,-7.54675705806221e-07,-9.04369175661082e-07,2.05059368155043e-05,-1.65761887062632e-06,-1.39173518475497e-06,2.24540386049736e-05,-5.81492860455473e-06,-9.58315723832773e-07,1.06702581517376e-05
"m11_x_high_x_young",4.93897678030952e-07,5.90761604286827e-08,2.34619920197782e-06,3.19069436384956e-05,-7.52648232211569e-07,-1.1253118880003e-05,3.40448679411884e-05,1.61238572161022e-07,-6.04608309445365e-06,1.4596030870261e-05,-7.05466627778365e-07,5.68412309575976e-06,1.11410833523018e-05,-3.93649774169261e-07,3.90532967613167e-06,8.89141989702781e-06,1.96226116046377e-07,-4.38807887316441e-06,6.94545043505126e-06,-3.90295043742202e-07,-3.1072294070799e-06,3.80390436957704e-06,-1.19167685237787e-07,-2.7741022354263e-06,4.48888274687213e-06,-2.09883621893393e-07,-8.04873428599551e-06,1.46102071652544e-06,1.9421114061319e-07,-9.26486401916676e-06,1.63815723233295e-06,4.93686433340353e-07,-1.22515569799897e-05,5.91611076970303e-06,6.65459735386091e-08,-1.19248915115123e-05,1.19889544336632e-05,1.23380749184182e-07,-5.81492860455473e-06,2.36135761121143e-05,1.84605501211163e-07,2.5895392272439e-06
"m11_x_high_x_female",1.06931251135999e-07,3.60360784244115e-08,-5.04440515677317e-07,-1.51837928804454e-06,1.40845314934556e-06,-8.4513946797647e-07,2.87595778671878e-07,1.83282396558242e-06,-7.14837557943066e-07,7.54865907078722e-07,7.28410878599348e-07,-1.37292767879121e-06,4.67129533025236e-08,1.16048201193524e-06,-8.87335387334195e-07,-5.58647184744959e-08,1.17192941793384e-06,-6.24699941906311e-07,-4.13816919567028e-07,1.2034262232976e-06,-1.04036411091563e-06,-3.56963637662622e-07,1.1327332160479e-06,-6.16368855463501e-07,-1.02117720465603e-06,8.93844377897289e-07,-8.56860484041843e-07,-9.10228052831171e-07,1.1475863727339e-06,-5.11352999430798e-08,-7.01423277244378e-07,1.28105859660584e-06,-1.71100318292288e-07,-7.97644111740518e-07,1.27325877776615e-06,-1.49312824248623e-07,-4.931590607004e-07,1.3055751477664e-06,-9.58315723832773e-07,1.84605501211163e-07,1.37772296086687e-06,-8.72931066169389e-07
"m11_x_high_x_young_x_female",-1.72971376208506e-06,-1.32304209571621e-08,-1.74714349400975e-07,-9.15725210002759e-06,-7.12060806857215e-07,2.04317673502462e-05,-1.40214728513895e-05,-1.36216016736025e-06,2.24786770712781e-05,-4.98467121258072e-06,-4.30095830193507e-07,9.57946614901671e-06,9.69301636688963e-08,-5.96094604476295e-07,1.19913398073595e-05,-3.14100548691401e-06,-4.47207518675839e-07,4.51641338692627e-06,-2.52756066100809e-06,-5.66213152609056e-07,8.0041342239026e-06,-3.33437508674791e-06,-4.92158461688716e-07,5.96520672565673e-06,-5.19479025791871e-06,-5.12822673326409e-07,6.55774522267003e-06,-3.27173083926974e-06,-4.46362045617652e-07,4.34432627835986e-06,-3.98312373402758e-06,-4.63194938782208e-07,3.89653682964848e-06,-2.8741543490988e-06,-6.36069329404094e-07,4.71222982909297e-06,-2.57243002437966e-06,-5.84024441221201e-07,1.06702581517376e-05,2.5895392272439e-06,-8.72931066169389e-07,2.11675495319817e-05
