"term","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"post_rb_x_high",0.0237165751407156,0.0066588766070534,0.000368534143232213,14225562,31866644,TRUE,26.9337959289551,"ok"
"post_gpt_x_high",0.00862432216259391,0.00568275783404409,0.129107771053192,14225562,31866644,TRUE,26.9337959289551,"ok"
