"term","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"post_rb_x_high",0.0325935689627451,0.00418768748989712,7.07180932951937e-15,29591094,128110140,TRUE,60.7734298706055,"ok"
"post_gpt_x_high",0.0235894894272342,0.00369310168402556,1.68678591272844e-10,29591094,128110140,TRUE,60.7734298706055,"ok"
