"term","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"post_rb_x_high",-0.150029952372768,0.00775462177228955,2.15364372264874e-83,15705144,36326712,TRUE,30.7434079647064,"ok"
"post_gpt_x_high",-0.221741902360544,0.0073451139871399,3.29940025393928e-200,15705144,36326712,TRUE,30.7434079647064,"ok"
