"term","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"post_rb_x_high",-0.04524390338819,0.00582267722817074,7.83052827250056e-15,15668640,44922324,TRUE,29.7604370117188,"ok"
"post_gpt_x_high",-0.0466539499417228,0.00497782698429481,7.09334675794087e-21,15668640,44922324,TRUE,29.7604370117188,"ok"
