inr,expband,fresh,ssyk4,n
723h,6-10,1,1361,
723h,6-10,1,1362,
723h,6-10,1,1412,
723h,6-10,1,1511,34.0
723h,6-10,1,1512,83.0
723h,6-10,1,1521,
723h,6-10,1,1522,
723h,6-10,1,1531,7.0
723h,6-10,1,1532,29.0
723h,6-10,1,1592,5.0
723h,6-10,1,2135,
723h,6-10,1,2141,
723h,6-10,1,2211,10.0
723h,6-10,1,2221,217.0
723h,6-10,1,2222,
723h,6-10,1,2223,
723h,6-10,1,2224,1486.0
723h,6-10,1,2225,
723h,6-10,1,2226,
723h,6-10,1,2227,82.0
723h,6-10,1,2228,
723h,6-10,1,2231,
723h,6-10,1,2232,64.0
723h,6-10,1,2233,396.0
723h,6-10,1,2234,21.0
723h,6-10,1,2235,5.0
723h,6-10,1,2239,92.0
723h,6-10,1,2273,
723h,6-10,1,2289,
723h,6-10,1,2313,32.0
723h,6-10,1,2314,
723h,6-10,1,2319,13.0
723h,6-10,1,2320,16.0
723h,6-10,1,2330,
723h,6-10,1,2341,
723h,6-10,1,2352,
723h,6-10,1,2359,
723h,6-10,1,2421,8.0
723h,6-10,1,2422,28.0
723h,6-10,1,2431,
723h,6-10,1,2511,
723h,6-10,1,2661,
723h,6-10,1,2669,
723h,6-10,1,3119,
723h,6-10,1,3314,
723h,6-10,1,3321,
723h,6-10,1,3322,
723h,6-10,1,3353,
723h,6-10,1,3360,
723h,6-10,1,3423,
723h,6-10,1,3424,
723h,6-10,1,3511,
723h,6-10,1,4111,
723h,6-10,1,4117,
723h,6-10,1,4119,
723h,6-10,1,5120,
723h,6-10,1,5142,
723h,6-10,1,5149,
723h,6-10,1,5224,
723h,6-10,1,5241,
723h,6-10,1,5324,
723h,6-10,1,5330,
723h,6-10,1,5343,
723h,6-10,1,6129,
723h,6-10,1,6210,
723h,6-10,1,8311,
723h,na,0,1230,
723h,na,0,1292,
723h,na,0,1511,
723h,na,0,1512,
723h,na,0,1531,
723h,na,0,2133,
723h,na,0,2221,14.0
723h,na,0,2222,
723h,na,0,2224,50.0
723h,na,0,2226,
723h,na,0,2227,6.0
723h,na,0,2232,
723h,na,0,2233,11.0
723h,na,0,2234,
723h,na,0,2239,
723h,na,0,2421,
723h,na,0,2422,
723h,na,0,2512,
723h,na,0,2672,
723h,na,0,3215,
723h,na,0,3321,
723h,na,0,3423,
723h,na,0,3511,
723h,na,0,4111,
723h,na,0,5311,
723h,na,0,5324,
723h,na,0,5343,
723h,na,0,5350,
723h,na,0,6130,
723h,na,0,9111,
723h,na,1,1230,
723h,na,1,1511,7.0
723h,na,1,1512,10.0
723h,na,1,1521,
723h,na,1,1531,
723h,na,1,1532,
723h,na,1,2211,
723h,na,1,2221,40.0
723h,na,1,2222,
723h,na,1,2224,121.0
723h,na,1,2225,
723h,na,1,2227,12.0
723h,na,1,2228,
723h,na,1,2232,5.0
723h,na,1,2233,36.0
723h,na,1,2234,
723h,na,1,2235,
723h,na,1,2239,17.0
723h,na,1,2313,
723h,na,1,2421,
723h,na,1,2422,6.0
723h,na,1,2423,
723h,na,1,2511,
723h,na,1,2622,
723h,na,1,2662,
723h,na,1,3230,
723h,na,1,3313,
723h,na,1,3322,
723h,na,1,4119,
723h,na,1,5144,
723h,na,1,5221,
723h,na,1,5323,
723h,na,1,5330,
723h,na,1,5342,
723h,na,1,5349,
723i,0-2,0,2221,11.0
723i,0-2,0,2224,
723i,0-2,0,2228,
723i,0-2,0,2232,13.0
723i,0-2,0,2233,
723i,0-2,0,2234,
723i,0-2,0,4119,
723i,0-2,0,5325,
723i,0-2,1,1292,
723i,0-2,1,1511,
723i,0-2,1,1512,5.0
723i,0-2,1,2211,
723i,0-2,1,2221,67.0
723i,0-2,1,2222,
723i,0-2,1,2223,
723i,0-2,1,2224,
723i,0-2,1,2227,
723i,0-2,1,2228,
723i,0-2,1,2231,
723i,0-2,1,2232,511.0
723i,0-2,1,2233,77.0
723i,0-2,1,2239,12.0
723i,0-2,1,2319,
723i,0-2,1,4119,
723i,0-2,1,5149,
723i,0-2,1,5311,
723i,0-2,1,5324,
723i,0-2,1,5343,
723i,11-20,0,1211,
723i,11-20,0,1291,
723i,11-20,0,1512,
723i,11-20,0,2221,8.0
723i,11-20,0,2222,
723i,11-20,0,2224,
723i,11-20,0,2226,
723i,11-20,0,2227,
723i,11-20,0,2232,44.0
723i,11-20,0,2233,15.0
723i,11-20,0,2234,6.0
723i,11-20,0,2239,
723i,11-20,0,2422,
723i,11-20,0,3322,
723i,11-20,0,3411,
723i,11-20,0,3422,
723i,11-20,0,4119,
723i,11-20,0,9210,
723i,11-20,1,1230,
723i,11-20,1,1292,
723i,11-20,1,1412,
723i,11-20,1,1422,
723i,11-20,1,1511,9.0
723i,11-20,1,1512,70.0
723i,11-20,1,1522,
723i,11-20,1,1532,
723i,11-20,1,1592,
723i,11-20,1,2211,
723i,11-20,1,2221,78.0
723i,11-20,1,2222,7.0
723i,11-20,1,2223,
723i,11-20,1,2224,16.0
723i,11-20,1,2225,
723i,11-20,1,2226,
723i,11-20,1,2227,8.0
723i,11-20,1,2228,
723i,11-20,1,2231,
723i,11-20,1,2232,565.0
723i,11-20,1,2233,242.0
723i,11-20,1,2234,
723i,11-20,1,2239,47.0
723i,11-20,1,2313,
723i,11-20,1,2319,
723i,11-20,1,2320,
723i,11-20,1,2330,
723i,11-20,1,2359,
723i,11-20,1,2412,
723i,11-20,1,2419,
723i,11-20,1,2421,5.0
723i,11-20,1,2422,12.0
723i,11-20,1,2423,
723i,11-20,1,2512,
723i,11-20,1,3314,
723i,11-20,1,3321,
723i,11-20,1,3322,
723i,11-20,1,3343,
723i,11-20,1,3359,
723i,11-20,1,3412,
723i,11-20,1,3422,
723i,11-20,1,3423,
723i,11-20,1,3449,
723i,11-20,1,4111,
723i,11-20,1,4116,
723i,11-20,1,4117,
723i,11-20,1,5111,
723i,11-20,1,5131,
723i,11-20,1,5144,
723i,11-20,1,5223,
723i,11-20,1,5312,
723i,11-20,1,5330,
723i,11-20,1,5343,
723i,21+,0,1120,
723i,21+,0,1221,
723i,21+,0,1251,
723i,21+,0,1252,
723i,21+,0,1291,
723i,21+,0,1292,
723i,21+,0,1492,
723i,21+,0,1511,
723i,21+,0,1512,16.0
723i,21+,0,1522,
723i,21+,0,1532,
723i,21+,0,1712,
723i,21+,0,2133,
723i,21+,0,2149,
723i,21+,0,2162,
723i,21+,0,2179,
723i,21+,0,2211,
723i,21+,0,2221,67.0
723i,21+,0,2222,
723i,21+,0,2224,13.0
723i,21+,0,2225,
723i,21+,0,2227,9.0
723i,21+,0,2228,
723i,21+,0,2231,
723i,21+,0,2232,154.0
723i,21+,0,2233,92.0
723i,21+,0,2234,
723i,21+,0,2239,34.0
723i,21+,0,2289,
723i,21+,0,2313,
723i,21+,0,2320,
723i,21+,0,2341,
723i,21+,0,2343,
723i,21+,0,2419,
723i,21+,0,2421,7.0
723i,21+,0,2422,17.0
723i,21+,0,2423,
723i,21+,0,2512,
723i,21+,0,2663,
723i,21+,0,2669,
723i,21+,0,2671,
723i,21+,0,2672,
723i,21+,0,3215,
723i,21+,0,3313,
723i,21+,0,3322,7.0
723i,21+,0,3333,
723i,21+,0,3334,
723i,21+,0,3411,
723i,21+,0,4111,
723i,21+,0,4114,
723i,21+,0,4116,
723i,21+,0,4117,
723i,21+,0,4119,
723i,21+,0,4226,
723i,21+,0,5143,
723i,21+,0,5221,
723i,21+,0,5222,
723i,21+,0,5223,
723i,21+,0,5227,
723i,21+,0,5311,
723i,21+,0,5321,
723i,21+,0,5325,
723i,21+,0,5343,
723i,21+,0,5349,
723i,21+,0,6111,
723i,21+,0,6113,
723i,21+,0,6121,
723i,21+,0,6130,
723i,21+,0,9111,
723i,21+,0,9622,
723i,21+,1,1230,
723i,21+,1,1251,
723i,21+,1,1252,
723i,21+,1,1291,
723i,21+,1,1292,
723i,21+,1,1411,
723i,21+,1,1412,
723i,21+,1,1421,
723i,21+,1,1511,18.0
723i,21+,1,1512,69.0
723i,21+,1,1521,
723i,21+,1,1522,
723i,21+,1,1531,
723i,21+,1,1532,6.0
723i,21+,1,1591,
723i,21+,1,1592,5.0
723i,21+,1,1732,
723i,21+,1,2133,
723i,21+,1,2149,
723i,21+,1,2211,
723i,21+,1,2219,
723i,21+,1,2221,119.0
723i,21+,1,2222,5.0
723i,21+,1,2223,
723i,21+,1,2224,23.0
723i,21+,1,2225,9.0
723i,21+,1,2226,
723i,21+,1,2227,33.0
723i,21+,1,2228,
723i,21+,1,2231,
723i,21+,1,2232,551.0
723i,21+,1,2233,300.0
723i,21+,1,2234,
723i,21+,1,2235,
723i,21+,1,2239,71.0
723i,21+,1,2289,
723i,21+,1,2313,
723i,21+,1,2319,
723i,21+,1,2320,16.0
723i,21+,1,2330,
723i,21+,1,2342,
723i,21+,1,2421,14.0
723i,21+,1,2422,26.0
723i,21+,1,2423,
723i,21+,1,2511,5.0
723i,21+,1,2512,
723i,21+,1,2519,
723i,21+,1,2662,
723i,21+,1,2672,
723i,21+,1,3112,
723i,21+,1,3119,
723i,21+,1,3240,
723i,21+,1,3313,
723i,21+,1,3314,
723i,21+,1,3321,
723i,21+,1,3322,6.0
723i,21+,1,3323,
723i,21+,1,3333,
723i,21+,1,3411,
723i,21+,1,3431,
723i,21+,1,3449,
723i,21+,1,3512,
723i,21+,1,4115,
723i,21+,1,4119,
723i,21+,1,4225,
723i,21+,1,5143,
723i,21+,1,5144,
723i,21+,1,5311,
723i,21+,1,5321,
723i,21+,1,5323,
723i,21+,1,5342,
723i,21+,1,5350,
723i,21+,1,6121,
723i,21+,1,6130,
723i,21+,1,6210,5.0
723i,21+,1,7312,
723i,3-5,0,1512,
723i,3-5,0,2211,
723i,3-5,0,2221,5.0
723i,3-5,0,2223,
723i,3-5,0,2224,
723i,3-5,0,2226,
723i,3-5,0,2232,16.0
723i,3-5,0,2233,
723i,3-5,0,2234,
723i,3-5,0,2239,
723i,3-5,0,2313,
723i,3-5,0,4111,
723i,3-5,0,4112,
723i,3-5,1,1292,
723i,3-5,1,1511,
723i,3-5,1,1512,12.0
723i,3-5,1,2221,39.0
723i,3-5,1,2222,
723i,3-5,1,2224,5.0
723i,3-5,1,2225,
723i,3-5,1,2226,
723i,3-5,1,2227,
723i,3-5,1,2228,
723i,3-5,1,2232,405.0
723i,3-5,1,2233,129.0
723i,3-5,1,2239,22.0
723i,3-5,1,2313,
723i,3-5,1,2314,
723i,3-5,1,2319,
723i,3-5,1,2320,
723i,3-5,1,2330,
723i,3-5,1,2359,
723i,3-5,1,2421,
723i,3-5,1,2422,
723i,3-5,1,2423,
723i,3-5,1,2511,
723i,3-5,1,2512,
723i,3-5,1,3359,
723i,3-5,1,5324,
723i,3-5,1,5419,
723i,6-10,0,1412,
723i,6-10,0,1512,
723i,6-10,0,2219,
723i,6-10,0,2221,12.0
723i,6-10,0,2224,
723i,6-10,0,2226,
723i,6-10,0,2232,37.0
723i,6-10,0,2233,10.0
723i,6-10,0,2423,
723i,6-10,0,4111,
723i,6-10,0,5142,
723i,6-10,0,5311,
723i,6-10,0,6121,
723i,6-10,1,1230,
723i,6-10,1,1511,
723i,6-10,1,1512,28.0
723i,6-10,1,1592,
723i,6-10,1,2211,
723i,6-10,1,2221,86.0
723i,6-10,1,2222,6.0
723i,6-10,1,2223,6.0
723i,6-10,1,2224,11.0
723i,6-10,1,2225,
723i,6-10,1,2226,
723i,6-10,1,2227,11.0
723i,6-10,1,2228,
723i,6-10,1,2232,523.0
723i,6-10,1,2233,208.0
723i,6-10,1,2234,
723i,6-10,1,2235,
723i,6-10,1,2239,38.0
723i,6-10,1,2313,
723i,6-10,1,2314,
723i,6-10,1,2319,
723i,6-10,1,2330,
723i,6-10,1,2415,
723i,6-10,1,2421,
723i,6-10,1,2422,11.0
723i,6-10,1,2511,
723i,6-10,1,2643,
723i,6-10,1,2672,
723i,6-10,1,3215,
723i,6-10,1,3449,
723i,6-10,1,4119,
723i,6-10,1,5325,
723i,6-10,1,5343,
723i,6-10,1,7131,
723i,na,0,1291,
723i,na,0,1721,
723i,na,0,2211,
723i,na,0,2221,8.0
723i,na,0,2224,
723i,na,0,2227,
723i,na,0,2232,9.0
723i,na,0,2233,5.0
723i,na,0,2239,
723i,na,0,2421,
723i,na,0,3313,
723i,na,0,3449,
723i,na,0,5343,
723i,na,1,1292,
723i,na,1,1412,
723i,na,1,1511,
723i,na,1,1512,8.0
723i,na,1,1532,
723i,na,1,2221,14.0
723i,na,1,2222,
723i,na,1,2224,
723i,na,1,2225,
723i,na,1,2231,
723i,na,1,2232,57.0
723i,na,1,2233,32.0
723i,na,1,2239,
723i,na,1,2289,
723i,na,1,2313,
723i,na,1,2330,
723i,na,1,2422,5.0
723i,na,1,3411,
723i,na,1,5311,
723i,na,1,5321,
723i,na,1,8131,
723j,0-2,0,1512,
723j,0-2,0,2221,
723j,0-2,0,2239,
723j,0-2,1,1512,5.0
723j,0-2,1,2221,22.0
723j,0-2,1,2227,5.0
723j,0-2,1,2239,75.0
723j,0-2,1,2421,
723j,0-2,1,5343,
723j,11-20,0,1512,
723j,11-20,0,1532,
723j,11-20,0,2211,
723j,11-20,0,2221,8.0
723j,11-20,0,2227,
723j,11-20,0,2239,13.0
723j,11-20,0,2281,
723j,11-20,0,2319,
723j,11-20,0,2422,
723j,11-20,0,3213,
723j,11-20,1,1512,19.0
723j,11-20,1,1521,
723j,11-20,1,1532,
723j,11-20,1,2113,
723j,11-20,1,2211,
723j,11-20,1,2221,54.0
723j,11-20,1,2222,
723j,11-20,1,2224,
723j,11-20,1,2227,20.0
723j,11-20,1,2233,
723j,11-20,1,2239,111.0
723j,11-20,1,2313,
723j,11-20,1,2319,
723j,11-20,1,2320,
723j,11-20,1,2330,
723j,11-20,1,2421,
723j,11-20,1,2422,5.0
723j,11-20,1,3341,
723j,11-20,1,3411,
723j,11-20,1,4119,
723j,11-20,1,5343,
723j,11-20,1,6210,
723j,11-20,1,7125,
723j,21+,0,1512,
723j,21+,0,2221,12.0
723j,21+,0,2224,
723j,21+,0,2227,
723j,21+,0,2234,
723j,21+,0,2239,9.0
723j,21+,0,2281,
723j,21+,0,2320,
723j,21+,0,2422,
723j,21+,0,3439,
723j,21+,0,5321,
723j,21+,0,5343,
723j,21+,0,8311,
723j,21+,0,9111,
723j,21+,1,1511,
723j,21+,1,1512,8.0
723j,21+,1,1521,
723j,21+,1,1532,
723j,21+,1,2133,
723j,21+,1,2219,
723j,21+,1,2221,26.0
723j,21+,1,2224,
723j,21+,1,2227,10.0
723j,21+,1,2232,
723j,21+,1,2233,
723j,21+,1,2235,
723j,21+,1,2239,59.0
723j,21+,1,2289,
723j,21+,1,2312,
723j,21+,1,2313,
723j,21+,1,2320,
723j,21+,1,2341,
723j,21+,1,2421,
723j,21+,1,2422,
723j,21+,1,2423,
723j,21+,1,2431,
723j,21+,1,2511,
723j,21+,1,2663,
723j,21+,1,3113,
723j,21+,1,3212,
723j,21+,1,3322,
723j,21+,1,4117,
723j,21+,1,4119,
723j,3-5,0,2221,
723j,3-5,0,2239,
723j,3-5,1,1512,9.0
723j,3-5,1,2221,29.0
723j,3-5,1,2224,
723j,3-5,1,2227,
723j,3-5,1,2239,71.0
723j,3-5,1,2313,
723j,3-5,1,2422,
723j,3-5,1,2431,
723j,3-5,1,4119,
723j,6-10,0,1531,
723j,6-10,0,2221,
723j,6-10,0,2239,
723j,6-10,1,1291,
723j,6-10,1,1292,
723j,6-10,1,1511,
723j,6-10,1,1512,19.0
723j,6-10,1,1531,
723j,6-10,1,1532,
723j,6-10,1,2211,
723j,6-10,1,2221,34.0
723j,6-10,1,2222,
723j,6-10,1,2223,
723j,6-10,1,2224,
723j,6-10,1,2226,
723j,6-10,1,2227,10.0
723j,6-10,1,2235,
723j,6-10,1,2239,104.0
723j,6-10,1,2313,
723j,6-10,1,2319,
723j,6-10,1,2421,
723j,6-10,1,2422,
723j,6-10,1,3353,
723j,6-10,1,5142,
723j,na,0,1512,
723j,na,0,2221,
723j,na,0,2239,
723j,na,0,5323,
723j,na,1,1512,
723j,na,1,1532,
723j,na,1,2221,
723j,na,1,2231,
723j,na,1,2239,
723k,0-2,0,2221,
723k,0-2,0,2225,11.0
723k,0-2,0,2227,
723k,0-2,0,2239,
723k,0-2,0,3411,
723k,0-2,0,5341,
723k,0-2,0,6130,
723k,0-2,1,1511,
723k,0-2,1,1512,25.0
723k,0-2,1,1521,
723k,0-2,1,1532,
723k,0-2,1,1592,
723k,0-2,1,2133,
723k,0-2,1,2221,54.0
723k,0-2,1,2222,
723k,0-2,1,2224,
723k,0-2,1,2225,389.0
723k,0-2,1,2227,13.0
723k,0-2,1,2233,
723k,0-2,1,2239,8.0
723k,0-2,1,2313,
723k,0-2,1,2319,
723k,0-2,1,2320,
723k,0-2,1,3311,
723k,0-2,1,4119,
723k,0-2,1,5323,
723k,11-20,0,1222,
723k,11-20,0,1292,
723k,11-20,0,1511,
723k,11-20,0,1512,
723k,11-20,0,1522,
723k,11-20,0,2211,
723k,11-20,0,2221,10.0
723k,11-20,0,2224,
723k,11-20,0,2225,46.0
723k,11-20,0,2227,
723k,11-20,0,2233,
723k,11-20,0,2239,
723k,11-20,0,2312,
723k,11-20,0,2320,
723k,11-20,0,2422,
723k,11-20,0,2423,
723k,11-20,0,2662,
723k,11-20,0,3212,
723k,11-20,0,3411,
723k,11-20,0,3423,
723k,11-20,0,4111,
723k,11-20,0,4119,
723k,11-20,0,5221,
723k,11-20,0,5343,
723k,11-20,0,6130,
723k,11-20,1,1230,
723k,11-20,1,1292,
723k,11-20,1,1412,
723k,11-20,1,1511,8.0
723k,11-20,1,1512,85.0
723k,11-20,1,1521,
723k,11-20,1,1522,
723k,11-20,1,1532,11.0
723k,11-20,1,2221,66.0
723k,11-20,1,2222,
723k,11-20,1,2223,
723k,11-20,1,2224,5.0
723k,11-20,1,2225,393.0
723k,11-20,1,2227,28.0
723k,11-20,1,2228,
723k,11-20,1,2231,
723k,11-20,1,2233,
723k,11-20,1,2234,
723k,11-20,1,2235,
723k,11-20,1,2239,21.0
723k,11-20,1,2273,
723k,11-20,1,2313,
723k,11-20,1,2319,
723k,11-20,1,2320,8.0
723k,11-20,1,2330,
723k,11-20,1,2411,
723k,11-20,1,2421,
723k,11-20,1,2422,13.0
723k,11-20,1,2511,
723k,11-20,1,2661,
723k,11-20,1,2662,
723k,11-20,1,2672,
723k,11-20,1,3212,
723k,11-20,1,3230,
723k,11-20,1,3334,
723k,11-20,1,3360,
723k,11-20,1,3411,
723k,11-20,1,4117,
723k,11-20,1,4119,
723k,11-20,1,5221,
723k,11-20,1,5312,
723k,11-20,1,5341,
723k,11-20,1,5343,
723k,11-20,1,5349,
723k,11-20,1,9111,
723k,21+,0,1112,
723k,21+,0,1120,
723k,21+,0,1212,
723k,21+,0,1222,
723k,21+,0,1230,
723k,21+,0,1251,
723k,21+,0,1292,
723k,21+,0,1312,
723k,21+,0,1351,
723k,21+,0,1422,
723k,21+,0,1511,10.0
723k,21+,0,1512,33.0
723k,21+,0,1521,
723k,21+,0,1522,6.0
723k,21+,0,1531,
723k,21+,0,1532,17.0
723k,21+,0,1592,6.0
723k,21+,0,1722,
723k,21+,0,1732,
723k,21+,0,1792,
723k,21+,0,2133,
723k,21+,0,2211,
723k,21+,0,2221,93.0
723k,21+,0,2224,
723k,21+,0,2225,329.0
723k,21+,0,2227,42.0
723k,21+,0,2233,5.0
723k,21+,0,2234,8.0
723k,21+,0,2235,
723k,21+,0,2239,17.0
723k,21+,0,2313,
723k,21+,0,2320,8.0
723k,21+,0,2330,
723k,21+,0,2341,
723k,21+,0,2351,
723k,21+,0,2352,
723k,21+,0,2421,
723k,21+,0,2422,22.0
723k,21+,0,2423,
723k,21+,0,2512,
723k,21+,0,2661,6.0
723k,21+,0,2662,5.0
723k,21+,0,2663,
723k,21+,0,2669,5.0
723k,21+,0,2672,
723k,21+,0,3119,
723k,21+,0,3322,5.0
723k,21+,0,3333,
723k,21+,0,3335,
723k,21+,0,3353,
723k,21+,0,3411,6.0
723k,21+,0,3422,
723k,21+,0,3423,
723k,21+,0,3514,
723k,21+,0,4111,
723k,21+,0,4112,
723k,21+,0,4114,
723k,21+,0,4119,
723k,21+,0,4211,
723k,21+,0,4430,
723k,21+,0,5152,
723k,21+,0,5222,
723k,21+,0,5223,
723k,21+,0,5311,
723k,21+,0,5312,
723k,21+,0,5321,10.0
723k,21+,0,5322,
723k,21+,0,5324,
723k,21+,0,5330,
723k,21+,0,5341,
723k,21+,0,5342,7.0
723k,21+,0,5343,24.0
723k,21+,0,5349,
723k,21+,0,5412,
723k,21+,0,6111,
723k,21+,0,6121,
723k,21+,0,6122,
723k,21+,0,6130,7.0
723k,21+,0,7111,
723k,21+,0,9119,
723k,21+,0,9210,
723k,21+,0,9310,
723k,21+,0,9320,
723k,21+,1,1112,
723k,21+,1,1222,
723k,21+,1,1230,7.0
723k,21+,1,1241,
723k,21+,1,1251,
723k,21+,1,1291,
723k,21+,1,1292,
723k,21+,1,1342,
723k,21+,1,1351,
723k,21+,1,1411,
723k,21+,1,1412,
723k,21+,1,1491,
723k,21+,1,1511,43.0
723k,21+,1,1512,137.0
723k,21+,1,1521,6.0
723k,21+,1,1522,18.0
723k,21+,1,1531,8.0
723k,21+,1,1532,26.0
723k,21+,1,1591,
723k,21+,1,1592,9.0
723k,21+,1,1792,
723k,21+,1,2133,
723k,21+,1,2181,
723k,21+,1,2221,212.0
723k,21+,1,2222,
723k,21+,1,2223,
723k,21+,1,2224,5.0
723k,21+,1,2225,867.0
723k,21+,1,2226,
723k,21+,1,2227,82.0
723k,21+,1,2231,
723k,21+,1,2232,
723k,21+,1,2233,5.0
723k,21+,1,2234,
723k,21+,1,2235,
723k,21+,1,2239,64.0
723k,21+,1,2242,
723k,21+,1,2313,
723k,21+,1,2319,
723k,21+,1,2320,13.0
723k,21+,1,2330,
723k,21+,1,2341,
723k,21+,1,2359,
723k,21+,1,2411,
723k,21+,1,2421,18.0
723k,21+,1,2422,59.0
723k,21+,1,2423,
723k,21+,1,2431,
723k,21+,1,2511,7.0
723k,21+,1,2642,
723k,21+,1,2661,
723k,21+,1,2662,11.0
723k,21+,1,2663,
723k,21+,1,2669,7.0
723k,21+,1,2672,
723k,21+,1,3114,
723k,21+,1,3119,
723k,21+,1,3212,
723k,21+,1,3230,
723k,21+,1,3312,
723k,21+,1,3313,
723k,21+,1,3314,
723k,21+,1,3321,
723k,21+,1,3322,6.0
723k,21+,1,3323,
723k,21+,1,3332,
723k,21+,1,3333,
723k,21+,1,3341,
723k,21+,1,3359,
723k,21+,1,3360,
723k,21+,1,3411,7.0
723k,21+,1,3422,
723k,21+,1,3423,
723k,21+,1,3424,
723k,21+,1,3439,
723k,21+,1,3449,
723k,21+,1,4111,
723k,21+,1,4112,
723k,21+,1,4117,
723k,21+,1,4119,
723k,21+,1,4222,
723k,21+,1,4224,
723k,21+,1,5111,
723k,21+,1,5142,
723k,21+,1,5143,5.0
723k,21+,1,5152,
723k,21+,1,5169,
723k,21+,1,5221,
723k,21+,1,5223,
723k,21+,1,5242,
723k,21+,1,5311,
723k,21+,1,5312,
723k,21+,1,5321,
723k,21+,1,5341,5.0
723k,21+,1,5342,14.0
723k,21+,1,5343,13.0
723k,21+,1,5349,
723k,21+,1,5412,
723k,21+,1,5413,
723k,21+,1,6111,
723k,21+,1,6112,
723k,21+,1,6113,
723k,21+,1,6121,
723k,21+,1,6129,
723k,21+,1,6130,
723k,21+,1,6210,15.0
723k,21+,1,7114,
723k,21+,1,7119,
723k,21+,1,7233,
723k,21+,1,7319,
723k,21+,1,8341,
723k,21+,1,9111,
723k,21+,1,9210,
723k,3-5,0,1532,
723k,3-5,0,2221,5.0
723k,3-5,0,2225,22.0
723k,3-5,0,2227,
723k,3-5,1,1512,37.0
723k,3-5,1,1521,
723k,3-5,1,1522,
723k,3-5,1,1532,
723k,3-5,1,1592,
723k,3-5,1,2181,
723k,3-5,1,2221,58.0
723k,3-5,1,2224,
723k,3-5,1,2225,376.0
723k,3-5,1,2226,
723k,3-5,1,2227,14.0
723k,3-5,1,2231,
723k,3-5,1,2233,5.0
723k,3-5,1,2234,
723k,3-5,1,2239,8.0
723k,3-5,1,2260,
723k,3-5,1,2312,
723k,3-5,1,2313,13.0
723k,3-5,1,2314,
723k,3-5,1,2319,
723k,3-5,1,2320,
723k,3-5,1,2330,
723k,3-5,1,2421,
723k,3-5,1,2422,
723k,3-5,1,2511,
723k,3-5,1,2662,
723k,3-5,1,2669,
723k,3-5,1,3212,
723k,3-5,1,3335,
723k,3-5,1,3353,
723k,3-5,1,3411,
723k,3-5,1,4119,
723k,3-5,1,5149,
723k,3-5,1,5152,
723k,3-5,1,5341,
723k,3-5,1,5349,
723k,6-10,0,1511,
723k,6-10,0,1512,
723k,6-10,0,2221,11.0
723k,6-10,0,2225,21.0
723k,6-10,0,2226,
723k,6-10,0,2227,
723k,6-10,0,2239,
723k,6-10,0,2320,
723k,6-10,0,2661,
723k,6-10,0,3411,
723k,6-10,0,3452,
723k,6-10,0,4111,
723k,6-10,0,4119,
723k,6-10,0,5221,
723k,6-10,1,1221,
723k,6-10,1,1292,
723k,6-10,1,1412,
723k,6-10,1,1511,
723k,6-10,1,1512,63.0
723k,6-10,1,1521,
723k,6-10,1,1522,
723k,6-10,1,1532,
723k,6-10,1,1592,6.0
723k,6-10,1,2221,65.0
723k,6-10,1,2224,
723k,6-10,1,2225,457.0
723k,6-10,1,2227,17.0
723k,6-10,1,2228,
723k,6-10,1,2232,
723k,6-10,1,2233,5.0
723k,6-10,1,2234,
723k,6-10,1,2239,14.0
723k,6-10,1,2242,
723k,6-10,1,2313,9.0
723k,6-10,1,2314,
723k,6-10,1,2319,
723k,6-10,1,2320,5.0
723k,6-10,1,2421,
723k,6-10,1,2422,15.0
723k,6-10,1,2661,
723k,6-10,1,2662,
723k,6-10,1,2672,
723k,6-10,1,3112,
723k,6-10,1,3411,
723k,6-10,1,3422,
723k,6-10,1,5222,
723k,6-10,1,5341,
723k,6-10,1,5342,
723k,na,0,2183,
723k,na,0,2221,
723k,na,0,2222,
723k,na,0,2225,8.0
723k,na,0,2227,
723k,na,0,2352,
723k,na,0,2421,
723k,na,0,2422,
723k,na,0,2423,
723k,na,0,2663,
723k,na,0,3212,
723k,na,0,3313,
723k,na,0,3322,
723k,na,0,3411,
723k,na,0,4119,
723k,na,0,4430,
723k,na,0,5223,
723k,na,0,5321,
723k,na,0,5323,
723k,na,0,5330,
723k,na,0,5341,10.0
723k,na,0,5342,
723k,na,0,5343,
723k,na,0,5349,
723k,na,0,8321,
723k,na,1,1511,
723k,na,1,1512,8.0
723k,na,1,1532,
723k,na,1,1592,
723k,na,1,2221,9.0
723k,na,1,2224,
723k,na,1,2225,24.0
723k,na,1,2227,
723k,na,1,2233,
723k,na,1,2239,
723k,na,1,2422,
723k,na,1,2661,
723k,na,1,3360,
723k,na,1,5143,
723k,na,1,5152,
723k,na,1,5311,
723k,na,1,5312,
723k,na,1,5321,
723k,na,1,5323,
723k,na,1,5324,
723k,na,1,5341,6.0
723k,na,1,5342,
723k,na,1,6210,
723k,na,1,7319,
723l,0-2,0,1222,
723l,0-2,0,1522,
723l,0-2,0,1532,
723l,0-2,0,2211,
723l,0-2,0,2221,10.0
723l,0-2,0,2224,
723l,0-2,0,2227,5.0
723l,0-2,0,2239,
723l,0-2,1,1512,
723l,0-2,1,1532,
723l,0-2,1,2163,
723l,0-2,1,2211,
723l,0-2,1,2221,47.0
723l,0-2,1,2224,7.0
723l,0-2,1,2225,
723l,0-2,1,2227,90.0
723l,0-2,1,2239,56.0
723l,0-2,1,2313,
723l,0-2,1,2319,
723l,0-2,1,2320,
