grp,expband,fresh,ssyk4,n
01Z,21+,0,4225,
01Z,21+,0,4321,
01Z,21+,0,4322,44.0
01Z,21+,0,4420,
01Z,21+,0,5120,96.0
01Z,21+,0,5131,22.0
01Z,21+,0,5132,
01Z,21+,0,5141,8.0
01Z,21+,0,5143,17.0
01Z,21+,0,5149,
01Z,21+,0,5151,
01Z,21+,0,5152,70.0
01Z,21+,0,5169,
01Z,21+,0,5221,
01Z,21+,0,5222,9.0
01Z,21+,0,5223,12.0
01Z,21+,0,5230,13.0
01Z,21+,0,5241,
01Z,21+,0,5311,31.0
01Z,21+,0,5312,29.0
01Z,21+,0,5321,8.0
01Z,21+,0,5330,45.0
01Z,21+,0,5342,
01Z,21+,0,5343,95.0
01Z,21+,0,5349,19.0
01Z,21+,0,5413,
01Z,21+,0,6112,5.0
01Z,21+,0,6113,20.0
01Z,21+,0,6121,8.0
01Z,21+,0,6130,
01Z,21+,0,6210,
01Z,21+,0,7111,21.0
01Z,21+,0,7112,12.0
01Z,21+,0,7113,7.0
01Z,21+,0,7114,11.0
01Z,21+,0,7116,
01Z,21+,0,7119,26.0
01Z,21+,0,7121,
01Z,21+,0,7122,
01Z,21+,0,7123,
01Z,21+,0,7124,
01Z,21+,0,7131,13.0
01Z,21+,0,7132,10.0
01Z,21+,0,7134,
01Z,21+,0,7212,
01Z,21+,0,7213,
01Z,21+,0,7214,
01Z,21+,0,7221,
01Z,21+,0,7223,15.0
01Z,21+,0,7231,23.0
01Z,21+,0,7311,
01Z,21+,0,7322,
01Z,21+,0,7323,
01Z,21+,0,7420,
01Z,21+,0,7522,
01Z,21+,0,7523,
01Z,21+,0,7531,7.0
01Z,21+,0,7532,
01Z,21+,0,7533,
01Z,21+,0,7611,
01Z,21+,0,7612,8.0
01Z,21+,0,7619,
01Z,21+,0,8114,
01Z,21+,0,8116,
01Z,21+,0,8121,
01Z,21+,0,8129,
01Z,21+,0,8141,
01Z,21+,0,8142,5.0
01Z,21+,0,8143,
01Z,21+,0,8151,11.0
01Z,21+,0,8159,
01Z,21+,0,8161,
01Z,21+,0,8163,
01Z,21+,0,8169,
01Z,21+,0,8173,
01Z,21+,0,8181,
01Z,21+,0,8191,
01Z,21+,0,8199,
01Z,21+,0,8211,
01Z,21+,0,8212,
01Z,21+,0,8213,9.0
01Z,21+,0,8214,
01Z,21+,0,8219,5.0
01Z,21+,0,8321,17.0
01Z,21+,0,8329,9.0
01Z,21+,0,8331,9.0
01Z,21+,0,8332,10.0
01Z,21+,0,8341,
01Z,21+,0,8344,
01Z,21+,0,9111,302.0
01Z,21+,0,9119,8.0
01Z,21+,0,9120,18.0
01Z,21+,0,9210,7.0
01Z,21+,0,9310,6.0
01Z,21+,0,9320,13.0
01Z,21+,0,9331,
01Z,21+,0,9332,
01Z,21+,0,9411,44.0
01Z,21+,0,9412,164.0
01Z,21+,0,9413,5.0
01Z,21+,0,9520,
01Z,21+,0,9610,7.0
01Z,21+,0,9621,5.0
01Z,21+,0,9622,8.0
01Z,21+,0,9629,25.0
01Z,21+,1,1120,
01Z,21+,1,1251,
01Z,21+,1,1252,
01Z,21+,1,1292,
01Z,21+,1,1372,
01Z,21+,1,1592,
01Z,21+,1,1721,
01Z,21+,1,1722,5.0
01Z,21+,1,1732,
01Z,21+,1,2172,
01Z,21+,1,2330,
01Z,21+,1,2341,7.0
01Z,21+,1,2343,10.0
01Z,21+,1,2352,
01Z,21+,1,2359,5.0
01Z,21+,1,2421,
01Z,21+,1,2422,
01Z,21+,1,2431,
01Z,21+,1,2513,
01Z,21+,1,2519,
01Z,21+,1,2622,
01Z,21+,1,2669,
01Z,21+,1,3112,
01Z,21+,1,3113,
01Z,21+,1,3114,
01Z,21+,1,3240,
01Z,21+,1,3312,
01Z,21+,1,3314,
01Z,21+,1,3322,
01Z,21+,1,3323,
01Z,21+,1,3331,
01Z,21+,1,3335,
01Z,21+,1,3359,
01Z,21+,1,3411,8.0
01Z,21+,1,3422,
01Z,21+,1,3423,
01Z,21+,1,3451,
01Z,21+,1,3511,
01Z,21+,1,3512,
01Z,21+,1,3514,
01Z,21+,1,4111,
01Z,21+,1,4119,7.0
01Z,21+,1,4211,
01Z,21+,1,4224,
01Z,21+,1,4225,
01Z,21+,1,4322,111.0
01Z,21+,1,4410,
01Z,21+,1,4420,12.0
01Z,21+,1,4430,
01Z,21+,1,5112,
01Z,21+,1,5120,68.0
01Z,21+,1,5131,15.0
01Z,21+,1,5132,
01Z,21+,1,5141,27.0
01Z,21+,1,5143,52.0
01Z,21+,1,5144,
01Z,21+,1,5149,12.0
01Z,21+,1,5151,
01Z,21+,1,5152,62.0
01Z,21+,1,5169,
01Z,21+,1,5221,24.0
01Z,21+,1,5222,28.0
01Z,21+,1,5223,12.0
01Z,21+,1,5230,
01Z,21+,1,5241,
01Z,21+,1,5242,
01Z,21+,1,5311,53.0
01Z,21+,1,5312,24.0
01Z,21+,1,5321,12.0
01Z,21+,1,5323,
01Z,21+,1,5330,143.0
01Z,21+,1,5341,
01Z,21+,1,5342,8.0
01Z,21+,1,5343,107.0
01Z,21+,1,5349,28.0
01Z,21+,1,5413,
01Z,21+,1,5419,
01Z,21+,1,6111,
01Z,21+,1,6112,9.0
01Z,21+,1,6113,25.0
01Z,21+,1,6121,5.0
01Z,21+,1,6129,
01Z,21+,1,6130,
01Z,21+,1,6210,
01Z,21+,1,7111,18.0
01Z,21+,1,7112,14.0
01Z,21+,1,7113,9.0
01Z,21+,1,7114,10.0
01Z,21+,1,7119,17.0
01Z,21+,1,7121,
01Z,21+,1,7125,
01Z,21+,1,7131,6.0
01Z,21+,1,7132,8.0
01Z,21+,1,7134,5.0
01Z,21+,1,7211,
01Z,21+,1,7212,9.0
01Z,21+,1,7213,
01Z,21+,1,7214,5.0
01Z,21+,1,7223,36.0
01Z,21+,1,7224,
01Z,21+,1,7231,24.0
01Z,21+,1,7233,9.0
01Z,21+,1,7312,
01Z,21+,1,7319,
01Z,21+,1,7322,
01Z,21+,1,7411,
01Z,21+,1,7412,
01Z,21+,1,7420,
01Z,21+,1,7522,
01Z,21+,1,7523,10.0
01Z,21+,1,7531,14.0
01Z,21+,1,7532,
01Z,21+,1,7533,
01Z,21+,1,7534,
01Z,21+,1,7611,6.0
01Z,21+,1,7612,
01Z,21+,1,7619,5.0
01Z,21+,1,8111,
01Z,21+,1,8114,
01Z,21+,1,8115,
01Z,21+,1,8116,
01Z,21+,1,8122,
01Z,21+,1,8129,
01Z,21+,1,8141,
01Z,21+,1,8142,8.0
01Z,21+,1,8143,
01Z,21+,1,8151,14.0
01Z,21+,1,8159,10.0
01Z,21+,1,8161,31.0
01Z,21+,1,8163,
01Z,21+,1,8169,13.0
01Z,21+,1,8173,
01Z,21+,1,8181,10.0
01Z,21+,1,8189,
01Z,21+,1,8191,
01Z,21+,1,8192,
01Z,21+,1,8193,
01Z,21+,1,8211,
01Z,21+,1,8212,6.0
01Z,21+,1,8213,18.0
01Z,21+,1,8214,5.0
01Z,21+,1,8219,14.0
01Z,21+,1,8321,21.0
01Z,21+,1,8329,9.0
01Z,21+,1,8331,38.0
01Z,21+,1,8332,12.0
01Z,21+,1,8341,
01Z,21+,1,8342,
01Z,21+,1,8344,
01Z,21+,1,8350,
01Z,21+,1,9111,765.0
01Z,21+,1,9119,26.0
01Z,21+,1,9120,19.0
01Z,21+,1,9210,9.0
01Z,21+,1,9310,13.0
01Z,21+,1,9320,18.0
01Z,21+,1,9331,
01Z,21+,1,9332,
01Z,21+,1,9411,27.0
01Z,21+,1,9412,222.0
01Z,21+,1,9413,
01Z,21+,1,9520,6.0
01Z,21+,1,9610,11.0
01Z,21+,1,9621,6.0
01Z,21+,1,9622,5.0
01Z,21+,1,9629,124.0
01Z,3-5,0,1721,
01Z,3-5,0,2512,
01Z,3-5,0,5120,
01Z,3-5,0,5321,
01Z,3-5,0,8161,
01Z,3-5,0,8213,
01Z,3-5,0,9111,
01Z,3-5,0,9411,
01Z,3-5,0,9412,
01Z,3-5,0,9610,
01Z,3-5,0,9629,
01Z,3-5,1,2314,
01Z,3-5,1,2319,
01Z,3-5,1,4222,
01Z,3-5,1,4322,
01Z,3-5,1,5120,
01Z,3-5,1,5152,
01Z,3-5,1,5223,
01Z,3-5,1,5311,
01Z,3-5,1,5312,
01Z,3-5,1,5330,22.0
01Z,3-5,1,5342,
01Z,3-5,1,5349,
01Z,3-5,1,5350,
01Z,3-5,1,7111,
01Z,3-5,1,7119,
01Z,3-5,1,7223,
01Z,3-5,1,7611,
01Z,3-5,1,8213,
01Z,3-5,1,9111,5.0
01Z,3-5,1,9310,
01Z,3-5,1,9412,8.0
01Z,6-10,0,1722,
01Z,6-10,0,2343,
01Z,6-10,0,2512,
01Z,6-10,0,2669,
01Z,6-10,0,3333,
01Z,6-10,0,3423,
01Z,6-10,0,4119,
01Z,6-10,0,4322,
01Z,6-10,0,5120,
01Z,6-10,0,5131,
01Z,6-10,0,5141,
01Z,6-10,0,5152,
01Z,6-10,0,5222,
01Z,6-10,0,5311,
01Z,6-10,0,5312,
01Z,6-10,0,5330,6.0
01Z,6-10,0,5342,
01Z,6-10,0,5343,5.0
01Z,6-10,0,5349,
01Z,6-10,0,6111,
01Z,6-10,0,6113,
01Z,6-10,0,7111,
01Z,6-10,0,7113,
01Z,6-10,0,7114,
01Z,6-10,0,7119,
01Z,6-10,0,7121,
01Z,6-10,0,7132,
01Z,6-10,0,7223,
01Z,6-10,0,7224,
01Z,6-10,0,7322,
01Z,6-10,0,7523,
01Z,6-10,0,8129,
01Z,6-10,0,8159,
01Z,6-10,0,8161,
01Z,6-10,0,8191,
01Z,6-10,0,8213,
01Z,6-10,0,8219,
01Z,6-10,0,8332,
01Z,6-10,0,9111,9.0
01Z,6-10,0,9119,
01Z,6-10,0,9120,
01Z,6-10,0,9210,
01Z,6-10,0,9411,5.0
01Z,6-10,0,9412,12.0
01Z,6-10,0,9413,
01Z,6-10,0,9629,
01Z,6-10,1,1221,
01Z,6-10,1,2143,
01Z,6-10,1,2341,
01Z,6-10,1,2343,
01Z,6-10,1,2514,
01Z,6-10,1,2669,
01Z,6-10,1,3423,
01Z,6-10,1,3451,
01Z,6-10,1,3522,
01Z,6-10,1,4111,
01Z,6-10,1,4114,
01Z,6-10,1,4119,
01Z,6-10,1,4222,
01Z,6-10,1,4322,6.0
01Z,6-10,1,4420,
01Z,6-10,1,5120,5.0
01Z,6-10,1,5141,
01Z,6-10,1,5152,8.0
01Z,6-10,1,5222,5.0
01Z,6-10,1,5223,
01Z,6-10,1,5225,
01Z,6-10,1,5227,
01Z,6-10,1,5230,
01Z,6-10,1,5241,
01Z,6-10,1,5311,
01Z,6-10,1,5321,
01Z,6-10,1,5330,31.0
01Z,6-10,1,5341,
01Z,6-10,1,5342,
01Z,6-10,1,5343,6.0
01Z,6-10,1,5349,5.0
01Z,6-10,1,5413,
01Z,6-10,1,6112,
01Z,6-10,1,6113,
01Z,6-10,1,7111,
01Z,6-10,1,7126,
01Z,6-10,1,7212,
01Z,6-10,1,7214,
01Z,6-10,1,7223,
01Z,6-10,1,7231,
01Z,6-10,1,7233,
01Z,6-10,1,7522,
01Z,6-10,1,7523,
01Z,6-10,1,7612,
01Z,6-10,1,8129,
01Z,6-10,1,8151,
01Z,6-10,1,8161,
01Z,6-10,1,8181,
01Z,6-10,1,8191,
01Z,6-10,1,8212,
01Z,6-10,1,8214,
01Z,6-10,1,8321,
01Z,6-10,1,8331,5.0
01Z,6-10,1,8332,
01Z,6-10,1,9111,21.0
01Z,6-10,1,9119,
01Z,6-10,1,9120,
01Z,6-10,1,9210,
01Z,6-10,1,9310,
01Z,6-10,1,9332,
01Z,6-10,1,9411,
01Z,6-10,1,9412,20.0
01Z,6-10,1,9610,
01Z,6-10,1,9629,
01Z,na,0,1120,89.0
01Z,na,0,1211,
01Z,na,0,1212,21.0
01Z,na,0,1221,
01Z,na,0,1222,20.0
01Z,na,0,1230,7.0
01Z,na,0,1242,
01Z,na,0,1251,7.0
01Z,na,0,1252,27.0
01Z,na,0,1291,10.0
01Z,na,0,1292,61.0
01Z,na,0,1312,
01Z,na,0,1321,9.0
01Z,na,0,1322,55.0
01Z,na,0,1332,
01Z,na,0,1342,7.0
01Z,na,0,1351,
01Z,na,0,1352,14.0
01Z,na,0,1361,
01Z,na,0,1362,88.0
01Z,na,0,1371,8.0
01Z,na,0,1372,67.0
01Z,na,0,1380,6.0
01Z,na,0,1421,
01Z,na,0,1422,
01Z,na,0,1491,
01Z,na,0,1492,
01Z,na,0,1511,
01Z,na,0,1512,
01Z,na,0,1521,
01Z,na,0,1522,6.0
01Z,na,0,1531,
01Z,na,0,1532,
01Z,na,0,1591,
01Z,na,0,1592,13.0
01Z,na,0,1612,
01Z,na,0,1712,
01Z,na,0,1721,8.0
01Z,na,0,1722,252.0
01Z,na,0,1731,
01Z,na,0,1732,82.0
01Z,na,0,1742,
01Z,na,0,1791,9.0
01Z,na,0,1792,30.0
01Z,na,0,2113,
01Z,na,0,2134,
01Z,na,0,2135,7.0
01Z,na,0,2141,
01Z,na,0,2142,8.0
01Z,na,0,2143,13.0
01Z,na,0,2144,12.0
01Z,na,0,2145,6.0
01Z,na,0,2146,
01Z,na,0,2149,10.0
01Z,na,0,2161,
01Z,na,0,2162,
01Z,na,0,2171,
01Z,na,0,2172,7.0
01Z,na,0,2179,
01Z,na,0,2181,
01Z,na,0,2182,
01Z,na,0,2183,
01Z,na,0,2219,
01Z,na,0,2239,
01Z,na,0,2273,
01Z,na,0,2283,
01Z,na,0,2313,
01Z,na,0,2319,
01Z,na,0,2320,12.0
01Z,na,0,2330,9.0
01Z,na,0,2341,44.0
01Z,na,0,2342,25.0
01Z,na,0,2343,62.0
01Z,na,0,2351,
01Z,na,0,2352,
01Z,na,0,2359,73.0
01Z,na,0,2411,5.0
01Z,na,0,2412,
01Z,na,0,2419,25.0
01Z,na,0,2421,11.0
01Z,na,0,2422,71.0
01Z,na,0,2423,14.0
01Z,na,0,2431,6.0
01Z,na,0,2432,5.0
01Z,na,0,2511,
01Z,na,0,2512,15.0
01Z,na,0,2514,
01Z,na,0,2515,
01Z,na,0,2516,
01Z,na,0,2519,5.0
01Z,na,0,2615,
01Z,na,0,2619,
01Z,na,0,2621,7.0
01Z,na,0,2622,7.0
01Z,na,0,2641,
01Z,na,0,2642,8.0
01Z,na,0,2643,34.0
01Z,na,0,2651,
01Z,na,0,2652,6.0
01Z,na,0,2654,
01Z,na,0,2655,
01Z,na,0,2661,6.0
01Z,na,0,2662,
01Z,na,0,2663,
01Z,na,0,2669,86.0
01Z,na,0,2671,
01Z,na,0,2672,
01Z,na,0,3111,20.0
01Z,na,0,3112,47.0
01Z,na,0,3113,42.0
01Z,na,0,3114,58.0
01Z,na,0,3115,14.0
01Z,na,0,3116,6.0
01Z,na,0,3117,8.0
01Z,na,0,3119,34.0
01Z,na,0,3121,90.0
01Z,na,0,3122,59.0
01Z,na,0,3151,
01Z,na,0,3152,9.0
01Z,na,0,3153,
01Z,na,0,3155,
01Z,na,0,3211,6.0
01Z,na,0,3212,
01Z,na,0,3213,
01Z,na,0,3214,11.0
01Z,na,0,3215,10.0
01Z,na,0,3230,
01Z,na,0,3240,
01Z,na,0,3312,
01Z,na,0,3313,39.0
01Z,na,0,3314,5.0
01Z,na,0,3321,7.0
01Z,na,0,3322,227.0
01Z,na,0,3323,38.0
01Z,na,0,3324,41.0
01Z,na,0,3331,14.0
01Z,na,0,3332,
01Z,na,0,3333,50.0
01Z,na,0,3334,
01Z,na,0,3335,26.0
01Z,na,0,3339,29.0
01Z,na,0,3341,8.0
01Z,na,0,3342,5.0
01Z,na,0,3343,11.0
01Z,na,0,3352,7.0
01Z,na,0,3353,27.0
01Z,na,0,3354,8.0
01Z,na,0,3359,38.0
01Z,na,0,3411,92.0
01Z,na,0,3412,5.0
01Z,na,0,3421,6.0
01Z,na,0,3422,22.0
01Z,na,0,3423,91.0
01Z,na,0,3424,
01Z,na,0,3431,11.0
01Z,na,0,3432,
01Z,na,0,3433,
01Z,na,0,3439,9.0
01Z,na,0,3441,
01Z,na,0,3449,26.0
01Z,na,0,3451,56.0
01Z,na,0,3452,49.0
01Z,na,0,3511,9.0
01Z,na,0,3512,7.0
01Z,na,0,3513,
01Z,na,0,3514,9.0
01Z,na,0,3515,
01Z,na,0,3521,
01Z,na,0,3522,7.0
01Z,na,0,4111,180.0
01Z,na,0,4112,44.0
01Z,na,0,4113,
01Z,na,0,4114,13.0
01Z,na,0,4115,27.0
01Z,na,0,4116,19.0
01Z,na,0,4117,10.0
01Z,na,0,4119,425.0
01Z,na,0,4211,
01Z,na,0,4212,
01Z,na,0,4221,19.0
01Z,na,0,4222,41.0
01Z,na,0,4223,16.0
01Z,na,0,4224,34.0
01Z,na,0,4225,57.0
01Z,na,0,4226,
01Z,na,0,4321,50.0
01Z,na,0,4322,1237.0
01Z,na,0,4323,45.0
01Z,na,0,4410,26.0
01Z,na,0,4420,45.0
01Z,na,0,4430,21.0
01Z,na,0,5111,
01Z,na,0,5112,26.0
01Z,na,0,5113,
01Z,na,0,5120,1072.0
01Z,na,0,5131,304.0
01Z,na,0,5132,29.0
01Z,na,0,5141,186.0
01Z,na,0,5142,
01Z,na,0,5143,41.0
01Z,na,0,5144,
01Z,na,0,5149,43.0
01Z,na,0,5151,70.0
01Z,na,0,5152,1889.0
01Z,na,0,5161,16.0
01Z,na,0,5169,40.0
01Z,na,0,5221,121.0
01Z,na,0,5222,685.0
01Z,na,0,5223,539.0
01Z,na,0,5224,9.0
01Z,na,0,5225,24.0
01Z,na,0,5226,10.0
01Z,na,0,5227,9.0
01Z,na,0,5230,228.0
01Z,na,0,5241,17.0
01Z,na,0,5242,19.0
01Z,na,0,5311,871.0
01Z,na,0,5312,485.0
01Z,na,0,5321,264.0
01Z,na,0,5322,6.0
01Z,na,0,5323,16.0
01Z,na,0,5324,
01Z,na,0,5325,
01Z,na,0,5326,
01Z,na,0,5330,1491.0
01Z,na,0,5341,28.0
01Z,na,0,5342,250.0
01Z,na,0,5343,2065.0
01Z,na,0,5349,426.0
01Z,na,0,5350,10.0
01Z,na,0,5411,5.0
01Z,na,0,5412,16.0
01Z,na,0,5413,62.0
01Z,na,0,5419,25.0
01Z,na,0,6111,1895.0
01Z,na,0,6112,143.0
01Z,na,0,6113,461.0
01Z,na,0,6121,1780.0
01Z,na,0,6122,8.0
01Z,na,0,6129,15.0
01Z,na,0,6130,3110.0
01Z,na,0,6210,97.0
01Z,na,0,6221,8.0
01Z,na,0,6222,42.0
01Z,na,0,7111,524.0
01Z,na,0,7112,130.0
01Z,na,0,7113,162.0
01Z,na,0,7114,272.0
01Z,na,0,7116,41.0
01Z,na,0,7119,278.0
01Z,na,0,7121,50.0
01Z,na,0,7122,57.0
01Z,na,0,7123,26.0
01Z,na,0,7124,39.0
01Z,na,0,7125,134.0
01Z,na,0,7126,26.0
01Z,na,0,7131,244.0
01Z,na,0,7132,141.0
01Z,na,0,7133,13.0
01Z,na,0,7134,74.0
01Z,na,0,7211,25.0
01Z,na,0,7212,216.0
01Z,na,0,7213,83.0
01Z,na,0,7214,64.0
01Z,na,0,7215,32.0
01Z,na,0,7221,59.0
01Z,na,0,7222,41.0
01Z,na,0,7223,676.0
01Z,na,0,7224,31.0
01Z,na,0,7231,518.0
01Z,na,0,7232,
01Z,na,0,7233,304.0
01Z,na,0,7311,22.0
01Z,na,0,7312,17.0
01Z,na,0,7319,17.0
01Z,na,0,7321,13.0
01Z,na,0,7322,73.0
01Z,na,0,7323,26.0
01Z,na,0,7411,121.0
01Z,na,0,7412,37.0
