"term","rb_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rb_x_high_x_young",3.15585841113006e-05,1.67066821004373e-06,-2.12366424394432e-06,1.24738330791167e-06,6.41180239559257e-06,8.996453703904e-06
"q1_x_high_x_young",1.67066821004373e-06,1.58591061471035e-05,1.0591349564003e-05,1.07003807456652e-05,1.70451736560014e-06,-6.7522868381257e-07
"q2_x_high_x_young",-2.12366424394432e-06,1.0591349564003e-05,1.05428204904672e-05,9.40190705804541e-06,7.74247409363129e-07,-8.78610341036409e-07
"q3_x_high_x_young",1.24738330791167e-06,1.07003807456652e-05,9.40190705804541e-06,1.51249028617402e-05,3.95939854517633e-06,6.78455158502432e-07
"interim_x_high_x_young",6.41180239559257e-06,1.70451736560014e-06,7.74247409363129e-07,3.95939854517633e-06,2.82058226505258e-05,3.69748318798631e-05
"post_x_high_x_young",8.996453703904e-06,-6.7522868381257e-07,-8.78610341036409e-07,6.78455158502432e-07,3.69748318798631e-05,8.57457230554897e-05
