year,unit,age_band,metric,n,share,value
2020,incumbents,35-40,scored_uniform3,11946.0,1.0,
2020,incumbents,35-40,unscored_uniform3,0.0,0.0,
2020,incumbents,35-40,scored_mixed43,11946.0,1.0,
2020,incumbents,35-40,unscored_mixed43,0.0,0.0,
2020,incumbents,35-40,scored_four_only,11930.0,0.9986606395446175,
2020,incumbents,35-40,unscored_four_only,16.0,0.0013393604553825547,
2020,incumbents,35-40,incumbents,11946.0,1.0,
2020,incumbents,41-49,resolved,15551.0,1.0,
2020,incumbents,41-49,four_digit_available,15523.0,0.9981994727027201,
2020,incumbents,41-49,three_digit_available,15551.0,1.0,
2020,incumbents,41-49,scored_four_digit,15523.0,0.9981994727027201,
2020,incumbents,41-49,scored_three_digit,28.0,0.0018005272972799176,
2020,incumbents,41-49,unscored,0.0,0.0,
2020,incumbents,41-49,scored_uniform3,15551.0,1.0,
2020,incumbents,41-49,unscored_uniform3,0.0,0.0,
2020,incumbents,41-49,scored_mixed43,15551.0,1.0,
2020,incumbents,41-49,unscored_mixed43,0.0,0.0,
2020,incumbents,41-49,scored_four_only,15523.0,0.9981994727027201,
2020,incumbents,41-49,unscored_four_only,28.0,0.0018005272972799176,
2020,incumbents,41-49,incumbents,15551.0,1.0,
2020,incumbents,50+,resolved,23497.0,1.0,
2020,incumbents,50+,four_digit_available,23424.0,0.9968932204111163,
2020,incumbents,50+,three_digit_available,23497.0,1.0,
2020,incumbents,50+,scored_four_digit,23424.0,0.9968932204111163,
2020,incumbents,50+,scored_three_digit,73.0,0.003106779588883687,
2020,incumbents,50+,unscored,0.0,0.0,
2020,incumbents,50+,scored_uniform3,23497.0,1.0,
2020,incumbents,50+,unscored_uniform3,0.0,0.0,
2020,incumbents,50+,scored_mixed43,23497.0,1.0,
2020,incumbents,50+,unscored_mixed43,0.0,0.0,
2020,incumbents,50+,scored_four_only,23424.0,0.9968932204111163,
2020,incumbents,50+,unscored_four_only,73.0,0.003106779588883687,
2020,incumbents,50+,incumbents,23497.0,1.0,
2020,incumbents,total,resolved,61042.0,1.0,
2020,incumbents,total,four_digit_available,60917.0,0.997952229612398,
2020,incumbents,total,three_digit_available,61042.0,1.0,
2020,incumbents,total,scored_four_digit,60917.0,0.997952229612398,
2020,incumbents,total,scored_three_digit,125.0,0.002047770387601979,
2020,incumbents,total,unscored,0.0,0.0,
2020,incumbents,total,scored_uniform3,61042.0,1.0,
2020,incumbents,total,unscored_uniform3,0.0,0.0,
2020,incumbents,total,scored_mixed43,61042.0,1.0,
2020,incumbents,total,unscored_mixed43,0.0,0.0,
2020,incumbents,total,scored_four_only,60917.0,0.997952229612398,
2020,incumbents,total,unscored_four_only,125.0,0.002047770387601979,
2020,incumbents,total,incumbents,61042.0,1.0,
2020,employers,total,resolved,31890.0,1.0,
2020,employers,total,four_digit_available,31805.0,0.9973345876450298,
2020,employers,total,three_digit_available,31890.0,1.0,
2020,employers,total,scored_uniform3,31890.0,1.0,
2020,employers,total,scored_mixed43,31890.0,1.0,
2020,employers,total,scored_four_only,31805.0,0.9973345876450298,
2020,employers,total,employers,31890.0,1.0,
2021,incumbents,31-34,resolved,3645.0,1.0,
2021,incumbents,31-34,four_digit_available,3645.0,1.0,
2021,incumbents,31-34,three_digit_available,3645.0,1.0,
2021,incumbents,31-34,scored_four_digit,3645.0,1.0,
2021,incumbents,31-34,scored_three_digit,0.0,0.0,
2021,incumbents,31-34,unscored,0.0,0.0,
2021,incumbents,31-34,scored_uniform3,3645.0,1.0,
2021,incumbents,31-34,unscored_uniform3,0.0,0.0,
2021,incumbents,31-34,scored_mixed43,3645.0,1.0,
2021,incumbents,31-34,unscored_mixed43,0.0,0.0,
2021,incumbents,31-34,scored_four_only,3645.0,1.0,
2021,incumbents,31-34,unscored_four_only,0.0,0.0,
2021,incumbents,31-34,incumbents,3645.0,1.0,
2021,incumbents,35-40,resolved,4358.0,1.0,
2021,incumbents,35-40,four_digit_available,4357.0,0.9997705369435521,
2021,incumbents,35-40,three_digit_available,4358.0,1.0,
2021,incumbents,35-40,scored_four_digit,4357.0,0.9997705369435521,
2021,incumbents,35-40,scored_three_digit,,,
2021,incumbents,35-40,unscored,0.0,0.0,
2021,incumbents,35-40,scored_uniform3,4358.0,1.0,
2021,incumbents,35-40,unscored_uniform3,0.0,0.0,
2021,incumbents,35-40,scored_mixed43,4358.0,1.0,
2021,incumbents,35-40,unscored_mixed43,0.0,0.0,
2021,incumbents,35-40,scored_four_only,4357.0,0.9997705369435521,
2021,incumbents,35-40,unscored_four_only,,,
2021,incumbents,35-40,incumbents,4358.0,1.0,
2021,incumbents,41-49,resolved,5073.0,1.0,
2021,incumbents,41-49,four_digit_available,5071.0,0.9996057559629411,
2021,incumbents,41-49,three_digit_available,5073.0,1.0,
2021,incumbents,41-49,scored_four_digit,5071.0,0.9996057559629411,
2021,incumbents,41-49,scored_three_digit,,,
2021,incumbents,41-49,unscored,0.0,0.0,
2021,incumbents,41-49,scored_uniform3,5073.0,1.0,
2021,incumbents,41-49,unscored_uniform3,0.0,0.0,
2021,incumbents,41-49,scored_mixed43,5073.0,1.0,
2021,incumbents,41-49,unscored_mixed43,0.0,0.0,
2021,incumbents,41-49,scored_four_only,5071.0,0.9996057559629411,
2021,incumbents,41-49,unscored_four_only,,,
2021,incumbents,41-49,incumbents,5073.0,1.0,
2021,incumbents,50+,resolved,5891.0,1.0,
2021,incumbents,50+,four_digit_available,5888.0,0.9994907485995587,
2021,incumbents,50+,three_digit_available,5891.0,1.0,
2021,incumbents,50+,scored_four_digit,5888.0,0.9994907485995587,
2021,incumbents,50+,scored_three_digit,,,
2021,incumbents,50+,unscored,0.0,0.0,
2021,incumbents,50+,scored_uniform3,5891.0,1.0,
2021,incumbents,50+,unscored_uniform3,0.0,0.0,
2021,incumbents,50+,scored_mixed43,5891.0,1.0,
2021,incumbents,50+,unscored_mixed43,0.0,0.0,
2021,incumbents,50+,scored_four_only,5888.0,0.9994907485995587,
2021,incumbents,50+,unscored_four_only,,,
2021,incumbents,50+,incumbents,5891.0,1.0,
2021,incumbents,total,resolved,18967.0,1.0,
2021,incumbents,total,four_digit_available,18961.0,0.999683661095587,
2021,incumbents,total,three_digit_available,18967.0,1.0,
2021,incumbents,total,scored_four_digit,18961.0,0.999683661095587,
2021,incumbents,total,scored_three_digit,6.0,0.00031633890441292773,
2021,incumbents,total,unscored,0.0,0.0,
2021,incumbents,total,scored_uniform3,18967.0,1.0,
2021,incumbents,total,unscored_uniform3,0.0,0.0,
2021,incumbents,total,scored_mixed43,18967.0,1.0,
2021,incumbents,total,unscored_mixed43,0.0,0.0,
2021,incumbents,total,scored_four_only,18961.0,0.999683661095587,
2021,incumbents,total,unscored_four_only,6.0,0.00031633890441292773,
2021,incumbents,total,incumbents,18967.0,1.0,
2021,employers,total,resolved,12283.0,1.0,
2021,employers,total,four_digit_available,12277.0,0.9995115199869739,
2021,employers,total,three_digit_available,12283.0,1.0,
2021,employers,total,scored_uniform3,12283.0,1.0,
2021,employers,total,scored_mixed43,12283.0,1.0,
2021,employers,total,scored_four_only,12277.0,0.9995115199869739,
2021,employers,total,employers,12283.0,1.0,
used,employers,total,scored_arm_uniform3,262089.0,,262089.0
used,employers,total,scored_arm_mixed43,262089.0,,262089.0
used,employers,total,quartile_changed_vs_mixed43,25496.0,0.09727993162627963,262089.0
used,employers,total,spearman_uniform3_mixed43,262089.0,,0.9767526613504179
used,employers,total,scored_arm_four_only,261811.0,,261811.0
used,employers,total,quartile_changed_vs_four_only,25673.0,0.09805928704294319,261811.0
used,employers,total,spearman_uniform3_four_only,261811.0,,0.975972753242454
used,employers,total,spearman_mixed43_four_only,261811.0,,0.9992336232257035
