"term","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"post_rb_x_high",-0.00989001007196608,0.00335467400567733,0.00319704133707432,18867654,67708013,TRUE,37.1977219581604,"ok"
"post_gpt_x_high",-0.0186994998005363,0.00281510994287546,3.08308529868578e-11,18867654,67708013,TRUE,37.1977219581604,"ok"
