"period","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"2019H1",0.0591287531775814,0.00864269574362877,7.8384018097599e-12,15668640,44922324,TRUE,60.2233109474182,"ok"
"2019H2",0.0518757420829528,0.00763281527734349,1.07258257103191e-11,15668640,44922324,TRUE,60.2233109474182,"ok"
"2020H1",0.0384982466292536,0.00683517305210647,1.77746356714101e-08,15668640,44922324,TRUE,60.2233109474182,"ok"
"2020H2",0.0376450038878546,0.00637521649271307,3.52864743814742e-09,15668640,44922324,TRUE,60.2233109474182,"ok"
"2021H1",0.0296176344510246,0.00429799631405177,5.53886850964975e-12,15668640,44922324,TRUE,60.2233109474182,"ok"
"2021H2",0.0247048745356152,0.00324071253011269,2.47300446691986e-14,15668640,44922324,TRUE,60.2233109474182,"ok"
"2022H1",0,0,NA,15668640,44922324,TRUE,60.2233109474182,"reference"
"2022H2",-0.0119026604540733,0.00205831328568928,7.35000020989685e-09,15668640,44922324,TRUE,60.2233109474182,"ok"
"2023H1",-0.0360198838628618,0.00401228050170309,2.77217299595222e-19,15668640,44922324,TRUE,60.2233109474182,"ok"
"2023H2",-0.0400793804137409,0.00484092446278189,1.23919811439551e-16,15668640,44922324,TRUE,60.2233109474182,"ok"
"2024H1",-0.0587836506184115,0.00639887112317075,4.05583049424448e-20,15668640,44922324,TRUE,60.2233109474182,"ok"
"2024H2",-0.0603986527434744,0.00664435899277965,9.88432706485518e-20,15668640,44922324,TRUE,60.2233109474182,"ok"
"2025H1",-0.085064252028902,0.00812898240873749,1.25981259717667e-25,15668640,44922324,TRUE,60.2233109474182,"ok"
