"period","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"2019H1",-0.0212898856850193,0.0161414141796502,0.18718236034186,16967730,45465068,TRUE,73.120983839035,"ok"
"2019H2",-0.0278974156914923,0.0158718180945939,0.0788037054312963,16967730,45465068,TRUE,73.120983839035,"ok"
"2020H1",-0.0198446433652332,0.0072275501911346,0.00603829997066847,16967730,45465068,TRUE,73.120983839035,"ok"
"2020H2",-0.0202626467384518,0.00705571996864666,0.0040813566664495,16967730,45465068,TRUE,73.120983839035,"ok"
"2021H1",-0.00677622935668555,0.00475619266945516,0.154238974023753,16967730,45465068,TRUE,73.120983839035,"ok"
"2021H2",-0.0137839572444546,0.0041530402456639,0.000903391309142471,16967730,45465068,TRUE,73.120983839035,"ok"
"2022H1",0,0,NA,16967730,45465068,TRUE,73.120983839035,"reference"
"2022H2",-0.0130758230890411,0.00219248240693653,2.46234362090503e-09,16967730,45465068,TRUE,73.120983839035,"ok"
"2023H1",0.017950193749233,0.00459054956603879,9.22008678394168e-05,16967730,45465068,TRUE,73.120983839035,"ok"
"2023H2",0.0132036886126646,0.0049871335550565,0.00810772167750079,16967730,45465068,TRUE,73.120983839035,"ok"
"2024H1",-0.00587746841367863,0.0055197723823799,0.286965233110051,16967730,45465068,TRUE,73.120983839035,"ok"
"2024H2",-0.00710178397940647,0.00568632155990398,0.211692839636135,16967730,45465068,TRUE,73.120983839035,"ok"
"2025H1",-0.0311594889127115,0.00681670130782013,4.85284289598435e-06,16967730,45465068,TRUE,73.120983839035,"ok"
