"term","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"post_rb_x_high",0.0167586597840245,0.00511478889671433,0.00105098385941236,21340410,69055871,TRUE,42.3563590049744,"ok"
"post_gpt_x_high",0.000452702024569297,0.00314224072556056,0.885445344043655,21340410,69055871,TRUE,42.3563590049744,"ok"
