age_group,gamma1,se1,p1,gamma2,se2,p2,mean_zero,n_obs
22-25,0.012548584053715624,0.001549445069771053,5.55221066390763e-16,0.004804259245462548,0.0016161581989568789,0.002952488968459828,0.6966019961793791,11682918
26-30,0.013353161383740146,0.001352079997957304,5.289508613836168e-23,-0.004183645234184049,0.0014282694686563854,0.003398676013348735,0.6509440183474277,15983058
31-34,0.007734187940903091,0.0014396561019675805,7.776156105753244e-08,-0.005916843435475558,0.001540161092391531,0.00012218299596548394,0.6420393092378354,14225562
35-40,0.006262235052341311,0.001286076842828302,1.120202358074509e-06,-0.001220955223926053,0.0013764263193185554,0.37505344554341447,0.6138996789788617,16967730
41-49,0.0005146102888277758,0.0011126315141628336,0.6437110660064622,-0.0006144996132737316,0.0011824560067398536,0.6032861126040434,0.5788954382788335,21340410
50+,-0.002728267795279322,0.0008740208995792912,0.0017992416757751464,-0.002900858580861677,0.0009378256693092053,0.0019802756030479537,0.5559120592161952,29591094
