"period","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"2019H1",-0.0421180645383916,0.0130060084362271,0.00120221370865885,14225562,31866644,TRUE,61.427973985672,"ok"
"2019H2",-0.0516931442953316,0.0126902978876477,4.63241460158648e-05,14225562,31866644,TRUE,61.427973985672,"ok"
"2020H1",-0.0472254375534555,0.00790651502023361,2.32961817266705e-09,14225562,31866644,TRUE,61.427973985672,"ok"
"2020H2",-0.0477484164370668,0.00777488960753148,8.18165668082716e-10,14225562,31866644,TRUE,61.427973985672,"ok"
"2021H1",-0.0239869034090542,0.00537986341458414,8.24792287787509e-06,14225562,31866644,TRUE,61.427973985672,"ok"
"2021H2",-0.0335346298481435,0.00523500361275777,1.4953730388568e-10,14225562,31866644,TRUE,61.427973985672,"ok"
"2022H1",0,0,NA,14225562,31866644,TRUE,61.427973985672,"reference"
"2022H2",-0.0179130012250629,0.0031856325906352,1.87604876266045e-08,14225562,31866644,TRUE,61.427973985672,"ok"
"2023H1",0.0412997931123422,0.00549775893638423,5.81799888055208e-14,14225562,31866644,TRUE,61.427973985672,"ok"
"2023H2",0.0316116465438718,0.0059356419694423,1.00546527753466e-07,14225562,31866644,TRUE,61.427973985672,"ok"
"2024H1",-0.0118312025252161,0.00655223979226487,0.0709694314744708,14225562,31866644,TRUE,61.427973985672,"ok"
"2024H2",-0.0176207031009332,0.00718410777232863,0.0141775259986467,14225562,31866644,TRUE,61.427973985672,"ok"
"2025H1",-0.0671742223384422,0.00915422850943764,2.16721874527466e-13,14225562,31866644,TRUE,61.427973985672,"ok"
