"term","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"post_rb_x_high",-0.0626455116748166,0.0064367867475,2.19312376111704e-22,13582062,31670000,TRUE,24.2702729701996,"ok"
"post_gpt_x_high",-0.080860634412163,0.00544741360271351,7.62420252245541e-50,13582062,31670000,TRUE,24.2702729701996,"ok"
