"term","coef","se","pvalue","n_obs","n_emp_total","converged","elapsed_s","status"
"post_rb_x_high",0.0123726128630069,0.00820687796886319,0.131659315639904,15983058,36258195,TRUE,29.440603017807,"ok"
"post_gpt_x_high",-0.0531468124867371,0.00709324720975171,6.75261873552413e-14,15983058,36258195,TRUE,29.440603017807,"ok"
