"term","rbw_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rbw_x_high_x_young",0.000315995009444169,4.11647492171006e-05,-0.00016180037519307,-0.000108572336536013,0.000246150027950394,8.02928588967782e-05
"q1_x_high_x_young",4.11647492171006e-05,0.000637155623685052,5.29786004337874e-06,-0.000120863110325449,0.000180570973722746,-1.07637318392066e-06
"q2_x_high_x_young",-0.00016180037519307,5.29786004337874e-06,0.000907097965371608,0.000205058799953326,-0.000155990747532821,0.000243921654671547
"q3_x_high_x_young",-0.000108572336536013,-0.000120863110325449,0.000205058799953326,0.000709662759575057,-0.000193540410276505,-5.99167611124333e-05
"interim_x_high_x_young",0.000246150027950394,0.000180570973722746,-0.000155990747532821,-0.000193540410276505,0.000446784818653635,0.000335348640392579
"post_x_high_x_young",8.02928588967782e-05,-1.07637318392066e-06,0.000243921654671547,-5.99167611124333e-05,0.000335348640392579,0.00116205964308031
