pooled,pooled_se,within,within_se,composition,ratio_within,weights_renormalised_over,weight_mass_fitted,verdict
-0.0658685782227958,0.0130758471363016,-0.050826836335763084,0.01182953644656317,-0.015041741887032722,0.7716401007449243,"ict,engineering,business_law_social,health_education_care,other",0.9944343355940399,HIT HARDER
