"term","rb_x_high_x_young","post_x_high_x_young","post_x_high_x_female","post_x_high_x_young_x_female","q1_x_high_x_young","q1_x_high_x_young_x_female","q2_x_high_x_young","q2_x_high_x_young_x_female","q3_x_high_x_young","q3_x_high_x_young_x_female"
"rb_x_high_x_young",0.000321708193934055,0.00013690916436101,-4.95188894511984e-07,1.96653726224228e-05,0.00011493331940737,0.000156054910136288,-4.60747207150187e-05,0.00011449356894221,-0.000188103380980493,-7.80467502874606e-05
"post_x_high_x_young",0.00013690916436101,0.000362732202156436,1.47228864315764e-05,-9.67430762253143e-05,9.49330353160706e-05,0.000112712811507841,2.67374958976908e-05,6.8374362238341e-05,-9.96997829118669e-05,-4.63053388786027e-05
"post_x_high_x_female",-4.95188894511984e-07,1.47228864315764e-05,3.56166070870584e-05,-4.06446525398786e-05,-8.50274884856396e-06,-2.16167045858414e-05,6.53242514332286e-06,-1.72638743217754e-05,6.51735322483286e-07,6.54263032406598e-06
"post_x_high_x_young_x_female",1.96653726224228e-05,-9.67430762253143e-05,-4.06446525398786e-05,0.000633466883172975,0.000110970706020427,1.68507825291919e-05,2.7820781876019e-05,9.99619439478524e-06,-3.83540544342166e-05,-8.37692366098441e-05
"q1_x_high_x_young",0.00011493331940737,9.49330353160706e-05,-8.50274884856396e-06,0.000110970706020427,0.000363103676903438,0.000211975249621654,0.000135907069374744,0.000142176586639913,-0.000198380721939882,-0.000136651557417243
"q1_x_high_x_young_x_female",0.000156054910136288,0.000112712811507841,-2.16167045858414e-05,1.68507825291919e-05,0.000211975249621654,0.000371679461279007,-1.19076243986485e-05,0.00026493448114069,-0.00019157243642347,-9.99252619922106e-05
"q2_x_high_x_young",-4.60747207150187e-05,2.67374958976908e-05,6.53242514332286e-06,2.7820781876019e-05,0.000135907069374744,-1.19076243986485e-05,0.000153492458006674,-2.31143386225424e-06,1.17253266725898e-05,8.15649307510953e-06
"q2_x_high_x_young_x_female",0.00011449356894221,6.8374362238341e-05,-1.72638743217754e-05,9.99619439478524e-06,0.000142176586639913,0.00026493448114069,-2.31143386225424e-06,0.000244396909511735,-0.000129202999720454,-2.8661573239457e-05
"q3_x_high_x_young",-0.000188103380980493,-9.96997829118669e-05,6.51735322483286e-07,-3.83540544342166e-05,-0.000198380721939882,-0.00019157243642347,1.17253266725898e-05,-0.000129202999720454,0.000411224805949238,0.000188770331851799
"q3_x_high_x_young_x_female",-7.80467502874606e-05,-4.63053388786027e-05,6.54263032406598e-06,-8.37692366098441e-05,-0.000136651557417243,-9.99252619922106e-05,8.15649307510953e-06,-2.8661573239457e-05,0.000188770331851799,0.000251759546841839
