"term","rbw_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rbw_x_high_x_young",0.00030393588213436,-1.0103765411712e-07,-2.7649539569582e-05,-5.78921599645893e-05,0.000196596876734182,0.000242390144361426
"q1_x_high_x_young",-1.0103765411712e-07,0.000945187772282903,0.000626976724280467,0.000534183507829376,0.000113329944851102,0.000221667049161705
"q2_x_high_x_young",-2.7649539569582e-05,0.000626976724280467,0.000774993787662901,0.000394008937236936,3.53786905736627e-05,6.67625224065168e-05
"q3_x_high_x_young",-5.78921599645893e-05,0.000534183507829376,0.000394008937236936,0.000621543069120709,2.14153446381887e-05,9.10816024167897e-05
"interim_x_high_x_young",0.000196596876734182,0.000113329944851102,3.53786905736627e-05,2.14153446381887e-05,0.000343525139403039,0.000379600342154558
"post_x_high_x_young",0.000242390144361426,0.000221667049161705,6.67625224065168e-05,9.10816024167897e-05,0.000379600342154558,0.000591012974863085
