"term","rbw_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rbw_x_high_x_young",6.12640217037597e-05,5.34426227698894e-06,-1.31019542676746e-05,-1.72924643683107e-05,7.65296802991095e-05,8.79893714886637e-05
"q1_x_high_x_young",5.34426227698894e-06,0.000135596742555485,6.3642557802504e-05,-2.84109424936838e-05,1.63008529249653e-05,3.2536833438322e-05
"q2_x_high_x_young",-1.31019542676746e-05,6.3642557802504e-05,8.57017371947884e-05,5.07195470893133e-05,-1.11520667187994e-05,-8.6429883826394e-06
"q3_x_high_x_young",-1.72924643683107e-05,-2.84109424936838e-05,5.07195470893133e-05,0.00015665046345112,-3.10718075728712e-05,-4.88409937445281e-05
"interim_x_high_x_young",7.65296802991095e-05,1.63008529249653e-05,-1.11520667187994e-05,-3.10718075728712e-05,0.00018147059274936,0.000211123123755808
"post_x_high_x_young",8.79893714886637e-05,3.2536833438322e-05,-8.6429883826394e-06,-4.88409937445281e-05,0.000211123123755808,0.000339710751320675
