age_group,year_month,halfyear,share_q1,share_q2,share_q3,share_q4,n_emp_total_age
35-40,2021-03,2021H1,0.1995007331836957,0.29317582218044713,0.19864013879373352,0.30868330584212367,655361
35-40,2021-04,2021H1,0.20108156132851632,0.29384380368709967,0.19763501007069886,0.3074396249136851,661821
35-40,2021-05,2021H1,0.20231205232759755,0.29457143027969435,0.19695343609121457,0.30616308130149356,669016
35-40,2021-06,2021H1,0.20294974000924085,0.29455302858064847,0.195725737251652,0.30677149415845867,681755
35-40,2021-07,2021H2,0.20581760959517387,0.2971496479449325,0.19510127346661946,0.3019314689932742,672338
35-40,2021-08,2021H2,0.2053901338746502,0.29579014936354064,0.1957170239288464,0.30310269283296276,671449
35-40,2021-09,2021H2,0.20587925418431166,0.2959718226595219,0.19519276075307365,0.3029561624030928,683386
35-40,2021-10,2021H2,0.2060275556298901,0.2950427154810058,0.19567255425812385,0.30325717463098023,681603
35-40,2021-11,2021H2,0.20691286703340192,0.2948022798529749,0.19534566525648345,0.30293918785713975,684781
35-40,2021-12,2021H2,0.20599682693845672,0.2947229479211548,0.19615053741748528,0.3031296877229033,693967
35-40,2022-01,2022H1,0.20337721942170542,0.293454362253887,0.19625847071397162,0.306909947610436,686778
35-40,2022-02,2022H1,0.20195931107907159,0.2939010133067218,0.19607615610667425,0.30806351950753236,689426
35-40,2022-03,2022H1,0.20311460193406733,0.29349955322149673,0.19599357331858988,0.30739227152584603,692737
35-40,2022-04,2022H1,0.20471071767309515,0.2941798896588653,0.19499676723831008,0.30611262542972945,702186
35-40,2022-05,2022H1,0.20551852434692686,0.2951109437525291,0.19425132637920955,0.3051192055213345,711712
35-40,2022-06,2022H1,0.206412025069738,0.29617291152328795,0.19210640538993837,0.3053086580170357,723422
35-40,2022-07,2022H2,0.20803074887014797,0.29810635392174806,0.19234516451490277,0.3015177326932012,710270
35-40,2022-08,2022H2,0.20625166523999297,0.29578772229182376,0.19353206614474974,0.3044285463234335,705604
35-40,2022-09,2022H2,0.2060200166178847,0.2965596524997112,0.19312515048649762,0.3042951803959065,718503
35-40,2022-10,2022H2,0.20576823914709777,0.29585534109121314,0.19336213504285416,0.3050142847188349,717550
35-40,2022-11,2022H2,0.20628560880035576,0.2958862308443184,0.193475530793134,0.30435262956219183,715062
35-40,2022-12,2022H2,0.20470251675015178,0.29494127398175435,0.19510011282270204,0.30525609644539187,721486
35-40,2023-01,2023H1,0.19989899875209202,0.2923902654830322,0.19625126773260546,0.3114594680322703,718803
35-40,2023-02,2023H1,0.19874182784454805,0.29269145103086347,0.19596253221015025,0.3126041889144382,721046
35-40,2023-03,2023H1,0.1989386246991339,0.292918255821361,0.19598605144568068,0.3121570680338244,722082
35-40,2023-04,2023H1,0.19986119223501117,0.29348359388421236,0.19501528946916338,0.31163992441161315,727625
35-40,2023-05,2023H1,0.2005318133471514,0.2939482368342106,0.19510731720620722,0.3104126326124308,733340
35-40,2023-06,2023H1,0.20078164542941496,0.2958169483606524,0.19482868109752577,0.30857272511240685,744839
35-40,2023-07,2023H2,0.2019629255507931,0.2970487864806574,0.19384231073739386,0.30714597723115566,732580
35-40,2023-08,2023H2,0.20086158911950233,0.2949223147162129,0.194501188517854,0.3097149076464308,724011
35-40,2023-09,2023H2,0.20054180281965822,0.2960777064314958,0.1946140504450232,0.3087664403038228,735692
35-40,2023-10,2023H2,0.1999171687570393,0.29540272933046113,0.19507304458125116,0.30960705733124844,731608
35-40,2023-11,2023H2,0.19972212001559642,0.294890522974524,0.1955868704453219,0.30980048656455766,728372
35-40,2023-12,2023H2,0.19811307881457466,0.2935849046305166,0.19699686422846102,0.31130515232644773,732834
35-40,2024-01,2024H1,0.2347214230163102,0.2630800583355772,0.2256799552778799,0.27651856337023273,731629
35-40,2024-02,2024H1,0.22963025694471953,0.2662029796353792,0.22570594574807096,0.27846081767183034,732103
35-40,2024-03,2024H1,0.2297718832312634,0.26809446422825856,0.22466338734041916,0.2774702652000589,733484
35-40,2024-04,2024H1,0.2250243860861989,0.25954777846475213,0.23350167962973736,0.28192615581931163,739151
35-40,2024-05,2024H1,0.2222662387366216,0.25815059019431424,0.23629392885439188,0.2832892422146723,744670
35-40,2024-06,2024H1,0.20836528904019358,0.24506870091966435,0.25549297150452965,0.2910730385356124,757559
35-40,2024-07,2024H2,0.2239386973593082,0.2465337382807342,0.24740013528189567,0.282127429078062,742154
35-40,2024-08,2024H2,0.22577590224130556,0.25418818439353835,0.23823215503422565,0.28180375833093047,731761
35-40,2024-09,2024H2,0.22574231123740676,0.2566476284009601,0.2377636544883483,0.27984640587328485,745341
35-40,2024-10,2024H2,0.2220307043908765,0.2503319667425383,0.24590529323166077,0.2817320356349244,740285
35-40,2024-11,2024H2,0.22195220902006918,0.2514460631668071,0.24449084872340743,0.28211087908971627,737001
35-40,2024-12,2024H2,0.21856298709165062,0.24795471982555556,0.24946899438708897,0.28401329869570485,742930
35-40,2025-01,2025H1,0.2218361102488541,0.2447488547659073,0.24563171636626527,0.2877833186189733,744171
35-40,2025-02,2025H1,0.22063077616650387,0.25437405407726243,0.23861404205532238,0.2863811277009113,745304
35-40,2025-03,2025H1,0.2225266525953511,0.2584206068590941,0.23567885135044297,0.2833738891951118,743830
35-40,2025-04,2025H1,0.2175348134086613,0.25127775807780395,0.24453103545728674,0.286656393056248,750142
35-40,2025-05,2025H1,0.21352767409435713,0.242951550308049,0.2546803188932746,0.2888404567043193,755237
35-40,2025-06,2025H1,0.1982192991577415,0.2317237704065717,0.2735663408547364,0.2964905895809504,769360
41-49,2019-01,2019H1,0.19876432375922287,0.2765104922690078,0.21365792424268923,0.31106725972908006,1029234
41-49,2019-02,2019H1,0.198303453697375,0.2773762200824457,0.21336073779046238,0.3109595884297169,1032922
41-49,2019-03,2019H1,0.1988519216364605,0.2770475061583487,0.21350164866137963,0.31059892354381113,1035992
41-49,2019-04,2019H1,0.1999458206260685,0.2770710209270225,0.21329251692866127,0.3096906415182477,1044678
41-49,2019-05,2019H1,0.2005587596905126,0.27719885545613804,0.21291199249404558,0.3093303923593038,1050899
41-49,2019-06,2019H1,0.20069959165384899,0.27736568725090227,0.21286149177189095,0.3090732293233578,1062334
41-49,2019-07,2019H2,0.2022688590271768,0.2786749510211209,0.2113201175109327,0.3077360724407696,1042286
41-49,2019-08,2019H2,0.20154270731645782,0.2771031492655207,0.21219551956961785,0.30915862384840365,1030526
41-49,2019-09,2019H2,0.20207466263084878,0.27786663456356986,0.2119998700588939,0.30805883274668744,1046628
41-49,2019-10,2019H2,0.20193855195753393,0.2771062101175352,0.21237146526490133,0.3085837726600295,1045729
41-49,2019-11,2019H2,0.20130211047856578,0.2772990388137177,0.2128744069688157,0.3085244437389008,1045687
41-49,2019-12,2019H2,0.199172059607932,0.276058172961185,0.2144148481715923,0.3103549192592907,1059255
41-49,2020-01,2020H1,0.19340854190791798,0.2742356279304103,0.216084376287623,0.31627145387404876,1024174
41-49,2020-02,2020H1,0.19303633638893755,0.2746141569840992,0.21625114341877347,0.3160983632081898,1027620
41-49,2020-03,2020H1,0.19361910392215773,0.27408003256350366,0.21608210654855936,0.3162187569657792,1031830
41-49,2020-04,2020H1,0.19401428600476975,0.273872219946764,0.21560983733862402,0.31650365670984226,1032759
41-49,2020-05,2020H1,0.19209830714332515,0.2732294729759992,0.21549769164798047,0.3191745282326952,1022591
41-49,2020-06,2020H1,0.19177873719759375,0.2729347971486233,0.21622035551092336,0.3190661101428596,1031642
41-49,2020-07,2020H2,0.1938786763981834,0.274537877683815,0.2144570530519964,0.3171263928660052,1015532
41-49,2020-08,2020H2,0.1936234937045686,0.2738777461771551,0.21505637130918642,0.31744238880908987,1010177
41-49,2020-09,2020H2,0.19421947347015392,0.2743594356150669,0.2148784570141409,0.3165426339006382,1022848
41-49,2020-10,2020H2,0.19399051390652713,0.27393022772285924,0.21527126342309558,0.31680799494751805,1024447
41-49,2020-11,2020H2,0.19374549248577305,0.2739264451540755,0.215772820309679,0.3165552420504725,1027451
41-49,2020-12,2020H2,0.19184232452569983,0.2746870720285011,0.21607975712767077,0.31739084631812825,1044170
41-49,2021-01,2021H1,0.1893760824988553,0.27254782902988195,0.21633453445083714,0.32174155402042565,1004620
41-49,2021-02,2021H1,0.1886550559959546,0.27339213032506904,0.21631839612118328,0.3216344175577931,1008555
41-49,2021-03,2021H1,0.18952346953467228,0.2727412582171477,0.21620294308497315,0.3215323291632069,1014038
41-49,2021-04,2021H1,0.19051463859813952,0.2730045949001013,0.2156901892276751,0.32079057727408405,1021785
41-49,2021-05,2021H1,0.19167303440715933,0.27351929401095804,0.2151668412738329,0.31964083030804974,1029931
41-49,2021-06,2021H1,0.19229428907330037,0.2736902167877425,0.214272721354416,0.3197427727845411,1044524
41-49,2021-07,2021H2,0.194242720988181,0.2756028272525427,0.21337321478781063,0.3167812369714657,1031390
41-49,2021-08,2021H2,0.19422149321222948,0.2746765666742551,0.2138337429150152,0.3172681971985002,1027878
41-49,2021-09,2021H2,0.19475183122453438,0.27486095725801196,0.2136419040902139,0.3167453074272397,1043564
41-49,2021-10,2021H2,0.1949113778208188,0.27414023758897144,0.21389514621080616,0.3170532383794036,1044998
41-49,2021-11,2021H2,0.1954932328861986,0.2740888552708515,0.21386922095921418,0.3165486908837358,1048379
41-49,2021-12,2021H2,0.19448061893137747,0.2730224770409458,0.21507376776543147,0.3174231362622453,1064286
41-49,2022-01,2022H1,0.19223187040727363,0.2713328247602441,0.21503689749657492,0.32139840733590735,1027712
41-49,2022-02,2022H1,0.19093935407140233,0.27233436395330535,0.21507471185070456,0.3216515701245878,1029154
41-49,2022-03,2022H1,0.1920229103482914,0.27187107616821526,0.21480866188884812,0.32129735159464523,1035340
41-49,2022-04,2022H1,0.19374085073366126,0.2722611444274996,0.2139982341677082,0.31999977067113095,1046532
41-49,2022-05,2022H1,0.19471486071511063,0.27285033264041136,0.2136679805678931,0.3187668260765849,1056396
41-49,2022-06,2022H1,0.19537712781624458,0.2733591094612727,0.21227529652676805,0.3189884661957147,1069465
41-49,2022-07,2022H2,0.19681359562970438,0.27480050490878255,0.21170783398127424,0.31667806548023886,1051279
41-49,2022-08,2022H2,0.19569539567889926,0.27303767032305154,0.21245747618330582,0.3188094578147434,1042651
41-49,2022-09,2022H2,0.195770789446339,0.2739332508336561,0.21230977054383662,0.3179861891761683,1058590
41-49,2022-10,2022H2,0.19561569851854224,0.2733540979716815,0.21245652325382133,0.31857368025595495,1062062
41-49,2022-11,2022H2,0.19584033669053322,0.2733247244820982,0.21262570592895239,0.3182092328984162,1057826
41-49,2022-12,2022H2,0.19407600216973003,0.2724140860665801,0.21422442888205687,0.319285482881633,1071101
41-49,2023-01,2023H1,0.1926692715983153,0.27071416669957343,0.21471038354520475,0.32190617815690653,1038287
41-49,2023-02,2023H1,0.1916583893514463,0.27130330935556174,0.21470378109041327,0.3223345202025787,1039991
41-49,2023-03,2023H1,0.19207190247886038,0.27099727595653034,0.21484670785640209,0.3220841137082072,1043302
41-49,2023-04,2023H1,0.19295273073107605,0.27136255909492446,0.21406728411591325,0.32161742605808624,1049371
41-49,2023-05,2023H1,0.19350990691892547,0.27169933600145535,0.21421722454672246,0.3205735325328967,1055424
41-49,2023-06,2023H1,0.19348247095974258,0.27274149020254196,0.214627262068423,0.31914877676929243,1067828
41-49,2023-07,2023H2,0.19496633277023007,0.27391182278902665,0.2129681886316591,0.3181536558090842,1050725
41-49,2023-08,2023H2,0.19420781347849125,0.2723339274531528,0.21325882749650754,0.3201994315718484,1037950
41-49,2023-09,2023H2,0.1942533609973465,0.27347148263362164,0.2131789233613863,0.31909623300764556,1054077
41-49,2023-10,2023H2,0.19375814720648205,0.2730687082663505,0.21374184329240253,0.319431301234765,1052508
41-49,2023-11,2023H2,0.193480525744374,0.2724174842698953,0.21424302475543391,0.3198589652302967,1049103
41-49,2023-12,2023H2,0.19136040703978016,0.2711538298219673,0.21600775277919582,0.3214780103590567,1059749
41-49,2024-01,2024H1,0.21747673317122238,0.23363216437660525,0.2788386605337943,0.2700524419183781,1023990
41-49,2024-02,2024H1,0.2133739082708221,0.23586428620956706,0.2799758581726238,0.270785947346987,1023949
41-49,2024-03,2024H1,0.21393455395403194,0.24093981301129724,0.2759544215037008,0.26917121153097,1026800
41-49,2024-04,2024H1,0.2098294341083396,0.23232477681271624,0.28548230227663124,0.2723634868023129,1033325
41-49,2024-05,2024H1,0.20623595332656014,0.2314718604722761,0.28779324836058,0.2744989378405837,1039392
41-49,2024-06,2024H1,0.19067768852398317,0.21611581114989922,0.3124880732098422,0.2807184271162754,1053301
41-49,2024-07,2024H2,0.20573177867944695,0.2156197255981081,0.3033712646957834,0.2752772310266616,1033885
41-49,2024-08,2024H2,0.20898791755647614,0.22421628917818393,0.29184246227976296,0.274953330985577,1019413
41-49,2024-09,2024H2,0.21062962491169965,0.22967740939322703,0.2879324787017629,0.2717604869933104,1036236
41-49,2024-10,2024H2,0.20761053233296223,0.22520246488238999,0.2949676123894096,0.2722193903952381,1033883
41-49,2024-11,2024H2,0.20724930856449067,0.22552628618641798,0.294263509660702,0.2729608955883893,1031188
41-49,2024-12,2024H2,0.20342590229308238,0.21993747709124545,0.30227945706011833,0.27435716355555384,1042178
41-49,2025-01,2025H1,0.20522799270044162,0.21878629041814462,0.29807616346586824,0.2779095534155455,1012664
41-49,2025-02,2025H1,0.20425798161841988,0.225791648450553,0.2939365260135972,0.27601384391742995,1013297
41-49,2025-03,2025H1,0.20700163000389035,0.23248386000679577,0.2878015630309208,0.27271294695839304,1015335
41-49,2025-04,2025H1,0.20250121803037152,0.22582772256692318,0.2966388231772102,0.2750322362254951,1022142
41-49,2025-05,2025H1,0.19830634129635719,0.21889721491991898,0.30559895858669783,0.277197485197026,1027834
41-49,2025-06,2025H1,0.1809380529444125,0.20413159584977866,0.3308252918874444,0.28410505931836444,1041583
50+,2019-01,2019H1,0.23259129011698237,0.2939759933686736,0.21021884086590364,0.2632138756484404,1691366
50+,2019-02,2019H1,0.23181984140769282,0.2951226544065431,0.20994457185866827,0.26311293232709576,1692642
50+,2019-03,2019H1,0.23177895867987575,0.29474570532730776,0.21027306316517747,0.263202272827639,1698325
50+,2019-04,2019H1,0.23307002756585762,0.2942842346207532,0.2101265364049352,0.262519201408454,1710812
50+,2019-05,2019H1,0.2338765083605018,0.2936504511229959,0.21000519068476214,0.26246784983174015,1714610
50+,2019-06,2019H1,0.23321115103319975,0.29282564401692146,0.21123099242630808,0.2627322125235707,1738386
50+,2019-07,2019H2,0.23555092130546826,0.29484039146172525,0.20817243382539138,0.2614362534074151,1678325
50+,2019-08,2019H2,0.2362568093576087,0.2946603108574456,0.20705843109457434,0.2620244486903714,1630844
50+,2019-09,2019H2,0.2357848392497922,0.29484262259537203,0.208105568738933,0.26126696941590277,1660340
50+,2019-10,2019H2,0.23521031378665677,0.29368164096505034,0.20923853333285306,0.26186951191543983,1665654
50+,2019-11,2019H2,0.2337678723888753,0.29372452863517645,0.21042028540545996,0.26208731357048826,1664369
50+,2019-12,2019H2,0.23046353876234374,0.2906487566262679,0.21438226595421786,0.26450543865717047,1700052
50+,2020-01,2020H1,0.22773809928227284,0.29113869928203856,0.21104950759488184,0.27007369384080676,1707334
50+,2020-02,2020H1,0.22721788886775057,0.2919772291572154,0.21093468748628041,0.2698701944887536,1708325
50+,2020-03,2020H1,0.22709580873244892,0.2912665013518337,0.21112515950237593,0.2705125304133415,1714708
50+,2020-04,2020H1,0.22817696022838715,0.29064677100452757,0.2103552916696185,0.2708209770974668,1707977
50+,2020-05,2020H1,0.22712182978731035,0.2886336557425366,0.21050995415249066,0.27373456031766247,1672719
50+,2020-06,2020H1,0.2267132608718825,0.2869351459355617,0.21187216558827257,0.27447942760428323,1688622
50+,2020-07,2020H2,0.22897827365261558,0.2888335124150122,0.20939664980440875,0.27279156412796346,1644501
50+,2020-08,2020H2,0.22936105420038394,0.28962961767987067,0.20846244243605763,0.2725468856836878,1611686
50+,2020-09,2020H2,0.2297082562199686,0.2892749295509419,0.20920481370817307,0.2718120005209164,1635579
50+,2020-10,2020H2,0.22901335530373018,0.2888215449641559,0.2101175139975966,0.2720475857345173,1640996
50+,2020-11,2020H2,0.227987144037147,0.2885615019384914,0.2112499406956672,0.2722014133286944,1644062
50+,2020-12,2020H2,0.2249925894307497,0.28852191749961464,0.21302659505092544,0.2734588980187102,1686780
50+,2021-01,2021H1,0.2230075861738327,0.2874968704147507,0.2108100461610125,0.2786854972504041,1689521
50+,2021-02,2021H1,0.22194825874529853,0.28871059582325925,0.21089885840010453,0.27844228703133767,1691223
50+,2021-03,2021H1,0.22200078539749415,0.2880707305197577,0.2110658621150507,0.27886262196769745,1698503
50+,2021-04,2021H1,0.22313110576863976,0.2880111079696287,0.21054976137416637,0.2783080248875652,1708323
50+,2021-05,2021H1,0.22368510848281545,0.2886698059225895,0.21023915390578382,0.27740593168881117,1714419
50+,2021-06,2021H1,0.22341337882710507,0.2875811091177548,0.21088917047682756,0.27811634157831255,1738553
50+,2021-07,2021H2,0.22537993410487944,0.28968690094340455,0.20889849311024145,0.27603467184147457,1696939
50+,2021-08,2021H2,0.22574666011746478,0.2897528838632916,0.20837223675485042,0.2761282192643932,1663307
50+,2021-09,2021H2,0.22583681166827568,0.289703300395631,0.20892843621632878,0.2755314517197645,1690464
50+,2021-10,2021H2,0.2250875556717469,0.28868052954989204,0.20990927654402985,0.27632263823433123,1698348
50+,2021-11,2021H2,0.22513712055078813,0.2882161033998367,0.210782698927742,0.2758640771216332,1699964
50+,2021-12,2021H2,0.22248257143858066,0.2864486509986211,0.21311918844554864,0.2779495891172496,1741251
50+,2022-01,2022H1,0.22103853412065502,0.2861131861210942,0.21150157963098137,0.28134670012726937,1757689
50+,2022-02,2022H1,0.22011606826445698,0.28702738304008607,0.2113237775855841,0.28153277110987285,1755174
50+,2022-03,2022H1,0.22061199571488443,0.2860932800926438,0.21163060670453857,0.28166411748793324,1763313
50+,2022-04,2022H1,0.22190672223065805,0.2861421830799773,0.21133662893039318,0.2806144657589715,1778130
50+,2022-05,2022H1,0.22279644643530386,0.28603935949916265,0.2111710631271235,0.27999313093841005,1787726
50+,2022-06,2022H1,0.2227997986870413,0.2852178770331779,0.21169274333150825,0.2802895809482725,1808130
50+,2022-07,2022H2,0.22436518903917949,0.2867070487969095,0.2098450524675289,0.2790827096963821,1755562
50+,2022-08,2022H2,0.2243845546753968,0.2860699774926193,0.20908772032387243,0.2804577475081114,1710550
50+,2022-09,2022H2,0.22383826351208674,0.2865356542815435,0.20993311666253522,0.27969296554383455,1742736
50+,2022-10,2022H2,0.2225807129704907,0.2855660034871889,0.2107107490979498,0.2811425344443706,1760157
50+,2022-11,2022H2,0.22289690670875506,0.2857729448402958,0.21122504962300262,0.2801050988279465,1746166
50+,2022-12,2022H2,0.21990141619619893,0.28347692619892895,0.21425972734453264,0.2823619302603395,1783863
50+,2023-01,2023H1,0.2190834724698695,0.2828438674007961,0.21329783892186838,0.28477482120746606,1798593
50+,2023-02,2023H1,0.21817705605028812,0.2836858372287266,0.2134119418688323,0.284725164852153,1798278
50+,2023-03,2023H1,0.21833264752419207,0.2830250330489856,0.21378249309252664,0.2848598263342957,1805653
50+,2023-04,2023H1,0.21921470968637874,0.283181080996186,0.2134438712670991,0.28416033805033614,1814641
50+,2023-05,2023H1,0.2201680173817145,0.2826873773866355,0.21377729348778865,0.28336731174386137,1820764
50+,2023-06,2023H1,0.2196550806928785,0.28275457748199134,0.21490253342525392,0.28268780839987623,1842170
50+,2023-07,2023H2,0.2214581504165897,0.2838285504732997,0.2123689209079629,0.28234437820214775,1791571
50+,2023-08,2023H2,0.22169639502433625,0.2833478174825115,0.21110432316001113,0.2838514643331412,1743285
50+,2023-09,2023H2,0.221484146615696,0.2841336856307623,0.21195075331684282,0.2824314144366989,1778800
50+,2023-10,2023H2,0.22093380333955928,0.28359924165741757,0.21253297538305901,0.28293397961996414,1781253
50+,2023-11,2023H2,0.21994003563654327,0.28326438387994973,0.21345580511638138,0.2833397753671256,1777389
50+,2023-12,2023H2,0.21671968166676064,0.28057539241603563,0.21698890278298347,0.2857160231342203,1808922
50+,2024-01,2024H1,0.24924533160848117,0.24461370984100705,0.2975113029395571,0.2086296556109547,1828949
50+,2024-02,2024H1,0.24524764703143956,0.24556913496742674,0.2994706676488388,0.2097125503522949,1825885
50+,2024-03,2024H1,0.24785643070787636,0.25237875414851335,0.29091192176893976,0.2088528933746705,1830475
50+,2024-04,2024H1,0.24292896524066787,0.2442190045504588,0.3011714687211657,0.21168056148770767,1840254
50+,2024-05,2024H1,0.24020193220770014,0.24346466321636018,0.3046400580041068,0.21169334657183284,1848145
50+,2024-06,2024H1,0.22016683137778897,0.22640753302582514,0.33574761417895954,0.21767802141742637,1873988
50+,2024-07,2024H2,0.2374567182069195,0.22712836107923345,0.32283374248314145,0.2125811782307056,1822071
50+,2024-08,2024H2,0.24248607327058172,0.23469898742987125,0.30965803478216586,0.21315690451738117,1767285
50+,2024-09,2024H2,0.2453972565454914,0.24216998975162266,0.30189997694809434,0.2105327767547916,1800285
50+,2024-10,2024H2,0.24380679509694436,0.23996643080905747,0.3053425411788736,0.21088423291512456,1801652
50+,2024-11,2024H2,0.24359119965349108,0.23976813298281596,0.30602738444785166,0.2106132829158413,1796202
50+,2024-12,2024H2,0.2378626182854944,0.23120277325916985,0.32027874709205717,0.21065586136327857,1829472
50+,2025-01,2025H1,0.23535121078087343,0.22722366395186255,0.32048344187109307,0.21694168339617098,1838070
50+,2025-02,2025H1,0.2337002323281769,0.23250697475134563,0.3169666073217718,0.21682618559870567,1834474
50+,2025-03,2025H1,0.23758872191492486,0.24128988746933824,0.3065418984994099,0.21457949211632701,1838610
50+,2025-04,2025H1,0.23376352284925522,0.2345406219496697,0.3148906139731828,0.2168052412278923,1849185
50+,2025-05,2025H1,0.23066354445989004,0.22799391741471786,0.3248152325714998,0.21652730555389232,1853817
50+,2025-06,2025H1,0.20896877124448143,0.21034172704957174,0.3565144064534779,0.22417509525246895,1878429
