year_month,age_group,final_quartile,n_emp_sum,n_emp_total_age,share,halfyear
2022-09,31-34,2,168395,535144,0.3146723124990657,2022H2
2022-09,31-34,3,94880,535144,0.17729807304202233,2022H2
2022-09,31-34,4,156072,535144,0.29164486568101294,2022H2
2022-10,31-34,1,114371,529922,0.21582610270945535,2022H2
2022-10,31-34,2,166087,529922,0.31341782375519417,2022H2
2022-10,31-34,3,94350,529922,0.17804507078400217,2022H2
2022-10,31-34,4,155114,529922,0.2927110027513483,2022H2
2022-11,31-34,1,114067,526763,0.21654330315530892,2022H2
2022-11,31-34,2,164955,526763,0.31314841778940433,2022H2
2022-11,31-34,3,93744,526763,0.17796238536115863,2022H2
2022-11,31-34,4,153997,526763,0.2923458936941281,2022H2
2022-12,31-34,1,114200,530996,0.21506753346541216,2022H2
2022-12,31-34,2,166136,530996,0.3128761798582287,2022H2
2022-12,31-34,3,94846,530996,0.17861904797776254,2022H2
2022-12,31-34,4,155814,530996,0.2934372386985966,2022H2
2023-01,31-34,1,108829,520448,0.20910638526807673,2023H1
2023-01,31-34,2,159177,520448,0.30584611719134286,2023H1
2023-01,31-34,3,93923,520448,0.18046567572552877,2023H1
2023-01,31-34,4,158519,520448,0.30458182181505167,2023H1
2023-02,31-34,1,108511,522072,0.20784681040163042,2023H1
2023-02,31-34,2,159939,522072,0.30635429595917807,2023H1
2023-02,31-34,3,93951,522072,0.17995793683629843,2023H1
2023-02,31-34,4,159671,522072,0.3058409568028931,2023H1
2023-03,31-34,1,109048,522340,0.20876823524907148,2023H1
2023-03,31-34,2,159946,522340,0.3062105142244515,2023H1
2023-03,31-34,3,93841,522340,0.17965501397557146,2023H1
2023-03,31-34,4,159505,522340,0.30536623655090556,2023H1
2023-04,31-34,1,110383,527056,0.2094331532133208,2023H1
2023-04,31-34,2,162085,527056,0.3075289912267387,2023H1
2023-04,31-34,3,94230,527056,0.17878555599404997,2023H1
2023-04,31-34,4,160358,527056,0.3042522995658905,2023H1
2023-05,31-34,1,112110,532471,0.2105466776594406,2023H1
2023-05,31-34,2,163938,532471,0.3078815559908427,2023H1
2023-05,31-34,3,95411,532471,0.17918534530519034,2023H1
2023-05,31-34,4,161012,532471,0.30238642104452634,2023H1
2023-06,31-34,1,114308,543183,0.2104410484127817,2023H1
2023-06,31-34,2,168602,543183,0.31039631210844226,2023H1
2023-06,31-34,3,97036,543183,0.17864329332839946,2023H1
2023-06,31-34,4,163237,543183,0.30051934615037657,2023H1
2023-07,31-34,1,113546,535266,0.21213004375394665,2023H2
2023-07,31-34,2,166868,535266,0.3117478038956332,2023H2
2023-07,31-34,3,94964,535266,0.17741459386547997,2023H2
2023-07,31-34,4,159888,535266,0.2987075584849402,2023H2
2023-08,31-34,1,111526,528841,0.21088758246807643,2023H2
2023-08,31-34,2,163576,528841,0.30931035982459754,2023H2
2023-08,31-34,3,94416,528841,0.17853381262042844,2023H2
2023-08,31-34,4,159323,528841,0.3012682450868976,2023H2
2023-09,31-34,1,112710,536895,0.20992931578800325,2023H2
2023-09,31-34,2,166625,536895,0.3103493234245057,2023H2
2023-09,31-34,3,96062,536895,0.17892139058847634,2023H2
2023-09,31-34,4,161498,536895,0.3007999701990147,2023H2
2023-10,31-34,1,111084,530456,0.20941227924653505,2023H2
2023-10,31-34,2,163958,530456,0.309088783989624,2023H2
2023-10,31-34,3,95078,530456,0.17923824030645333,2023H2
2023-10,31-34,4,160336,530456,0.3022606964573876,2023H2
2023-11,31-34,1,110215,526591,0.20929905752282132,2023H2
2023-11,31-34,2,162506,526591,0.308600033042722,2023H2
2023-11,31-34,3,94591,526591,0.17962897201053568,2023H2
2023-11,31-34,4,159279,526591,0.30247193742392103,2023H2
2023-12,31-34,1,110035,529286,0.20789327509134947,2023H2
2023-12,31-34,2,162725,529286,0.3074424791133716,2023H2
2023-12,31-34,3,95874,529286,0.18113836375796827,2023H2
2023-12,31-34,4,160652,529286,0.3035258820373106,2023H2
2024-01,31-34,1,129629,510738,0.253807235803876,2024H1
2024-01,31-34,2,143958,510738,0.2818627163046415,2024H1
2024-01,31-34,3,95500,510738,0.1869843246439466,2024H1
2024-01,31-34,4,141651,510738,0.2773457232475359,2024H1
2024-02,31-34,1,127340,510672,0.24935770905786886,2024H1
2024-02,31-34,2,145217,510672,0.28436452360810854,2024H1
2024-02,31-34,3,95729,510672,0.187456919509979,2024H1
2024-02,31-34,4,142386,510672,0.2788208478240436,2024H1
2024-03,31-34,1,127296,510284,0.2494610844157371,2024H1
2024-03,31-34,2,145777,510284,0.2856781713712364,2024H1
2024-03,31-34,3,95037,510284,0.18624334684215066,2024H1
2024-03,31-34,4,142174,510284,0.2786173973708758,2024H1
2024-04,31-34,1,126347,515030,0.24531969011513893,2024H1
2024-04,31-34,2,143258,515030,0.2781546706017125,2024H1
2024-04,31-34,3,99742,515030,0.19366250509679048,2024H1
2024-04,31-34,4,145683,515030,0.28286313418635806,2024H1
2024-05,31-34,1,126872,519354,0.2442880963658699,2024H1
2024-05,31-34,2,144159,519354,0.2775736780692938,2024H1
2024-05,31-34,3,101208,519354,0.19487286128536604,2024H1
2024-05,31-34,4,147115,519354,0.28326536427947024,2024H1
2024-06,31-34,1,123713,531989,0.2325480414068712,2024H1
2024-06,31-34,2,141866,531989,0.26667092740639375,2024H1
2024-06,31-34,3,111758,531989,0.21007577224341104,2024H1
2024-06,31-34,4,154652,531989,0.290705258943324,2024H1
2024-07,31-34,1,128145,521971,0.24550214475516838,2024H2
2024-07,31-34,2,139910,521971,0.2680417111295455,2024H2
2024-07,31-34,3,106661,521971,0.20434277000063222,2024H2
2024-07,31-34,4,147255,521971,0.28211337411465387,2024H2
2024-08,31-34,1,127434,515242,0.2473284398399199,2024H2
2024-08,31-34,2,141917,515242,0.27543756137892483,2024H2
2024-08,31-34,3,100361,515242,0.19478419849313527,2024H2
2024-08,31-34,4,145530,515242,0.28244980028802,2024H2
2024-09,31-34,1,128889,523764,0.24608220496254038,2024H2
2024-09,31-34,2,145681,523764,0.2781424458343834,2024H2
2024-09,31-34,3,102351,523764,0.19541434691960502,2024H2
2024-09,31-34,4,146843,523764,0.28036100228347116,2024H2
2024-10,31-34,1,125595,516921,0.24296749406582438,2024H2
2024-10,31-34,2,140590,516921,0.2719757951408436,2024H2
2024-10,31-34,3,104294,516921,0.20176003683348132,2024H2
2024-10,31-34,4,146442,516921,0.28329667395985075,2024H2
2024-11,31-34,1,124700,513245,0.2429638866428314,2024H2
2024-11,31-34,2,139315,513245,0.27143956589932683,2024H2
2024-11,31-34,3,103461,513245,0.201582090424651,2024H2
2024-11,31-34,4,145769,513245,0.2840144570331908,2024H2
2024-12,31-34,1,124279,517086,0.24034493295119186,2024H2
2024-12,31-34,2,138688,517086,0.2682107038287635,2024H2
2024-12,31-34,3,106594,517086,0.20614365888846342,2024H2
2024-12,31-34,4,147525,517086,0.2853007043315812,2024H2
2025-01,31-34,1,118184,487666,0.2423461959619904,2025H1
2025-01,31-34,2,129479,487666,0.26550753999663707,2025H1
2025-01,31-34,3,98442,487666,0.201863570558538,2025H1
2025-01,31-34,4,141561,487666,0.2902826934828346,2025H1
2025-02,31-34,1,117054,487640,0.2400418341399393,2025H1
2025-02,31-34,2,133018,487640,0.2727790993355754,2025H1
2025-02,31-34,3,96696,487640,0.19829382331227954,2025H1
2025-02,31-34,4,140872,487640,0.2888852432122057,2025H1
2025-03,31-34,1,118105,485842,0.24309343366773561,2025H1
2025-03,31-34,2,134388,485842,0.27660844472071167,2025H1
2025-03,31-34,3,94779,485842,0.19508194021924824,2025H1
2025-03,31-34,4,138570,485842,0.2852161813923045,2025H1
2025-04,31-34,1,117139,490946,0.23859854240588577,2025H1
2025-04,31-34,2,132961,490946,0.2708261193695437,2025H1
2025-04,31-34,3,99425,490946,0.20251718111564204,2025H1
2025-04,31-34,4,141421,490946,0.28805815710892846,2025H1
2025-05,31-34,1,117296,495136,0.23689652943837652,2025H1
2025-05,31-34,2,130351,495136,0.26326302268467655,2025H1
2025-05,31-34,3,104016,495136,0.2100756155884444,2025H1
2025-05,31-34,4,143473,495136,0.2897648322885025,2025H1
2025-06,31-34,1,113443,507653,0.22346563499083036,2025H1
2025-06,31-34,2,129671,507653,0.25543235241395207,2025H1
2025-06,31-34,3,114039,507653,0.22463966528317572,2025H1
2025-06,31-34,4,150500,507653,0.2964623473120419,2025H1
2019-01,35-40,1,134175,644252,0.20826477837864688,2019H1
2019-01,35-40,2,189334,644252,0.29388189714583735,2019H1
2019-01,35-40,3,126116,644252,0.19575569808087517,2019H1
2019-01,35-40,4,194627,644252,0.3020976263946406,2019H1
2019-02,35-40,1,134082,647193,0.2071746758694856,2019H1
2019-02,35-40,2,190799,647193,0.2948100489343982,2019H1
2019-02,35-40,3,126619,647193,0.1956433397765427,2019H1
2019-02,35-40,4,195693,647193,0.30237193541957347,2019H1
2019-03,35-40,1,134934,648830,0.20796510642232943,2019H1
2019-03,35-40,2,190836,648830,0.2941232680363115,2019H1
2019-03,35-40,3,127129,648830,0.19593576129340506,2019H1
2019-03,35-40,4,195931,648830,0.30197586424795403,2019H1
2019-04,35-40,1,137309,656663,0.2091011675699712,2019H1
2019-04,35-40,2,193657,656663,0.29491078376579766,2019H1
2019-04,35-40,3,128231,656663,0.1952767248954182,2019H1
2019-04,35-40,4,197466,656663,0.30071132376881293,2019H1
2019-05,35-40,1,139177,662001,0.2102368425425339,2019H1
2019-05,35-40,2,194887,662001,0.29439079397161033,2019H1
2019-05,35-40,3,129074,662001,0.19497553629073067,2019H1
2019-05,35-40,4,198863,662001,0.30039682719512506,2019H1
2019-06,35-40,1,141150,671660,0.21015096924038948,2019H1
2019-06,35-40,2,198247,671660,0.2951597534466843,2019H1
2019-06,35-40,3,130533,671660,0.19434386445523033,2019H1
2019-06,35-40,4,201730,671660,0.30034541285769584,2019H1
2019-07,35-40,1,139949,658043,0.21267455166303723,2019H2
2019-07,35-40,2,195422,658043,0.2969745138235647,2019H2
2019-07,35-40,3,126656,658043,0.19247374411702578,2019H2
2019-07,35-40,4,196016,658043,0.2978771903963723,2019H2
2019-08,35-40,1,137251,650919,0.2108572648824201,2019H2
2019-08,35-40,2,192158,650919,0.2952103103458341,2019H2
2019-08,35-40,3,126050,650919,0.19364928662398856,2019H2
2019-08,35-40,4,195460,650919,0.30028313814775726,2019H2
2019-09,35-40,1,139885,663063,0.21096788691270663,2019H2
2019-09,35-40,2,195985,663063,0.2955752319161226,2019H2
2019-09,35-40,3,128635,663063,0.1940011733425029,2019H2
2019-09,35-40,4,198558,663063,0.29945570782866787,2019H2
2019-10,35-40,1,139582,660572,0.21130474800627336,2019H2
2019-10,35-40,2,194586,660572,0.29457197701386073,2019H2
2019-10,35-40,3,128314,660572,0.19424680428477137,2019H2
2019-10,35-40,4,198090,660572,0.29987647069509454,2019H2
2019-11,35-40,1,139163,659955,0.21086740762627754,2019H2
2019-11,35-40,2,194411,659955,0.294582206362555,2019H2
2019-11,35-40,3,128503,659955,0.19471479116000334,2019H2
2019-11,35-40,4,197878,659955,0.2998355948511641,2019H2
2019-12,35-40,1,139077,666679,0.20861164068464733,2019H2
2019-12,35-40,2,195609,666679,0.2934080719506689,2019H2
2019-12,35-40,3,130545,666679,0.1958138774432673,2019H2
2019-12,35-40,4,201448,666679,0.30216640992141647,2019H2
2020-01,35-40,1,133551,652269,0.20474834769090666,2020H1
2020-01,35-40,2,190838,652269,0.29257560914285363,2020H1
2020-01,35-40,3,129408,652269,0.19839667376496506,2020H1
2020-01,35-40,4,198472,652269,0.30427936940127465,2020H1
2020-02,35-40,1,133614,655811,0.20373857712054236,2020H1
2020-02,35-40,2,192153,655811,0.29300057486074493,2020H1
2020-02,35-40,3,130293,655811,0.1986746181445569,2020H1
2020-02,35-40,4,199751,655811,0.3045862298741558,2020H1
2020-03,35-40,1,134493,657192,0.20464795676149436,2020H1
2020-03,35-40,2,192398,657192,0.29275767203496084,2020H1
2020-03,35-40,3,130525,657192,0.19861014741506286,2020H1
2020-03,35-40,4,199776,657192,0.3039842237884819,2020H1
2020-04,35-40,1,134879,658243,0.2049076101075135,2020H1
2020-04,35-40,2,192600,658243,0.29259711079343037,2020H1
2020-04,35-40,3,130140,658243,0.19770814121836464,2020H1
2020-04,35-40,4,200624,658243,0.30478713788069145,2020H1
2020-05,35-40,1,132114,650954,0.20295443303213437,2020H1
2020-05,35-40,2,190063,650954,0.29197608433161176,2020H1
2020-05,35-40,3,128326,650954,0.1971352814484587,2020H1
2020-05,35-40,4,200451,650954,0.30793420118779513,2020H1
2020-06,35-40,1,133480,658016,0.20285221028060108,2020H1
2020-06,35-40,2,192203,658016,0.29209472110100665,2020H1
2020-06,35-40,3,130278,658016,0.1979860672080922,2020H1
2020-06,35-40,4,202055,658016,0.3070670014103001,2020H1
2020-07,35-40,1,132793,647656,0.20503631557493485,2020H2
2020-07,35-40,2,190805,647656,0.2946085576293588,2020H2
2020-07,35-40,3,127402,647656,0.196712452289487,2020H2
2020-07,35-40,4,196656,647656,0.30364267450621935,2020H2
2020-08,35-40,1,132123,645640,0.2046388080044607,2020H2
2020-08,35-40,2,189486,645640,0.2934855337339694,2020H2
2020-08,35-40,3,127610,645640,0.19764884455733844,2020H2
2020-08,35-40,4,196421,645640,0.30422681370423144,2020H2
2020-09,35-40,1,134013,654360,0.2048001100311755,2020H2
2020-09,35-40,2,192222,654360,0.29375573079039063,2020H2
2020-09,35-40,3,129113,654360,0.1973118772541109,2020H2
2020-09,35-40,4,199012,654360,0.304132281924323,2020H2
2020-10,35-40,1,134208,654202,0.20514764552844533,2020H2
2020-10,35-40,2,191540,654202,0.2927841859242252,2020H2
2020-10,35-40,3,129317,654202,0.19767136144493597,2020H2
2020-10,35-40,4,199137,654202,0.3043968071023935,2020H2
2020-11,35-40,1,134574,656927,0.20485381176295084,2020H2
2020-11,35-40,2,192161,656927,0.292514997861254,2020H2
2020-11,35-40,3,130209,656927,0.1982092378605233,2020H2
2020-11,35-40,4,199983,656927,0.3044219525152719,2020H2
2020-12,35-40,1,135679,668851,0.20285384936256357,2020H2
2020-12,35-40,2,196887,668851,0.2943660097689919,2020H2
2020-12,35-40,3,131913,668851,0.19722329786454681,2020H2
2020-12,35-40,4,204372,668851,0.30555684300389774,2020H2
2021-01,35-40,1,129743,649085,0.19988599335988352,2021H1
2021-01,35-40,2,190209,649085,0.2930417433772156,2021H1
2021-01,35-40,3,129159,649085,0.1989862652811265,2021H1
2021-01,35-40,4,199974,649085,0.30808599798177433,2021H1
2021-02,35-40,1,129855,653002,0.19885850273046637,2021H1
2021-02,35-40,2,191970,653002,0.2939807228768059,2021H1
2021-02,35-40,3,129719,653002,0.19865023384308164,2021H1
2021-02,35-40,4,201458,653002,0.3085105405496461,2021H1
2021-03,35-40,1,130745,655361,0.1995007331836957,2021H1
2021-03,35-40,2,192136,655361,0.29317582218044713,2021H1
2021-03,35-40,3,130181,655361,0.19864013879373352,2021H1
2021-03,35-40,4,202299,655361,0.30868330584212367,2021H1
2021-04,35-40,1,133080,661821,0.20108156132851632,2021H1
2021-04,35-40,2,194472,661821,0.29384380368709967,2021H1
2021-04,35-40,3,130799,661821,0.19763501007069886,2021H1
2021-04,35-40,4,203470,661821,0.3074396249136851,2021H1
2021-05,35-40,1,135350,669016,0.20231205232759755,2021H1
2021-05,35-40,2,197073,669016,0.29457143027969435,2021H1
2021-05,35-40,3,131765,669016,0.19695343609121457,2021H1
2021-05,35-40,4,204828,669016,0.30616308130149356,2021H1
2021-06,35-40,1,138362,681755,0.20294974000924085,2021H1
2021-06,35-40,2,200813,681755,0.29455302858064847,2021H1
2021-06,35-40,3,133437,681755,0.195725737251652,2021H1
2021-06,35-40,4,209143,681755,0.30677149415845867,2021H1
2021-07,35-40,1,138379,672338,0.20581760959517387,2021H2
2021-07,35-40,2,199785,672338,0.2971496479449325,2021H2
2021-07,35-40,3,131174,672338,0.19510127346661946,2021H2
2021-07,35-40,4,203000,672338,0.3019314689932742,2021H2
2021-08,35-40,1,137909,671449,0.2053901338746502,2021H2
2021-08,35-40,2,198608,671449,0.29579014936354064,2021H2
2021-08,35-40,3,131414,671449,0.1957170239288464,2021H2
2021-08,35-40,4,203518,671449,0.30310269283296276,2021H2
2021-09,35-40,1,140695,683386,0.20587925418431166,2021H2
2021-09,35-40,2,202263,683386,0.2959718226595219,2021H2
2021-09,35-40,3,133392,683386,0.19519276075307365,2021H2
2021-09,35-40,4,207036,683386,0.3029561624030928,2021H2
2021-10,35-40,1,140429,681603,0.2060275556298901,2021H2
2021-10,35-40,2,201102,681603,0.2950427154810058,2021H2
2021-10,35-40,3,133371,681603,0.19567255425812385,2021H2
2021-10,35-40,4,206701,681603,0.30325717463098023,2021H2
2021-11,35-40,1,141690,684781,0.20691286703340192,2021H2
2021-11,35-40,2,201875,684781,0.2948022798529749,2021H2
2021-11,35-40,3,133769,684781,0.19534566525648345,2021H2
2021-11,35-40,4,207447,684781,0.30293918785713975,2021H2
2021-12,35-40,1,142955,693967,0.20599682693845672,2021H2
2021-12,35-40,2,204528,693967,0.2947229479211548,2021H2
2021-12,35-40,3,136122,693967,0.19615053741748528,2021H2
2021-12,35-40,4,210362,693967,0.3031296877229033,2021H2
2022-01,35-40,1,139675,686778,0.20337721942170542,2022H1
2022-01,35-40,2,201538,686778,0.293454362253887,2022H1
2022-01,35-40,3,134786,686778,0.19625847071397162,2022H1
2022-01,35-40,4,210779,686778,0.306909947610436,2022H1
2022-02,35-40,1,139236,689426,0.20195931107907159,2022H1
2022-02,35-40,2,202623,689426,0.2939010133067218,2022H1
2022-02,35-40,3,135180,689426,0.19607615610667425,2022H1
2022-02,35-40,4,212387,689426,0.30806351950753236,2022H1
2022-03,35-40,1,140705,692737,0.20311460193406733,2022H1
2022-03,35-40,2,203318,692737,0.29349955322149673,2022H1
2022-03,35-40,3,135772,692737,0.19599357331858988,2022H1
2022-03,35-40,4,212942,692737,0.30739227152584603,2022H1
2022-04,35-40,1,143745,702186,0.20471071767309515,2022H1
2022-04,35-40,2,206569,702186,0.2941798896588653,2022H1
2022-04,35-40,3,136924,702186,0.19499676723831008,2022H1
2022-04,35-40,4,214948,702186,0.30611262542972945,2022H1
2022-05,35-40,1,146270,711712,0.20551852434692686,2022H1
2022-05,35-40,2,210034,711712,0.2951109437525291,2022H1
2022-05,35-40,3,138251,711712,0.19425132637920955,2022H1
2022-05,35-40,4,217157,711712,0.3051192055213345,2022H1
2022-06,35-40,1,149323,723422,0.206412025069738,2022H1
2022-06,35-40,2,214258,723422,0.29617291152328795,2022H1
2022-06,35-40,3,138974,723422,0.19210640538993837,2022H1
2022-06,35-40,4,220867,723422,0.3053086580170357,2022H1
2022-07,35-40,1,147758,710270,0.20803074887014797,2022H2
2022-07,35-40,2,211736,710270,0.29810635392174806,2022H2
2022-07,35-40,3,136617,710270,0.19234516451490277,2022H2
2022-07,35-40,4,214159,710270,0.3015177326932012,2022H2
2022-08,35-40,1,145532,705604,0.20625166523999297,2022H2
2022-08,35-40,2,208709,705604,0.29578772229182376,2022H2
2022-08,35-40,3,136557,705604,0.19353206614474974,2022H2
2022-08,35-40,4,214806,705604,0.3044285463234335,2022H2
2022-09,35-40,1,148026,718503,0.2060200166178847,2022H2
2022-09,35-40,2,213079,718503,0.2965596524997112,2022H2
2022-09,35-40,3,138761,718503,0.19312515048649762,2022H2
2022-09,35-40,4,218637,718503,0.3042951803959065,2022H2
2022-10,35-40,1,147649,717550,0.20576823914709777,2022H2
2022-10,35-40,2,212291,717550,0.29585534109121314,2022H2
2022-10,35-40,3,138747,717550,0.19336213504285416,2022H2
2022-10,35-40,4,218863,717550,0.3050142847188349,2022H2
2022-11,35-40,1,147507,715062,0.20628560880035576,2022H2
2022-11,35-40,2,211577,715062,0.2958862308443184,2022H2
2022-11,35-40,3,138347,715062,0.193475530793134,2022H2
2022-11,35-40,4,217631,715062,0.30435262956219183,2022H2
2022-12,35-40,1,147690,721486,0.20470251675015178,2022H2
2022-12,35-40,2,212796,721486,0.29494127398175435,2022H2
2022-12,35-40,3,140762,721486,0.19510011282270204,2022H2
2022-12,35-40,4,220238,721486,0.30525609644539187,2022H2
2023-01,35-40,1,143688,718803,0.19989899875209202,2023H1
2023-01,35-40,2,210171,718803,0.2923902654830322,2023H1
2023-01,35-40,3,141066,718803,0.19625126773260546,2023H1
2023-01,35-40,4,223878,718803,0.3114594680322703,2023H1
2023-02,35-40,1,143302,721046,0.19874182784454805,2023H1
2023-02,35-40,2,211044,721046,0.29269145103086347,2023H1
2023-02,35-40,3,141298,721046,0.19596253221015025,2023H1
2023-02,35-40,4,225402,721046,0.3126041889144382,2023H1
2023-03,35-40,1,143650,722082,0.1989386246991339,2023H1
2023-03,35-40,2,211511,722082,0.292918255821361,2023H1
2023-03,35-40,3,141518,722082,0.19598605144568068,2023H1
2023-03,35-40,4,225403,722082,0.3121570680338244,2023H1
2023-04,35-40,1,145424,727625,0.19986119223501117,2023H1
2023-04,35-40,2,213546,727625,0.29348359388421236,2023H1
2023-04,35-40,3,141898,727625,0.19501528946916338,2023H1
2023-04,35-40,4,226757,727625,0.31163992441161315,2023H1
2023-05,35-40,1,147058,733340,0.2005318133471514,2023H1
2023-05,35-40,2,215564,733340,0.2939482368342106,2023H1
2023-05,35-40,3,143080,733340,0.19510731720620722,2023H1
2023-05,35-40,4,227638,733340,0.3104126326124308,2023H1
2023-06,35-40,1,149550,744839,0.20078164542941496,2023H1
2023-06,35-40,2,220336,744839,0.2958169483606524,2023H1
2023-06,35-40,3,145116,744839,0.19482868109752577,2023H1
2023-06,35-40,4,229837,744839,0.30857272511240685,2023H1
2023-07,35-40,1,147954,732580,0.2019629255507931,2023H2
2023-07,35-40,2,217612,732580,0.2970487864806574,2023H2
2023-07,35-40,3,142005,732580,0.19384231073739386,2023H2
2023-07,35-40,4,225009,732580,0.30714597723115566,2023H2
2023-08,35-40,1,145426,724011,0.20086158911950233,2023H2
2023-08,35-40,2,213527,724011,0.2949223147162129,2023H2
2023-08,35-40,3,140821,724011,0.194501188517854,2023H2
2023-08,35-40,4,224237,724011,0.3097149076464308,2023H2
2023-09,35-40,1,147537,735692,0.20054180281965822,2023H2
2023-09,35-40,2,217822,735692,0.2960777064314958,2023H2
2023-09,35-40,3,143176,735692,0.1946140504450232,2023H2
2023-09,35-40,4,227157,735692,0.3087664403038228,2023H2
2023-10,35-40,1,146261,731608,0.1999171687570393,2023H2
2023-10,35-40,2,216119,731608,0.29540272933046113,2023H2
2023-10,35-40,3,142717,731608,0.19507304458125116,2023H2
2023-10,35-40,4,226511,731608,0.30960705733124844,2023H2
2023-11,35-40,1,145472,728372,0.19972212001559642,2023H2
2023-11,35-40,2,214790,728372,0.294890522974524,2023H2
2023-11,35-40,3,142460,728372,0.1955868704453219,2023H2
2023-11,35-40,4,225650,728372,0.30980048656455766,2023H2
2023-12,35-40,1,145184,732834,0.19811307881457466,2023H2
2023-12,35-40,2,215149,732834,0.2935849046305166,2023H2
2023-12,35-40,3,144366,732834,0.19699686422846102,2023H2
2023-12,35-40,4,228135,732834,0.31130515232644773,2023H2
2024-01,35-40,1,171729,731629,0.2347214230163102,2024H1
2024-01,35-40,2,192477,731629,0.2630800583355772,2024H1
2024-01,35-40,3,165114,731629,0.2256799552778799,2024H1
2024-01,35-40,4,202309,731629,0.27651856337023273,2024H1
2024-02,35-40,1,168113,732103,0.22963025694471953,2024H1
2024-02,35-40,2,194888,732103,0.2662029796353792,2024H1
2024-02,35-40,3,165240,732103,0.22570594574807096,2024H1
2024-02,35-40,4,203862,732103,0.27846081767183034,2024H1
2024-03,35-40,1,168534,733484,0.2297718832312634,2024H1
2024-03,35-40,2,196643,733484,0.26809446422825856,2024H1
2024-03,35-40,3,164787,733484,0.22466338734041916,2024H1
2024-03,35-40,4,203520,733484,0.2774702652000589,2024H1
2024-04,35-40,1,166327,739151,0.2250243860861989,2024H1
2024-04,35-40,2,191845,739151,0.25954777846475213,2024H1
2024-04,35-40,3,172593,739151,0.23350167962973736,2024H1
2024-04,35-40,4,208386,739151,0.28192615581931163,2024H1
2024-05,35-40,1,165515,744670,0.2222662387366216,2024H1
2024-05,35-40,2,192237,744670,0.25815059019431424,2024H1
2024-05,35-40,3,175961,744670,0.23629392885439188,2024H1
2024-05,35-40,4,210957,744670,0.2832892422146723,2024H1
2024-06,35-40,1,157849,757559,0.20836528904019358,2024H1
2024-06,35-40,2,185654,757559,0.24506870091966435,2024H1
2024-06,35-40,3,193551,757559,0.25549297150452965,2024H1
2024-06,35-40,4,220505,757559,0.2910730385356124,2024H1
2024-07,35-40,1,166197,742154,0.2239386973593082,2024H2
2024-07,35-40,2,182966,742154,0.2465337382807342,2024H2
2024-07,35-40,3,183609,742154,0.24740013528189567,2024H2
2024-07,35-40,4,209382,742154,0.282127429078062,2024H2
2024-08,35-40,1,165214,731761,0.22577590224130556,2024H2
2024-08,35-40,2,186005,731761,0.25418818439353835,2024H2
2024-08,35-40,3,174329,731761,0.23823215503422565,2024H2
2024-08,35-40,4,206213,731761,0.28180375833093047,2024H2
2024-09,35-40,1,168255,745341,0.22574231123740676,2024H2
2024-09,35-40,2,191290,745341,0.2566476284009601,2024H2
2024-09,35-40,3,177215,745341,0.2377636544883483,2024H2
2024-09,35-40,4,208581,745341,0.27984640587328485,2024H2
2024-10,35-40,1,164366,740285,0.2220307043908765,2024H2
2024-10,35-40,2,185317,740285,0.2503319667425383,2024H2
2024-10,35-40,3,182040,740285,0.24590529323166077,2024H2
2024-10,35-40,4,208562,740285,0.2817320356349244,2024H2
2024-11,35-40,1,163579,737001,0.22195220902006918,2024H2
2024-11,35-40,2,185316,737001,0.2514460631668071,2024H2
2024-11,35-40,3,180190,737001,0.24449084872340743,2024H2
2024-11,35-40,4,207916,737001,0.28211087908971627,2024H2
2024-12,35-40,1,162377,742930,0.21856298709165062,2024H2
2024-12,35-40,2,184213,742930,0.24795471982555556,2024H2
2024-12,35-40,3,185338,742930,0.24946899438708897,2024H2
2024-12,35-40,4,211002,742930,0.28401329869570485,2024H2
2025-01,35-40,1,165084,744171,0.2218361102488541,2025H1
2025-01,35-40,2,182135,744171,0.2447488547659073,2025H1
2025-01,35-40,3,182792,744171,0.24563171636626527,2025H1
2025-01,35-40,4,214160,744171,0.2877833186189733,2025H1
2025-02,35-40,1,164437,745304,0.22063077616650387,2025H1
2025-02,35-40,2,189586,745304,0.25437405407726243,2025H1
2025-02,35-40,3,177840,745304,0.23861404205532238,2025H1
2025-02,35-40,4,213441,745304,0.2863811277009113,2025H1
2025-03,35-40,1,165522,743830,0.2225266525953511,2025H1
2025-03,35-40,2,192221,743830,0.2584206068590941,2025H1
2025-03,35-40,3,175305,743830,0.23567885135044297,2025H1
2025-03,35-40,4,210782,743830,0.2833738891951118,2025H1
2025-04,35-40,1,163182,750142,0.2175348134086613,2025H1
2025-04,35-40,2,188494,750142,0.25127775807780395,2025H1
2025-04,35-40,3,183433,750142,0.24453103545728674,2025H1
2025-04,35-40,4,215033,750142,0.286656393056248,2025H1
2025-05,35-40,1,161264,755237,0.21352767409435713,2025H1
2025-05,35-40,2,183486,755237,0.242951550308049,2025H1
2025-05,35-40,3,192344,755237,0.2546803188932746,2025H1
2025-05,35-40,4,218143,755237,0.2888404567043193,2025H1
2025-06,35-40,1,152502,769360,0.1982192991577415,2025H1
2025-06,35-40,2,178279,769360,0.2317237704065717,2025H1
2025-06,35-40,3,210471,769360,0.2735663408547364,2025H1
2025-06,35-40,4,228108,769360,0.2964905895809504,2025H1
2019-01,41-49,1,204575,1029234,0.19876432375922287,2019H1
2019-01,41-49,2,284594,1029234,0.2765104922690078,2019H1
2019-01,41-49,3,219904,1029234,0.21365792424268923,2019H1
2019-01,41-49,4,320161,1029234,0.31106725972908006,2019H1
