year_month,coef,se,date,ci_lo,ci_hi
2024-09,-0.1549327737197549,0.07875076276656584,2024-09-01,-0.3092842687422239,-0.0005812786972858586
2024-10,-0.10026314291409406,0.07275428264946994,2024-10-01,-0.24286153690705514,0.04233525107886703
2024-11,-0.0763819364320015,0.07375417201156864,2024-11-01,-0.22094011357467605,0.06817624071067305
2024-12,-0.003521781832580474,0.06866769931769104,2024-12-01,-0.1381104724952549,0.13106690883009395
2025-01,-0.28193927640746963,0.06971805999673349,2025-01-01,-0.41858667400106725,-0.145291878813872
2025-02,-0.2713376420717199,0.06090204529284971,2025-02-01,-0.3907056508457053,-0.15196963329773447
2025-03,-0.2963317607245392,0.06679624828317962,2025-03-01,-0.42725240735957126,-0.16541111408950715
2025-04,-0.14771024859815385,0.06646850406898464,2025-04-01,-0.27798851657336376,-0.01743198062294396
2025-05,-0.1270756173481829,0.0694162837053045,2025-05-01,-0.2631315334105797,0.008980298714213936
2025-06,-0.07897383698233962,0.06819759977069134,2025-06-01,-0.21264113253289466,0.05469345856821542
2025-07,-0.23453876341104843,0.07471668903032572,2025-07-01,-0.3809834739104868,-0.08809405291161002
2025-08,-0.3598580677061162,0.08190795795626866,2025-08-01,-0.5203976653004028,-0.19931847011182965
2025-09,-0.27057446030232857,0.07731290287574537,2025-09-01,-0.4221077499387895,-0.11904117066586764
2025-10,-0.14007271970102717,0.07838677156353503,2025-10-01,-0.29371079196555583,0.013565352563501498
2025-11,-0.19137291120496422,0.07388265140600273,2025-11-01,-0.3361829079607296,-0.04656291444919888
2025-12,-0.03477929664605298,0.06938158559544795,2025-12-01,-0.17076720441313095,0.101208611121025
