variable,coefficient,std_error,p_value
post_rb_x_high,-0.08838534638633468,0.03230408933926947,0.006222491680718312
post_gpt_x_high,0.01926452903580851,0.04017837559610039,0.6316047053849871
time_x_high,-0.0010410541822889797,0.0036012381932341688,0.7725206913493308
time_sq_x_high,-2.4206821973693827e-05,4.1259393417122114e-05,0.5574113025739154
