"term","rb_x_high_x_young","rb_x_high_x_female","rb_x_high_x_young_x_female","interim_x_high_x_young","interim_x_high_x_female","interim_x_high_x_young_x_female","post_x_high_x_young","post_x_high_x_female","post_x_high_x_young_x_female","q1_x_high_x_young","q1_x_high_x_female","q1_x_high_x_young_x_female","q2_x_high_x_young","q2_x_high_x_female","q2_x_high_x_young_x_female","q3_x_high_x_young","q3_x_high_x_female","q3_x_high_x_young_x_female","rb_x_highwfh_x_young","rb_x_highwfh_x_female","rb_x_highwfh_x_young_x_female","interim_x_highwfh_x_young","interim_x_highwfh_x_female","interim_x_highwfh_x_young_x_female","post_x_highwfh_x_young","post_x_highwfh_x_female","post_x_highwfh_x_young_x_female","q1_x_highwfh_x_young","q1_x_highwfh_x_female","q1_x_highwfh_x_young_x_female","q2_x_highwfh_x_young","q2_x_highwfh_x_female","q2_x_highwfh_x_young_x_female","q3_x_highwfh_x_young","q3_x_highwfh_x_female","q3_x_highwfh_x_young_x_female"
"rb_x_highwfh_x_young_x_female",3.21640206127386e-05,-5.84276676563447e-07,-5.26218058843841e-05,3.96071804736095e-06,6.55774619017466e-08,-5.65612232001097e-06,1.85880498177215e-05,1.0111368719694e-06,-1.12605487956136e-05,1.00333092608203e-05,1.90230117588311e-06,-1.48686524261809e-05,5.40848037871501e-06,8.86638305815051e-07,-1.83818670190319e-06,-4.47177349168297e-06,1.74047312361578e-06,-2.82478386400937e-07,-1.51054047697592e-05,-8.93276993641794e-08,3.00895911713305e-05,-3.10021815703479e-07,1.72039180739812e-07,1.44240560052334e-06,-4.66772453768024e-06,3.38398223815003e-09,3.34187345016905e-06,-4.60211411929854e-06,-7.75504988614927e-07,6.41412512611063e-06,-1.61755133510029e-06,-3.64856330354956e-07,-3.49679400814748e-07,3.07894591648131e-06,-7.56036866973367e-07,9.04204960363238e-08
"interim_x_highwfh_x_young",-9.95029335415503e-06,-1.05142810545858e-06,3.68695092982635e-06,-4.47610072858627e-05,-2.66984024305793e-06,2.61340135744497e-05,-8.82155923672823e-05,-8.81232022323687e-06,6.00311636382401e-05,-1.0890841552636e-05,3.04647893248201e-07,4.86676494679788e-06,-9.07466904924024e-06,9.1148223931783e-07,2.08766838270373e-06,-5.19378728680073e-06,7.81681768385429e-07,-3.97614611117315e-06,3.88941911970699e-06,3.16073428019985e-07,-3.10021815703479e-07,2.30243993065489e-05,6.83147515284636e-07,-1.34548301205928e-05,3.98178379240405e-05,2.78556262947658e-06,-2.65285345168486e-05,4.85727477168142e-06,-1.26246982513601e-07,-1.03434320598333e-06,3.59753981837781e-06,-3.58112217137365e-07,-5.55715494498294e-07,2.55068809742232e-06,-3.86601887039395e-07,1.36474924460327e-06
"interim_x_highwfh_x_female",-1.09328795454079e-06,-2.02075255749674e-07,2.61997052824684e-07,-2.61945727905969e-06,-4.07014276174451e-06,3.74513438010525e-06,-9.81461053560079e-06,-6.33810333558757e-06,5.92043812535733e-06,4.39361615801191e-07,-4.89100970526754e-07,1.85831259136206e-06,2.3825787281588e-07,-3.456803337137e-07,2.0397151649218e-06,-2.2656959559825e-06,-6.98945297928907e-07,1.74942321184351e-06,2.65961746514884e-07,2.43702953679005e-07,1.72039180739812e-07,6.83147515284636e-07,2.78573816608377e-06,-2.26512263193418e-06,3.6634149591883e-06,4.04030328982312e-06,-3.53437731769261e-06,1.03733602732327e-07,1.45388686764735e-07,-6.53453568839721e-07,2.38654126793061e-07,1.51253792844136e-07,-8.73674218692788e-07,3.11981613697869e-07,3.2491391585816e-07,-5.25634812231102e-07
"interim_x_highwfh_x_young_x_female",8.96288059928826e-06,1.79708265919378e-09,-5.91751479077561e-06,2.67855723837285e-05,4.12287794870172e-06,-4.18450005374009e-05,5.41284028017382e-05,9.16032651001383e-06,-5.40439330367602e-05,1.36163982833867e-06,1.21096487518887e-06,-5.15003106222483e-06,-1.29115568534043e-06,1.01321337886108e-06,-5.13978860718541e-06,-3.18038096535003e-06,1.36792984377214e-06,-3.57320052293431e-06,-2.94593003384739e-06,7.62717117601411e-08,1.44240560052334e-06,-1.34548301205928e-05,-2.26512263193418e-06,2.47802052923109e-05,-2.32178697774651e-05,-4.3184192435633e-06,2.92192282955245e-05,-1.05074154540072e-06,-4.10502940098731e-07,7.02352558129077e-07,-1.12149311101345e-07,-4.47171234504137e-07,1.58136734395741e-06,1.51329428207577e-06,-6.65242682341531e-07,2.37785345569286e-06
"post_x_highwfh_x_young",-3.53011002154745e-05,-6.71691812268455e-06,1.71780127219326e-05,-8.82033300970693e-05,-9.72221577350481e-06,5.19861457584573e-05,-0.000325106106672429,-3.83411980000487e-05,0.000195975832437062,-4.7538366669665e-05,-2.98417100397495e-06,3.04547036638452e-05,-3.85801047360696e-05,-7.39286491776225e-07,2.90121606524974e-05,-6.91911261629444e-06,-2.64796861985418e-06,-2.31546427541318e-06,1.30895840128521e-05,2.72615895308825e-06,-4.66772453768024e-06,3.98178379240405e-05,3.6634149591883e-06,-2.32178697774651e-05,0.000137372537870109,1.43212147032555e-05,-8.39982013486488e-05,2.08877921131186e-05,1.13931592485874e-06,-1.09047922437417e-05,1.58701552839898e-05,3.07320289075839e-07,-1.08675350412692e-05,2.73103021513547e-06,9.50309089585004e-07,5.9107387212028e-07
"post_x_highwfh_x_female",-4.9822559885731e-06,-7.99425089611199e-07,1.44816421072184e-06,-8.72561145520908e-06,-6.311391209292e-06,8.91091970969076e-06,-3.82787339363211e-05,-1.48412347029945e-05,2.38657961385715e-05,-2.86091471732158e-06,-4.9884199843749e-07,6.02031431464084e-06,-2.25844307828545e-06,-4.12396636916273e-07,6.40896071716242e-06,-2.15843712453078e-06,-1.00084453230463e-06,2.52897637615902e-06,1.70155631047462e-06,5.52899367921902e-07,3.38398223815003e-09,2.78556262947658e-06,4.04030328982312e-06,-4.3184192435633e-06,1.43212147032555e-05,8.66044266405365e-06,-1.06670960266784e-05,1.4290673185668e-06,3.89357828006661e-08,-1.95957435539253e-06,1.24483267589209e-06,1.68200969360441e-07,-2.46585535610203e-06,-5.20110644814081e-08,4.32863679545698e-07,-9.03772883737364e-07
"post_x_highwfh_x_young_x_female",1.73168692598044e-05,3.6203463444271e-06,-1.04499440240279e-05,6.20687292240571e-05,6.7031441668847e-06,-5.40067657634095e-05,0.000200027053692775,2.49000881915674e-05,-0.000185593468894025,2.72716518788995e-05,-6.21736018620853e-07,-2.15902949736897e-05,2.5928999913921e-05,-9.24969485150349e-07,-1.73068197313167e-05,1.21459649531894e-07,3.05112523199729e-07,-5.27777446280124e-06,-6.3287437821656e-06,-1.61597519103893e-06,3.34187345016905e-06,-2.65285345168486e-05,-3.53437731769261e-06,2.92192282955245e-05,-8.39982013486488e-05,-1.06670960266784e-05,9.04190016292152e-05,-1.11700426790204e-05,2.0601326519305e-07,7.20271307591187e-06,-1.02725843810496e-05,2.7094140945023e-07,6.28655419375297e-06,7.25927082065292e-07,-3.03575212448564e-07,3.04475552903955e-06
"q1_x_highwfh_x_young",-1.2172155287893e-05,-1.0754491589866e-06,9.71892734489533e-06,-1.09265843080532e-05,1.81051470872507e-07,3.06410135454915e-06,-4.77270445131923e-05,-3.10145007690649e-06,2.83258709785443e-05,-3.82708504189931e-05,-7.1177084606049e-07,1.40721596359749e-05,-2.91643566682854e-05,-4.65710382180715e-08,1.37342468580155e-05,-5.00428573593656e-06,2.75683790561543e-07,-1.58315431163156e-06,5.41995809601876e-06,4.6534253810605e-07,-4.60211411929854e-06,4.85727477168142e-06,1.03733602732327e-07,-1.05074154540072e-06,2.08877921131186e-05,1.4290673185668e-06,-1.11700426790204e-05,1.61205954987395e-05,6.26050893687008e-08,-4.71747480194622e-06,1.15410906037961e-05,-7.67970596351416e-08,-4.3374540029251e-06,3.08488374229854e-06,-1.51364565679305e-07,6.18567724653617e-07
"q1_x_highwfh_x_female",-1.67122665137587e-06,3.33067813673463e-07,2.3013607504109e-06,4.28453183695164e-07,-4.39564740846595e-07,1.49799924350609e-06,-3.35352369689603e-06,-3.47251260205267e-07,-1.29064776950523e-06,-4.29418125573192e-07,-2.04724988874055e-06,3.04786587933599e-06,-4.9696258910684e-07,-1.15521998104707e-06,2.12504603719136e-06,2.785309914046e-06,-8.42177178617548e-07,-2.75871074770478e-07,4.48097582923865e-07,-9.38838951094689e-08,-7.75504988614927e-07,-1.26246982513601e-07,1.45388686764735e-07,-4.10502940098731e-07,1.13931592485874e-06,3.89357828006661e-08,2.0601326519305e-07,6.26050893687008e-08,9.44452677764052e-07,-1.74497695857942e-06,2.04024694875987e-07,5.33368108677349e-07,-1.09723169217597e-06,-7.27037171540571e-07,3.80714123877194e-07,-9.52738435330376e-08
"q1_x_highwfh_x_young_x_female",1.02236443915018e-05,-1.66467506504672e-06,-1.52125105389108e-05,3.6787594287561e-06,1.4940357226273e-06,-5.47843210023525e-06,2.89506499854958e-05,5.15823625767917e-06,-1.93975206171366e-05,1.54443612073983e-05,3.39666062055507e-06,-3.34320743049067e-05,1.49743613079972e-05,1.44342989415097e-06,-1.84966330553845e-05,-1.42816928468755e-05,1.09428207645036e-06,1.35877057994135e-06,-4.33840415163687e-06,6.95245849339682e-07,6.41412512611063e-06,-1.03434320598333e-06,-6.53453568839721e-07,7.02352558129077e-07,-1.09047922437417e-05,-1.95957435539253e-06,7.20271307591187e-06,-4.71747480194622e-06,-1.74497695857942e-06,2.06451322857577e-05,-5.24057820519114e-06,-7.66415670842779e-07,1.12635606918187e-05,4.34880901835605e-06,-6.27341180111652e-07,-5.28823073690298e-07
"q2_x_highwfh_x_young",-4.38553670773753e-06,2.50976300413054e-07,4.64356409799317e-06,-9.0239559128286e-06,-2.05891837855922e-08,-2.66450576218361e-07,-3.8432863221066e-05,-2.61719687199467e-06,2.58290591269887e-05,-2.91009031224767e-05,-7.936868582832e-07,1.47878373042432e-05,-3.18237203553908e-05,-1.65843630537929e-07,1.28769231581861e-05,-6.73658899458042e-06,1.47186697680414e-07,-2.30888153677454e-08,1.59124582842669e-06,-1.11730942795836e-09,-1.61755133510029e-06,3.59753981837781e-06,2.38654126793061e-07,-1.12149311101345e-07,1.58701552839898e-05,1.24483267589209e-06,-1.02725843810496e-05,1.15410906037961e-05,2.04024694875987e-07,-5.24057820519114e-06,1.27712645294725e-05,4.18051837221143e-08,-4.61122981498789e-06,4.57811927483831e-06,4.88235610927602e-08,-4.3509087424859e-07
"q2_x_highwfh_x_female",-1.01774589690358e-06,4.52420715848117e-07,1.21936649143154e-06,8.88744702966715e-07,-3.02879024809136e-07,1.28846746508251e-06,-1.16994265649062e-06,-3.09112894819876e-07,-1.1571556939248e-06,-8.72378009429391e-08,-1.17581948071611e-06,1.43257152219705e-06,-9.08395598601303e-08,-1.01270257879978e-06,1.66893586708998e-06,1.50680299405594e-06,-6.7853723606234e-07,1.48648274686172e-07,3.0375493554424e-07,-2.46950842441231e-07,-3.64856330354956e-07,-3.58112217137365e-07,1.51253792844136e-07,-4.47171234504137e-07,3.07320289075839e-07,1.68200969360441e-07,2.7094140945023e-07,-7.67970596351416e-08,5.33368108677349e-07,-7.66415670842779e-07,4.18051837221143e-08,5.04509245016302e-07,-7.69956174130861e-07,-3.35124170796579e-07,3.40257235121728e-07,-2.60774541068488e-07
"q2_x_highwfh_x_young_x_female",3.7442367303111e-06,-4.25127832021234e-07,-1.86646148215236e-06,1.53025621390706e-06,1.7310317762189e-06,-5.46110509071951e-06,2.8769820168711e-05,5.77545266173051e-06,-1.61735457860184e-05,1.46393880844398e-05,2.30358513030156e-06,-1.87284144081527e-05,1.25039160558147e-05,1.63235905335712e-06,-1.88676009780139e-05,-6.5992230259369e-06,1.03834994928404e-06,-3.20940963260715e-06,-1.05864679914106e-06,2.21433122720423e-07,-3.49679400814748e-07,-5.55715494498294e-07,-8.73674218692788e-07,1.58136734395741e-06,-1.08675350412692e-05,-2.46585535610203e-06,6.28655419375297e-06,-4.3374540029251e-06,-1.09723169217597e-06,1.12635606918187e-05,-4.61122981498789e-06,-7.69956174130861e-07,1.03216650036577e-05,1.16310798046624e-06,-5.65873860837996e-07,1.97043311654979e-06
"q3_x_highwfh_x_young",6.90729745249373e-07,-5.4635303709842e-07,-4.54668119809435e-06,-5.21550990810968e-06,-1.21144305222497e-06,-4.12615357820533e-06,-6.94042953433125e-06,-7.06995632846252e-07,-1.25992469927573e-06,-5.10653651140353e-06,1.88861089839788e-06,-1.17358870830736e-05,-6.84268676451339e-06,1.059232573585e-06,-5.50919369951003e-06,-3.96323010228955e-05,2.2437634302338e-07,8.44002221282515e-06,-5.48168962154671e-07,2.27710567456679e-07,3.07894591648131e-06,2.55068809742232e-06,3.11981613697869e-07,1.51329428207577e-06,2.73103021513547e-06,-5.20110644814081e-08,7.25927082065292e-07,3.08488374229854e-06,-7.27037171540571e-07,4.34880901835605e-06,4.57811927483831e-06,-3.35124170796579e-07,1.16310798046624e-06,1.63934590733994e-05,-1.59698641260059e-07,-1.77132613892708e-06
"q3_x_highwfh_x_female",-1.59449911135512e-06,3.56226146316454e-07,2.08777591384279e-06,1.00396875017108e-06,-6.44469620655899e-07,1.38868178961357e-06,-2.75068578858426e-06,-8.91189290597644e-07,-1.2392691203672e-07,6.40503739009598e-07,-8.94335450709789e-07,1.20210591915464e-06,5.0106939313353e-07,-7.05889081144679e-07,1.06295278604227e-06,1.89348049855564e-07,-1.12815089903596e-06,1.33201364441537e-06,5.40394844914687e-07,-1.50908434173179e-07,-7.56036866973367e-07,-3.86601887039395e-07,3.2491391585816e-07,-6.65242682341531e-07,9.50309089585004e-07,4.32863679545698e-07,-3.03575212448564e-07,-1.51364565679305e-07,3.80714123877194e-07,-6.27341180111652e-07,4.88235610927602e-08,3.40257235121728e-07,-5.65873860837996e-07,-1.59698641260059e-07,6.02101172703895e-07,-7.88857355646063e-07
"q3_x_highwfh_x_young_x_female",-1.44880942813466e-07,-1.87724372838348e-08,-6.45132183746522e-07,-4.44276693430665e-06,1.07904803251747e-06,-3.09520142924076e-06,-2.47718681855781e-06,1.56233793764388e-06,-4.50427980371731e-06,-1.83545462946451e-06,3.5367564915206e-07,-7.1148909260987e-07,-1.26784061202188e-07,4.97504411401441e-07,-4.03486664326339e-06,8.88748101129331e-06,1.36920341439962e-06,-1.71657405573156e-05,4.45575306552415e-07,3.21119107701375e-08,9.04204960363238e-08,1.36474924460327e-06,-5.25634812231102e-07,2.37785345569286e-06,5.9107387212028e-07,-9.03772883737364e-07,3.04475552903955e-06,6.18567724653617e-07,-9.52738435330376e-08,-5.28823073690298e-07,-4.3509087424859e-07,-2.60774541068488e-07,1.97043311654979e-06,-1.77132613892708e-06,-7.88857355646063e-07,9.20535888685411e-06
