ssyk4,year_month,n_ads
2614,2021-11,95
2614,2021-12,105
2614,2022-01,107
2614,2022-02,121
2614,2022-03,108
2614,2022-04,109
2614,2022-05,117
2614,2022-06,95
2614,2022-07,49
2614,2022-08,80
2614,2022-09,99
2614,2022-10,116
2614,2022-11,90
2614,2022-12,94
2614,2023-01,101
2614,2023-02,77
2614,2023-03,90
2614,2023-04,78
2614,2023-05,113
2614,2023-06,87
2614,2023-07,45
2614,2023-08,63
2614,2023-09,84
2614,2023-10,113
2614,2023-11,61
2614,2023-12,72
2614,2024-01,81
2614,2024-02,82
2614,2024-03,72
2614,2024-04,74
2614,2024-05,77
2614,2024-06,80
2614,2024-07,63
2614,2024-08,56
2614,2024-09,74
2614,2024-10,78
2614,2024-11,79
2614,2024-12,47
2614,2025-01,55
2614,2025-02,78
2614,2025-03,67
2614,2025-04,68
2614,2025-05,67
2614,2025-06,43
2614,2025-07,45
2614,2025-08,43
2614,2025-09,54
2614,2025-10,77
2614,2025-11,55
2614,2025-12,67
2615,2020-01,37
2615,2020-02,55
2615,2020-03,43
2615,2020-04,35
2615,2020-05,30
2615,2020-06,33
2615,2020-07,25
2615,2020-08,21
2615,2020-09,37
2615,2020-10,44
2615,2020-11,37
2615,2020-12,43
2615,2021-01,43
2615,2021-02,57
2615,2021-03,65
2615,2021-04,50
2615,2021-05,57
2615,2021-06,42
2615,2021-07,38
2615,2021-08,28
2615,2021-09,65
2615,2021-10,61
2615,2021-11,64
2615,2021-12,70
2615,2022-01,48
2615,2022-02,56
2615,2022-03,94
2615,2022-04,66
2615,2022-05,75
2615,2022-06,47
2615,2022-07,33
2615,2022-08,38
2615,2022-09,59
2615,2022-10,76
2615,2022-11,64
2615,2022-12,67
2615,2023-01,71
2615,2023-02,72
2615,2023-03,64
2615,2023-04,62
2615,2023-05,66
2615,2023-06,38
2615,2023-07,33
2615,2023-08,33
2615,2023-09,42
2615,2023-10,52
2615,2023-11,39
2615,2023-12,46
2615,2024-01,39
2615,2024-02,39
2615,2024-03,74
2615,2024-04,61
2615,2024-05,43
2615,2024-06,19
2615,2024-07,21
2615,2024-08,24
2615,2024-09,37
2615,2024-10,52
2615,2024-11,45
2615,2024-12,55
2615,2025-01,67
2615,2025-02,59
2615,2025-03,56
2615,2025-04,67
2615,2025-05,85
2615,2025-06,37
2615,2025-07,28
2615,2025-08,33
2615,2025-09,59
2615,2025-10,66
2615,2025-11,77
2615,2025-12,100
2619,2020-01,41
2619,2020-02,50
2619,2020-03,24
2619,2020-04,23
2619,2020-05,34
2619,2020-06,17
2619,2020-07,29
2619,2020-08,55
2619,2020-09,33
2619,2020-10,47
2619,2020-11,40
2619,2020-12,23
2619,2021-01,42
2619,2021-02,43
2619,2021-03,50
2619,2021-04,63
2619,2021-05,56
2619,2021-06,53
2619,2021-07,33
2619,2021-08,45
2619,2021-09,56
2619,2021-10,50
2619,2021-11,40
2619,2021-12,46
2619,2022-01,46
2619,2022-02,59
2619,2022-03,70
2619,2022-04,53
2619,2022-05,39
2619,2022-06,37
2619,2022-07,29
2619,2022-08,44
2619,2022-09,30
2619,2022-10,64
2619,2022-11,46
2619,2022-12,43
2619,2023-01,58
2619,2023-02,55
2619,2023-03,65
2619,2023-04,44
2619,2023-05,39
2619,2023-06,33
2619,2023-07,31
2619,2023-08,26
2619,2023-09,38
2619,2023-10,52
2619,2023-11,43
2619,2023-12,36
2619,2024-01,33
2619,2024-02,57
2619,2024-03,48
2619,2024-04,37
2619,2024-05,32
2619,2024-06,33
2619,2024-07,15
2619,2024-08,30
2619,2024-09,40
2619,2024-10,46
2619,2024-11,41
2619,2024-12,44
2619,2025-01,32
2619,2025-02,42
2619,2025-03,57
2619,2025-04,52
2619,2025-05,43
2619,2025-06,35
2619,2025-07,20
2619,2025-08,38
2619,2025-09,49
2619,2025-10,60
2619,2025-11,43
2619,2025-12,64
2621,2020-01,14
2621,2020-02,20
2621,2020-03,8
2621,2020-04,6
2621,2020-05,6
2621,2020-06,6
2621,2020-07,4
2621,2020-08,3
2621,2020-09,5
2621,2020-10,9
2621,2020-11,11
2621,2020-12,7
2621,2021-01,10
2621,2021-02,6
2621,2021-03,6
2621,2021-04,16
2621,2021-05,20
2621,2021-06,14
2621,2021-07,8
2621,2021-08,9
2621,2021-09,12
2621,2021-10,10
2621,2021-11,28
2621,2021-12,23
2621,2022-01,16
2621,2022-02,23
2621,2022-03,19
2621,2022-04,23
2621,2022-05,16
2621,2022-06,13
2621,2022-07,9
2621,2022-08,14
2621,2022-09,9
2621,2022-10,9
2621,2022-11,20
2621,2022-12,18
2621,2023-01,15
2621,2023-02,24
2621,2023-03,25
2621,2023-04,16
2621,2023-05,19
2621,2023-06,15
2621,2023-07,6
2621,2023-08,12
2621,2023-09,17
2621,2023-10,18
2621,2023-11,14
2621,2023-12,8
2621,2024-01,12
2621,2024-02,15
2621,2024-03,21
2621,2024-04,16
2621,2024-05,20
2621,2024-06,7
2621,2024-07,5
2621,2024-08,7
2621,2024-09,8
2621,2024-10,15
2621,2024-11,17
2621,2024-12,20
2621,2025-01,22
2621,2025-02,23
2621,2025-03,19
2621,2025-04,16
2621,2025-05,24
2621,2025-06,16
2621,2025-07,8
2621,2025-08,7
2621,2025-09,14
2621,2025-10,10
2621,2025-11,11
2621,2025-12,21
2622,2020-01,83
2622,2020-02,112
2622,2020-03,78
2622,2020-04,69
2622,2020-05,80
2622,2020-06,62
2622,2020-07,39
2622,2020-08,33
2622,2020-09,96
2622,2020-10,71
2622,2020-11,83
2622,2020-12,70
2622,2021-01,63
2622,2021-02,87
2622,2021-03,99
2622,2021-04,137
2622,2021-05,130
2622,2021-06,98
2622,2021-07,48
2622,2021-08,78
2622,2021-09,144
2622,2021-10,128
2622,2021-11,133
2622,2021-12,140
2622,2022-01,121
2622,2022-02,129
2622,2022-03,141
2622,2022-04,115
2622,2022-05,138
2622,2022-06,98
2622,2022-07,60
2622,2022-08,120
2622,2022-09,110
2622,2022-10,160
2622,2022-11,122
2622,2022-12,126
2622,2023-01,107
2622,2023-02,108
2622,2023-03,140
2622,2023-04,103
2622,2023-05,135
2622,2023-06,68
2622,2023-07,67
2622,2023-08,73
2622,2023-09,89
2622,2023-10,80
2622,2023-11,76
2622,2023-12,85
2622,2024-01,85
2622,2024-02,83
2622,2024-03,110
2622,2024-04,96
2622,2024-05,100
2622,2024-06,62
2622,2024-07,45
2622,2024-08,52
2622,2024-09,78
2622,2024-10,94
2622,2024-11,66
2622,2024-12,84
2622,2025-01,79
2622,2025-02,125
2622,2025-03,135
2622,2025-04,128
2622,2025-05,142
2622,2025-06,93
2622,2025-07,87
2622,2025-08,81
2622,2025-09,111
2622,2025-10,117
2622,2025-11,125
2622,2025-12,85
2623,2020-01,37
2623,2020-02,24
2623,2020-03,30
2623,2020-04,26
2623,2020-05,14
2623,2020-06,18
2623,2020-07,6
2623,2020-08,7
2623,2020-09,9
2623,2020-10,19
2623,2020-11,22
2623,2020-12,25
2623,2021-01,9
2623,2021-02,19
2623,2021-03,20
2623,2021-04,30
2623,2021-05,18
2623,2021-06,21
2623,2021-07,6
2623,2021-08,12
2623,2021-09,18
2623,2021-10,29
2623,2021-11,32
2623,2021-12,16
2623,2022-01,18
2623,2022-02,20
2623,2022-03,54
2623,2022-04,29
2623,2022-05,27
2623,2022-06,32
2623,2022-07,19
2623,2022-08,14
2623,2022-09,20
2623,2022-10,22
2623,2022-11,26
2623,2022-12,24
2623,2023-01,26
2623,2023-02,30
2623,2023-03,32
2623,2023-04,18
2623,2023-05,25
2623,2023-06,30
2623,2023-07,14
2623,2023-08,10
2623,2023-09,28
2623,2023-10,18
2623,2023-11,25
2623,2023-12,22
2623,2024-01,18
2623,2024-02,30
2623,2024-03,17
2623,2024-04,36
2623,2024-05,30
2623,2024-06,21
2623,2024-07,8
2623,2024-08,17
2623,2024-09,20
2623,2024-10,18
2623,2024-11,18
2623,2024-12,34
2623,2025-01,21
2623,2025-02,25
2623,2025-03,28
2623,2025-04,27
2623,2025-05,27
2623,2025-06,27
2623,2025-07,7
2623,2025-08,18
2623,2025-09,13
2623,2025-10,20
2623,2025-11,38
2623,2025-12,31
2641,2020-01,34
2641,2020-02,21
2641,2020-03,28
2641,2020-04,14
2641,2020-05,10
2641,2020-06,18
2641,2020-07,7
2641,2020-08,9
2641,2020-09,17
2641,2020-10,21
2641,2020-11,17
2641,2020-12,29
2641,2021-01,15
2641,2021-02,8
2641,2021-03,48
2641,2021-04,20
2641,2021-05,25
2641,2021-06,33
2641,2021-07,4
2641,2021-08,3
2641,2021-09,3
2641,2021-10,6
2641,2021-11,7
2641,2021-12,7
2641,2022-01,5
2641,2022-02,9
2641,2022-03,6
2641,2022-04,5
2641,2022-05,4
2641,2022-06,9
2641,2022-07,5
2641,2022-08,5
2641,2022-09,8
2641,2022-10,8
2641,2022-11,15
2641,2022-12,11
2641,2023-01,7
2641,2023-02,6
2641,2023-03,3
2641,2023-04,2
2641,2023-05,2
2641,2023-06,2
2641,2023-07,1
2641,2023-08,1
2641,2023-09,5
2641,2023-10,5
2641,2023-12,2
2641,2024-01,1
2641,2024-02,6
2641,2024-03,1
2641,2024-04,4
2641,2024-05,2
2641,2024-06,4
2641,2024-07,4
2641,2024-08,1
2641,2024-09,4
2641,2024-10,7
2641,2024-11,3
2641,2024-12,2
2641,2025-01,2
2641,2025-02,4
2641,2025-03,4
2641,2025-04,4
2641,2025-05,3
2641,2025-06,3
2641,2025-07,4
2641,2025-08,3
2641,2025-09,1
2641,2025-10,1
2641,2025-11,1
2641,2025-12,1
2642,2020-01,111
2642,2020-02,48
2642,2020-03,38
2642,2020-04,36
2642,2020-05,26
2642,2020-06,38
2642,2020-07,19
2642,2020-08,33
2642,2020-09,30
2642,2020-10,53
2642,2020-11,42
2642,2020-12,53
2642,2021-01,112
2642,2021-02,63
2642,2021-03,52
2642,2021-04,52
2642,2021-05,72
2642,2021-06,61
2642,2021-07,28
2642,2021-08,46
2642,2021-09,60
2642,2021-10,74
2642,2021-11,78
2642,2021-12,127
2642,2022-01,121
2642,2022-02,116
2642,2022-03,97
2642,2022-04,79
2642,2022-05,93
2642,2022-06,73
2642,2022-07,25
2642,2022-08,54
2642,2022-09,104
2642,2022-10,68
2642,2022-11,58
2642,2022-12,98
2642,2023-01,119
2642,2023-02,63
2642,2023-03,73
2642,2023-04,86
2642,2023-05,89
2642,2023-06,49
2642,2023-07,60
2642,2023-08,37
2642,2023-09,34
2642,2023-10,37
2642,2023-11,40
2642,2023-12,46
2642,2024-01,71
2642,2024-02,42
2642,2024-03,45
2642,2024-04,32
2642,2024-05,25
2642,2024-06,13
2642,2024-07,11
2642,2024-08,30
2642,2024-09,29
2642,2024-10,27
2642,2024-11,25
2642,2024-12,48
2642,2025-01,95
2642,2025-02,22
2642,2025-03,19
2642,2025-04,40
2642,2025-05,31
2642,2025-06,12
2642,2025-07,11
2642,2025-08,22
2642,2025-09,12
2642,2025-10,19
2642,2025-11,35
2642,2025-12,52
2643,2020-01,18
2643,2020-02,23
2643,2020-03,45
2643,2020-04,28
2643,2020-05,29
2643,2020-06,13
2643,2020-07,6
2643,2020-08,8
2643,2020-09,18
2643,2020-10,57
2643,2020-11,41
2643,2020-12,16
2643,2021-01,11
2643,2021-02,9
2643,2021-03,15
2643,2021-04,14
2643,2021-05,30
2643,2021-06,16
2643,2021-07,18
2643,2021-08,21
2643,2021-09,35
2643,2021-10,23
2643,2021-11,42
2643,2021-12,33
2643,2022-01,32
2643,2022-02,50
2643,2022-03,57
2643,2022-04,28
2643,2022-05,37
2643,2022-06,11
2643,2022-07,9
2643,2022-08,34
2643,2022-09,30
2643,2022-10,30
2643,2022-11,58
2643,2022-12,24
2643,2023-01,31
2643,2023-02,14
2643,2023-03,55
2643,2023-04,40
2643,2023-05,31
2643,2023-06,26
2643,2023-07,4
2643,2023-08,6
2643,2023-09,25
2643,2023-10,40
2643,2023-11,19
2643,2023-12,10
2643,2024-01,25
2643,2024-02,28
2643,2024-03,13
2643,2024-04,27
2643,2024-05,26
2643,2024-06,10
2643,2024-07,4
2643,2024-08,23
2643,2024-09,10
2643,2024-10,21
2643,2024-11,13
2643,2024-12,19
2643,2025-01,25
2643,2025-02,51
2643,2025-03,8
2643,2025-04,37
2643,2025-05,19
2643,2025-06,36
2643,2025-07,11
2643,2025-08,11
2643,2025-09,14
2643,2025-10,52
2643,2025-11,11
2643,2025-12,7
2651,2020-01,5
2651,2020-02,9
2651,2020-03,9
2651,2020-04,4
2651,2020-06,4
2651,2020-07,2
2651,2020-09,4
2651,2020-10,5
2651,2020-11,11
2651,2020-12,7
2651,2021-01,7
2651,2021-02,4
2651,2021-03,8
2651,2021-04,4
2651,2021-05,4
2651,2021-06,3
2651,2021-07,2
2651,2021-08,4
2651,2021-09,4
2651,2021-10,6
2651,2021-11,6
2651,2021-12,6
2651,2022-01,7
2651,2022-02,7
2651,2022-03,27
2651,2022-04,32
2651,2022-05,28
2651,2022-06,20
2651,2022-07,26
2651,2022-08,12
2651,2022-09,14
2651,2022-11,8
2651,2022-12,3
2651,2023-01,5
2651,2023-02,11
2651,2023-03,5
2651,2023-04,6
2651,2023-05,5
2651,2023-06,6
2651,2023-07,4
2651,2023-08,1
2651,2023-09,5
2651,2023-10,2
2651,2023-11,1
2651,2023-12,2
2651,2024-01,3
2651,2024-02,5
2651,2024-03,6
2651,2024-04,4
2651,2024-05,6
2651,2024-06,3
2651,2024-08,1
2651,2024-09,3
2651,2024-10,5
2651,2024-11,7
2651,2024-12,10
2651,2025-01,2
2651,2025-02,4
2651,2025-03,6
2651,2025-04,1
2651,2025-05,2
2651,2025-06,2
2651,2025-07,2
2651,2025-08,2
2651,2025-09,1
2651,2025-10,1
2651,2025-11,3
2651,2025-12,5
2652,2020-01,11
2652,2020-02,17
2652,2020-03,15
2652,2020-04,14
2652,2020-05,6
2652,2020-06,9
2652,2020-07,7
2652,2020-08,7
2652,2020-09,10
2652,2020-10,13
2652,2020-11,7
2652,2020-12,3
2652,2021-01,4
2652,2021-02,5
2652,2021-03,6
2652,2021-04,20
2652,2021-05,17
2652,2021-06,18
2652,2021-07,10
2652,2021-08,12
2652,2021-09,15
2652,2021-10,6
2652,2021-11,15
2652,2021-12,12
2652,2022-01,18
2652,2022-02,16
2652,2022-03,22
2652,2022-04,16
2652,2022-05,31
2652,2022-06,27
2652,2022-07,15
2652,2022-08,18
2652,2022-09,20
2652,2022-10,25
2652,2022-11,23
2652,2022-12,9
2652,2023-01,19
2652,2023-02,14
2652,2023-03,19
2652,2023-04,15
2652,2023-05,22
2652,2023-06,15
2652,2023-07,6
2652,2023-08,11
2652,2023-09,19
2652,2023-10,16
2652,2023-11,18
2652,2023-12,12
2652,2024-01,20
2652,2024-02,23
2652,2024-03,24
2652,2024-04,26
2652,2024-05,16
2652,2024-06,15
2652,2024-07,4
2652,2024-08,11
2652,2024-09,20
2652,2024-10,14
2652,2024-11,15
2652,2024-12,21
2652,2025-01,19
2652,2025-02,23
2652,2025-03,17
2652,2025-04,17
2652,2025-05,23
2652,2025-06,12
2652,2025-07,6
2652,2025-08,8
2652,2025-09,14
2652,2025-10,25
2652,2025-11,21
2652,2025-12,22
2653,2020-01,17
2653,2020-02,2
2653,2020-03,1
2653,2020-04,5
2653,2020-05,4
2653,2020-06,7
2653,2020-07,1
2653,2020-08,3
2653,2020-09,3
2653,2020-10,1
2653,2020-11,13
2653,2020-12,2
2653,2021-01,1
2653,2021-03,4
2653,2021-04,3
2653,2021-05,24
2653,2021-06,3
2653,2021-07,3
2653,2021-08,11
2653,2021-09,11
2653,2021-10,8
2653,2021-11,11
2653,2021-12,5
2653,2022-01,3
2653,2022-05,4
2653,2022-06,4
2653,2022-07,3
2653,2022-08,3
2653,2022-09,2
2653,2022-11,1
2653,2022-12,7
2653,2023-01,4
2653,2023-04,2
2653,2023-05,5
2653,2023-06,3
2653,2023-07,2
2653,2023-08,1
2653,2023-09,2
2653,2023-10,4
2653,2023-11,3
2653,2023-12,2
2653,2024-01,7
2653,2024-02,1
2653,2024-03,2
2653,2024-04,2
2653,2024-05,2
2653,2024-06,3
2653,2024-07,1
2653,2024-11,3
2653,2024-12,1
2653,2025-01,2
2653,2025-02,3
2653,2025-03,3
2653,2025-04,3
2653,2025-05,2
2653,2025-06,2
2653,2025-09,2
2653,2025-10,4
2653,2025-11,4
2653,2025-12,1
2654,2020-01,20
2654,2020-02,27
2654,2020-03,20
2654,2020-04,17
2654,2020-05,18
2654,2020-06,22
2654,2020-07,10
2654,2020-08,22
2654,2020-09,13
2654,2020-10,29
2654,2020-11,24
2654,2020-12,29
2654,2021-01,17
2654,2021-02,19
2654,2021-03,28
2654,2021-04,26
2654,2021-05,36
2654,2021-06,29
2654,2021-07,44
2654,2021-08,43
2654,2021-09,79
2654,2021-10,77
2654,2021-11,114
2654,2021-12,85
2654,2022-01,76
2654,2022-02,99
2654,2022-03,107
2654,2022-04,70
2654,2022-05,115
2654,2022-06,81
2654,2022-07,48
2654,2022-08,59
2654,2022-09,86
2654,2022-10,74
2654,2022-11,70
2654,2022-12,61
2654,2023-01,64
2654,2023-02,66
2654,2023-03,86
2654,2023-04,48
2654,2023-05,76
2654,2023-06,52
2654,2023-07,28
2654,2023-08,33
2654,2023-09,47
2654,2023-10,61
2654,2023-11,58
2654,2023-12,31
2654,2024-01,27
2654,2024-02,41
2654,2024-03,20
2654,2024-04,28
2654,2024-05,23
2654,2024-06,12
2654,2024-07,6
2654,2024-08,18
2654,2024-09,31
2654,2024-10,20
2654,2024-11,27
2654,2024-12,17
2654,2025-01,22
2654,2025-02,19
2654,2025-03,27
2654,2025-04,29
2654,2025-05,15
2654,2025-06,15
2654,2025-07,12
2654,2025-08,17
2654,2025-09,21
2654,2025-10,30
2654,2025-11,16
2654,2025-12,34
2655,2020-01,9
2655,2020-02,5
2655,2020-03,4
2655,2020-05,1
2655,2020-06,1
2655,2020-07,1
2655,2020-08,4
2655,2020-09,1
2655,2020-11,4
2655,2020-12,2
2655,2021-01,2
2655,2021-02,2
2655,2021-03,3
2655,2021-04,1
2655,2021-05,8
2655,2021-06,6
2655,2021-07,4
2655,2021-08,9
2655,2021-09,12
2655,2021-10,9
2655,2021-11,7
2655,2021-12,5
2655,2022-01,2
2655,2022-02,10
2655,2022-03,6
2655,2022-04,5
2655,2022-05,9
2655,2022-06,7
2655,2022-07,19
2655,2022-08,16
2655,2022-09,13
2655,2022-10,10
2655,2022-11,3
2655,2022-12,3
2655,2023-01,9
2655,2023-02,5
2655,2023-03,6
2655,2023-04,4
2655,2023-05,7
2655,2023-06,3
2655,2023-07,12
2655,2023-08,5
2655,2023-09,6
2655,2023-10,8
2655,2023-11,5
2655,2023-12,5
2655,2024-01,24
2655,2024-02,9
2655,2024-03,9
2655,2024-04,4
2655,2024-05,5
2655,2024-06,12
2655,2024-07,14
2655,2024-08,9
2655,2024-09,9
2655,2024-10,4
2655,2024-11,7
2655,2024-12,6
2655,2025-01,6
2655,2025-02,5
2655,2025-03,5
2655,2025-04,4
2655,2025-05,3
2655,2025-06,3
2655,2025-07,5
2655,2025-08,9
2655,2025-09,5
2655,2025-10,6
2655,2025-11,1
2655,2025-12,10
2661,2020-01,427
2661,2020-02,432
2661,2020-03,426
2661,2020-04,327
2661,2020-05,362
2661,2020-06,342
2661,2020-07,229
2661,2020-08,248
2661,2020-09,347
2661,2020-10,388
2661,2020-11,394
2661,2020-12,392
2661,2021-01,377
2661,2021-02,490
2661,2021-03,574
2661,2021-04,525
2661,2021-05,572
2661,2021-06,479
2661,2021-07,311
2661,2021-08,396
2661,2021-09,580
2661,2021-10,618
2661,2021-11,668
2661,2021-12,677
2661,2022-01,614
2661,2022-02,725
2661,2022-03,936
2661,2022-04,738
2661,2022-05,807
2661,2022-06,731
2661,2022-07,359
2661,2022-08,654
2661,2022-09,681
2661,2022-10,909
2661,2022-11,636
2661,2022-12,705
2661,2023-01,762
2661,2023-02,772
2661,2023-03,987
2661,2023-04,661
2661,2023-05,949
2661,2023-06,616
2661,2023-07,402
2661,2023-08,689
2661,2023-09,781
2661,2023-10,1395
2661,2023-11,1004
2661,2023-12,622
2661,2024-01,919
2661,2024-02,963
2661,2024-03,649
2661,2024-04,725
2661,2024-05,725
2661,2024-06,542
2661,2024-07,380
2661,2024-08,716
2661,2024-09,539
2661,2024-10,624
2661,2024-11,594
2661,2024-12,539
2661,2025-01,790
2661,2025-02,765
2661,2025-03,652
2661,2025-04,637
2661,2025-05,674
2661,2025-06,446
2661,2025-07,425
2661,2025-08,429
2661,2025-09,695
2661,2025-10,723
2661,2025-11,621
2661,2025-12,676
2662,2020-01,156
2662,2020-02,157
2662,2020-03,148
2662,2020-04,133
2662,2020-05,168
2662,2020-06,150
2662,2020-07,83
2662,2020-08,115
2662,2020-09,148
2662,2020-10,185
2662,2020-11,176
2662,2020-12,162
2662,2021-01,153
2662,2021-02,160
2662,2021-03,211
2662,2021-04,227
2662,2021-05,249
2662,2021-06,227
2662,2021-07,94
2662,2021-08,163
2662,2021-09,182
2662,2021-10,176
2662,2021-11,185
2662,2021-12,224
2662,2022-01,167
2662,2022-02,198
2662,2022-03,270
2662,2022-04,212
2662,2022-05,298
2662,2022-06,259
2662,2022-07,123
2662,2022-08,176
2662,2022-09,202
2662,2022-10,188
2662,2022-11,198
2662,2022-12,187
2662,2023-01,187
2662,2023-02,189
2662,2023-03,219
2662,2023-04,162
2662,2023-05,312
2662,2023-06,207
2662,2023-07,95
2662,2023-08,151
2662,2023-09,153
2662,2023-10,147
2662,2023-11,170
2662,2023-12,122
2662,2024-01,146
2662,2024-02,150
2662,2024-03,166
2662,2024-04,186
2662,2024-05,169
2662,2024-06,142
2662,2024-07,84
2662,2024-08,133
2662,2024-09,135
2662,2024-10,160
2662,2024-11,158
2662,2024-12,138
2662,2025-01,155
2662,2025-02,134
2662,2025-03,167
2662,2025-04,180
2662,2025-05,199
2662,2025-06,173
2662,2025-07,114
2662,2025-08,131
2662,2025-09,156
2662,2025-10,168
2662,2025-11,157
2662,2025-12,156
2663,2020-01,81
2663,2020-02,81
2663,2020-03,75
2663,2020-04,42
2663,2020-05,32
2663,2020-06,40
2663,2020-07,35
2663,2020-08,39
2663,2020-09,58
2663,2020-10,52
2663,2020-11,65
2663,2020-12,72
2663,2021-01,66
2663,2021-02,80
2663,2021-03,88
2663,2021-04,79
2663,2021-05,79
2663,2021-06,64
2663,2021-07,48
2663,2021-08,66
2663,2021-09,104
2663,2021-10,132
2663,2021-11,106
2663,2021-12,84
2663,2022-01,109
2663,2022-02,102
2663,2022-03,146
2663,2022-04,90
2663,2022-05,111
2663,2022-06,78
2663,2022-07,49
2663,2022-08,80
2663,2022-09,114
2663,2022-10,107
2663,2022-11,81
2663,2022-12,93
2663,2023-01,104
2663,2023-02,128
2663,2023-03,155
2663,2023-04,79
2663,2023-05,114
2663,2023-06,101
2663,2023-07,47
2663,2023-08,86
2663,2023-09,50
2663,2023-10,86
2663,2023-11,86
2663,2023-12,51
2663,2024-01,135
2663,2024-02,101
2663,2024-03,92
2663,2024-04,75
2663,2024-05,100
2663,2024-06,68
2663,2024-07,97
2663,2024-08,91
2663,2024-09,63
2663,2024-10,85
2663,2024-11,70
2663,2024-12,57
2663,2025-01,111
2663,2025-02,85
2663,2025-03,94
2663,2025-04,74
2663,2025-05,74
2663,2025-06,46
2663,2025-07,38
2663,2025-08,46
2663,2025-09,80
2663,2025-10,92
2663,2025-11,64
2663,2025-12,90
2669,2020-01,32
2669,2020-02,33
2669,2020-03,29
2669,2020-04,21
2669,2020-05,18
2669,2020-06,25
2669,2020-07,14
2669,2020-08,12
2669,2020-09,19
2669,2020-10,22
2669,2020-11,29
2669,2020-12,18
2669,2021-01,16
2669,2021-02,23
2669,2021-03,29
2669,2021-04,14
2669,2021-05,30
2669,2021-06,37
2669,2021-07,13
2669,2021-08,9
2669,2021-09,19
2669,2021-10,22
2669,2021-11,24
2669,2021-12,18
2669,2022-01,19
2669,2022-02,15
2669,2022-03,39
2669,2022-04,35
2669,2022-05,28
2669,2022-06,14
2669,2022-07,14
2669,2022-08,28
2669,2022-09,18
2669,2022-10,18
2669,2022-11,12
2669,2022-12,13
2669,2023-01,20
2669,2023-02,21
2669,2023-03,14
2669,2023-04,13
2669,2023-05,14
2669,2023-06,4
2669,2023-07,10
2669,2023-08,9
2669,2023-09,12
2669,2023-10,10
2669,2023-11,9
2669,2023-12,11
2669,2024-01,13
2669,2024-02,20
2669,2024-03,15
2669,2024-04,13
2669,2024-05,5
2669,2024-06,6
2669,2024-07,5
2669,2024-08,12
2669,2024-09,8
2669,2024-10,15
2669,2024-11,10
2669,2024-12,8
2669,2025-01,13
2669,2025-02,16
2669,2025-03,18
2669,2025-04,10
2669,2025-05,5
2669,2025-06,4
2669,2025-07,1
2669,2025-08,10
2669,2025-09,22
2669,2025-10,14
2669,2025-11,16
2669,2025-12,10
2671,2020-01,11
2671,2020-02,17
2671,2020-03,21
2671,2020-04,6
2671,2020-05,15
2671,2020-06,11
2671,2020-07,7
2671,2020-08,7
2671,2020-09,9
2671,2020-10,7
2671,2020-11,5
2671,2020-12,11
2671,2021-01,13
2671,2021-02,7
2671,2021-03,5
2671,2021-04,16
2671,2021-05,10
2671,2021-06,11
2671,2021-07,8
2671,2021-08,12
2671,2021-09,8
2671,2021-10,6
2671,2021-11,13
2671,2021-12,17
2671,2022-01,12
2671,2022-02,15
2671,2022-03,21
2671,2022-04,13
2671,2022-05,21
2671,2022-06,22
2671,2022-07,9
2671,2022-08,16
2671,2022-09,25
2671,2022-10,12
2671,2022-11,15
2671,2022-12,17
2671,2023-01,22
2671,2023-02,18
2671,2023-03,22
2671,2023-04,13
2671,2023-05,15
2671,2023-06,28
2671,2023-07,15
2671,2023-08,11
2671,2023-09,12
2671,2023-10,22
2671,2023-11,21
2671,2023-12,16
2671,2024-01,21
2671,2024-02,21
2671,2024-03,23
2671,2024-04,21
2671,2024-05,12
2671,2024-06,11
2671,2024-07,5
2671,2024-08,10
2671,2024-09,19
2671,2024-10,20
2671,2024-11,6
2671,2024-12,13
2671,2025-01,25
2671,2025-02,17
2671,2025-03,15
2671,2025-04,23
2671,2025-05,17
2671,2025-06,11
2671,2025-07,9
2671,2025-08,15
2671,2025-09,16
2671,2025-10,24
2671,2025-11,15
2671,2025-12,20
2672,2020-01,6
2672,2020-02,7
2672,2020-03,6
2672,2020-04,5
2672,2020-05,5
2672,2020-06,3
2672,2020-07,2
2672,2020-08,1
2672,2020-09,4
2672,2020-10,7
2672,2020-11,4
2672,2020-12,4
2672,2021-01,3
2672,2021-02,3
2672,2021-03,7
2672,2021-04,3
2672,2021-05,3
2672,2021-06,6
2672,2021-07,2
2672,2021-08,1
2672,2021-09,3
2672,2021-10,4
2672,2021-11,6
2672,2021-12,5
2672,2022-01,4
2672,2022-02,4
2672,2022-03,5
2672,2022-04,7
2672,2022-05,3
2672,2022-06,2
2672,2022-07,1
2672,2022-08,3
2672,2022-09,9
2672,2022-10,4
2672,2022-11,6
2672,2022-12,5
2672,2023-01,5
2672,2023-02,6
2672,2023-03,5
2672,2023-04,7
2672,2023-05,4
2672,2023-06,5
2672,2023-07,8
2672,2023-08,10
2672,2023-09,8
2672,2023-10,13
2672,2023-11,8
2672,2023-12,8
2672,2024-01,4
2672,2024-02,8
2672,2024-03,8
2672,2024-04,14
2672,2024-05,4
2672,2024-06,4
2672,2024-07,4
2672,2024-08,5
2672,2024-09,3
2672,2024-10,8
2672,2024-11,6
2672,2024-12,3
2672,2025-01,6
2672,2025-02,9
2672,2025-03,7
2672,2025-04,9
2672,2025-05,7
2672,2025-06,5
2672,2025-08,4
2672,2025-09,5
2672,2025-10,8
2672,2025-11,1
2672,2025-12,9
