ssyk4,year_month,n_ads
3212,2026-06,86
8331,2026-06,49
3115,2026-06,64
3423,2026-06,65
1350,2026-06,27
2663,2026-06,66
2183,2026-06,96
2516,2026-06,123
4114,2026-06,66
2225,2026-06,135
2273,2026-06,228
2283,2026-06,34
4113,2026-06,47
5414,2026-06,12
2513,2026-06,12
3335,2026-05,80
3250,2026-06,93
5149,2026-06,26
7131,2026-06,66
3354,2026-06,149
5142,2026-06,23
8131,2026-06,30
5419,2026-06,48
5330,2026-06,141
7113,2026-05,132
5221,2026-06,99
2282,2026-06,40
7224,2026-06,18
2412,2026-06,254
2221,2026-05,2396
2145,2026-06,42
2219,2026-06,210
8132,2026-05,10
2113,2026-06,36
1310,2026-06,53
2312,2026-06,115
2241,2026-06,269
5242,2026-06,420
1720,2026-06,112
2227,2026-06,48
8191,2026-06,46
2669,2026-06,14
4117,2026-06,149
3312,2026-06,48
0310,2026-06,40
3119,2026-06,57
2149,2026-06,84
2619,2026-06,33
7311,2026-06,28
3332,2026-06,13
4323,2026-06,137
8199,2026-06,9
2341,2026-05,2411
2352,2026-06,85
5413,2026-06,92
2132,2026-06,18
9411,2026-06,130
3215,2026-06,47
4111,2026-05,227
8132,2026-06,12
2181,2026-06,37
8121,2026-06,22
3512,2026-06,143
9320,2026-06,18
2146,2026-06,24
8129,2026-06,36
3113,2026-05,432
7119,2026-06,32
2224,2026-05,212
7113,2026-06,106
1112,2026-06,25
2273,2026-05,270
2311,2026-06,23
2272,2026-05,245
2614,2026-06,52
2134,2026-06,28
2163,2026-06,14
0110,2026-06,38
2284,2026-06,68
5343,2026-05,2154
2222,2026-06,132
6129,2026-06,11
3343,2026-06,28
2111,2026-06,30
1330,2026-06,63
1320,2026-06,106
4420,2026-06,54
3334,2026-06,2
2419,2026-06,46
3114,2026-05,544
2232,2026-06,75
3155,2026-06,5
2260,2026-06,122
7523,2026-06,33
1370,2026-06,131
8114,2026-06,32
9210,2026-06,10
1590,2026-06,63
7125,2026-05,145
2512,2026-05,1150
1250,2026-05,146
3342,2026-06,13
3321,2026-06,26
8214,2026-06,46
8122,2026-06,2
2173,2026-06,16
5341,2026-06,23
3323,2026-05,266
8212,2026-04,156
2669,2026-05,17
5225,2026-06,30
8311,2026-06,3
4115,2026-06,25
2654,2026-06,17
5151,2026-06,45
2164,2026-06,14
1730,2026-05,118
7222,2026-06,14
6130,2026-05,14
7132,2026-06,89
2642,2026-06,41
3514,2026-06,77
1220,2026-06,31
3153,2026-06,2
5343,2026-04,1894
8192,2026-06,29
8321,2026-05,184
2226,2026-06,144
2213,2026-06,4
3324,2026-06,85
2131,2026-06,60
4221,2026-06,18
2211,2026-05,368
2239,2026-06,43
7612,2026-06,44
3322,2026-05,1380
1420,2026-06,15
4226,2026-06,27
2114,2026-06,13
8159,2026-06,11
1290,2026-05,118
9520,2026-06,16
4410,2026-06,11
8142,2026-06,50
1530,2026-06,77
7122,2026-06,14
5241,2026-06,275
2231,2026-04,116
2231,2026-05,100
5349,2026-06,15
5113,2026-06,14
3335,2026-06,81
5330,2026-05,176
2250,2026-06,41
5226,2026-06,14
2413,2026-06,50
8151,2026-06,28
7224,2026-05,9
7125,2026-04,119
5411,2026-06,26
7132,2026-04,62
3352,2026-06,9
5321,2026-05,963
2653,2026-06,5
2623,2026-06,25
3432,2026-06,18
5230,2026-06,34
9610,2026-06,62
8169,2026-06,17
1340,2026-06,9
2112,2026-06,2
4321,2026-06,50
7522,2026-06,26
8341,2026-06,8
5222,2026-05,552
7533,2026-06,2
2231,2026-06,123
2314,2026-05,172
4211,2026-06,40
3214,2026-06,11
3314,2026-06,17
3213,2026-06,60
8193,2026-06,28
3360,2026-06,6
2330,2026-05,692
3451,2026-06,58
3521,2026-06,38
2652,2026-06,24
2431,2026-05,231
2223,2026-06,102
1290,2026-04,105
2133,2026-06,45
1240,2026-06,23
7521,2026-06,5
2320,2026-05,251
3121,2026-05,125
9111,2026-05,942
3240,2026-06,12
6210,2026-06,17
1540,2026-06,5
5242,2026-05,375
2671,2026-06,22
2242,2026-06,17
6121,2026-06,29
8181,2026-06,12
7411,2026-05,167
7223,2026-05,495
2359,2026-05,238
8344,2026-05,287
3313,2026-05,228
2655,2026-06,1
9412,2026-05,656
5223,2026-05,684
2235,2026-06,73
3439,2026-06,16
7223,2026-04,465
8174,2026-06,5
9119,2026-05,310
2282,2026-05,35
2144,2026-05,273
1360,2026-04,109
9119,2026-04,271
2161,2026-06,17
7319,2026-06,10
8162,2026-06,23
7124,2026-06,9
9413,2026-06,31
2519,2026-05,144
4223,2026-06,6
5132,2026-05,118
3211,2026-06,11
4212,2026-06,11
3452,2026-06,11
5227,2026-06,12
3213,2026-05,64
3117,2026-06,25
7322,2026-06,12
5161,2026-06,4
1210,2026-04,88
7112,2026-04,35
2622,2026-05,143
3322,2026-04,1346
2281,2026-04,47
5412,2026-06,9
2241,2026-05,220
3114,2026-04,493
3122,2026-05,41
7222,2026-05,15
7122,2026-05,18
8129,2026-05,47
8121,2026-04,22
8141,2026-05,20
3424,2026-06,7
7215,2026-06,9
7412,2026-04,109
2234,2026-05,10
8344,2026-04,267
7222,2026-04,13
7212,2026-05,218
7233,2026-05,256
7212,2026-04,167
8332,2026-05,1058
7214,2026-04,48
8163,2026-06,17
8141,2026-06,11
1610,2026-06,6
2172,2026-06,17
3333,2026-05,273
8343,2026-06,13
4211,2026-05,30
6122,2026-06,9
2122,2026-06,6
2415,2026-06,5
8342,2026-05,139
4113,2026-05,32
2135,2026-06,16
2612,2026-06,10
3513,2026-04,81
3514,2026-04,72
3511,2026-04,166
3512,2026-04,161
2423,2026-04,360
3111,2026-05,132
7611,2026-06,16
3441,2026-05,53
2611,2026-06,2
2260,2026-05,118
2514,2026-05,162
2643,2026-06,11
8114,2026-05,41
6111,2026-05,6
8321,2026-04,125
9610,2026-05,60
2281,2026-05,89
3112,2026-05,474
1710,2026-06,6
6112,2026-06,30
5152,2026-05,283
7211,2026-06,9
3512,2026-05,184
2423,2026-05,414
8219,2026-05,23
2228,2026-05,143
3117,2026-05,28
7115,2026-06,2
8211,2026-05,66
7322,2026-05,17
3151,2026-06,2
2219,2026-05,145
2228,2026-06,119
8172,2026-06,2
3514,2026-05,68
8189,2026-06,6
2223,2026-04,70
7312,2026-06,3
2672,2026-06,4
7123,2026-06,7
4322,2026-05,777
1250,2026-04,147
6130,2026-06,7
7413,2026-05,59
3354,2026-05,142
5144,2026-06,16
2432,2026-05,200
8161,2026-06,8
1380,2026-06,15
8350,2026-06,3
7213,2026-06,13
2222,2026-04,123
5169,2026-06,10
2226,2026-04,108
2143,2026-04,238
7613,2026-05,5
2519,2026-04,99
8219,2026-06,9
3422,2026-05,327
2414,2026-06,8
3351,2026-06,5
2171,2026-06,9
5323,2026-05,279
6111,2026-06,5
5131,2026-04,333
8111,2026-06,11
7221,2026-06,9
1510,2026-05,189
7121,2026-04,31
5350,2026-05,203
2271,2026-06,18
8116,2026-06,2
8113,2026-06,2
2212,2026-05,88
7211,2026-05,2
1320,2026-05,59
9310,2026-05,106
7532,2026-06,1
5143,2026-04,15
7134,2026-05,64
5120,2026-05,633
9332,2026-05,52
3339,2026-05,214
7233,2026-04,222
7114,2026-05,242
8174,2026-05,11
5242,2026-04,373
2225,2026-05,116
8342,2026-04,100
3354,2026-04,139
3215,2026-05,44
8173,2026-05,16
8122,2026-05,6
7116,2026-06,13
7113,2026-04,113
2143,2026-05,283
2515,2026-05,206
3353,2026-06,3
1370,2026-05,127
5325,2026-06,4
8162,2026-05,17
5224,2026-06,4
5143,2026-05,20
2343,2026-05,319
2233,2026-04,82
2662,2026-05,220
8211,2026-04,60
2142,2026-05,94
1360,2026-05,107
3515,2026-06,3
7531,2026-05,10
5131,2026-05,388
3359,2026-05,235
9411,2026-04,117
2413,2026-04,43
8142,2026-05,55
9411,2026-05,132
2183,2026-05,80
2619,2026-05,29
2319,2026-05,88
5151,2026-04,33
2651,2026-06,2
2225,2026-04,119
4117,2026-05,148
2661,2026-05,689
2227,2026-05,66
1120,2026-05,43
2351,2026-05,476
8341,2026-05,10
5342,2026-05,403
2511,2026-05,323
2516,2026-05,139
1210,2026-05,117
3449,2026-05,106
3113,2026-04,371
4221,2026-05,21
3513,2026-05,112
7613,2026-06,1
5326,2026-06,6
2232,2026-05,95
5312,2026-05,410
2121,2026-06,3
8192,2026-05,16
7119,2026-05,29
3411,2026-05,388
8331,2026-05,45
3122,2026-04,29
7522,2026-04,9
1520,2026-05,113
8212,2026-05,218
7612,2026-05,48
2233,2026-05,103
3451,2026-05,64
8169,2026-05,20
2313,2026-04,110
2313,2026-05,162
3324,2026-05,87
3511,2026-05,145
3324,2026-04,54
2222,2026-05,137
2432,2026-04,297
2642,2026-05,37
2421,2026-05,427
5221,2026-05,85
9622,2026-05,44
2239,2026-05,51
3212,2026-05,45
1720,2026-05,93
8112,2026-06,1
2412,2026-05,241
2352,2026-05,85
4321,2026-05,47
8171,2026-06,1
2162,2026-06,2
7411,2026-04,179
1490,2026-06,1
4323,2026-05,133
7133,2026-06,2
7420,2026-05,113
5241,2026-05,407
1230,2026-05,246
7321,2026-06,3
4115,2026-05,29
3115,2026-05,40
3112,2026-04,357
1350,2026-05,24
5413,2026-05,93
1530,2026-05,73
5311,2026-04,184
5311,2026-05,262
2235,2026-05,50
2419,2026-05,40
5419,2026-05,50
2663,2026-05,66
3451,2026-04,44
2164,2026-05,16
8161,2026-05,8
7131,2026-05,76
8191,2026-05,39
3331,2026-05,48
5230,2026-05,52
5326,2026-05,1
2226,2026-05,99
8151,2026-04,20
2614,2026-04,34
3151,2026-05,7
5412,2026-05,33
7523,2026-05,26
2283,2026-05,61
8143,2026-06,7
0110,2026-05,16
9120,2026-05,125
7132,2026-05,87
8329,2026-05,163
5350,2026-04,162
1410,2026-05,199
2163,2026-05,21
4119,2026-05,357
0310,2026-05,34
5151,2026-05,50
4222,2026-04,365
3433,2026-05,30
3335,2026-04,88
1590,2026-05,113
3250,2026-05,99
8214,2026-05,57
2284,2026-05,56
5224,2026-05,8
2284,2026-04,49
7111,2026-04,202
8312,2026-06,1
8115,2026-06,1
2342,2026-05,461
2113,2026-05,46
5149,2026-05,177
2172,2026-05,15
3521,2026-05,20
6113,2026-05,116
2242,2026-05,14
7214,2026-05,56
2223,2026-05,79
2227,2026-04,73
5161,2026-05,9
8219,2026-04,7
5323,2026-04,232
5141,2026-05,82
3119,2026-05,33
6221,2026-06,2
3522,2026-05,19
8142,2026-04,38
9629,2026-05,30
4114,2026-05,46
2641,2026-06,2
2343,2026-04,212
4112,2026-05,188
1112,2026-05,5
7323,2026-06,1
2182,2026-05,64
2641,2026-05,2
7412,2026-05,91
4115,2026-04,16
9210,2026-05,10
8163,2026-05,13
4224,2026-05,153
9413,2026-05,44
3240,2026-05,24
2612,2026-05,17
2149,2026-04,56
2132,2026-05,12
6121,2026-05,16
8193,2026-05,6
2250,2026-05,34
3311,2026-05,2
5132,2026-04,95
2614,2026-05,47
2122,2026-05,20
3432,2026-05,16
2320,2026-04,194
7312,2026-05,2
7126,2026-04,35
1310,2026-05,39
9621,2026-05,31
8131,2026-05,16
2615,2026-05,79
3230,2026-06,1
3424,2026-05,18
4119,2026-04,330
4226,2026-05,12
7112,2026-05,56
3423,2026-05,78
5113,2026-05,11
7522,2026-05,20
2144,2026-04,215
3116,2026-05,35
1420,2026-05,12
3352,2026-05,23
5144,2026-05,23
5142,2026-05,17
3341,2026-05,50
3515,2026-05,7
4420,2026-05,70
7121,2026-05,30
0210,2026-05,18
5341,2026-05,28
1720,2026-04,82
3360,2026-05,2
3214,2026-05,28
7116,2026-05,19
3431,2026-05,19
2141,2026-05,124
3355,2026-05,53
3323,2026-04,247
7215,2026-05,9
2145,2026-05,28
8111,2026-05,8
3312,2026-05,35
8171,2026-05,9
2149,2026-05,52
5411,2026-05,21
1380,2026-05,7
6113,2026-04,103
2133,2026-05,31
2135,2026-05,9
2623,2026-05,33
2131,2026-05,57
5226,2026-05,20
2121,2026-05,9
2134,2026-05,17
1220,2026-05,41
2173,2026-05,29
8121,2026-05,18
3314,2026-05,28
3353,2026-05,18
6112,2026-05,20
2431,2026-04,162
8151,2026-05,26
3115,2026-04,30
1340,2026-05,14
6221,2026-05,2
8172,2026-05,4
1240,2026-05,25
7126,2026-05,40
4116,2026-05,17
3332,2026-05,16
7311,2026-05,25
8143,2026-05,13
2181,2026-05,42
8159,2026-05,11
4323,2026-04,103
2146,2026-05,22
2271,2026-05,8
7232,2026-05,2
1330,2026-05,36
5169,2026-05,27
3343,2026-05,34
2411,2026-05,23
3411,2026-04,382
7611,2026-05,16
3215,2026-04,33
2413,2026-05,42
6210,2026-05,21
2112,2026-05,6
6122,2026-05,9
2312,2026-05,88
3152,2026-05,8
2162,2026-05,4
5225,2026-05,21
4410,2026-05,22
7521,2026-05,5
8112,2026-05,3
1740,2026-05,18
2653,2026-05,3
7534,2026-05,2
7420,2026-04,118
2113,2026-04,22
3333,2026-04,208
2111,2026-05,19
2621,2026-05,13
7133,2026-05,2
2643,2026-05,15
8129,2026-04,26
3211,2026-05,7
9111,2026-04,726
1113,2026-05,22
2161,2026-05,9
3153,2026-05,4
5227,2026-05,21
2513,2026-05,9
7213,2026-05,18
2671,2026-05,14
3439,2026-05,13
3121,2026-04,93
9331,2026-05,9
4223,2026-05,12
4212,2026-05,5
6129,2026-05,12
5414,2026-05,5
2179,2026-05,10
2312,2026-04,74
6122,2026-04,18
3154,2026-05,5
8141,2026-04,13
5325,2026-05,2
9320,2026-05,23
2415,2026-05,13
7119,2026-04,32
3351,2026-05,9
2654,2026-05,18
2655,2026-05,2
8199,2026-05,8
2652,2026-05,15
2311,2026-05,8
5142,2026-04,20
7321,2026-05,8
7533,2026-05,1
7134,2026-04,63
3240,2026-04,11
3342,2026-05,14
8181,2026-05,7
3250,2026-04,84
2213,2026-05,7
3155,2026-05,3
3441,2026-04,40
7319,2026-05,6
3119,2026-04,31
5419,2026-04,51
9413,2026-04,29
7114,2026-04,237
2414,2026-05,3
5221,2026-04,103
8213,2026-04,185
9622,2026-04,42
3334,2026-05,7
5241,2026-04,227
8214,2026-04,33
2114,2026-05,11
3522,2026-04,17
3449,2026-04,83
3452,2026-05,14
8169,2026-04,13
8189,2026-05,3
9520,2026-05,16
2651,2026-05,3
3155,2026-04,4
3321,2026-05,16
2671,2026-04,14
3433,2026-04,33
3331,2026-04,69
4321,2026-04,29
8173,2026-04,11
5349,2026-05,8
1370,2026-04,83
1320,2026-04,50
7532,2026-05,2
1710,2026-05,5
2642,2026-04,35
5149,2026-04,60
2142,2026-04,104
9629,2026-04,23
4225,2026-04,198
3355,2026-04,34
7123,2026-05,5
6222,2026-05,1
2183,2026-04,84
2514,2026-04,132
2131,2026-04,41
2319,2026-04,57
8343,2026-05,5
2171,2026-05,7
7124,2026-05,11
3334,2026-04,2
2672,2026-05,3
7413,2026-04,25
7115,2026-05,1
3111,2026-04,101
2232,2026-04,81
7221,2026-05,5
5111,2026-05,1
2654,2026-04,20
6121,2026-04,19
2141,2026-04,102
7531,2026-04,13
2613,2026-05,1
5112,2026-05,2
3439,2026-04,7
2622,2026-04,130
8311,2026-05,2
2662,2026-04,173
1111,2026-05,2
7116,2026-04,27
1420,2026-04,14
8174,2026-04,6
2182,2026-04,43
4211,2026-04,36
8113,2026-05,1
3230,2026-05,2
7612,2026-04,33
2181,2026-04,35
2234,2026-04,10
3211,2026-04,8
3353,2026-04,26
3359,2026-04,172
1330,2026-04,36
2359,2026-04,128
4112,2026-04,187
7321,2026-04,7
8343,2026-04,10
1410,2026-04,169
1790,2026-04,2
8192,2026-04,22
1490,2026-05,1
3342,2026-04,20
1730,2026-04,101
2163,2026-04,16
2250,2026-04,35
2111,2026-04,33
1310,2026-04,37
8331,2026-04,36
4420,2026-04,68
9332,2026-04,47
5226,2026-04,18
7319,2026-04,9
7613,2026-04,5
2612,2026-04,17
2179,2026-04,13
2619,2026-04,27
1610,2026-05,1
5161,2026-04,6
1120,2026-04,40
2419,2026-04,22
3321,2026-04,10
9610,2026-04,67
6111,2026-04,3
2162,2026-04,3
3314,2026-04,16
7523,2026-04,33
8161,2026-04,12
7131,2026-04,50
4224,2026-04,110
5413,2026-04,82
8162,2026-04,23
3151,2026-04,8
2146,2026-04,31
1540,2026-05,1
6129,2026-04,12
3332,2026-04,7
4113,2026-04,33
3343,2026-04,28
2164,2026-04,20
3432,2026-04,13
3431,2026-04,30
1220,2026-04,26
9310,2026-04,84
7311,2026-04,23
8350,2026-05,1
1740,2026-04,11
7122,2026-04,10
2621,2026-04,8
1240,2026-04,10
3212,2026-04,58
2663,2026-04,62
2121,2026-04,8
2161,2026-04,12
1380,2026-04,6
2171,2026-04,7
7611,2026-04,23
3117,2026-04,25
2651,2026-04,4
8114,2026-04,30
4116,2026-04,38
4114,2026-04,72
3452,2026-04,11
3312,2026-04,42
2643,2026-04,9
6221,2026-04,3
2282,2026-04,23
2414,2026-04,2
2135,2026-04,16
3352,2026-04,43
3422,2026-04,91
5225,2026-04,43
2132,2026-04,21
6210,2026-04,21
4410,2026-04,28
3116,2026-04,33
4221,2026-04,16
7521,2026-04,12
4223,2026-04,13
8350,2026-04,5
8131,2026-04,36
5414,2026-04,11
2239,2026-04,37
7215,2026-04,4
5412,2026-04,26
2669,2026-04,7
2145,2026-04,19
9320,2026-04,15
7221,2026-04,7
0310,2026-04,28
7322,2026-04,12
9621,2026-04,38
7213,2026-04,13
8159,2026-04,8
8163,2026-04,19
6112,2026-04,36
8122,2026-04,2
3424,2026-04,15
2173,2026-04,19
8193,2026-04,11
3341,2026-04,39
0110,2026-04,12
2242,2026-04,10
2133,2026-04,22
4226,2026-04,30
8341,2026-04,10
2172,2026-04,11
8112,2026-04,2
2415,2026-04,8
1111,2026-04,1
5224,2026-04,7
2652,2026-04,13
4212,2026-04,12
5113,2026-04,16
3515,2026-04,10
1350,2026-04,26
3213,2026-04,49
8199,2026-04,19
1340,2026-04,10
1112,2026-04,10
7224,2026-04,10
8143,2026-04,8
8311,2026-04,1
2611,2026-04,4
2411,2026-04,12
3521,2026-04,8
3351,2026-04,12
3152,2026-04,15
8181,2026-04,6
2213,2026-04,7
1113,2026-04,23
7123,2026-04,4
8172,2026-04,3
7124,2026-04,5
1710,2026-04,9
3360,2026-04,5
9520,2026-04,13
2641,2026-04,3
2655,2026-04,2
9210,2026-04,6
3230,2026-04,1
2672,2026-04,4
2513,2026-04,5
8116,2026-04,3
7211,2026-04,4
7323,2026-04,2
2114,2026-04,6
2122,2026-04,12
5227,2026-04,13
8189,2026-04,1
1540,2026-04,1
5349,2026-04,9
8171,2026-04,2
7533,2026-04,2
5112,2026-04,2
5326,2026-04,2
9331,2026-04,4
8111,2026-04,6
5144,2026-04,9
5169,2026-04,1
2289,2026-04,1
7534,2026-04,3
8115,2026-04,1
2653,2026-04,2
2271,2026-04,5
3153,2026-04,3
1610,2026-04,1
5325,2026-04,2
