ssyk4,year_month,n_ads,n_vacancies
1740,2026-01,13,13
0310,2026-01,17,39
5144,2026-01,12,13
2135,2026-01,23,28
4116,2026-01,21,29
8131,2026-01,33,66
5227,2026-01,17,19
2172,2026-01,18,18
2239,2026-01,25,39
5112,2026-01,6,18
8192,2026-01,15,29
1610,2026-01,3,3
2114,2026-01,4,4
1420,2026-01,6,8
3441,2026-01,54,60
7115,2026-01,3,5
3332,2026-01,5,7
9332,2026-01,54,150
1113,2026-01,8,8
7124,2026-01,12,21
2179,2026-01,21,34
2415,2026-01,5,8
8181,2026-01,6,6
8161,2026-01,17,148
7521,2026-01,4,4
8219,2026-01,12,50
5326,2026-01,12,53
2654,2026-01,13,13
2513,2026-01,15,19
4321,2026-01,24,28
8171,2026-01,5,67
2213,2026-01,22,226
2171,2026-01,5,6
3521,2026-01,11,11
7319,2026-01,8,9
2146,2026-01,22,33
2145,2026-01,21,22
1380,2026-01,3,3
6121,2026-01,20,26
7531,2026-01,11,11
2651,2026-01,6,6
7533,2026-01,5,7
6129,2026-01,12,21
3154,2026-01,5,6
8111,2026-01,6,9
2641,2026-01,3,3
2669,2026-01,10,69
7221,2026-01,8,10
8162,2026-01,14,95
1790,2026-01,5,5
8312,2026-01,1,1
4211,2026-01,28,81
3424,2026-01,12,13
5161,2026-01,8,8
2653,2026-01,1,1
5169,2026-01,13,43
1490,2026-01,4,4
2161,2026-01,7,7
3240,2026-01,16,30
3353,2026-01,8,8
7534,2026-01,2,2
6111,2026-01,14,46
2643,2026-01,18,18
3351,2026-01,10,10
1710,2026-01,7,7
9331,2026-01,5,10
8113,2026-01,10,10
6130,2026-01,6,12
8112,2026-01,2,2
7211,2026-01,4,5
5224,2026-01,2,2
1540,2026-01,1,1
9520,2026-01,57,134
3334,2026-01,3,3
7323,2026-01,2,2
2613,2026-01,3,3
7215,2026-01,9,11
5325,2026-01,2,3
8343,2026-01,7,9
1112,2026-01,4,4
8122,2026-01,1,1
7321,2026-01,5,14
7532,2026-01,3,3
7133,2026-01,1,1
8189,2026-01,1,3
5111,2026-01,1,1
8115,2026-01,1,1
3311,2026-01,1,1
3421,2026-01,2,2
6221,2026-01,1,1
7312,2026-01,1,1
3412,2026-01,1,1
8321,2026-06,176,480
2615,2026-06,41,42
3411,2026-06,351,659
2221,2026-06,2028,2833
2233,2026-06,98,99
9111,2026-06,732,1277
2421,2026-06,466,490
2432,2026-06,194,210
1410,2026-06,171,174
2515,2026-06,208,208
1510,2026-06,183,185
2422,2026-06,475,545
5321,2026-06,805,3776
1290,2026-06,115,115
5343,2026-06,2069,3014
3359,2026-06,213,238
7231,2026-06,673,743
2341,2026-06,2208,2495
7223,2026-06,528,769
3112,2026-06,505,542
7111,2026-06,278,621
3323,2026-06,336,352
2621,2026-06,14,14
3449,2026-06,102,189
2342,2026-06,386,412
6113,2026-06,84,160
3431,2026-06,16,16
2330,2026-06,529,553
4116,2026-06,25,55
2359,2026-06,213,220
1520,2026-06,114,121
9412,2026-06,616,1318
5131,2026-06,288,521
7111,2026-05,303,775
7233,2026-06,312,410
3313,2026-06,244,246
4222,2026-06,410,721
8212,2026-06,248,471
2411,2026-06,26,29
3111,2026-06,153,157
9622,2026-06,40,49
7212,2026-06,209,349
5350,2026-06,211,220
8332,2026-06,993,1642
4322,2026-06,737,1704
3114,2026-06,725,807
8173,2026-06,24,27
7412,2026-06,119,189
3433,2026-06,32,34
2661,2026-06,609,742
1250,2026-06,198,225
7114,2026-06,229,432
3152,2026-06,13,16
2141,2026-06,155,162
5120,2026-06,582,926
3511,2026-06,169,178
2319,2026-06,62,72
2281,2026-06,57,60
8344,2026-06,306,638
5312,2026-06,447,649
7126,2026-06,39,52
4222,2026-05,445,1056
3339,2026-06,195,207
5342,2026-06,379,590
5223,2026-06,578,647
3513,2026-06,95,110
1790,2026-06,13,14
3113,2026-06,446,472
7231,2026-04,585,672
9331,2026-06,4,13
3339,2026-04,263,295
5311,2026-06,248,513
1230,2026-06,311,317
3116,2026-06,55,70
2211,2026-06,411,556
4225,2026-05,190,232
8213,2026-06,279,573
2431,2026-06,269,277
5132,2026-06,100,139
5222,2026-06,447,550
2512,2026-06,1324,1548
9310,2026-06,88,279
8213,2026-05,197,410
9332,2026-06,54,170
2179,2026-06,23,23
2314,2026-06,230,244
8342,2026-06,151,258
2212,2026-06,83,95
3331,2026-06,78,84
5141,2026-06,64,90
2351,2026-06,454,479
2143,2026-06,313,338
9120,2026-06,111,148
2313,2026-06,165,190
9621,2026-06,27,124
2343,2026-06,262,322
7411,2026-06,230,339
5152,2026-06,271,300
3122,2026-06,36,37
4119,2026-06,403,460
3322,2026-06,1512,2099
8211,2026-06,96,173
7121,2026-06,33,53
3121,2026-06,111,159
2142,2026-06,141,186
3333,2026-06,309,340
2272,2026-06,234,255
2224,2026-06,186,200
5323,2026-06,266,484
7420,2026-06,153,181
2511,2026-06,321,370
2423,2026-06,395,467
1360,2026-06,134,139
5143,2026-06,31,50
4112,2026-06,236,247
2514,2026-06,161,177
7134,2026-06,51,179
3355,2026-06,55,64
7231,2026-05,611,681
1120,2026-06,62,62
8329,2026-06,187,1014
1790,2026-05,4,4
2182,2026-06,52,58
0210,2026-06,39,44
4225,2026-06,178,189
1111,2026-06,5,7
3422,2026-06,193,289
1740,2026-06,13,13
2320,2026-06,186,189
4111,2026-06,180,183
2622,2026-06,74,75
7413,2026-06,63,103
3341,2026-06,37,59
2422,2026-05,494,653
1210,2026-06,141,141
3522,2026-06,20,23
7112,2026-06,58,140
4224,2026-06,157,236
7125,2026-06,193,274
3441,2026-06,30,36
2662,2026-06,210,215
2234,2026-06,13,13
7214,2026-06,69,70
1730,2026-06,160,160
7531,2026-06,9,10
2519,2026-06,144,152
1113,2026-06,23,26
9119,2026-06,334,359
2144,2026-06,321,387
9629,2026-06,31,98
3212,2026-06,86,97
8331,2026-06,49,155
3115,2026-06,64,73
3423,2026-06,65,77
1350,2026-06,27,27
2663,2026-06,66,76
2183,2026-06,96,106
2516,2026-06,123,124
4114,2026-06,66,72
2225,2026-06,135,139
2273,2026-06,228,240
2283,2026-06,34,50
4113,2026-06,47,62
5414,2026-06,12,25
2513,2026-06,12,12
3335,2026-05,80,86
3250,2026-06,93,99
5149,2026-06,26,40
7131,2026-06,66,175
3354,2026-06,149,163
5142,2026-06,23,27
8131,2026-06,30,45
5419,2026-06,48,150
5330,2026-06,141,1290
7113,2026-05,132,349
5221,2026-06,99,101
2282,2026-06,40,41
7224,2026-06,18,26
2412,2026-06,254,263
2221,2026-05,2396,3308
2145,2026-06,42,47
2219,2026-06,210,251
8132,2026-05,10,55
2113,2026-06,36,37
1310,2026-06,53,54
2312,2026-06,115,116
2241,2026-06,269,288
5242,2026-06,420,999
1720,2026-06,112,113
2227,2026-06,48,55
8191,2026-06,46,52
2669,2026-06,14,15
4117,2026-06,149,156
3312,2026-06,48,52
0310,2026-06,40,54
3119,2026-06,57,60
2149,2026-06,84,104
2619,2026-06,33,43
7311,2026-06,28,32
3332,2026-06,13,16
4323,2026-06,137,153
8199,2026-06,9,27
2341,2026-05,2411,2881
2352,2026-06,85,88
5413,2026-06,92,406
2132,2026-06,18,18
9411,2026-06,130,164
3215,2026-06,47,65
4111,2026-05,227,231
8132,2026-06,12,13
2181,2026-06,37,37
8121,2026-06,22,37
3512,2026-06,143,181
9320,2026-06,18,39
2146,2026-06,24,25
8129,2026-06,36,74
3113,2026-05,432,461
7119,2026-06,32,78
2224,2026-05,212,216
7113,2026-06,106,282
1112,2026-06,25,27
2273,2026-05,270,282
2311,2026-06,23,23
2272,2026-05,245,258
2614,2026-06,52,58
2134,2026-06,28,28
2163,2026-06,14,15
0110,2026-06,38,79
2284,2026-06,68,68
5343,2026-05,2154,3007
2222,2026-06,132,148
6129,2026-06,11,13
3343,2026-06,28,28
2111,2026-06,30,30
1330,2026-06,63,63
1320,2026-06,106,115
4420,2026-06,54,142
3334,2026-06,2,2
2419,2026-06,46,46
3114,2026-05,544,599
2232,2026-06,75,76
3155,2026-06,5,5
2260,2026-06,122,134
7523,2026-06,33,39
1370,2026-06,131,131
8114,2026-06,32,50
9210,2026-06,10,259
1590,2026-06,63,64
7125,2026-05,145,211
2512,2026-05,1150,1404
1250,2026-05,146,163
3342,2026-06,13,13
3321,2026-06,26,36
8214,2026-06,46,103
8122,2026-06,2,2
2173,2026-06,16,16
5341,2026-06,23,82
3323,2026-05,266,281
8212,2026-04,156,312
2669,2026-05,17,18
5225,2026-06,30,45
8311,2026-06,3,14
4115,2026-06,25,25
2654,2026-06,17,17
5151,2026-06,45,50
2164,2026-06,14,39
1730,2026-05,118,118
7222,2026-06,14,15
6130,2026-05,14,16
7132,2026-06,89,115
2642,2026-06,41,47
3514,2026-06,77,81
1220,2026-06,31,31
3153,2026-06,2,2
5343,2026-04,1894,2820
8192,2026-06,29,50
8321,2026-05,184,538
2226,2026-06,144,187
2213,2026-06,4,7
3324,2026-06,85,87
2131,2026-06,60,60
4221,2026-06,18,24
2211,2026-05,368,438
2239,2026-06,43,47
7612,2026-06,44,47
3322,2026-05,1380,1917
1420,2026-06,15,15
4226,2026-06,27,49
2114,2026-06,13,16
8159,2026-06,11,22
1290,2026-05,118,119
9520,2026-06,16,20
4410,2026-06,11,14
8142,2026-06,50,133
1530,2026-06,77,85
7122,2026-06,14,30
5241,2026-06,275,593
2231,2026-04,116,150
2231,2026-05,100,125
5349,2026-06,15,20
5113,2026-06,14,335
3335,2026-06,81,85
5330,2026-05,176,1818
2250,2026-06,41,46
5226,2026-06,14,15
2413,2026-06,50,57
8151,2026-06,28,70
7224,2026-05,9,10
7125,2026-04,119,167
5411,2026-06,26,37
7132,2026-04,62,75
3352,2026-06,9,9
5321,2026-05,963,6018
2653,2026-06,5,6
2623,2026-06,25,27
3432,2026-06,18,30
5230,2026-06,34,46
9610,2026-06,62,96
8169,2026-06,17,28
1340,2026-06,9,9
2112,2026-06,2,2
4321,2026-06,50,55
7522,2026-06,26,33
8341,2026-06,8,9
5222,2026-05,552,707
7533,2026-06,2,2
2231,2026-06,123,152
2314,2026-05,172,179
4211,2026-06,40,136
3214,2026-06,11,12
3314,2026-06,17,19
3213,2026-06,60,74
8193,2026-06,28,32
3360,2026-06,6,10
2330,2026-05,692,746
3451,2026-06,58,79
3521,2026-06,38,38
2652,2026-06,24,25
2431,2026-05,231,239
2223,2026-06,102,115
1290,2026-04,105,108
2133,2026-06,45,51
1240,2026-06,23,23
7521,2026-06,5,5
2320,2026-05,251,260
3121,2026-05,125,135
9111,2026-05,942,1640
3240,2026-06,12,16
6210,2026-06,17,79
1540,2026-06,5,5
5242,2026-05,375,986
2671,2026-06,22,22
2242,2026-06,17,18
6121,2026-06,29,41
8181,2026-06,12,13
7411,2026-05,167,250
7223,2026-05,495,799
2359,2026-05,238,253
8344,2026-05,287,643
3313,2026-05,228,231
2655,2026-06,1,1
9412,2026-05,656,1195
5223,2026-05,684,819
2235,2026-06,73,89
3439,2026-06,16,22
7223,2026-04,465,682
8174,2026-06,5,11
9119,2026-05,310,327
2282,2026-05,35,35
2144,2026-05,273,354
1360,2026-04,109,109
9119,2026-04,271,408
2161,2026-06,17,17
7319,2026-06,10,16
8162,2026-06,23,52
7124,2026-06,9,12
9413,2026-06,31,47
2519,2026-05,144,147
4223,2026-06,6,30
5132,2026-05,118,224
3211,2026-06,11,13
4212,2026-06,11,12
3452,2026-06,11,11
5227,2026-06,12,12
3213,2026-05,64,99
3117,2026-06,25,26
7322,2026-06,12,15
5161,2026-06,4,4
1210,2026-04,88,89
7112,2026-04,35,105
2622,2026-05,143,147
3322,2026-04,1346,1856
2281,2026-04,47,49
5412,2026-06,9,9
2241,2026-05,220,233
3114,2026-04,493,540
3122,2026-05,41,65
7222,2026-05,15,16
7122,2026-05,18,26
8129,2026-05,47,78
8121,2026-04,22,45
8141,2026-05,20,27
3424,2026-06,7,8
7215,2026-06,9,15
7412,2026-04,109,133
2234,2026-05,10,10
8344,2026-04,267,586
7222,2026-04,13,13
7212,2026-05,218,459
7233,2026-05,256,367
7212,2026-04,167,220
8332,2026-05,1058,2035
7214,2026-04,48,56
8163,2026-06,17,32
8141,2026-06,11,19
1610,2026-06,6,6
2172,2026-06,17,17
3333,2026-05,273,297
8343,2026-06,13,32
4211,2026-05,30,89
6122,2026-06,9,10
2122,2026-06,6,6
2415,2026-06,5,10
8342,2026-05,139,200
4113,2026-05,32,48
2135,2026-06,16,16
2612,2026-06,10,17
3513,2026-04,81,85
3514,2026-04,72,77
3511,2026-04,166,184
3512,2026-04,161,211
2423,2026-04,360,388
3111,2026-05,132,140
7611,2026-06,16,27
3441,2026-05,53,60
2611,2026-06,2,2
2260,2026-05,118,130
2514,2026-05,162,200
2643,2026-06,11,16
8114,2026-05,41,73
6111,2026-05,6,8
8321,2026-04,125,373
9610,2026-05,60,95
2281,2026-05,89,117
3112,2026-05,474,526
1710,2026-06,6,6
6112,2026-06,30,44
5152,2026-05,283,358
7211,2026-06,9,14
3512,2026-05,184,329
2423,2026-05,414,448
8219,2026-05,23,48
2228,2026-05,143,155
3117,2026-05,28,28
7115,2026-06,2,3
8211,2026-05,66,175
7322,2026-05,17,26
3151,2026-06,2,3
2219,2026-05,145,169
2228,2026-06,119,143
8172,2026-06,2,2
3514,2026-05,68,69
8189,2026-06,6,7
2223,2026-04,70,97
7312,2026-06,3,3
2672,2026-06,4,4
7123,2026-06,7,7
4322,2026-05,777,1772
1250,2026-04,147,148
6130,2026-06,7,9
7413,2026-05,59,66
3354,2026-05,142,166
5144,2026-06,16,17
2432,2026-05,200,214
8161,2026-06,8,57
1380,2026-06,15,15
8350,2026-06,3,4
7213,2026-06,13,20
2222,2026-04,123,141
5169,2026-06,10,21
2226,2026-04,108,158
2143,2026-04,238,265
7613,2026-05,5,6
2519,2026-04,99,118
8219,2026-06,9,16
3422,2026-05,327,367
2414,2026-06,8,8
3351,2026-06,5,5
2171,2026-06,9,9
5323,2026-05,279,377
6111,2026-06,5,34
5131,2026-04,333,793
8111,2026-06,11,21
7221,2026-06,9,13
1510,2026-05,189,193
7121,2026-04,31,50
5350,2026-05,203,233
2271,2026-06,18,18
8116,2026-06,2,2
8113,2026-06,2,2
2212,2026-05,88,99
7211,2026-05,2,5
1320,2026-05,59,71
9310,2026-05,106,289
7532,2026-06,1,3
5143,2026-04,15,22
7134,2026-05,64,162
5120,2026-05,633,945
9332,2026-05,52,176
3339,2026-05,214,231
7233,2026-04,222,273
7114,2026-05,242,520
8174,2026-05,11,22
5242,2026-04,373,1032
2225,2026-05,116,121
8342,2026-04,100,157
3354,2026-04,139,153
3215,2026-05,44,45
8173,2026-05,16,20
8122,2026-05,6,6
7116,2026-06,13,40
7113,2026-04,113,267
2143,2026-05,283,292
2515,2026-05,206,216
3353,2026-06,3,3
1370,2026-05,127,128
5325,2026-06,4,8
8162,2026-05,17,36
5224,2026-06,4,4
5143,2026-05,20,35
2343,2026-05,319,452
2233,2026-04,82,83
2662,2026-05,220,223
8211,2026-04,60,119
2142,2026-05,94,95
1360,2026-05,107,112
3515,2026-06,3,3
7531,2026-05,10,10
5131,2026-05,388,647
3359,2026-05,235,342
9411,2026-04,117,174
2413,2026-04,43,55
8142,2026-05,55,110
9411,2026-05,132,201
2183,2026-05,80,83
2619,2026-05,29,39
2319,2026-05,88,109
5151,2026-04,33,37
2651,2026-06,2,2
2225,2026-04,119,124
4117,2026-05,148,176
2661,2026-05,689,828
2227,2026-05,66,117
1120,2026-05,43,43
2351,2026-05,476,504
8341,2026-05,10,12
5342,2026-05,403,858
2511,2026-05,323,347
2516,2026-05,139,167
1210,2026-05,117,117
3449,2026-05,106,148
3113,2026-04,371,421
4221,2026-05,21,43
3513,2026-05,112,124
7613,2026-06,1,1
5326,2026-06,6,26
2232,2026-05,95,100
5312,2026-05,410,627
2121,2026-06,3,3
8192,2026-05,16,20
7119,2026-05,29,83
3411,2026-05,388,748
8331,2026-05,45,78
3122,2026-04,29,31
7522,2026-04,9,11
1520,2026-05,113,126
8212,2026-05,218,399
7612,2026-05,48,58
2233,2026-05,103,107
3451,2026-05,64,72
8169,2026-05,20,40
2313,2026-04,110,141
2313,2026-05,162,180
3324,2026-05,87,93
3511,2026-05,145,158
3324,2026-04,54,55
2222,2026-05,137,159
2432,2026-04,297,767
2642,2026-05,37,41
2421,2026-05,427,480
5221,2026-05,85,90
9622,2026-05,44,45
2239,2026-05,51,53
3212,2026-05,45,51
1720,2026-05,93,103
8112,2026-06,1,1
2412,2026-05,241,243
2352,2026-05,85,85
4321,2026-05,47,54
8171,2026-06,1,1
2162,2026-06,2,6
7411,2026-04,179,291
1490,2026-06,1,1
4323,2026-05,133,243
7133,2026-06,2,3
7420,2026-05,113,208
5241,2026-05,407,796
1230,2026-05,246,247
7321,2026-06,3,3
4115,2026-05,29,33
3115,2026-05,40,40
3112,2026-04,357,370
1350,2026-05,24,24
5413,2026-05,93,460
1530,2026-05,73,84
5311,2026-04,184,433
5311,2026-05,262,637
2235,2026-05,50,51
2419,2026-05,40,41
5419,2026-05,50,131
2663,2026-05,66,77
3451,2026-04,44,56
2164,2026-05,16,18
8161,2026-05,8,77
7131,2026-05,76,189
8191,2026-05,39,41
3331,2026-05,48,53
5230,2026-05,52,119
5326,2026-05,1,1
2226,2026-05,99,112
8151,2026-04,20,164
2614,2026-04,34,36
3151,2026-05,7,8
5412,2026-05,33,36
7523,2026-05,26,30
2283,2026-05,61,80
8143,2026-06,7,12
0110,2026-05,16,23
9120,2026-05,125,164
7132,2026-05,87,137
8329,2026-05,163,431
5350,2026-04,162,188
1410,2026-05,199,202
2163,2026-05,21,23
4119,2026-05,357,418
0310,2026-05,34,117
5151,2026-05,50,60
4222,2026-04,365,727
3433,2026-05,30,32
3335,2026-04,88,89
1590,2026-05,113,123
3250,2026-05,99,104
8214,2026-05,57,196
2284,2026-05,56,58
5224,2026-05,8,8
2284,2026-04,49,49
7111,2026-04,202,484
8312,2026-06,1,1
8115,2026-06,1,1
2342,2026-05,461,548
2113,2026-05,46,46
5149,2026-05,177,189
2172,2026-05,15,15
3521,2026-05,20,25
6113,2026-05,116,206
2242,2026-05,14,14
7214,2026-05,56,57
2223,2026-05,79,95
2227,2026-04,73,97
5161,2026-05,9,9
8219,2026-04,7,7
5323,2026-04,232,292
5141,2026-05,82,108
3119,2026-05,33,33
6221,2026-06,2,5
3522,2026-05,19,22
8142,2026-04,38,65
9629,2026-05,30,62
4114,2026-05,46,48
2641,2026-06,2,2
2343,2026-04,212,322
4112,2026-05,188,192
1112,2026-05,5,6
7323,2026-06,1,1
2182,2026-05,64,68
2641,2026-05,2,2
7412,2026-05,91,106
4115,2026-04,16,16
9210,2026-05,10,525
8163,2026-05,13,20
4224,2026-05,153,223
9413,2026-05,44,78
3240,2026-05,24,28
2612,2026-05,17,32
2149,2026-04,56,63
2132,2026-05,12,12
6121,2026-05,16,18
8193,2026-05,6,12
2250,2026-05,34,41
3311,2026-05,2,4
5132,2026-04,95,184
2614,2026-05,47,49
2122,2026-05,20,21
3432,2026-05,16,16
2320,2026-04,194,200
7312,2026-05,2,3
7126,2026-04,35,47
1310,2026-05,39,39
9621,2026-05,31,82
8131,2026-05,16,29
2615,2026-05,79,97
3230,2026-06,1,1
3424,2026-05,18,20
4119,2026-04,330,382
4226,2026-05,12,106
7112,2026-05,56,128
3423,2026-05,78,105
5113,2026-05,11,13
7522,2026-05,20,31
2144,2026-04,215,271
3116,2026-05,35,36
1420,2026-05,12,12
3352,2026-05,23,24
5144,2026-05,23,25
5142,2026-05,17,18
3341,2026-05,50,65
3515,2026-05,7,7
4420,2026-05,70,234
7121,2026-05,30,90
0210,2026-05,18,22
5341,2026-05,28,92
1720,2026-04,82,93
3360,2026-05,2,3
3214,2026-05,28,28
7116,2026-05,19,44
3431,2026-05,19,22
2141,2026-05,124,143
3355,2026-05,53,58
3323,2026-04,247,261
7215,2026-05,9,51
2145,2026-05,28,29
8111,2026-05,8,11
3312,2026-05,35,53
8171,2026-05,9,17
2149,2026-05,52,56
5411,2026-05,21,43
1380,2026-05,7,7
6113,2026-04,103,212
2133,2026-05,31,31
2135,2026-05,9,9
2623,2026-05,33,37
2131,2026-05,57,57
5226,2026-05,20,20
2121,2026-05,9,9
2134,2026-05,17,20
1220,2026-05,41,42
2173,2026-05,29,31
8121,2026-05,18,37
3314,2026-05,28,28
3353,2026-05,18,19
6112,2026-05,20,25
2431,2026-04,162,163
8151,2026-05,26,76
3115,2026-04,30,33
1340,2026-05,14,15
6221,2026-05,2,3
8172,2026-05,4,5
1240,2026-05,25,25
7126,2026-05,40,54
4116,2026-05,17,76
3332,2026-05,16,16
7311,2026-05,25,26
8143,2026-05,13,16
2181,2026-05,42,48
8159,2026-05,11,16
4323,2026-04,103,112
2146,2026-05,22,22
2271,2026-05,8,9
7232,2026-05,2,2
1330,2026-05,36,42
5169,2026-05,27,98
3343,2026-05,34,34
2411,2026-05,23,27
3411,2026-04,382,890
7611,2026-05,16,27
3215,2026-04,33,43
2413,2026-05,42,47
6210,2026-05,21,44
2112,2026-05,6,6
6122,2026-05,9,16
2312,2026-05,88,91
3152,2026-05,8,9
2162,2026-05,4,4
5225,2026-05,21,55
4410,2026-05,22,36
7521,2026-05,5,5
8112,2026-05,3,6
1740,2026-05,18,18
2653,2026-05,3,4
7534,2026-05,2,2
7420,2026-04,118,147
2113,2026-04,22,27
3333,2026-04,208,221
2111,2026-05,19,20
2621,2026-05,13,13
7133,2026-05,2,3
2643,2026-05,15,43
8129,2026-04,26,46
3211,2026-05,7,7
9111,2026-04,726,1300
1113,2026-05,22,25
2161,2026-05,9,20
3153,2026-05,4,5
5227,2026-05,21,22
2513,2026-05,9,12
7213,2026-05,18,37
2671,2026-05,14,14
3439,2026-05,13,41
3121,2026-04,93,93
9331,2026-05,9,9
4223,2026-05,12,22
4212,2026-05,5,5
6129,2026-05,12,17
5414,2026-05,5,17
2179,2026-05,10,15
2312,2026-04,74,75
6122,2026-04,18,21
3154,2026-05,5,12
8141,2026-04,13,19
5325,2026-05,2,3
9320,2026-05,23,36
2415,2026-05,13,13
7119,2026-04,32,73
3351,2026-05,9,9
2654,2026-05,18,18
2655,2026-05,2,3
8199,2026-05,8,20
2652,2026-05,15,16
2311,2026-05,8,8
5142,2026-04,20,20
7321,2026-05,8,8
7533,2026-05,1,1
7134,2026-04,63,122
3240,2026-04,11,17
3342,2026-05,14,16
8181,2026-05,7,17
3250,2026-04,84,108
2213,2026-05,7,11
3155,2026-05,3,3
3441,2026-04,40,44
7319,2026-05,6,6
3119,2026-04,31,36
5419,2026-04,51,206
9413,2026-04,29,55
7114,2026-04,237,583
2414,2026-05,3,3
5221,2026-04,103,104
8213,2026-04,185,402
9622,2026-04,42,53
3334,2026-05,7,9
5241,2026-04,227,500
8214,2026-04,33,61
2114,2026-05,11,12
3522,2026-04,17,18
3449,2026-04,83,125
3452,2026-05,14,15
8169,2026-04,13,29
8189,2026-05,3,3
9520,2026-05,16,47
2651,2026-05,3,3
3155,2026-04,4,4
3321,2026-05,16,42
2671,2026-04,14,15
3433,2026-04,33,33
3331,2026-04,69,73
4321,2026-04,29,32
8173,2026-04,11,24
5349,2026-05,8,12
1370,2026-04,83,84
1320,2026-04,50,52
7532,2026-05,2,3
1710,2026-05,5,5
2642,2026-04,35,40
5149,2026-04,60,69
2142,2026-04,104,120
9629,2026-04,23,43
4225,2026-04,198,248
3355,2026-04,34,35
7123,2026-05,5,8
6222,2026-05,1,1
2183,2026-04,84,85
2514,2026-04,132,174
2131,2026-04,41,41
2319,2026-04,57,57
8343,2026-05,5,5
2171,2026-05,7,7
7124,2026-05,11,16
3334,2026-04,2,2
2672,2026-05,3,3
7413,2026-04,25,37
7115,2026-05,1,1
3111,2026-04,101,107
2232,2026-04,81,156
7221,2026-05,5,8
5111,2026-05,1,1
2654,2026-04,20,20
6121,2026-04,19,36
2141,2026-04,102,114
7531,2026-04,13,15
2613,2026-05,1,1
5112,2026-05,2,5
3439,2026-04,7,18
2622,2026-04,130,154
8311,2026-05,2,2
2662,2026-04,173,181
1111,2026-05,2,2
7116,2026-04,27,58
1420,2026-04,14,15
8174,2026-04,6,17
2182,2026-04,43,48
4211,2026-04,36,110
8113,2026-05,1,3
3230,2026-05,2,4
7612,2026-04,33,42
2181,2026-04,35,36
2234,2026-04,10,10
3211,2026-04,8,10
3353,2026-04,26,130
3359,2026-04,172,242
1330,2026-04,36,37
2359,2026-04,128,193
4112,2026-04,187,191
7321,2026-04,7,7
8343,2026-04,10,10
1410,2026-04,169,182
1790,2026-04,2,2
8192,2026-04,22,27
1490,2026-05,1,1
3342,2026-04,20,24
1730,2026-04,101,102
2163,2026-04,16,16
2250,2026-04,35,42
2111,2026-04,33,33
1310,2026-04,37,38
8331,2026-04,36,90
4420,2026-04,68,206
9332,2026-04,47,117
5226,2026-04,18,21
7319,2026-04,9,12
7613,2026-04,5,5
2612,2026-04,17,32
2179,2026-04,13,13
2619,2026-04,27,38
1610,2026-05,1,1
5161,2026-04,6,6
1120,2026-04,40,40
2419,2026-04,22,22
3321,2026-04,10,26
9610,2026-04,67,100
6111,2026-04,3,3
2162,2026-04,3,3
3314,2026-04,16,16
7523,2026-04,33,53
8161,2026-04,12,27
7131,2026-04,50,159
4224,2026-04,110,190
5413,2026-04,82,344
8162,2026-04,23,84
3151,2026-04,8,10
2146,2026-04,31,51
1540,2026-05,1,1
6129,2026-04,12,14
3332,2026-04,7,7
4113,2026-04,33,35
3343,2026-04,28,31
2164,2026-04,20,21
3432,2026-04,13,15
3431,2026-04,30,38
1220,2026-04,26,26
9310,2026-04,84,177
7311,2026-04,23,24
8350,2026-05,1,1
1740,2026-04,11,11
7122,2026-04,10,12
2621,2026-04,8,8
1240,2026-04,10,10
3212,2026-04,58,58
2663,2026-04,62,71
2121,2026-04,8,8
2161,2026-04,12,13
1380,2026-04,6,7
2171,2026-04,7,8
7611,2026-04,23,37
3117,2026-04,25,29
2651,2026-04,4,4
8114,2026-04,30,51
4116,2026-04,38,53
4114,2026-04,72,74
3452,2026-04,11,12
3312,2026-04,42,56
2643,2026-04,9,85
6221,2026-04,3,5
2282,2026-04,23,23
2414,2026-04,2,2
2135,2026-04,16,16
3352,2026-04,43,43
3422,2026-04,91,115
5225,2026-04,43,63
2132,2026-04,21,21
6210,2026-04,21,39
4410,2026-04,28,35
3116,2026-04,33,33
4221,2026-04,16,30
7521,2026-04,12,15
4223,2026-04,13,21
8350,2026-04,5,9
8131,2026-04,36,121
5414,2026-04,11,18
2239,2026-04,37,38
7215,2026-04,4,8
5412,2026-04,26,74
2669,2026-04,7,8
2145,2026-04,19,19
9320,2026-04,15,36
7221,2026-04,7,12
0310,2026-04,28,164
7322,2026-04,12,19
9621,2026-04,38,173
7213,2026-04,13,29
8159,2026-04,8,10
8163,2026-04,19,83
6112,2026-04,36,67
8122,2026-04,2,2
3424,2026-04,15,15
2173,2026-04,19,32
8193,2026-04,11,16
3341,2026-04,39,44
0110,2026-04,12,12
2242,2026-04,10,10
2133,2026-04,22,22
4226,2026-04,30,105
8341,2026-04,10,14
2172,2026-04,11,11
8112,2026-04,2,4
2415,2026-04,8,8
1111,2026-04,1,1
5224,2026-04,7,7
2652,2026-04,13,23
4212,2026-04,12,12
5113,2026-04,16,22
3515,2026-04,10,10
1350,2026-04,26,26
3213,2026-04,49,49
8199,2026-04,19,40
1340,2026-04,10,10
1112,2026-04,10,10
7224,2026-04,10,10
8143,2026-04,8,11
8311,2026-04,1,1
2611,2026-04,4,4
2411,2026-04,12,13
3521,2026-04,8,8
3351,2026-04,12,12
3152,2026-04,15,19
8181,2026-04,6,64
2213,2026-04,7,9
1113,2026-04,23,25
7123,2026-04,4,9
8172,2026-04,3,7
