ssyk4,pctl_rank_genai,exposure_quartile,n_ads_2122,remote_share,teleworkable,high,remote_high,z_ai,z_rem,emp_2024
2642,93.5,Q4 (highest),1811,0.13252346769740475,1.0,1,1,1.5394532019639697,2.1498058992330193,9934
2643,86.410004,Q4 (highest),667,0.20239880059970014,0.5,1,1,1.2998436071412949,3.6499545197035475,2675
2651,40.07,Q2,242,0.0371900826446281,0.1666666666666666,0,0,-0.26623761244206384,0.10310014297306573,846
2652,63.0,Q3,380,0.018421052631578946,0.25,0,0,0.5086920221139974,-0.299850845768781,5307
2653,2.01,Q1 (lowest),111,0.0,0.0,0,0,-1.5524923831007509,-0.6953311325177313,471
2654,79.790001,Q4 (highest),1543,0.10304601425793908,0.7999999999999999,1,1,1.076117636554726,1.5169565191230034,3223
2655,69.150002,Q3,171,0.0,0.0,0,0,0.7165340981008725,-0.6953311325177313,2012
2661,56.860001,Q3,14762,0.08054464164747324,0.6666666666666667,0,1,0.30118800199866447,1.0338761289732663,27020
2662,53.07,Q3,4729,0.019031507718333687,0.5,0,0,0.17310321831366213,-0.28674502833339444,11174
2663,45.98,Q2,2156,0.12244897959183673,0.0,0,1,-0.06650651169080699,1.9335174207989063,6564
2669,52.599998,Q3,507,0.029585798816568046,0.5,0,0,0.15721928991851958,-0.060155693106906626,7809
2671,62.290001,Q3,324,0.0,1.0,0,0,0.48469728746047924,-0.6953311325177313,2429
2672,52.84,Q3,99,0.0,0.5,0,0,0.16533026515413785,-0.6953311325177313,1039
3111,72.459999,Q3,1042,0.06238003838771593,0.5634920634920635,0,1,0.8283969313146385,0.643901535798566,8737
3112,57.799999,Q3,7968,0.0660140562248996,0.3,0,1,0.3329556560162585,0.7219200098262911,31782
3113,50.0,Q2,11189,0.05478595048708553,0.0,0,1,0.06935119135827146,0.48086459536935794,25843
3114,50.240002,Q3,17187,0.034211904346308254,0.0,0,0,0.07746216659388949,0.03916184199943248,24590
3115,53.779999,Q3,1943,0.049922799794132784,0.0333333333333333,0,1,0.19709795296718005,0.3764579542822326,3891
3116,59.93,Q3,977,0.02354145342886387,0.25,0,0,0.40493999515860674,-0.1899213202373064,582
3117,93.739998,Q4 (highest),1172,0.08617747440273038,1.0,1,1,1.5475640420177939,1.1548070202644134,1946
3119,53.549999,Q3,1480,0.022972972972972974,0.0666666666666666,0,0,0.1893249998076558,-0.2021259872671098,22045
3121,30.85,Q2,4156,0.0064966313763233875,0.0,0,0,-0.5778316477934325,-0.5558554092245843,18263
3122,35.580002,Q2,2087,0.006229036895064686,0.0,0,0,-0.41797910870449057,-0.5616003763715327,9782
3151,39.599998,Q2,143,0.06293706293706294,0.5,0,1,-0.28212154083720636,0.6558602567743869,857
3152,33.689999,Q2,188,0.015957446808510637,0.5,0,0,-0.48185260779301475,-0.3527418263674248,1704
3153,27.540001,Q2,41,0.0,0.3333333333333333,0,0,-0.6896945485980958,-0.6953311325177313,2142
3154,55.200001,Q3,48,0.020833333333333332,1.0,0,0,0.24508755745601038,-0.2480617605992756,802
3155,66.550003,Q3,213,0.004694835680751174,0.0,0,0,0.628665965745176,-0.5945380346206145,426
3211,38.889999,Q2,499,0.056112224448897796,0.0,0,1,-0.3061162754907243,0.5093382780201535,2480
3212,50.950001,Q3,2675,0.009345794392523364,0.0,0,0,0.10145690124740765,-0.4946869282926296,9547
3213,49.049999,Q2,2210,0.0027149321266968325,0.0,0,0,0.03724548146913526,-0.6370444451365027,4433
3214,46.93,Q2,445,0.008988764044943821,0.0,0,0,-0.03440083559711922,-0.5023519877798807,3352
3215,54.02,Q3,1613,0.015499070055796652,0.1296296296296296,0,0,0.2052088944073499,-0.3625826847172683,10966
3230,41.25,Q2,18,0.0,0.0166666666666666,0,0,-0.22635898318885178,-0.6953311325177313,143
3240,29.67,Q2,571,0.0017513134851138354,0.0,0,0,-0.6177102770466445,-0.6577323061568103,2973
3250,28.01,Q2,2263,0.006628369421122404,0.0,0,0,-0.6738107215892988,-0.5530271343819434,3597
3311,91.839996,Q4 (highest),26,0.11538461538461539,1.0,1,1,1.4833526222395215,1.781853081184485,1304
3312,77.900002,Q4 (highest),1364,0.05205278592375367,0.3968253968253968,1,1,1.0122442726479957,0.42218647708497925,24513
3313,88.529999,Q4 (highest),14203,0.11075124973597128,1.0,1,1,1.3714897890257554,1.6823796790946803,30194
3314,82.150002,Q4 (highest),893,0.07726763717805152,0.6666666666666666,1,1,1.1558749288565984,0.9635223498942793,6834
3321,87.589996,Q4 (highest),2724,0.052129221732745964,1.0,1,1,1.3397219660309188,0.4238274721064223,12608
3322,71.510002,Q3,94526,0.04404079300933077,1.0,0,0,0.7962913566072966,0.25017756322982493,91526
3323,76.709999,Q4 (highest),10094,0.07846245294234198,1.0,1,1,0.9720275875232413,0.9891737657239977,23447
3324,83.330002,Q4 (highest),3182,0.04839723444374607,0.6904761904761905,1,1,1.1957535581098102,0.34370569879000745,19100
3331,70.800003,Q3,1405,0.030604982206405694,0.75,0,0,0.7722966219537787,-0.03827491640407107,5378
3332,80.019997,Q4 (highest),54,0.037037037037037035,0.3452380952380952,1,0,1.0838904545324564,0.09981441755952329,2983
3333,59.220001,Q3,8863,0.020534807627214262,1.0,0,0,0.3809452605050888,-0.25447078804299034,7467
3334,71.989998,Q3,643,0.01866251944012442,0.75,0,0,0.8125130367149447,-0.2946668117945112,5696
3335,72.220001,Q3,2191,0.035600182565038795,0.75,0,0,0.8202860912608145,0.06896668969253718,8190
3339,83.57,Q4 (highest),6065,0.03495465787304204,0.6904761904761905,1,0,1.2038643981636343,0.05510796536226954,3939
3341,69.860001,Q3,832,0.078125,1.0,0,1,0.7405288327543904,0.9819290121764777,7009
3342,82.389999,Q4 (highest),703,0.06970128022759602,0.9166666666666669,1,1,1.163985735114974,0.8010807632891077,3157
3343,73.400002,Q3,1346,0.0549777117384844,1.0,0,1,0.8601647543094753,0.4849815042239884,8905
3351,33.220001,Q2,293,0.017064846416382253,0.1666666666666666,0,0,-0.49773640100636307,-0.3289671418678017,1852
3352,90.660004,Q4 (highest),692,0.044797687861271675,0.0,1,0,1.4434742633498976,0.2664272857115492,3800
3353,73.169998,Q3,960,0.026041666666666668,0.25,0,0,0.852391665968157,-0.1362444176196616,10741
3354,54.73,Q3,3313,0.047087232115907034,0.1666666666666666,0,0,0.22920366285631627,0.31558135070756194,4645
3355,57.57,Q3,1501,0.07994670219853431,0.2388888888888888,0,1,0.32518273665218267,1.0210390088882013,4486
3359,70.330002,Q3,5104,0.06328369905956113,0.4722222222222221,0,1,0.7564127273540843,0.6633021633724995,22634
3360,31.559999,Q2,207,0.00966183574879227,0.1444444444444444,0,0,-0.5538369131399145,-0.4879018585845344,19358
3411,46.220001,Q2,8329,0.00756393324528755,0.0,0,0,-0.058395570250637144,-0.5329415802687927,17406
3421,0.12,Q1 (lowest),6,0.0,1.0,0,0,-1.6163657808029295,-0.6953311325177313,3083
3422,40.310001,Q2,11339,0.00044095599259193934,0.6458333333333333,0,0,-0.25812667100189424,-0.6858642792449181,15286
3423,41.73,Q2,2915,0.0010291595197255575,0.3125,0,0,-0.2101371678994097,-0.673236178982137,17076
3424,39.830002,Q2,351,0.019943019943019943,0.625,0,0,-0.27434845249588785,-0.26717583632228653,2203
3431,51.419998,Q3,778,0.010282776349614395,0.9,0,0,0.11734066066530754,-0.4745709283831722,2907
3432,61.349998,Q3,572,0.024475524475524476,0.3333333333333333,0,0,0.4529294644656428,-0.1698678144596854,3257
3433,50.709999,Q3,399,0.017543859649122806,0.0,0,0,0.09334592601178962,-0.31868324037587387,1105
3439,67.489998,Q3,322,0.024844720496894408,0.1666666666666666,0,0,0.6604335183764242,-0.16194157097522513,1486
3441,60.639999,Q3,794,0.006297229219143577,1.0,0,0,0.4289347298121249,-0.5601363601494324,1853
3449,71.040001,Q3,3989,0.04587615943845575,1.0,0,0,0.7804074620076027,0.28958091634958255,5629
3451,31.09,Q2,2843,0.002110446711220542,0.0,0,0,-0.5697207401487114,-0.6500221001179721,3899
3452,31.32,Q2,479,0.006263048016701462,0.0,0,0,-0.561947786989187,-0.5608701939869221,444
3511,75.529999,Q4 (highest),7776,0.09079218106995884,1.0,1,1,0.9321489582700295,1.2538798339910942,12002
3512,66.309998,Q3,12047,0.08649456296173322,1.0,0,1,0.6205548891232119,1.1616145722945441,19027
3513,94.68,Q4 (highest),3821,0.11541481287621042,1.0,1,1,1.579331831217182,1.7825013890132475,4458
3514,84.519997,Q4 (highest),2881,0.10274210343630684,1.0,1,1,1.2359699728709768,1.5104318790120914,10694
3515,92.550003,Q4 (highest),874,0.17048054919908467,1.0,1,1,1.507347627256628,2.964703819382492,2351
3521,51.650002,Q3,292,0.0410958904109589,0.8,0,0,0.12511374900662606,0.18695365592415392,2375
3522,47.639999,Q2,693,0.027417027417027416,0.2666666666666666,0,0,-0.010406100943601053,-0.10671689414885452,3179
4111,92.32,Q4 (highest),13117,0.08805367080887398,0.75,1,1,1.4995745727107577,1.1950869492966458,36485
4112,96.339996,Q4 (highest),8871,0.12354864164130312,1.0,1,1,1.635432140578042,1.9571259881999015,15597
4113,86.879997,Q4 (highest),5300,0.06641509433962264,0.6,1,1,1.3157272313774009,0.7305298689792928,2837
4114,84.989998,Q4 (highest),3153,0.0935616872819537,1.0,1,1,1.2518538674706707,1.313338168581328,11240
4115,79.080002,Q4 (highest),2315,0.06220302375809935,0.0,1,1,1.0521229019012075,0.6401012211325348,7483
4116,88.059998,Q4 (highest),976,0.027663934426229508,1.0,1,0,1.3556058944260612,-0.10141606488830648,5407
4117,80.5,Q4 (highest),7000,0.12771428571428572,1.0,1,1,1.100112371208244,2.046557908591522,18134
4119,90.43,Q4 (highest),19644,0.07559560171044594,0.9370370370370372,1,1,1.4357011750085793,0.9276255377300555,69442
4211,49.290001,Q2,911,0.003293084522502744,0.2,0,0,0.045356456704753294,-0.6246321319071302,1007
4212,73.879997,Q3,832,0.16346153846153846,0.5,0,1,0.8763864006216749,2.814013170227075,760
4221,73.639999,Q3,985,0.05279187817258883,0.4166666666666666,0,1,0.8682755605678508,0.4380539967294418,5254
4222,82.620003,Q4 (highest),44815,0.12154412585071962,0.375,1,1,1.1717588234562923,1.914091179304466,35424
4223,57.09,Q3,969,0.03508771929824561,0.5,0,0,0.30896092136274056,0.057964651765983574,2758
4224,62.77,Q3,5783,0.0020750475531730937,0.0,0,0,0.5009190689544731,-0.6507820821589158,12018
4225,76.239998,Q4 (highest),8233,0.010202842220332808,0.0,1,0,0.9561436929235474,-0.47628702859750616,13930
4226,78.370003,Q4 (highest),2445,0.04621676891615542,1.0,1,0,1.0281281672476896,0.29689343733327234,904
4321,41.490002,Q2,1779,0.0039347948285553686,0.0833333333333333,0,0,-0.21824800795323374,-0.6108552983611258,6955
4322,48.82,Q2,29480,0.000712347354138399,0.0416666666666666,0,0,0.02947256210505942,-0.680037797141415,103018
4323,68.910004,Q3,3774,0.02172760996290408,1.0,0,0,0.7084232580470484,-0.2288625983706614,10898
4410,55.439999,Q3,737,0.04341926729986431,0.75,0,0,0.2531983975098344,0.23683407137202167,2836
4420,20.92,Q1 (lowest),2720,0.0,0.4,0,0,-0.9134204515937677,-0.6953311325177313,12788
5111,24.700001,Q1 (lowest),21,0.0,0.3333333333333333,0,0,-0.7856736223939621,-0.6953311325177313,1826
5112,34.630001,Q2,313,0.0,0.5,0,0,-0.45008481859362676,-0.6953311325177313,4902
5113,51.18,Q3,598,0.008361204013377926,0.1666666666666666,0,0,0.1092298206114835,-0.5158250300755417,1907
5120,34.16,Q2,20720,0.0005791505791505791,0.2,0,0,-0.4659687131933209,-0.6828973893601525,45865
5131,21.629999,Q1 (lowest),13622,0.002863015709881075,0.0,0,0,-0.8894257169402497,-0.6338652490768747,29102
5132,21.870001,Q1 (lowest),3481,0.0,0.0,0,0,-0.8813147417046316,-0.6953311325177313,8334
5141,46.689999,Q2,2647,0.00037778617302606723,0.1666666666666666,0,0,-0.04251177703728881,-0.6872204676699466,8933
5142,45.27,Q2,676,0.004437869822485207,0.25,0,0,-0.09050128013977334,-0.6000548166061076,1155
5143,44.799999,Q2,974,0.0,0.0,0,0,-0.10638517473946746,-0.6953311325177313,1442
5144,45.740002,Q2,274,0.0,0.25,0,0,-0.07461735174463104,-0.6953311325177313,533
5149,45.509998,Q2,1005,0.0,0.25,0,0,-0.08239044008594928,-0.6953311325177313,2814
5151,55.669998,Q3,1550,0.0012903225806451613,0.3333333333333333,0,0,0.2609713168739103,-0.6676292875472979,4224
5152,17.379999,Q1 (lowest),9423,0.0028653295128939827,0.0,0,0,-1.0330563731488525,-0.633815574202299,40700
5161,28.25,Q2,395,0.0,0.0,0,0,-0.6656998139445778,-0.6953311325177313,1361
5169,42.669998,Q2,1066,0.009380863039399626,0.4375,0,0,-0.17836951388181568,-0.49393404197283564,3224
5221,43.619999,Q2,3192,0.0018796992481203006,0.6666666666666666,0,0,-0.1462638039926795,-0.654976001216818,15255
5222,42.200001,Q2,19603,0.005101260011222772,0.0,0,0,-0.1942532732997156,-0.5858125391795388,102146
5223,44.330002,Q2,30290,0.003367448002641136,0.5,0,0,-0.12226893415736735,-0.6230356275684821,114073
5224,47.400002,Q2,898,0.011135857461024499,0.0,0,0,-0.01851690720197667,-0.4562561898441692,1383
5225,26.120001,Q2,1733,0.0,0.5,0,0,-0.7376840854960289,-0.6953311325177313,6528
5226,42.43,Q2,798,0.0012531328320802004,0.0,0,0,-0.18648035393563975,-0.6684277116504558,2614
5227,30.610001,Q2,504,0.0,0.0625,0,0,-0.5859425216427051,-0.6953311325177313,3039
5230,48.110001,Q2,2155,0.0013921113689095127,0.0,0,0,0.005477827451541254,-0.6654439911923218,15397
5241,57.330002,Q3,46503,0.04750231167881642,0.3333333333333333,0,0,0.3170718965983586,0.324492664726698,2102
5242,67.970001,Q3,37184,0.12147697934595525,1.0,0,1,0.6766554350522118,1.9126496157038664,6165
5311,44.09,Q2,11260,0.001953818827708703,0.75,0,0,-0.13037990939298538,-0.6533847331619684,86954
5312,67.730003,Q3,8767,0.007300102657693624,1.0,0,0,0.6685445949983877,-0.5386057406466812,41580
5321,30.139999,Q2,24875,0.0006432160804020101,0.0833333333333333,0,0,-0.6018264500378476,-0.6815219716078469,122691
5323,15.48,Q1 (lowest),9963,0.0015055706112616681,0.0,0,0,-1.0972676915407793,-0.6630081426771925,36116
5325,15.25,Q1 (lowest),154,0.006493506493506494,0.0,0,0,-1.1050406447003036,-0.5559224971145762,788
5326,8.3900003,Q1 (lowest),258,0.0,0.0,0,0,-1.3368774114066135,-0.6953311325177313,896
5330,29.91,Q2,2814,0.0,0.0833333333333333,0,0,-0.6095993694019235,-0.6953311325177313,89351
5341,15.96,Q1 (lowest),1562,0.0012804097311139564,0.0,0,0,-1.081045876251337,-0.6678421058185177,15156
5342,30.379999,Q2,11755,0.0016163334751169716,0.0833333333333333,0,0,-0.5937155423931265,-0.6606301825228669,80573
5343,35.82,Q2,55869,0.002380568830657431,0.1666666666666666,0,0,-0.40986826865066656,-0.6442228672842848,66499
5349,33.450001,Q2,361,0.0,0.0697916666666666,0,0,-0.4899634478468388,-0.6953311325177313,23370
5350,27.780001,Q2,4058,0.0,0.0,0,0,-0.6815836409533748,-0.6953311325177313,11103
5411,3.9000001,Q1 (lowest),559,0.005366726296958855,0.0,0,0,-1.4886189820190272,-0.5801132621129771,5736
5412,6.2600002,Q1 (lowest),962,0.0,0.0,0,0,-1.4088617201330582,-0.6953311325177313,12876
5413,35.110001,Q2,2935,0.00034071550255536625,0.25,0,0,-0.4338630033041847,-0.688016335293852,19821
5414,47.16,Q2,372,0.053763440860215055,0.5,0,1,-0.02662788243759494,0.45891240791699317,1858
5419,51.889999,Q3,1522,0.005913272010512484,0.4880952380952381,0,0,0.13322455526500165,-0.5683795105277359,4375
