year,n_ads,field_present,field_true,text_remote,text_sv_distans,text_sv_hem,text_sv_hybrid,text_en_remote,text_en_wfh,text_en_hybrid
2020,490657,0.0,0.0,0.014203404822513487,0.005404997788679261,0.00789757406905435,5.5028258029539984e-05,0.0010190418153618516,0.000536015994880334,6.114250892171109e-06
2021,723525,0.00016861891434297364,0.0,0.03071628485539546,0.011936007739884593,0.014801147161466431,0.00037455512940119554,0.0037980719394630456,0.0014926920286099305,0.00024048927127604436
2022,1056101,0.7981897564721556,0.0015348910757588526,0.04812513197127926,0.022431566677808278,0.017103477792370238,0.0046065669855439965,0.006233305337273613,0.003072622788918863,0.001557616174968114
2023,1023502,0.9999755740584777,0.0008969205727003953,0.050630091587510334,0.025287688739250143,0.015536852883531248,0.006775756178297648,0.006061541648184371,0.0021934495487063044,0.0017830937311309602
2024,713060,1.0,0.002252264886545312,0.05807505679746445,0.028889574509858917,0.018929683336605614,0.007404706476313354,0.00520152581830421,0.0017305696575323254,0.003156817098140409
2025,579311,1.0,0.001491426884695785,0.06442135571394295,0.03967989560011807,0.015913732002326902,0.009014156472084943,0.003804519506793415,0.001210058155291372,0.0031416631135952884
2026,289601,1.0,0.0012707138442201512,0.056684887137820654,0.037966029122827614,0.012133936001602204,0.007700249653834069,0.002724438106222009,0.0007631189118822104,0.0025345216349391057
