"term","rb_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rb_x_high_x_young",1.95622223587108e-05,1.99409787759528e-06,-3.28135510806155e-06,-7.40869652878015e-07,6.15228317273331e-06,1.2341108169958e-05
"q1_x_high_x_young",1.99409787759528e-06,1.2061406261413e-05,5.66267661321377e-06,1.53151914032217e-06,2.37130762595787e-06,4.96503669731589e-06
"q2_x_high_x_young",-3.28135510806155e-06,5.66267661321377e-06,8.09525115777606e-06,3.2327874839436e-06,5.07619187795046e-07,2.98077814792018e-06
"q3_x_high_x_young",-7.40869652878015e-07,1.53151914032217e-06,3.2327874839436e-06,6.50779907668241e-06,7.94461937377776e-07,-3.79149264828143e-07
"interim_x_high_x_young",6.15228317273331e-06,2.37130762595787e-06,5.07619187795046e-07,7.94461937377776e-07,3.25561732817059e-05,4.70934449577855e-05
"post_x_high_x_young",1.2341108169958e-05,4.96503669731589e-06,2.98077814792018e-06,-3.79149264828143e-07,4.70934449577855e-05,0.000107171319860832
