"term","rb_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rb_x_high_x_young",1.95015532273754e-05,1.96623204773922e-06,-3.27979153619574e-06,-7.46316704861428e-07,6.07951872182428e-06,1.22425838557215e-05
"q1_x_high_x_young",1.96623204773922e-06,1.21206160454145e-05,5.71383516506221e-06,1.57879948735851e-06,2.30220341864332e-06,4.73752811218305e-06
"q2_x_high_x_young",-3.27979153619574e-06,5.71383516506221e-06,8.12119455945317e-06,3.24943056992465e-06,5.08092136812019e-07,2.87986698535604e-06
"q3_x_high_x_young",-7.46316704861428e-07,1.57879948735851e-06,3.24943056992465e-06,6.51392866412309e-06,7.97844387166579e-07,-4.41087665667164e-07
"interim_x_high_x_young",6.07951872182428e-06,2.30220341864332e-06,5.08092136812019e-07,7.97844387166579e-07,3.24378931326856e-05,4.68942310744673e-05
"post_x_high_x_young",1.22425838557215e-05,4.73752811218305e-06,2.87986698535604e-06,-4.41087665667164e-07,4.68942310744673e-05,0.000106913947635782
